Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[individual]	Characteristics[strain]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[cell type]	Material Type	Description	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[cdna read]	Comment[cdna read offset]	Comment[cdna read size]	Comment[cell barcode offset]	Comment[cell barcode read]	Comment[cell barcode size]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[sample barcode offset]	Comment[sample barcode read]	Comment[sample barcode size]	Comment[single cell isolation]	Comment[spike in]	Comment[umi barcode offset]	Comment[umi barcode read]	Comment[umi barcode size]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[BAM_URI]	Comment[read1 file]	Comment[FASTQ_URI]	Comment[read2 file]	Comment[FASTQ_URI]	Comment[index1 file]	Comment[FASTQ_URI]	Factor Value[organism part]	Factor Value[cell type]
FCA44_Female_antenna_adult_5dWT_Luo_sample1_S62	ERS6860671	SAMEA9135870	Drosophila melanogaster	S62	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	antenna	  	organism part	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S62	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a4088eb4__FCA44_Female_antenna_adult_5dWT_Luo_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S62_L004	  	sequencing assay	ERX5671954	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S62_L004.bam	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S62_L004.bam	ERR6032699	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032699/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S62_L004.bam	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S62_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S62_L004_R1_001.fastq.gz	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S62_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S62_L004_R2_001.fastq.gz	  	  	antenna	    
FCA44_Female_antenna_adult_5dWT_Luo_sample1_S65	ERS6860671	SAMEA9135870	Drosophila melanogaster	S65	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	antenna	  	organism part	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S65	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a4088eb4__FCA44_Female_antenna_adult_5dWT_Luo_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S65_L004	  	sequencing assay	ERX5671954	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S65_L004.bam	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S65_L004.bam	ERR6032700	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032700/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S65_L004.bam	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S65_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S65_L004_R1_001.fastq.gz	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S65_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S65_L004_R2_001.fastq.gz	  	  	antenna	    
FCA44_Female_antenna_adult_5dWT_Luo_sample1_S67	ERS6860671	SAMEA9135870	Drosophila melanogaster	S67	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	antenna	  	organism part	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S67	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a4088eb4__FCA44_Female_antenna_adult_5dWT_Luo_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S67_L004	  	sequencing assay	ERX5671954	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S67_L004.bam	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S67_L004.bam	ERR6032701	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032701/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S67_L004.bam	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S67_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S67_L004_R1_001.fastq.gz	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S67_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S67_L004_R2_001.fastq.gz	  	  	antenna	    
FCA44_Female_antenna_adult_5dWT_Luo_sample1_S68	ERS6860671	SAMEA9135870	Drosophila melanogaster	S68	w1118	5	day	EFO	UO_0000033	adult	female	wild type genotype	antenna	  	organism part	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S68	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a4088eb4__FCA44_Female_antenna_adult_5dWT_Luo_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S68_L004	  	sequencing assay	ERX5671954	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S68_L004.bam	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S68_L004.bam	ERR6032702	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032702/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S68_L004.bam	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S68_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S68_L004_R1_001.fastq.gz	FCA44_Female_antenna_adult_5dWT_Luo_sample1_S68_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA44_Female_antenna_adult_5dWT_Luo_sample1_S68_L004_R2_001.fastq.gz	  	  	antenna	    
FCA43_Male_antenna_adult_5dWT_Luo_sample1_S54	ERS6860667	SAMEA9135866	Drosophila melanogaster	S54	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	antenna	  	organism part	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S54	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a3f9404e__FCA43_Male_antenna_adult_5dWT_Luo_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S54_L004	  	sequencing assay	ERX5671953	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S54_L004.bam	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S54_L004.bam	ERR6032695	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032695/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S54_L004.bam	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S54_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S54_L004_R1_001.fastq.gz	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S54_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S54_L004_R2_001.fastq.gz	  	  	antenna	    
FCA43_Male_antenna_adult_5dWT_Luo_sample1_S58	ERS6860667	SAMEA9135866	Drosophila melanogaster	S58	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	antenna	  	organism part	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S58	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a3f9404e__FCA43_Male_antenna_adult_5dWT_Luo_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S58_L004	  	sequencing assay	ERX5671953	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S58_L004.bam	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S58_L004.bam	ERR6032696	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032696/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S58_L004.bam	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S58_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S58_L004_R1_001.fastq.gz	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S58_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S58_L004_R2_001.fastq.gz	  	  	antenna	    
FCA43_Male_antenna_adult_5dWT_Luo_sample1_S61	ERS6860667	SAMEA9135866	Drosophila melanogaster	S61	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	antenna	  	organism part	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S61	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a3f9404e__FCA43_Male_antenna_adult_5dWT_Luo_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S61_L004	  	sequencing assay	ERX5671953	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S61_L004.bam	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S61_L004.bam	ERR6032697	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032697/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S61_L004.bam	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S61_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S61_L004_R1_001.fastq.gz	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S61_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S61_L004_R2_001.fastq.gz	  	  	antenna	    
FCA43_Male_antenna_adult_5dWT_Luo_sample1_S69	ERS6860667	SAMEA9135866	Drosophila melanogaster	S69	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	antenna	  	organism part	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S69	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	a3f9404e__FCA43_Male_antenna_adult_5dWT_Luo_sample1	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	  	  	  	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S69_L004	  	sequencing assay	ERX5671953	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S69_L004.bam	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S69_L004.bam	ERR6032698	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032698/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S69_L004.bam	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S69_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S69_L004_R1_001.fastq.gz	FCA43_Male_antenna_adult_5dWT_Luo_sample1_S69_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA43_Male_antenna_adult_5dWT_Luo_sample1_S69_L004_R2_001.fastq.gz	  	  	antenna	    
FCA3_Ant_S1	ERS6860651	SAMEA9135850	Drosophila melanogaster	S1	w1118	5	day	EFO	UO_0000033	adult	mixed	wild type genotype	antenna	  	organism part	FCA3_Ant_S1	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	d5543d16__FCA3_MaleFemale_Antenna	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA3_Ant_S1_L001	group 21	sequencing assay	ERX5671943	FCA3_Ant_S1_L001.bam	FCA3_Ant_S1_L001.bam	ERR6032673	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032673/FCA3_Ant_S1_L001.bam	FCA3_Ant_S1_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA3_Ant_S1_L001_R1_001.fastq.gz	FCA3_Ant_S1_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA3_Ant_S1_L001_R2_001.fastq.gz	FCA3_Ant_S1_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA3_Ant_S1_L001_I1_001.fastq.gz	antenna	    
FCA3_Ant_S1	ERS6860651	SAMEA9135850	Drosophila melanogaster	S1	w1118	5	day	EFO	UO_0000033	adult	mixed	wild type genotype	antenna	  	organism part	FCA3_Ant_S1	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	d5543d16__FCA3_MaleFemale_Antenna	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA3_Ant_S1_L003	group 21	sequencing assay	ERX5671943	FCA3_Ant_S1_L003.bam	FCA3_Ant_S1_L003.bam	ERR6032675	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032675/FCA3_Ant_S1_L003.bam	FCA3_Ant_S1_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA3_Ant_S1_L003_R1_001.fastq.gz	FCA3_Ant_S1_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA3_Ant_S1_L003_R2_001.fastq.gz	FCA3_Ant_S1_L003_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA3_Ant_S1_L003_I1_001.fastq.gz	antenna	    
FCA18_Male_body_adult_5dWT_Luo_sample3_S9	ERS6860640	SAMEA9135839	Drosophila melanogaster	S9	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	body	  	organism part	FCA18_Male_body_adult_5dWT_Luo_sample3_S9	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f8063598__FCA18_Male_body_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L001	group 10	sequencing assay	ERX5671932	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L001.bam	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L001.bam	ERR6032629	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032629/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L001.bam	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L001_R1_001.fastq.gz	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L001_R2_001.fastq.gz	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L001_I1_001.fastq.gz	body	    
FCA18_Male_body_adult_5dWT_Luo_sample3_S9	ERS6860640	SAMEA9135839	Drosophila melanogaster	S9	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	body	  	organism part	FCA18_Male_body_adult_5dWT_Luo_sample3_S9	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f8063598__FCA18_Male_body_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L002	group 10	sequencing assay	ERX5671932	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L002.bam	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L002.bam	ERR6032630	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032630/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L002.bam	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L002_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L002_R1_001.fastq.gz	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L002_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L002_R2_001.fastq.gz	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L002_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L002_I1_001.fastq.gz	body	    
FCA18_Male_body_adult_5dWT_Luo_sample3_S9	ERS6860640	SAMEA9135839	Drosophila melanogaster	S9	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	body	  	organism part	FCA18_Male_body_adult_5dWT_Luo_sample3_S9	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f8063598__FCA18_Male_body_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L003	group 10	sequencing assay	ERX5671932	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L003.bam	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L003.bam	ERR6032631	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032631/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L003.bam	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L003_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L003_R1_001.fastq.gz	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L003_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L003_R2_001.fastq.gz	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L003_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L003_I1_001.fastq.gz	body	    
FCA18_Male_body_adult_5dWT_Luo_sample3_S9	ERS6860640	SAMEA9135839	Drosophila melanogaster	S9	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	body	  	organism part	FCA18_Male_body_adult_5dWT_Luo_sample3_S9	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f8063598__FCA18_Male_body_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L004	group 10	sequencing assay	ERX5671932	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L004.bam	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L004.bam	ERR6032632	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032632/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L004.bam	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L004_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L004_R1_001.fastq.gz	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L004_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L004_R2_001.fastq.gz	FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L004_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA18_Male_body_adult_5dWT_Luo_sample3_S9_L004_I1_001.fastq.gz	body	    
FCA19_Male_body_adult_5dWT_Luo_sample4_S10	ERS6860641	SAMEA9135840	Drosophila melanogaster	S10	w1118	5	day	EFO	UO_0000033	adult	male	wild type genotype	body	  	organism part	FCA19_Male_body_adult_5dWT_Luo_sample4_S10	P-MTAB-110591	P-MTAB-110592	P-MTAB-110593	f80ebbdc__FCA19_Male_body_adult	PAIRED	PolyA	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	read 2	0	91	0	read 1	16	3 prime tag	polyA RNA	10xV3	oligo-dT	0	index 1	8	10x	none	16	read 1	12	P-MTAB-110594	Chan Zuckerberg Biohub, Stanford, USA2. Oliver lab, National Institutes of Health, USA	FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L001	group 11	sequencing assay	ERX5671933	FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L001.bam	FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L001.bam	ERR6032633	ftp://ftp.sra.ebi.ac.uk/vol1/run/ERR603/ERR6032633/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L001.bam	FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L001_R1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L001_R1_001.fastq.gz	FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L001_R2_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L001_R2_001.fastq.gz	FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L001_I1_001.fastq.gz	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-10519/FCA19_Male_body_adult_5dWT_Luo_sample4_S10_L001_I1_001.fastq.gz	body	    
