sample_accession	experiment_accession	run_accession	read_count	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	submitted_ftp
SAMN05160804	SRX1789462	SRR3563850	830222	9606	Homo sapiens	NextSeq 500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563850/SRR3563850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR356/000/SRR3563850/SRR3563850_2.fastq.gz	NA
SAMN04303778	SRX1457054	SRR2967608	256913	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967608/SRR2967608_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967608/SRR2967608_2.fastq.gz	NA
SAMN04303779	SRX1457055	SRR2967609	612907	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967609/SRR2967609_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967609/SRR2967609_2.fastq.gz	NA
SAMN04303773	SRX1457056	SRR2967610	636214	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/000/SRR2967610/SRR2967610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/000/SRR2967610/SRR2967610_2.fastq.gz	NA
SAMN04303774	SRX1457057	SRR2967611	27979	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/001/SRR2967611/SRR2967611_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/001/SRR2967611/SRR2967611_2.fastq.gz	NA
SAMN04303775	SRX1457058	SRR2967612	402820	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/002/SRR2967612/SRR2967612_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/002/SRR2967612/SRR2967612_2.fastq.gz	NA
SAMN04303776	SRX1457059	SRR2967613	551796	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/003/SRR2967613/SRR2967613_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/003/SRR2967613/SRR2967613_2.fastq.gz	NA
SAMN04303780	SRX1457060	SRR2967614	489924	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/004/SRR2967614/SRR2967614_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/004/SRR2967614/SRR2967614_2.fastq.gz	NA
SAMN04303781	SRX1457061	SRR2967615	438822	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/005/SRR2967615/SRR2967615_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/005/SRR2967615/SRR2967615_2.fastq.gz	NA
SAMN04303782	SRX1457062	SRR2967616	477469	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/006/SRR2967616/SRR2967616_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/006/SRR2967616/SRR2967616_2.fastq.gz	NA
SAMN04303783	SRX1457063	SRR2967617	579731	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2967617/SRR2967617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2967617/SRR2967617_2.fastq.gz	NA
SAMN04303784	SRX1457064	SRR2967618	633611	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967618/SRR2967618_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967618/SRR2967618_2.fastq.gz	NA
SAMN04303785	SRX1457065	SRR2967619	502614	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967619/SRR2967619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967619/SRR2967619_2.fastq.gz	NA
SAMN04303786	SRX1457066	SRR2967620	551507	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/000/SRR2967620/SRR2967620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/000/SRR2967620/SRR2967620_2.fastq.gz	NA
SAMN04303787	SRX1457067	SRR2967621	521016	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/001/SRR2967621/SRR2967621_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/001/SRR2967621/SRR2967621_2.fastq.gz	NA
SAMN04303788	SRX1457068	SRR2967622	697052	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/002/SRR2967622/SRR2967622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/002/SRR2967622/SRR2967622_2.fastq.gz	NA
SAMN04303789	SRX1457069	SRR2967623	324262	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/003/SRR2967623/SRR2967623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/003/SRR2967623/SRR2967623_2.fastq.gz	NA
SAMN04303790	SRX1457070	SRR2967624	591945	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/004/SRR2967624/SRR2967624_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/004/SRR2967624/SRR2967624_2.fastq.gz	NA
SAMN04303791	SRX1457071	SRR2967625	512904	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/005/SRR2967625/SRR2967625_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/005/SRR2967625/SRR2967625_2.fastq.gz	NA
SAMN04303792	SRX1457072	SRR2967626	475512	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/006/SRR2967626/SRR2967626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/006/SRR2967626/SRR2967626_2.fastq.gz	NA
SAMN04303793	SRX1457073	SRR2967627	563672	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2967627/SRR2967627_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2967627/SRR2967627_2.fastq.gz	NA
SAMN04303794	SRX1457074	SRR2967628	496794	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967628/SRR2967628_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967628/SRR2967628_2.fastq.gz	NA
SAMN04303795	SRX1457075	SRR2967629	599730	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967629/SRR2967629_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967629/SRR2967629_2.fastq.gz	NA
SAMN04303796	SRX1457076	SRR2967630	497530	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/000/SRR2967630/SRR2967630_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/000/SRR2967630/SRR2967630_2.fastq.gz	NA
SAMN04303797	SRX1457077	SRR2967631	660410	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/001/SRR2967631/SRR2967631_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/001/SRR2967631/SRR2967631_2.fastq.gz	NA
SAMN04303798	SRX1457078	SRR2967632	267703	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/002/SRR2967632/SRR2967632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/002/SRR2967632/SRR2967632_2.fastq.gz	NA
SAMN04303799	SRX1457079	SRR2967633	609289	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/003/SRR2967633/SRR2967633_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/003/SRR2967633/SRR2967633_2.fastq.gz	NA
SAMN04303800	SRX1457080	SRR2967634	554785	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/004/SRR2967634/SRR2967634_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/004/SRR2967634/SRR2967634_2.fastq.gz	NA
SAMN04303801	SRX1457081	SRR2967635	498291	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/005/SRR2967635/SRR2967635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/005/SRR2967635/SRR2967635_2.fastq.gz	NA
SAMN04303836	SRX1457082	SRR2967636	566264	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/006/SRR2967636/SRR2967636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/006/SRR2967636/SRR2967636_2.fastq.gz	NA
SAMN04303837	SRX1457083	SRR2967637	368784	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2967637/SRR2967637_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2967637/SRR2967637_2.fastq.gz	NA
SAMN04303838	SRX1457084	SRR2967638	534847	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967638/SRR2967638_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967638/SRR2967638_2.fastq.gz	NA
SAMN04303839	SRX1457085	SRR2967639	537099	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967639/SRR2967639_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967639/SRR2967639_2.fastq.gz	NA
SAMN04303802	SRX1457086	SRR2967640	536240	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/000/SRR2967640/SRR2967640_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/000/SRR2967640/SRR2967640_2.fastq.gz	NA
SAMN04303803	SRX1457087	SRR2967641	563428	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/001/SRR2967641/SRR2967641_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/001/SRR2967641/SRR2967641_2.fastq.gz	NA
SAMN04303804	SRX1457088	SRR2967642	550571	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/002/SRR2967642/SRR2967642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/002/SRR2967642/SRR2967642_2.fastq.gz	NA
SAMN04303835	SRX1457089	SRR2967643	504884	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/003/SRR2967643/SRR2967643_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/003/SRR2967643/SRR2967643_2.fastq.gz	NA
SAMN04303840	SRX1457090	SRR2967644	497609	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/004/SRR2967644/SRR2967644_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/004/SRR2967644/SRR2967644_2.fastq.gz	NA
SAMN04303841	SRX1457091	SRR2967645	503311	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/005/SRR2967645/SRR2967645_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/005/SRR2967645/SRR2967645_2.fastq.gz	NA
SAMN04303842	SRX1457092	SRR2967646	559381	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/006/SRR2967646/SRR2967646_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/006/SRR2967646/SRR2967646_2.fastq.gz	NA
SAMN04303843	SRX1457093	SRR2967647	507294	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2967647/SRR2967647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2967647/SRR2967647_2.fastq.gz	NA
SAMN04303844	SRX1457094	SRR2967648	142038	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967648/SRR2967648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967648/SRR2967648_2.fastq.gz	NA
SAMN04303845	SRX1457095	SRR2967649	524855	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967649/SRR2967649_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967649/SRR2967649_2.fastq.gz	NA
SAMN04303846	SRX1457096	SRR2967650	588290	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/000/SRR2967650/SRR2967650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/000/SRR2967650/SRR2967650_2.fastq.gz	NA
SAMN04303847	SRX1457097	SRR2967651	702279	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/001/SRR2967651/SRR2967651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/001/SRR2967651/SRR2967651_2.fastq.gz	NA
SAMN04303848	SRX1457098	SRR2967652	678739	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/002/SRR2967652/SRR2967652_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/002/SRR2967652/SRR2967652_2.fastq.gz	NA
SAMN04303849	SRX1457099	SRR2967653	597375	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/003/SRR2967653/SRR2967653_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/003/SRR2967653/SRR2967653_2.fastq.gz	NA
SAMN04303850	SRX1457100	SRR2967654	581745	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/004/SRR2967654/SRR2967654_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/004/SRR2967654/SRR2967654_2.fastq.gz	NA
SAMN04303851	SRX1457101	SRR2967655	597258	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/005/SRR2967655/SRR2967655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/005/SRR2967655/SRR2967655_2.fastq.gz	NA
SAMN04303852	SRX1457102	SRR2967656	653417	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/006/SRR2967656/SRR2967656_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/006/SRR2967656/SRR2967656_2.fastq.gz	NA
SAMN04303853	SRX1457103	SRR2967657	407557	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2967657/SRR2967657_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2967657/SRR2967657_2.fastq.gz	NA
SAMN04303854	SRX1457104	SRR2967658	344868	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967658/SRR2967658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967658/SRR2967658_2.fastq.gz	NA
SAMN04303855	SRX1457105	SRR2967659	643969	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967659/SRR2967659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967659/SRR2967659_2.fastq.gz	NA
SAMN04303856	SRX1457106	SRR2967660	636405	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/000/SRR2967660/SRR2967660_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/000/SRR2967660/SRR2967660_2.fastq.gz	NA
SAMN04303857	SRX1457107	SRR2967661	448837	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/001/SRR2967661/SRR2967661_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/001/SRR2967661/SRR2967661_2.fastq.gz	NA
SAMN04303858	SRX1457108	SRR2967662	544195	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/002/SRR2967662/SRR2967662_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/002/SRR2967662/SRR2967662_2.fastq.gz	NA
SAMN04303859	SRX1457109	SRR2967663	646802	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/003/SRR2967663/SRR2967663_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/003/SRR2967663/SRR2967663_2.fastq.gz	NA
SAMN04303860	SRX1457110	SRR2967664	600135	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/004/SRR2967664/SRR2967664_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/004/SRR2967664/SRR2967664_2.fastq.gz	NA
SAMN04303861	SRX1457111	SRR2967665	615671	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/005/SRR2967665/SRR2967665_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/005/SRR2967665/SRR2967665_2.fastq.gz	NA
SAMN04304075	SRX1457112	SRR2967666	489221	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/006/SRR2967666/SRR2967666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/006/SRR2967666/SRR2967666_2.fastq.gz	NA
SAMN04304076	SRX1457113	SRR2967667	385851	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2967667/SRR2967667_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2967667/SRR2967667_2.fastq.gz	NA
SAMN04304077	SRX1457114	SRR2967668	548940	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967668/SRR2967668_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967668/SRR2967668_2.fastq.gz	NA
SAMN04304078	SRX1457115	SRR2967669	561660	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967669/SRR2967669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967669/SRR2967669_2.fastq.gz	NA
SAMN04303862	SRX1457116	SRR2967670	656931	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/000/SRR2967670/SRR2967670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/000/SRR2967670/SRR2967670_2.fastq.gz	NA
SAMN04303863	SRX1457117	SRR2967671	166220	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/001/SRR2967671/SRR2967671_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/001/SRR2967671/SRR2967671_2.fastq.gz	NA
SAMN04303864	SRX1457118	SRR2967672	580790	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/002/SRR2967672/SRR2967672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/002/SRR2967672/SRR2967672_2.fastq.gz	NA
SAMN04304079	SRX1457119	SRR2967673	662237	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/003/SRR2967673/SRR2967673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/003/SRR2967673/SRR2967673_2.fastq.gz	NA
SAMN04304080	SRX1457120	SRR2967674	470695	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/004/SRR2967674/SRR2967674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/004/SRR2967674/SRR2967674_2.fastq.gz	NA
SAMN04304081	SRX1457121	SRR2967675	532314	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/005/SRR2967675/SRR2967675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/005/SRR2967675/SRR2967675_2.fastq.gz	NA
SAMN04304082	SRX1457122	SRR2967676	577060	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/006/SRR2967676/SRR2967676_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/006/SRR2967676/SRR2967676_2.fastq.gz	NA
SAMN04304083	SRX1457123	SRR2967677	548005	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2967677/SRR2967677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2967677/SRR2967677_2.fastq.gz	NA
SAMN04304084	SRX1457124	SRR2967678	495360	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967678/SRR2967678_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967678/SRR2967678_2.fastq.gz	NA
SAMN04304085	SRX1457125	SRR2967679	389810	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967679/SRR2967679_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967679/SRR2967679_2.fastq.gz	NA
SAMN04304086	SRX1457126	SRR2967680	489300	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/000/SRR2967680/SRR2967680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/000/SRR2967680/SRR2967680_2.fastq.gz	NA
SAMN04304087	SRX1457127	SRR2967681	567915	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/001/SRR2967681/SRR2967681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/001/SRR2967681/SRR2967681_2.fastq.gz	NA
SAMN04304088	SRX1457128	SRR2967682	610727	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/002/SRR2967682/SRR2967682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/002/SRR2967682/SRR2967682_2.fastq.gz	NA
SAMN04304089	SRX1457129	SRR2967683	679185	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/003/SRR2967683/SRR2967683_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/003/SRR2967683/SRR2967683_2.fastq.gz	NA
SAMN04304437	SRX1457130	SRR2967684	554414	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/004/SRR2967684/SRR2967684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/004/SRR2967684/SRR2967684_2.fastq.gz	NA
SAMN04304438	SRX1457131	SRR2967685	547071	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/005/SRR2967685/SRR2967685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/005/SRR2967685/SRR2967685_2.fastq.gz	NA
SAMN04304439	SRX1457132	SRR2967686	534021	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/006/SRR2967686/SRR2967686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/006/SRR2967686/SRR2967686_2.fastq.gz	NA
SAMN04304440	SRX1457133	SRR2967687	561001	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2967687/SRR2967687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/007/SRR2967687/SRR2967687_2.fastq.gz	NA
SAMN04304441	SRX1457134	SRR2967688	562347	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967688/SRR2967688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/008/SRR2967688/SRR2967688_2.fastq.gz	NA
SAMN04304442	SRX1457135	SRR2967689	1093418	9606	Homo sapiens	Illumina HiSeq 2500	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967689/SRR2967689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/009/SRR2967689/SRR2967689_2.fastq.gz	NA
