"libraryId"	"experimentId"	"platform"	"SRSId"	"anatId"	"anatName"	"cellTypeId"	"cellTypeName"	"stageId"	"stageName"	"url_GSM"	"infoOrgan"	"infoCellType_abInitio"	"infoCellType_inferred"	"clusterId"	"clusterName"	"infoStage"	"anatAnnotationStatus"	"cellTypeAnnotationStatus"	"stageAnnotationStatus"	"sex"	"strain"	"genotype"	"speciesId"	"RNAseqTags"	"protocol"	"protocolType"	"lib_name"	"sampleTitle"	"comment"	"condition"	"annotatorId"	"lastModificationDate"	"run_accession"	"read_count"	"tax_id"	"scientific_name"	"library_layout"
"SRX5341907"	"SRP184201"	"Illumina HiSeq 4000"	"SRS4334734"	"FBbt:00001930"	"embryonic/larval optic lobe (Drosophila)"	"FBbt:00003726"	"T neuron (Drosophila)"	"FBdv:00005355"	"pharate adult stage P8"	""	"Optic Lobe"	"T4/T5 neurons"	NA	NA	NA	"48h APF"	""	"other"	"perfect match"	"F"	""	"23G12-Gal4;H2A::GFP"	7227	"scRNA-seq"	"10X Genomics V2"	"3'end"	"T4_T5_48h_APF"	"SAMN10880473,GSM3592260"	"GSE126139,PRJNA521120,PMID: 31687928"	""	"MAT"	"2022-10-16"	"SRR8539445"	358675065	7227	"Drosophila melanogaster"	"PAIRED"
"SRX5979983"	"SRP200614"	"Illumina HiSeq X Ten"	"SRS4885619"	"FBbt:00003138"	"adult midgut (Drosophila)"	"FBbt:00047149"	"adult enteroendocrine cell (Drosophila)"	"FBdv:00007026"	"mature adult stage (fruit fly)"	""	"intestine"	"Enteroendocrine cell"	NA	NA	NA	"adult stage 5-7 days old"	""	"perfect match"	"other"	"F"	""	"CG32547-KI-GAL4,gt;UAS-GFP"	7227	"scRNA-seq"	"10X Genomics V2"	"3'end"	"EE_scRNA-seq"	"SAMN11964706,GSM3855437"	"GSE132274,PRJNA547484,PMID: 31851941 (barcode annotations on author Github)"	""	"MAT"	"2022-09-03"	"SRR9208962"	25928292	7227	"Drosophila melanogaster"	"PAIRED"
"SRX5979983"	"SRP200614"	"Illumina HiSeq X Ten"	"SRS4885619"	"FBbt:00003138"	"adult midgut (Drosophila)"	"FBbt:00047149"	"adult enteroendocrine cell (Drosophila)"	"FBdv:00007026"	"mature adult stage (fruit fly)"	""	"intestine"	"Enteroendocrine cell"	NA	NA	NA	"adult stage 5-7 days old"	""	"perfect match"	"other"	"F"	""	"CG32547-KI-GAL4,gt;UAS-GFP"	7227	"scRNA-seq"	"10X Genomics V2"	"3'end"	"EE_scRNA-seq"	"SAMN11964706,GSM3855437"	"GSE132274,PRJNA547484,PMID: 31851941 (barcode annotations on author Github)"	""	"MAT"	"2022-09-03"	"SRR9208960"	54143595	7227	"Drosophila melanogaster"	"PAIRED"
"SRX5979983"	"SRP200614"	"Illumina HiSeq X Ten"	"SRS4885619"	"FBbt:00003138"	"adult midgut (Drosophila)"	"FBbt:00047149"	"adult enteroendocrine cell (Drosophila)"	"FBdv:00007026"	"mature adult stage (fruit fly)"	""	"intestine"	"Enteroendocrine cell"	NA	NA	NA	"adult stage 5-7 days old"	""	"perfect match"	"other"	"F"	""	"CG32547-KI-GAL4,gt;UAS-GFP"	7227	"scRNA-seq"	"10X Genomics V2"	"3'end"	"EE_scRNA-seq"	"SAMN11964706,GSM3855437"	"GSE132274,PRJNA547484,PMID: 31851941 (barcode annotations on author Github)"	""	"MAT"	"2022-09-03"	"SRR9208961"	46938723	7227	"Drosophila melanogaster"	"PAIRED"
"SRX5979983"	"SRP200614"	"Illumina HiSeq X Ten"	"SRS4885619"	"FBbt:00003138"	"adult midgut (Drosophila)"	"FBbt:00047149"	"adult enteroendocrine cell (Drosophila)"	"FBdv:00007026"	"mature adult stage (fruit fly)"	""	"intestine"	"Enteroendocrine cell"	NA	NA	NA	"adult stage 5-7 days old"	""	"perfect match"	"other"	"F"	""	"CG32547-KI-GAL4,gt;UAS-GFP"	7227	"scRNA-seq"	"10X Genomics V2"	"3'end"	"EE_scRNA-seq"	"SAMN11964706,GSM3855437"	"GSE132274,PRJNA547484,PMID: 31851941 (barcode annotations on author Github)"	""	"MAT"	"2022-09-03"	"SRR9208959"	44047061	7227	"Drosophila melanogaster"	"PAIRED"
"SRX6060792"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962070"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"UBERON:0000113"	"post-juvenile adult stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"23-25 months old"	""	"other"	"other"	"F"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885302"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291380"	129289673	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060793"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962071"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"UBERON:0000113"	"post-juvenile adult stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"23-25 months old"	""	"other"	"other"	"F"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885303"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291381"	153657907	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060794"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962072"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"UBERON:0000113"	"post-juvenile adult stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"23-25 months old"	""	"other"	"other"	"F"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885304"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291382"	130214927	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060795"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962073"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"UBERON:0000113"	"post-juvenile adult stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"23-25 months old"	""	"other"	"other"	"F"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885305"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291383"	136163503	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060796"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962074"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"UBERON:0000113"	"post-juvenile adult stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"23-25 months old"	""	"other"	"other"	"M"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885306"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291384"	91737534	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060797"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962075"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"UBERON:0000113"	"post-juvenile adult stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"23-25 months old"	""	"other"	"other"	"M"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885307"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291385"	113876515	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060798"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962076"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"UBERON:0000113"	"post-juvenile adult stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"23-25 months old"	""	"other"	"other"	"M"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885308"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291386"	96892182	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060799"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962077"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"UBERON:0000113"	"post-juvenile adult stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"23-25 months old"	""	"other"	"other"	"M"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885309"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291387"	134752314	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060800"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962078"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"MmusDv:0000062"	"2 month-old stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"8-10 weeks old"	""	"other"	"other"	"F"	"C57BL/6"	""	10090	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885310"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291388"	129206356	10090	"Mus musculus"	"PAIRED"
"SRX6060801"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962079"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"MmusDv:0000062"	"2 month-old stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"8-10 weeks old"	""	"other"	"other"	"F"	"C57BL/6"	""	10090	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885311"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291389"	155797699	10090	"Mus musculus"	"PAIRED"
"SRX6060802"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962080"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"MmusDv:0000062"	"2 month-old stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"8-10 weeks old"	""	"other"	"other"	"F"	"C57BL/6"	""	10090	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885312"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291390"	129197432	10090	"Mus musculus"	"PAIRED"
"SRX6060803"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962081"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"MmusDv:0000062"	"2 month-old stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"8-10 weeks old"	""	"other"	"other"	"F"	"C57BL/6"	""	10090	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885313"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291391"	129054473	10090	"Mus musculus"	"PAIRED"
"SRX6060804"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962082"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"MmusDv:0000062"	"2 month-old stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"8-10 weeks old"	""	"other"	"other"	"M"	"C57BL/6"	""	10090	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885314"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291392"	105857368	10090	"Mus musculus"	"PAIRED"
"SRX6060805"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962083"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"MmusDv:0000062"	"2 month-old stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"8-10 weeks old"	""	"other"	"other"	"M"	"C57BL/6"	""	10090	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885315"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291393"	102856510	10090	"Mus musculus"	"PAIRED"
"SRX6060806"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962084"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"MmusDv:0000062"	"2 month-old stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"8-10 weeks old"	""	"other"	"other"	"M"	"C57BL/6"	""	10090	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885316"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291394"	104119248	10090	"Mus musculus"	"PAIRED"
"SRX6060807"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962085"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"MmusDv:0000062"	"2 month-old stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"8-10 weeks old"	""	"other"	"other"	"M"	"C57BL/6"	""	10090	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885317"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291395"	88832214	10090	"Mus musculus"	"PAIRED"
"SRX6060808"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962086"	"UBERON:0000178"	"blood"	"CL:0000738"	"leukocyte"	"UBERON:0000113"	"post-juvenile adult stage"	""	"blood"	"single circulating immune cells"	NA	NA	NA	"23-25 months old"	""	"perfect match"	"other"	"M"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885318"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291396"	128634250	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060809"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962087"	"UBERON:0000178"	"blood"	"CL:0000738"	"leukocyte"	"UBERON:0000113"	"post-juvenile adult stage"	""	"blood"	"single circulating immune cells"	NA	NA	NA	"23-25 months old"	""	"perfect match"	"other"	"F"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885319"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291397"	135004171	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060810"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962088"	"UBERON:0000178"	"blood"	"CL:0000738"	"leukocyte"	"UBERON:0000113"	"post-juvenile adult stage"	""	"blood"	"single circulating immune cells"	NA	NA	NA	"23-25 months old"	""	"perfect match"	"other"	"F"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885320"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291398"	118583023	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060811"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962089"	"UBERON:0000178"	"blood"	"CL:0000738"	"leukocyte"	"MmusDv:0000062"	"2 month-old stage"	""	"blood"	"single circulating immune cells"	NA	NA	NA	"8-10 weeks old"	""	"perfect match"	"other"	"M"	"C57BL/6"	""	10090	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885321"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291399"	143649273	10090	"Mus musculus"	"PAIRED"
"SRX6060812"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962090"	"UBERON:0000178"	"blood"	"CL:0000738"	"leukocyte"	"MmusDv:0000062"	"2 month-old stage"	""	"blood"	"single circulating immune cells"	NA	NA	NA	"8-10 weeks old"	""	"perfect match"	"other"	"M"	"C57BL/6"	""	10090	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885322"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291400"	144011135	10090	"Mus musculus"	"PAIRED"
"SRX6060813"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962091"	"UBERON:0000178"	"blood"	"CL:0000738"	"leukocyte"	"MmusDv:0000062"	"2 month-old stage"	""	"blood"	"single circulating immune cells"	NA	NA	NA	"8-10 weeks old"	""	"perfect match"	"other"	"F"	"C57BL/6"	""	10090	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885323"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291401"	147867362	10090	"Mus musculus"	"PAIRED"
"SRX6060814"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962092"	"UBERON:0000178"	"blood"	"CL:0000738"	"leukocyte"	"MmusDv:0000062"	"2 month-old stage"	""	"blood"	"single circulating immune cells"	NA	NA	NA	"8-10 weeks old"	""	"perfect match"	"other"	"F"	"C57BL/6"	""	10090	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885324"	"PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291402"	146270359	10090	"Mus musculus"	"PAIRED"
"SRX6060815"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962093"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"UBERON:0000113"	"post-juvenile adult stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"23-25 months old"	""	"other"	"other"	"M"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885325"	"Saline control; PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291403"	152830322	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060816"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962094"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"UBERON:0000113"	"post-juvenile adult stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"23-25 months old"	""	"other"	"other"	"M"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885326"	"Saline control; PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291404"	141694666	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060817"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962095"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"UBERON:0000113"	"post-juvenile adult stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"23-25 months old"	""	"other"	"other"	"F"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885327"	"Saline control; PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291405"	164046353	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060818"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962096"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"UBERON:0000113"	"post-juvenile adult stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"23-25 months old"	""	"other"	"other"	"F"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885328"	"Saline control; PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291406"	164239105	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060823"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962101"	"UBERON:0000178"	"blood"	"CL:0000738"	"leukocyte"	"UBERON:0000113"	"post-juvenile adult stage"	""	"blood"	"single circulating immune cells"	NA	NA	NA	"23-25 months old"	""	"perfect match"	"other"	"M"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885333"	"Saline control; PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291411"	152200352	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060824"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962102"	"UBERON:0000178"	"blood"	"CL:0000738"	"leukocyte"	"UBERON:0000113"	"post-juvenile adult stage"	""	"blood"	"single circulating immune cells"	NA	NA	NA	"23-25 months old"	""	"perfect match"	"other"	"M"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885334"	"Saline control; PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291412"	124896366	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060825"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962103"	"UBERON:0000178"	"blood"	"CL:0000738"	"leukocyte"	"UBERON:0000113"	"post-juvenile adult stage"	""	"blood"	"single circulating immune cells"	NA	NA	NA	"23-25 months old"	""	"perfect match"	"other"	"F"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885335"	"Saline control; PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291413"	143658051	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060826"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962104"	"UBERON:0000178"	"blood"	"CL:0000738"	"leukocyte"	"UBERON:0000113"	"post-juvenile adult stage"	""	"blood"	"single circulating immune cells"	NA	NA	NA	"23-25 months old"	""	"perfect match"	"other"	"F"	""	""	10181	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885336"	"Saline control; PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291414"	162145872	10181	"Heterocephalus glaber"	"PAIRED"
"SRX6060831"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962109"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"MmusDv:0000062"	"2 month-old stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"8-10 weeks old"	""	"other"	"other"	"M"	"C57BL/6"	""	10090	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885341"	"Saline control; PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291419"	188784687	10090	"Mus musculus"	"PAIRED"
"SRX6060832"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962110"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"MmusDv:0000062"	"2 month-old stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"8-10 weeks old"	""	"other"	"other"	"M"	"C57BL/6"	""	10090	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885342"	"Saline control; PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291420"	184508521	10090	"Mus musculus"	"PAIRED"
"SRX6060833"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962111"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"MmusDv:0000062"	"2 month-old stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"8-10 weeks old"	""	"other"	"other"	"F"	"C57BL/6"	""	10090	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885343"	"Saline control; PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291421"	193811412	10090	"Mus musculus"	"PAIRED"
"SRX6060834"	"SRP201320"	"Illumina HiSeq 4000"	"SRS4962112"	"UBERON:0002106"	"spleen"	"CL:0002371"	"somatic cell"	"MmusDv:0000062"	"2 month-old stage"	""	"spleen"	"single spleen cells"	NA	NA	NA	"8-10 weeks old"	""	"other"	"other"	"F"	"C57BL/6"	""	10090	"scRNA-seq"	"10X Genomics V2"	"3'end"	""	"GSM3885344"	"Saline control; PMID:31751331 We investigated the immune cell repertoire of eight NM-Rs (four males, four females) and eight C57BL/6 mice (four males, four females) using scRNA-seq of the spleen and circulating immune cells."	""	"ANN"	"2020-05-12"	"SRR9291422"	190829992	10090	"Mus musculus"	"PAIRED"
