Uberon ID	Uberon name	is_a/part_of relations	Reason for removal
WBls:0000002	WBls_0000002		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
WBls:0000004	proliferating embryo Ce (C elegans)	part_of UBERON:0000068 embryo stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000005	WBls_0000005		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
WBls:0000006	1-cell embryo Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000007	2-cell embryo Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000008	4-cell embryo Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000009	28-cell embryo Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000010	WBls_0000010		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
WBls:0000011	51-cell embryo Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000012	88-cell embryo Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000013	enclosing embryo Ce (C elegans)	part_of WBls:0000014 late cleavage stage embryo Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000014	late cleavage stage embryo Ce (C elegans)	part_of WBls:0000004 proliferating embryo Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000015	elongating embryo Ce (C elegans)	part_of UBERON:0000068 embryo stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000016	bean embryo Ce (C elegans)	part_of WBls:0000015 elongating embryo Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000017	comma embryo Ce (C elegans)	part_of WBls:0000015 elongating embryo Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000018	1.5-fold embryo Ce (C elegans)	part_of WBls:0000015 elongating embryo Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000019	2-fold embryo Ce (C elegans)	part_of WBls:0000015 elongating embryo Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000020	3-fold embryo Ce (C elegans)	part_of WBls:0000015 elongating embryo Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000021	fully-elongated embryo Ce (C elegans)	part_of UBERON:0000068 embryo stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000022	WBls_0000022		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
WBls:0000023	WBls_0000023		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
WBls:0000024	L1 larva Ce (C elegans)	is_a WBls:0000106 L1 larva nematode (C elegans) - part_of UBERON:0004729 nematode larval stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000025	L1-L2 lethargus Ce (C elegans)	part_of WBls:0000026 L1-L2 molt Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000026	L1-L2 molt Ce (C elegans)	part_of UBERON:0004729 nematode larval stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000027	L2 larva Ce (C elegans)	is_a WBls:0000107 L2 larva nematode (C elegans) - part_of UBERON:0004729 nematode larval stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000028	L2-L3 lethargus Ce (C elegans)	part_of WBls:0000029 L2-L3 molt Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000029	L2-L3 molt Ce (C elegans)	part_of UBERON:0004729 nematode larval stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000030	L2d-dauer lethargus Ce (C elegans)	part_of WBls:0000031 L2d-dauer molt Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000031	L2d-dauer molt Ce (C elegans)	part_of UBERON:0004729 nematode larval stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000032	dauer larva Ce (C elegans)	part_of UBERON:0004729 nematode larval stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000033	postdauer-L4 lethargus Ce (C elegans)	part_of WBls:0000034 postdauer-L4 molt Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000034	postdauer-L4 molt Ce (C elegans)	part_of WBls:0000052 post dauer stage Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000035	L3 larva Ce (C elegans)	part_of UBERON:0004729 nematode larval stage - is_a WBls:0000108 L3 larva nematode (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000036	L3-L4 lethargus Ce (C elegans)	part_of WBls:0000037 L3-L4 molt Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000037	L3-L4 molt Ce (C elegans)	part_of UBERON:0004729 nematode larval stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000038	L4 larva Ce (C elegans)	is_a WBls:0000109 L4 larva nematode (C elegans) - part_of UBERON:0004729 nematode larval stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000039	L4-adult lethargus Ce (C elegans)	part_of WBls:0000040 L4-adult molt Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000040	L4-adult molt Ce (C elegans)	part_of UBERON:0004729 nematode larval stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000041	WBls_0000041		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
WBls:0000042	L1-L2 ecdysis Ce (C elegans)	part_of WBls:0000026 L1-L2 molt Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000043	L1-L2d molt Ce (C elegans)	part_of UBERON:0004729 nematode larval stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000044	L1-L2d lethargus Ce (C elegans)	part_of WBls:0000043 L1-L2d molt Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000045	L1-L2d ecdysis Ce (C elegans)	part_of WBls:0000043 L1-L2d molt Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000046	L2d larva Ce (C elegans)	part_of UBERON:0004729 nematode larval stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000047	L2-L3 ecdysis Ce (C elegans)	part_of WBls:0000029 L2-L3 molt Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000048	L2d-dauer ecdysis Ce (C elegans)	part_of WBls:0000031 L2d-dauer molt Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000049	L3-L4 ecdysis Ce (C elegans)	part_of WBls:0000037 L3-L4 molt Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000050	L4-adult ecdysis (C elegans)	part_of WBls:0000040 L4-adult molt Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000051	postdauer-L4 ecdysis Ce (C elegans)	part_of WBls:0000034 postdauer-L4 molt Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000052	post dauer stage Ce (C elegans)	part_of UBERON:0004729 nematode larval stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000053	L2d-L3 molt Ce (C elegans)	part_of WBls:0000046 L2d larva Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000054	L2d-L3 lethargus Ce (C elegans)	part_of WBls:0000053 L2d-L3 molt Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000055	L2d-L3 ecdysis Ce (C elegans)	part_of WBls:0000053 L2d-L3 molt Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000056	adult male Ce (C elegans)	is_a UBERON:0000066 fully formed stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000057	adult hermaphrodite Ce (C elegans)	is_a UBERON:0000066 fully formed stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000058	pre-reproductive stage adult hermaphrodite Ce (C elegans)	part_of WBls:0000057 adult hermaphrodite Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000059	parasitic nematode stage	is_a WBls:0000101 all stages nematode	Removal of subgraph with root ID WBls:0000075 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000060	reproductive stage adult hermaphrodite Ce (C elegans)	part_of WBls:0000057 adult hermaphrodite Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000061	oocyte-laying stage adult hermaphrodite Ce (C elegans)	part_of WBls:0000057 adult hermaphrodite Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000062	post-reproductive stage adult hermaphrodite Ce (C elegans)	part_of WBls:0000057 adult hermaphrodite Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000063	newly molted young adult hermaphrodite Ce (C elegans)	part_of WBls:0000057 adult hermaphrodite Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000064	1-day post-L4 adult hermaphrodite Ce (C elegans)	part_of WBls:0000057 adult hermaphrodite Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000065	2-days post-L4 adult hermaphrodite Ce (C elegans)	part_of WBls:0000057 adult hermaphrodite Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000066	3-days post-L4 adult hermaphrodite Ce (C elegans)	part_of WBls:0000057 adult hermaphrodite Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000067	4-days post-L4 adult hermaphrodite Ce (C elegans)	part_of WBls:0000057 adult hermaphrodite Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000068	5-days post-L4 adult hermaphrodite Ce (C elegans)	part_of WBls:0000057 adult hermaphrodite Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000069	4-7 days post-L4 adult hermaphrodite Ce (C elegans)	part_of WBls:0000057 adult hermaphrodite Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000070	7-10 days post-L4 adult hermaphrodite Ce (C elegans)	part_of WBls:0000057 adult hermaphrodite Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000071	8-cell embryo Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000072	12-cell embryo Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000073	L4 larva male Ce (C elegans)	is_a WBls:0000038 L4 larva Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000074	11-15 days post-L4 adult hermaphrodite (C elegans)	part_of WBls:0000057 adult hermaphrodite Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000075	Nematoda Life Stage		Removal of subgraph with root ID WBls:0000075 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000076	all stages Strongyloides	is_a WBls:0000101 all stages nematode	Removal of subgraph with root ID WBls:0000075 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000077	sheathed microfilaria Bma (C elegans)	part_of WBls:0000665 microfilaria Bma (C elegans) - is_a WBls:0000110 sheathed microfilaria nematode (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000078	unsheathed microfilaria Bma (C elegans)	part_of WBls:0000665 microfilaria Bma (C elegans) - is_a WBls:0000666 unsheathed microfilaria nematode (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000079	L1 larva Bma (C elegans)	part_of WBls:0000097 larva Bma (C elegans) - is_a WBls:0000106 L1 larva nematode (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000080	L2 larva Bma (C elegans)	is_a WBls:0000107 L2 larva nematode (C elegans) - part_of WBls:0000097 larva Bma (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000081	L3 larva Bma (C elegans)	part_of WBls:0000097 larva Bma (C elegans) - is_a WBls:0000108 L3 larva nematode (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000082	L4 larva Bma (C elegans)	part_of WBls:0000097 larva Bma (C elegans) - is_a WBls:0000109 L4 larva nematode (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000083	adult Bma (C elegans)	is_a WBls:0000104 adult nematode (C elegans) - part_of UBERON:0000092 post-embryonic stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000084	14-cell embryo Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000085	24-cell embryo Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000086	44-cell embryo Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000087	68-cell embryo Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000088	86-cell embryo Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000089	190-cells embryo Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000090	96-cell embryo Ce (C elegans)	part_of UBERON:0000109 gastrula stage	Removal of subgraph with root ID FBdv:00007008 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000091	all stages Bma	is_a WBls:0000059 parasitic nematode stage	Removal of subgraph with root ID WBls:0000075 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000092	WBls_0000092		Filtering of subgraph with root IDs: [UBERON:0000465, GO:0005575]
WBls:0000094	early embryo Bma (C elegans)	part_of UBERON:0000068 embryo stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000095	middle embryo Bma (C elegans)	part_of UBERON:0000068 embryo stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000096	late embryo Bma (C elegans)	part_of UBERON:0000068 embryo stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000097	larva Bma (C elegans)	is_a WBls:0000105 larva nematode (C elegans) - part_of UBERON:0000092 post-embryonic stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000098	vector-derived L3 Bma (C elegans)	part_of WBls:0000081 L3 larva Bma (C elegans) - is_a WBls:0000679 infective stage larva (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000099	post-infection L3 Bma (C elegans)	part_of WBls:0000081 L3 larva Bma (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000100	young adult Bma (C elegans)	part_of UBERON:0000092 post-embryonic stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000101	all stages nematode	is_a WBls:0000075 Nematoda Life Stage	Removal of subgraph with root ID WBls:0000075 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000104	adult nematode (C elegans)	is_a UBERON:0000092 post-embryonic stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000105	larva nematode (C elegans)	is_a UBERON:0000092 post-embryonic stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000106	L1 larva nematode (C elegans)	part_of WBls:0000105 larva nematode (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000107	L2 larva nematode (C elegans)	part_of WBls:0000105 larva nematode (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000108	L3 larva nematode (C elegans)	part_of WBls:0000105 larva nematode (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000109	L4 larva nematode (C elegans)	part_of WBls:0000105 larva nematode (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000110	sheathed microfilaria nematode (C elegans)	part_of WBls:0000664 microfilaria nematode (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000111	16-18 days post-L4 adult hermaphrodite Ce (C elegans)	part_of WBls:0000057 adult hermaphrodite Ce (C elegans)	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000112	1 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000113	2 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000114	3 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000115	4 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000116	5 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000117	6 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000118	7 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000119	8 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000120	9 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000121	10 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000122	11 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000123	12 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000124	13 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000125	14 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000126	15 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000127	16 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000128	17 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000129	18 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000130	19 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000131	20 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000132	21 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000133	22 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000134	23 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000135	24 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000136	25 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000137	26 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000138	27 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000139	28 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000140	29 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000141	30 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000142	31 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000143	32 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
WBls:0000144	33 min post first-cleavage Ce (C elegans)	part_of UBERON:0000108 blastula stage	Removal of subgraph with root ID BFO:0000003 - subgraphs excluded from removal: [UBERON:0000465, GO:0005575]
