Gene stable ID	Transcript stable ID	AFFY Mu11KsubB probe
ENSMUSG00000076532	ENSMUST00000103333	x88903_f_at
ENSMUSG00000000078	ENSMUST00000000080	Msa.42323.0_s_at
ENSMUSG00000000078	ENSMUST00000222857	Msa.42323.0_s_at
ENSMUSG00000000078	ENSMUST00000221734	Msa.42323.0_s_at
ENSMUSG00000021538	ENSMUST00000022019	x14045_s_at
ENSMUSG00000003617	ENSMUST00000091309	Msa.3025.0_s_at
ENSMUSG00000003617	ENSMUST00000003714	Msa.3025.0_s_at
ENSMUSG00000003617	ENSMUST00000108328	Msa.3025.0_s_at
ENSMUSG00000003617	ENSMUST00000108325	Msa.3025.0_s_at
ENSMUSG00000003617	ENSMUST00000150264	Msa.3025.0_s_at
ENSMUSG00000003617	ENSMUST00000172860	Msa.3025.0_s_at
ENSMUSG00000003617	ENSMUST00000129135	Msa.3025.0_s_at
ENSMUSG00000003617	ENSMUST00000108329	Msa.3025.0_s_at
ENSMUSG00000025439	ENSMUST00000026506	Msa.2787.0_s_at
ENSMUSG00000025439	ENSMUST00000148125	Msa.2787.0_s_at
ENSMUSG00000036894	ENSMUST00000049064	Msa.5927.0_s_at
ENSMUSG00000017386	ENSMUST00000149437	X92346_s_at
ENSMUSG00000017386	ENSMUST00000017530	X92346_s_at
ENSMUSG00000017386	ENSMUST00000148218	X92346_s_at
ENSMUSG00000037013	ENSMUST00000040964	X93357_s_at
ENSMUSG00000037013	ENSMUST00000040924	X93357_s_at
ENSMUSG00000037013	ENSMUST00000235011	X93357_s_at
ENSMUSG00000037013	ENSMUST00000092041	X93357_s_at
ENSMUSG00000037013	ENSMUST00000234524	X93357_s_at
ENSMUSG00000037013	ENSMUST00000234224	X93357_s_at
ENSMUSG00000022812	ENSMUST00000023507	Msa.32374.0_s_at
ENSMUSG00000022812	ENSMUST00000023507	Msa.26665.0_s_at
ENSMUSG00000022812	ENSMUST00000114750	Msa.26665.0_s_at
ENSMUSG00000022812	ENSMUST00000134870	Msa.26665.0_s_at
ENSMUSG00000022812	ENSMUST00000132057	Msa.26665.0_s_at
ENSMUSG00000046402	ENSMUST00000052068	x60367-2_s_at
ENSMUSG00000032454	ENSMUST00000189446	Msa.2236.0_s_at
ENSMUSG00000032454	ENSMUST00000187905	Msa.2236.0_s_at
ENSMUSG00000000435	ENSMUST00000000445	X56182_s_at
ENSMUSG00000026117	ENSMUST00000027291	Msa.282.0_s_at
ENSMUSG00000026117	ENSMUST00000190128	Msa.282.0_s_at
ENSMUSG00000003545	ENSMUST00000003640	x14897_s_at
ENSMUSG00000003545	ENSMUST00000207334	x14897_s_at
ENSMUSG00000003545	ENSMUST00000208505	x14897_s_at
ENSMUSG00000003545	ENSMUST00000207716	x14897_s_at
ENSMUSG00000003545	ENSMUST00000208326	x14897_s_at
ENSMUSG00000035923	ENSMUST00000044210	x59060_s_at
ENSMUSG00000048538	ENSMUST00000029124	Msa.1580.0_f_at
ENSMUSG00000056300	ENSMUST00000105735	Msa.27999.0_s_at
ENSMUSG00000056300	ENSMUST00000140089	Msa.27999.0_s_at
ENSMUSG00000056300	ENSMUST00000179175	Msa.27999.0_s_at
ENSMUSG00000038539	ENSMUST00000047356	Msa.24771.0_f_at
ENSMUSG00000038539	ENSMUST00000107893	Msa.24771.0_f_at
ENSMUSG00000030872	ENSMUST00000033160	Msa.24000.0_s_at
ENSMUSG00000030872	ENSMUST00000124566	Msa.24000.0_s_at
ENSMUSG00000030872	ENSMUST00000144779	Msa.24000.0_s_at
ENSMUSG00000079139	ENSMUST00000110798	Msa.28.0_f_at
ENSMUSG00000020903	ENSMUST00000021285	w41301_s_at
ENSMUSG00000020903	ENSMUST00000129992	w41301_s_at
ENSMUSG00000002949	ENSMUST00000149827	w77024_s_at
ENSMUSG00000002949	ENSMUST00000003029	w77024_s_at
ENSMUSG00000002949	ENSMUST00000148672	w77024_s_at
ENSMUSG00000002949	ENSMUST00000141195	w77024_s_at
ENSMUSG00000082454	ENSMUST00000120566	X65627_f_at
ENSMUSG00000039145	ENSMUST00000044009	Msa.25621.0_s_at
ENSMUSG00000039145	ENSMUST00000114987	Msa.25621.0_s_at
ENSMUSG00000002688	ENSMUST00000002765	Z34524_s_at
ENSMUSG00000020902	ENSMUST00000108674	Msa.3316.0_s_at
ENSMUSG00000020902	ENSMUST00000021284	Msa.3316.0_s_at
ENSMUSG00000027367	ENSMUST00000123152	Msa.30058.0_s_at
ENSMUSG00000027367	ENSMUST00000125049	Msa.30058.0_s_at
ENSMUSG00000027367	ENSMUST00000110375	Msa.30058.0_s_at
ENSMUSG00000028779	ENSMUST00000118199	Msa.8890.0_s_at
ENSMUSG00000028779	ENSMUST00000030563	Msa.8890.0_s_at
ENSMUSG00000062743	ENSMUST00000056107	Msa.28076.0_s_at
ENSMUSG00000062743	ENSMUST00000162659	Msa.28076.0_s_at
ENSMUSG00000000320	ENSMUST00000000329	Msa.339.0_at
ENSMUSG00000095865	ENSMUST00000122151	Z46757_s_at
ENSMUSG00000063236	ENSMUST00000071792	w62546_s_at
ENSMUSG00000063236	ENSMUST00000230274	w62546_s_at
ENSMUSG00000063236	ENSMUST00000231058	w62546_s_at
ENSMUSG00000063236	ENSMUST00000229229	w62546_s_at
ENSMUSG00000020092	ENSMUST00000020289	X99384_s_at
ENSMUSG00000026374	ENSMUST00000027623	Msa.2504.0_s_at
ENSMUSG00000026374	ENSMUST00000186608	Msa.2504.0_s_at
ENSMUSG00000026374	ENSMUST00000188512	Msa.2504.0_s_at
ENSMUSG00000037852	ENSMUST00000048967	Msa.13505.0_s_at
ENSMUSG00000023892	ENSMUST00000039577	X74855_s_at
ENSMUSG00000040694	ENSMUST00000046549	Msa.4287.0_s_at
ENSMUSG00000063245	ENSMUST00000070932	Msa.27798.0_s_at
ENSMUSG00000015337	ENSMUST00000015481	X99395_s_at
ENSMUSG00000025958	ENSMUST00000185594	Msa.552.0_s_at
ENSMUSG00000025958	ENSMUST00000185594	x92497_s_at
ENSMUSG00000025958	ENSMUST00000171164	Msa.552.0_s_at
ENSMUSG00000025958	ENSMUST00000171164	x92497_s_at
ENSMUSG00000025958	ENSMUST00000187811	x92497_s_at
ENSMUSG00000025958	ENSMUST00000049932	Msa.552.0_s_at
ENSMUSG00000025958	ENSMUST00000049932	x92497_s_at
ENSMUSG00000025958	ENSMUST00000087366	Msa.552.0_s_at
ENSMUSG00000025958	ENSMUST00000087366	x92497_s_at
ENSMUSG00000025958	ENSMUST00000186335	x92497_s_at
ENSMUSG00000025958	ENSMUST00000190876	Msa.552.0_s_at
ENSMUSG00000025958	ENSMUST00000190876	x92497_s_at
ENSMUSG00000025958	ENSMUST00000190348	Msa.552.0_s_at
ENSMUSG00000025958	ENSMUST00000190348	x92497_s_at
ENSMUSG00000023104	ENSMUST00000202761	Msa.9000.0_s_at
ENSMUSG00000023104	ENSMUST00000023867	Msa.9000.0_s_at
ENSMUSG00000023104	ENSMUST00000201674	Msa.9000.0_s_at
ENSMUSG00000020388	ENSMUST00000018755	Y08361_s_at
ENSMUSG00000020388	ENSMUST00000093109	Y08361_s_at
ENSMUSG00000020388	ENSMUST00000144477	Y08361_s_at
ENSMUSG00000024798	ENSMUST00000164639	Msa.2700.0_at
ENSMUSG00000024798	ENSMUST00000165215	Msa.2700.0_at
ENSMUSG00000024798	ENSMUST00000164781	Msa.2700.0_at
ENSMUSG00000024798	ENSMUST00000166074	Msa.2700.0_at
ENSMUSG00000024798	ENSMUST00000170360	Msa.2700.0_at
ENSMUSG00000024798	ENSMUST00000099505	Msa.2700.0_at
ENSMUSG00000018893	ENSMUST00000166179	X04405_s_at
ENSMUSG00000018893	ENSMUST00000169226	X04405_s_at
ENSMUSG00000018893	ENSMUST00000230031	X04405_s_at
ENSMUSG00000018893	ENSMUST00000229423	X04405_s_at
ENSMUSG00000029777	ENSMUST00000003572	Msa.5595.0_s_at
ENSMUSG00000029777	ENSMUST00000003572	Msa.19139.0_s_at
ENSMUSG00000029777	ENSMUST00000203334	Msa.19139.0_s_at
ENSMUSG00000021536	ENSMUST00000022013	Msa.17855.0_s_at
ENSMUSG00000094065	ENSMUST00000098128	Msa.3605.0_s_at
ENSMUSG00000028741	ENSMUST00000131052	Msa.19189.0_s_at
ENSMUSG00000023013	ENSMUST00000023752	Msa.32605.0_s_at
ENSMUSG00000025889	ENSMUST00000163779	Msa.16275.0_s_at
ENSMUSG00000003541	ENSMUST00000003635	X67644_s_at
ENSMUSG00000037851	ENSMUST00000165316	Msa.22948.0_s_at
ENSMUSG00000037851	ENSMUST00000165316	Msa.13756.0_s_at
ENSMUSG00000037851	ENSMUST00000165316	Msa.18141.0_s_at
ENSMUSG00000037851	ENSMUST00000165063	Msa.22948.0_s_at
ENSMUSG00000037851	ENSMUST00000164275	Msa.22948.0_s_at
ENSMUSG00000037851	ENSMUST00000165270	Msa.13756.0_s_at
ENSMUSG00000037851	ENSMUST00000165656	Msa.13756.0_s_at
ENSMUSG00000037851	ENSMUST00000164260	Msa.22948.0_s_at
ENSMUSG00000037851	ENSMUST00000164260	Msa.13756.0_s_at
ENSMUSG00000037851	ENSMUST00000164260	Msa.18141.0_s_at
ENSMUSG00000037851	ENSMUST00000047363	Msa.22948.0_s_at
ENSMUSG00000037851	ENSMUST00000047363	Msa.13756.0_s_at
ENSMUSG00000037851	ENSMUST00000047363	Msa.18141.0_s_at
ENSMUSG00000023995	ENSMUST00000159478	Msa.23519.0_s_at
ENSMUSG00000023995	ENSMUST00000024794	Msa.23519.0_s_at
ENSMUSG00000032462	ENSMUST00000035037	Msa.33438.0_s_at
ENSMUSG00000032462	ENSMUST00000136965	Msa.33438.0_s_at
ENSMUSG00000067608	ENSMUST00000088040	X53068_s_at
ENSMUSG00000083027	ENSMUST00000119840	Msa.34219.0_s_at
ENSMUSG00000035431	ENSMUST00000110671	Msa.1384.0_at
ENSMUSG00000035431	ENSMUST00000044299	Msa.1384.0_at
ENSMUSG00000100261	ENSMUST00000188572	Msa.39697.0_s_at
ENSMUSG00000049421	ENSMUST00000050735	Msa.1298.0_f_at
ENSMUSG00000049421	ENSMUST00000108200	Msa.1298.0_f_at
ENSMUSG00000048015	ENSMUST00000061571	Msa.3315.0_at
ENSMUSG00000025816	ENSMUST00000102981	Msa.18113.0_s_at
ENSMUSG00000025816	ENSMUST00000102981	Msa.34154.0_s_at
ENSMUSG00000025816	ENSMUST00000193792	Msa.18113.0_s_at
ENSMUSG00000025816	ENSMUST00000132908	Msa.18113.0_s_at
ENSMUSG00000025816	ENSMUST00000132908	Msa.34154.0_s_at
ENSMUSG00000025816	ENSMUST00000124859	Msa.18113.0_s_at
ENSMUSG00000025816	ENSMUST00000153240	Msa.18113.0_s_at
ENSMUSG00000025816	ENSMUST00000124985	Msa.34154.0_s_at
ENSMUSG00000025816	ENSMUST00000132469	Msa.34154.0_s_at
ENSMUSG00000025816	ENSMUST00000148745	Msa.34154.0_s_at
ENSMUSG00000049600	ENSMUST00000210282	Msa.19958.0_s_at
ENSMUSG00000049600	ENSMUST00000051390	Msa.19958.0_s_at
ENSMUSG00000049600	ENSMUST00000209997	Msa.19958.0_s_at
ENSMUSG00000049600	ENSMUST00000210108	Msa.19958.0_s_at
ENSMUSG00000049600	ENSMUST00000172240	Msa.19958.0_s_at
ENSMUSG00000089640	ENSMUST00000161973	Msa.16214.0_f_at
ENSMUSG00000020389	ENSMUST00000063303	Msa.26795.0_s_at
ENSMUSG00000020389	ENSMUST00000121591	Msa.26795.0_s_at
ENSMUSG00000020389	ENSMUST00000109078	Msa.26795.0_s_at
ENSMUSG00000020389	ENSMUST00000063321	Msa.26795.0_s_at
ENSMUSG00000020389	ENSMUST00000135076	Msa.26795.0_s_at
ENSMUSG00000020389	ENSMUST00000143228	Msa.26795.0_s_at
ENSMUSG00000020389	ENSMUST00000120374	Msa.26795.0_s_at
ENSMUSG00000020389	ENSMUST00000109076	Msa.26795.0_s_at
ENSMUSG00000020389	ENSMUST00000109081	Msa.26795.0_s_at
ENSMUSG00000020389	ENSMUST00000109079	Msa.26795.0_s_at
ENSMUSG00000020389	ENSMUST00000109077	Msa.26795.0_s_at
ENSMUSG00000020389	ENSMUST00000109080	Msa.26795.0_s_at
ENSMUSG00000005566	ENSMUST00000005705	Msa.2893.0_s_at
ENSMUSG00000037171	ENSMUST00000049339	Msa.2562.0_at
ENSMUSG00000020372	ENSMUST00000142269	x75313_f_at
ENSMUSG00000020372	ENSMUST00000142269	Msa.30120.0_f_at
ENSMUSG00000020372	ENSMUST00000142269	Msa.1827.0_f_at
ENSMUSG00000020372	ENSMUST00000139959	x75313_f_at
ENSMUSG00000020372	ENSMUST00000139959	Msa.30120.0_f_at
ENSMUSG00000020372	ENSMUST00000139959	Msa.1827.0_f_at
ENSMUSG00000020372	ENSMUST00000020640	x75313_f_at
ENSMUSG00000020372	ENSMUST00000020640	Msa.1827.0_f_at
ENSMUSG00000020372	ENSMUST00000136703	x75313_f_at
ENSMUSG00000020372	ENSMUST00000136703	Msa.1827.0_f_at
ENSMUSG00000020372	ENSMUST00000125166	x75313_f_at
ENSMUSG00000020372	ENSMUST00000125166	Msa.1827.0_f_at
ENSMUSG00000060802	ENSMUST00000102476	Msa.962.0_f_at
ENSMUSG00000060802	ENSMUST00000102476	x01838_f_at
ENSMUSG00000021095	ENSMUST00000021513	x99239_s_at
ENSMUSG00000003810	ENSMUST00000239239	Msa.240.0_s_at
ENSMUSG00000003810	ENSMUST00000239177	Msa.240.0_s_at
ENSMUSG00000003810	ENSMUST00000106484	Msa.240.0_s_at
ENSMUSG00000003810	ENSMUST00000003908	Msa.240.0_s_at
ENSMUSG00000003810	ENSMUST00000128713	Msa.240.0_s_at
ENSMUSG00000003810	ENSMUST00000106486	Msa.240.0_s_at
ENSMUSG00000003810	ENSMUST00000106485	Msa.240.0_s_at
ENSMUSG00000040365	ENSMUST00000047145	Msa.30837.0_s_at
ENSMUSG00000040365	ENSMUST00000140800	Msa.30837.0_s_at
ENSMUSG00000040365	ENSMUST00000138019	Msa.30837.0_s_at
ENSMUSG00000041845	ENSMUST00000048197	Msa.3282.0_s_at
ENSMUSG00000041845	ENSMUST00000235680	Msa.3282.0_s_at
ENSMUSG00000041845	ENSMUST00000117462	Msa.3282.0_s_at
ENSMUSG00000041845	ENSMUST00000151420	Msa.3282.0_s_at
ENSMUSG00000013846	ENSMUST00000229028	X73523_s_at
ENSMUSG00000013846	ENSMUST00000229028	Msa.2302.0_at
ENSMUSG00000013846	ENSMUST00000229742	X73523_s_at
ENSMUSG00000013846	ENSMUST00000229742	Msa.2302.0_at
ENSMUSG00000013846	ENSMUST00000229213	X73523_s_at
ENSMUSG00000013846	ENSMUST00000229213	Msa.2302.0_at
ENSMUSG00000013846	ENSMUST00000092640	X73523_s_at
ENSMUSG00000013846	ENSMUST00000092640	Msa.2302.0_at
ENSMUSG00000031751	ENSMUST00000053766	Msa.25686.0_s_at
ENSMUSG00000031751	ENSMUST00000053766	Msa.5806.0_s_at
ENSMUSG00000031751	ENSMUST00000139702	Msa.25686.0_s_at
ENSMUSG00000031751	ENSMUST00000139702	Msa.5806.0_s_at
ENSMUSG00000031751	ENSMUST00000137475	Msa.25686.0_s_at
ENSMUSG00000031751	ENSMUST00000137475	Msa.5806.0_s_at
ENSMUSG00000028093	ENSMUST00000090759	Msa.28752.0_s_at
ENSMUSG00000028093	ENSMUST00000199346	Msa.28752.0_s_at
ENSMUSG00000028093	ENSMUST00000133965	Msa.28752.0_s_at
ENSMUSG00000028093	ENSMUST00000126438	Msa.28752.0_s_at
ENSMUSG00000000134	ENSMUST00000077680	Msa.7470.0_s_at
ENSMUSG00000000134	ENSMUST00000079542	Msa.7470.0_s_at
ENSMUSG00000000134	ENSMUST00000115679	Msa.7470.0_s_at
ENSMUSG00000000134	ENSMUST00000137467	Msa.7470.0_s_at
ENSMUSG00000000134	ENSMUST00000143680	Msa.7470.0_s_at
ENSMUSG00000000134	ENSMUST00000115680	Msa.7470.0_s_at
ENSMUSG00000000134	ENSMUST00000115677	Msa.7470.0_s_at
ENSMUSG00000000134	ENSMUST00000101695	Msa.7470.0_s_at
ENSMUSG00000000134	ENSMUST00000115678	Msa.7470.0_s_at
ENSMUSG00000000134	ENSMUST00000126694	Msa.7470.0_s_at
ENSMUSG00000034801	ENSMUST00000182123	Z11664_s_at
ENSMUSG00000034801	ENSMUST00000035773	Z11664_s_at
ENSMUSG00000034801	ENSMUST00000182646	Z11664_s_at
ENSMUSG00000057789	ENSMUST00000078691	Y13231_s_at
ENSMUSG00000057789	ENSMUST00000025034	Y13231_s_at
ENSMUSG00000057789	ENSMUST00000237411	Y13231_s_at
ENSMUSG00000019732	ENSMUST00000019876	Msa.7171.0_s_at
ENSMUSG00000019732	ENSMUST00000109974	Msa.7171.0_s_at
ENSMUSG00000020916	ENSMUST00000107416	X65506_s_at
ENSMUSG00000080819	ENSMUST00000120759	Msa.2541.0_at
ENSMUSG00000044041	ENSMUST00000007275	x03492_s_at
ENSMUSG00000044041	ENSMUST00000134282	x03492_s_at
ENSMUSG00000044041	ENSMUST00000128934	x03492_s_at
ENSMUSG00000095063	ENSMUST00000096913	Msa.2541.0_at
ENSMUSG00000020890	ENSMUST00000108665	Msa.1930.0_s_at
ENSMUSG00000020890	ENSMUST00000108664	Msa.1930.0_s_at
ENSMUSG00000020890	ENSMUST00000021259	Msa.1930.0_s_at
ENSMUSG00000071788	ENSMUST00000119649	Msa.2541.0_at
ENSMUSG00000037916	ENSMUST00000237862	Z31109_s_at
ENSMUSG00000037916	ENSMUST00000134479	Z31109_s_at
ENSMUSG00000037916	ENSMUST00000042497	Z31109_s_at
ENSMUSG00000037916	ENSMUST00000237129	Z31109_s_at
ENSMUSG00000037916	ENSMUST00000128787	Z31109_s_at
ENSMUSG00000037916	ENSMUST00000132747	Z31109_s_at
ENSMUSG00000037916	ENSMUST00000134049	Z31109_s_at
ENSMUSG00000037916	ENSMUST00000150852	Z31109_s_at
ENSMUSG00000037916	ENSMUST00000133474	Z31109_s_at
ENSMUSG00000037916	ENSMUST00000136921	Z31109_s_at
ENSMUSG00000037916	ENSMUST00000236203	Z31109_s_at
ENSMUSG00000037916	ENSMUST00000149482	Z31109_s_at
ENSMUSG00000080725	ENSMUST00000119231	Msa.2541.0_at
ENSMUSG00000080725	ENSMUST00000167438	Msa.2541.0_at
ENSMUSG00000034673	ENSMUST00000173328	Msa.23643.0_s_at
ENSMUSG00000034673	ENSMUST00000038149	Msa.23643.0_s_at
ENSMUSG00000034673	ENSMUST00000183827	Msa.23643.0_s_at
ENSMUSG00000034673	ENSMUST00000174532	Msa.23643.0_s_at
ENSMUSG00000029204	ENSMUST00000031106	Msa.39844.0_s_at
ENSMUSG00000029204	ENSMUST00000201533	Msa.39844.0_s_at
ENSMUSG00000032470	ENSMUST00000035045	Msa.22537.0_s_at
ENSMUSG00000032470	ENSMUST00000122384	Msa.22537.0_s_at
ENSMUSG00000032470	ENSMUST00000119472	Msa.22537.0_s_at
ENSMUSG00000032470	ENSMUST00000123771	Msa.22537.0_s_at
ENSMUSG00000068262	ENSMUST00000089501	Y00225_s_at
ENSMUSG00000029410	ENSMUST00000201236	Msa.25590.0_s_at
ENSMUSG00000027070	ENSMUST00000080953	Msa.32856.0_s_at
ENSMUSG00000030871	ENSMUST00000151530	Msa.26400.0_s_at
ENSMUSG00000030871	ENSMUST00000147397	Msa.26400.0_s_at
ENSMUSG00000030871	ENSMUST00000033159	Msa.26400.0_s_at
ENSMUSG00000022742	ENSMUST00000060077	Msa.138.0_f_at
ENSMUSG00000022742	ENSMUST00000231492	Msa.138.0_f_at
ENSMUSG00000053644	ENSMUST00000174518	Msa.18398.0_s_at
ENSMUSG00000053644	ENSMUST00000174518	Msa.16272.0_s_at
ENSMUSG00000053644	ENSMUST00000066208	Msa.18398.0_s_at
ENSMUSG00000053644	ENSMUST00000174704	Msa.18398.0_s_at
ENSMUSG00000053644	ENSMUST00000174704	Msa.16272.0_s_at
ENSMUSG00000053644	ENSMUST00000168517	Msa.18398.0_s_at
ENSMUSG00000053644	ENSMUST00000170309	Msa.16272.0_s_at
ENSMUSG00000053644	ENSMUST00000171844	Msa.16272.0_s_at
ENSMUSG00000093984	ENSMUST00000120877	Msa.2541.0_at
ENSMUSG00000024393	ENSMUST00000025253	Msa.16035.0_s_at
ENSMUSG00000024393	ENSMUST00000025253	Msa.11707.0_s_at
ENSMUSG00000024393	ENSMUST00000025253	Msa.17843.0_s_at
ENSMUSG00000024393	ENSMUST00000025253	Msa.13367.0_s_at
ENSMUSG00000024393	ENSMUST00000174805	Msa.16035.0_s_at
ENSMUSG00000024393	ENSMUST00000174805	Msa.11707.0_s_at
ENSMUSG00000024393	ENSMUST00000174805	Msa.17843.0_s_at
ENSMUSG00000024393	ENSMUST00000174805	Msa.13367.0_s_at
ENSMUSG00000024393	ENSMUST00000172929	Msa.17843.0_s_at
ENSMUSG00000056612	ENSMUST00000070850	X97490_s_at
ENSMUSG00000056612	ENSMUST00000237084	X97490_s_at
ENSMUSG00000056612	ENSMUST00000236218	X97490_s_at
ENSMUSG00000056612	ENSMUST00000237235	X97490_s_at
ENSMUSG00000056612	ENSMUST00000235195	X97490_s_at
ENSMUSG00000054146	ENSMUST00000107411	Msa.1581.0_s_at
ENSMUSG00000054146	ENSMUST00000148502	Msa.1581.0_s_at
ENSMUSG00000020124	ENSMUST00000220377	Msa.22007.0_s_at
ENSMUSG00000020124	ENSMUST00000220377	Msa.11511.0_at
ENSMUSG00000020124	ENSMUST00000020334	Msa.22007.0_s_at
ENSMUSG00000020124	ENSMUST00000219937	Msa.22007.0_s_at
ENSMUSG00000020124	ENSMUST00000218042	Msa.22007.0_s_at
ENSMUSG00000003549	ENSMUST00000003645	Msa.17048.0_f_at
ENSMUSG00000003549	ENSMUST00000003645	X07414_s_at
ENSMUSG00000003549	ENSMUST00000160192	X07414_s_at
ENSMUSG00000003549	ENSMUST00000162197	X07414_s_at
ENSMUSG00000003549	ENSMUST00000177486	X07414_s_at
ENSMUSG00000003549	ENSMUST00000176723	X07414_s_at
ENSMUSG00000023015	ENSMUST00000171702	Msa.37104.0_s_at
ENSMUSG00000023015	ENSMUST00000023756	Msa.37104.0_s_at
ENSMUSG00000023015	ENSMUST00000165745	Msa.37104.0_s_at
ENSMUSG00000023015	ENSMUST00000169700	Msa.37104.0_s_at
ENSMUSG00000083079	ENSMUST00000120184	v00719_s_at
ENSMUSG00000083079	ENSMUST00000120184	v00718_s_at
ENSMUSG00000083079	ENSMUST00000120184	Msa.428.0_f_at
ENSMUSG00000118133	ENSMUST00000236712	Msa.34473.0_s_at
ENSMUSG00000118133	ENSMUST00000238142	Msa.34473.0_s_at
ENSMUSG00000002068	ENSMUST00000108023	X75888_s_at
ENSMUSG00000002068	ENSMUST00000128785	X75888_s_at
ENSMUSG00000002068	ENSMUST00000137097	X75888_s_at
ENSMUSG00000025580	ENSMUST00000026667	Msa.9866.0_s_at
ENSMUSG00000025580	ENSMUST00000106253	Msa.9866.0_s_at
ENSMUSG00000025580	ENSMUST00000135294	Msa.9866.0_s_at
ENSMUSG00000084353	ENSMUST00000119877	Msa.6122.0_s_at
ENSMUSG00000021335	ENSMUST00000110413	X77241_s_at
ENSMUSG00000021335	ENSMUST00000006785	X77241_s_at
ENSMUSG00000095423	ENSMUST00000179232	Msa.2541.0_at
ENSMUSG00000016427	ENSMUST00000016571	Y07708_s_at
ENSMUSG00000095546	ENSMUST00000119362	Msa.2541.0_at
ENSMUSG00000095546	ENSMUST00000178745	Msa.2541.0_at
ENSMUSG00000095321	ENSMUST00000178887	Msa.2541.0_at
ENSMUSG00000029368	ENSMUST00000031314	X13060_f_at
ENSMUSG00000033916	ENSMUST00000209487	w90921_s_at
ENSMUSG00000083704	ENSMUST00000120969	z11997_s_at
ENSMUSG00000067919	ENSMUST00000075775	Msa.27999.0_s_at
ENSMUSG00000018634	ENSMUST00000093925	X72305_s_at
ENSMUSG00000094017	ENSMUST00000118441	Z46757_s_at
ENSMUSG00000109879	ENSMUST00000210294	Msa.36.0_at
ENSMUSG00000096403	ENSMUST00000178598	X70067_s_at
ENSMUSG00000117974	ENSMUST00000238030	Msa.1260.0_at
ENSMUSG00000117974	ENSMUST00000236459	Msa.1260.0_at
ENSMUSG00000116825	ENSMUST00000231787	Msa.1150.0_f_at
ENSMUSG00000052727	ENSMUST00000064762	X51396_s_at
ENSMUSG00000034987	ENSMUST00000038101	Msa.3322.0_s_at
ENSMUSG00000034987	ENSMUST00000209846	Msa.3322.0_s_at
ENSMUSG00000034987	ENSMUST00000211742	Msa.3322.0_s_at
ENSMUSG00000030611	ENSMUST00000032840	Z31203_s_at
ENSMUSG00000030611	ENSMUST00000123706	Z31203_s_at
ENSMUSG00000030611	ENSMUST00000133304	Z31203_s_at
ENSMUSG00000030611	ENSMUST00000133553	Z31203_s_at
ENSMUSG00000030611	ENSMUST00000136001	Z31203_s_at
ENSMUSG00000030611	ENSMUST00000132922	Z31203_s_at
ENSMUSG00000044258	ENSMUST00000021880	X15591_s_at
ENSMUSG00000044258	ENSMUST00000225385	X15591_s_at
ENSMUSG00000044258	ENSMUST00000223750	X15591_s_at
ENSMUSG00000044258	ENSMUST00000225762	X15591_s_at
ENSMUSG00000044258	ENSMUST00000225498	X15591_s_at
ENSMUSG00000044258	ENSMUST00000226023	X15591_s_at
ENSMUSG00000044258	ENSMUST00000224054	X15591_s_at
ENSMUSG00000044258	ENSMUST00000225856	X15591_s_at
ENSMUSG00000044258	ENSMUST00000225966	X15591_s_at
ENSMUSG00000058620	ENSMUST00000104934	Msa.388.0_at
ENSMUSG00000058620	ENSMUST00000071902	Msa.388.0_at
ENSMUSG00000064120	ENSMUST00000165390	Msa.18515.0_s_at
ENSMUSG00000064120	ENSMUST00000024797	Msa.4324.0_s_at
ENSMUSG00000064120	ENSMUST00000173033	Msa.4324.0_s_at
ENSMUSG00000064120	ENSMUST00000173362	Msa.4324.0_s_at
ENSMUSG00000064120	ENSMUST00000174647	Msa.4324.0_s_at
ENSMUSG00000064120	ENSMUST00000174268	Msa.18515.0_s_at
ENSMUSG00000022971	ENSMUST00000023693	Msa.3697.0_s_at
ENSMUSG00000022971	ENSMUST00000134491	Msa.3697.0_s_at
ENSMUSG00000022971	ENSMUST00000117836	Msa.3697.0_s_at
ENSMUSG00000022971	ENSMUST00000089042	Msa.3697.0_s_at
ENSMUSG00000020089	ENSMUST00000020286	Msa.13851.0_f_at
ENSMUSG00000020089	ENSMUST00000020286	Msa.11648.0_s_at
ENSMUSG00000020089	ENSMUST00000020286	Msa.5962.0_s_at
ENSMUSG00000020089	ENSMUST00000160607	Msa.11648.0_s_at
ENSMUSG00000020089	ENSMUST00000162028	Msa.11648.0_s_at
ENSMUSG00000074874	ENSMUST00000225439	X15592_s_at
ENSMUSG00000074874	ENSMUST00000225732	X15592_s_at
ENSMUSG00000074874	ENSMUST00000021884	X15592_s_at
ENSMUSG00000074874	ENSMUST00000171347	X15592_s_at
ENSMUSG00000014030	ENSMUST00000014174	Msa.484.0_at
ENSMUSG00000014030	ENSMUST00000143235	Msa.484.0_at
ENSMUSG00000014030	ENSMUST00000107825	Msa.484.0_at
ENSMUSG00000014030	ENSMUST00000102932	Msa.484.0_at
ENSMUSG00000014030	ENSMUST00000134968	Msa.484.0_at
ENSMUSG00000014030	ENSMUST00000173821	Msa.484.0_at
ENSMUSG00000014030	ENSMUST00000174319	Msa.484.0_at
ENSMUSG00000014030	ENSMUST00000173733	Msa.484.0_at
ENSMUSG00000014030	ENSMUST00000172866	Msa.484.0_at
ENSMUSG00000014030	ENSMUST00000174242	Msa.484.0_at
ENSMUSG00000014030	ENSMUST00000165417	Msa.484.0_at
