Gene stable ID	Transcript stable ID	AFFY MOE430B probe
ENSMUSG00000112716	ENSMUST00000219022	1454094_at
ENSMUSG00000070814	ENSMUST00000140530	1443910_at
ENSMUSG00000070814	ENSMUST00000137574	1443910_at
ENSMUSG00000070814	ENSMUST00000211707	1443910_at
ENSMUSG00000070814	ENSMUST00000144470	1443910_at
ENSMUSG00000085078	ENSMUST00000133400	1444183_at
ENSMUSG00000020992	ENSMUST00000021378	1431370_at
ENSMUSG00000020992	ENSMUST00000188608	1454113_at
ENSMUSG00000020992	ENSMUST00000223529	1431370_at
ENSMUSG00000035441	ENSMUST00000125944	1458550_at
ENSMUSG00000024677	ENSMUST00000163078	1439956_at
ENSMUSG00000024677	ENSMUST00000161157	1439956_at
ENSMUSG00000024677	ENSMUST00000025580	1439956_at
ENSMUSG00000020990	ENSMUST00000021377	1453231_at
ENSMUSG00000020990	ENSMUST00000021377	1429664_at
ENSMUSG00000086386	ENSMUST00000145338	1458048_at
ENSMUSG00000091985	ENSMUST00000170933	1440348_at
ENSMUSG00000028582	ENSMUST00000030320	1433861_at
ENSMUSG00000028582	ENSMUST00000134844	1433861_at
ENSMUSG00000028582	ENSMUST00000106665	1457749_at
ENSMUSG00000028582	ENSMUST00000106665	1433861_at
ENSMUSG00000028582	ENSMUST00000143336	1433861_at
ENSMUSG00000020422	ENSMUST00000239091	1455333_at
ENSMUSG00000020422	ENSMUST00000239111	1455333_at
ENSMUSG00000020422	ENSMUST00000131941	1446636_at
ENSMUSG00000020422	ENSMUST00000134823	1446636_at
ENSMUSG00000020422	ENSMUST00000020695	1455333_at
ENSMUSG00000049657	ENSMUST00000055028	1437484_at
ENSMUSG00000049657	ENSMUST00000107817	1437484_at
ENSMUSG00000049657	ENSMUST00000131991	1437484_at
ENSMUSG00000049657	ENSMUST00000180217	1437484_at
ENSMUSG00000072653	ENSMUST00000130490	1434857_at
ENSMUSG00000072653	ENSMUST00000114588	1456334_s_at
ENSMUSG00000072653	ENSMUST00000144782	1456334_s_at
ENSMUSG00000072653	ENSMUST00000175808	1456334_s_at
ENSMUSG00000072653	ENSMUST00000154259	1434857_at
ENSMUSG00000072653	ENSMUST00000095946	1434857_at
ENSMUSG00000072653	ENSMUST00000156767	1434857_at
ENSMUSG00000052917	ENSMUST00000201915	1430974_a_at
ENSMUSG00000052917	ENSMUST00000049128	1430974_a_at
ENSMUSG00000052917	ENSMUST00000089362	1438413_at
ENSMUSG00000052917	ENSMUST00000089362	1436860_at
ENSMUSG00000052917	ENSMUST00000089362	1430974_a_at
ENSMUSG00000052917	ENSMUST00000202799	1430974_a_at
ENSMUSG00000052917	ENSMUST00000201011	1430974_a_at
ENSMUSG00000052917	ENSMUST00000202000	1430974_a_at
ENSMUSG00000052917	ENSMUST00000200714	1438413_at
ENSMUSG00000052917	ENSMUST00000200714	1436860_at
ENSMUSG00000052917	ENSMUST00000202108	1438413_at
ENSMUSG00000052917	ENSMUST00000202108	1436860_at
ENSMUSG00000052917	ENSMUST00000202272	1438413_at
ENSMUSG00000052917	ENSMUST00000202272	1436860_at
ENSMUSG00000052917	ENSMUST00000201391	1438413_at
ENSMUSG00000052917	ENSMUST00000201391	1436860_at
ENSMUSG00000052917	ENSMUST00000202159	1438413_at
ENSMUSG00000052917	ENSMUST00000202159	1436860_at
ENSMUSG00000052917	ENSMUST00000089360	1438413_at
ENSMUSG00000052917	ENSMUST00000089360	1436860_at
ENSMUSG00000052917	ENSMUST00000089360	1430974_a_at
ENSMUSG00000066838	ENSMUST00000074455	1437567_at
ENSMUSG00000021010	ENSMUST00000101432	1429138_at
ENSMUSG00000021010	ENSMUST00000101432	1438060_at
ENSMUSG00000021010	ENSMUST00000223057	1438060_at
ENSMUSG00000024411	ENSMUST00000238946	1447745_at
ENSMUSG00000024411	ENSMUST00000079081	1447745_at
ENSMUSG00000024411	ENSMUST00000234624	1447745_at
ENSMUSG00000024411	ENSMUST00000234533	1447745_at
ENSMUSG00000024664	ENSMUST00000115995	1435910_at
ENSMUSG00000024664	ENSMUST00000235562	1435910_at
ENSMUSG00000024664	ENSMUST00000237226	1435910_at
ENSMUSG00000020032	ENSMUST00000020220	1438684_at
ENSMUSG00000034653	ENSMUST00000037763	1437357_at
ENSMUSG00000034653	ENSMUST00000201507	1437357_at
ENSMUSG00000098900	ENSMUST00000174801	1453241_a_at
ENSMUSG00000026248	ENSMUST00000027464	1430990_s_at
ENSMUSG00000026248	ENSMUST00000189176	1430990_s_at
ENSMUSG00000020374	ENSMUST00000093141	1453093_at
ENSMUSG00000020374	ENSMUST00000093142	1453093_at
ENSMUSG00000020374	ENSMUST00000063444	1453093_at
ENSMUSG00000110105	ENSMUST00000209833	1453083_at
ENSMUSG00000110105	ENSMUST00000210333	1445286_at
ENSMUSG00000110105	ENSMUST00000209788	1445286_at
ENSMUSG00000053205	ENSMUST00000226873	1457807_at
ENSMUSG00000106665	ENSMUST00000196080	1459477_at
ENSMUSG00000026643	ENSMUST00000081932	1454919_at
ENSMUSG00000026643	ENSMUST00000081932	1438740_at
ENSMUSG00000026643	ENSMUST00000102989	1438740_at
ENSMUSG00000026643	ENSMUST00000155761	1444387_at
ENSMUSG00000084773	ENSMUST00000143869	1459213_at
ENSMUSG00000045555	ENSMUST00000058747	1439689_at
ENSMUSG00000096687	ENSMUST00000178045	1435098_at
ENSMUSG00000096687	ENSMUST00000178563	1435098_at
ENSMUSG00000032712	ENSMUST00000046689	1429588_at
ENSMUSG00000032712	ENSMUST00000189837	1429588_at
ENSMUSG00000030660	ENSMUST00000170430	1443655_s_at
ENSMUSG00000030660	ENSMUST00000206219	1443655_s_at
ENSMUSG00000030660	ENSMUST00000205767	1443655_s_at
ENSMUSG00000112924	ENSMUST00000218193	1453941_at
ENSMUSG00000112280	ENSMUST00000218182	1447591_x_at
ENSMUSG00000112280	ENSMUST00000217778	1447591_x_at
ENSMUSG00000030091	ENSMUST00000139051	1443310_at
ENSMUSG00000086263	ENSMUST00000151471	1431460_at
ENSMUSG00000038973	ENSMUST00000040227	1454266_at
ENSMUSG00000038973	ENSMUST00000206839	1454266_at
ENSMUSG00000054679	ENSMUST00000067864	1437168_at
ENSMUSG00000054679	ENSMUST00000108159	1437168_at
ENSMUSG00000036904	ENSMUST00000041080	1445815_at
ENSMUSG00000029916	ENSMUST00000201329	1430496_at
ENSMUSG00000021687	ENSMUST00000022197	1453054_at
ENSMUSG00000021687	ENSMUST00000152555	1453054_at
ENSMUSG00000021687	ENSMUST00000153558	1453054_at
ENSMUSG00000068205	ENSMUST00000138485	1431159_at
ENSMUSG00000068205	ENSMUST00000110062	1443058_at
ENSMUSG00000068205	ENSMUST00000043836	1443058_at
ENSMUSG00000028341	ENSMUST00000030025	1438796_at
ENSMUSG00000028341	ENSMUST00000153369	1438796_at
ENSMUSG00000070780	ENSMUST00000113726	1438021_at
ENSMUSG00000070780	ENSMUST00000201544	1438021_at
ENSMUSG00000070780	ENSMUST00000094757	1438021_at
ENSMUSG00000070780	ENSMUST00000167950	1438021_at
ENSMUSG00000024505	ENSMUST00000163590	1441178_at
ENSMUSG00000024505	ENSMUST00000163590	1446486_at
ENSMUSG00000024505	ENSMUST00000163590	1428901_at
ENSMUSG00000024505	ENSMUST00000139852	1441178_at
ENSMUSG00000024505	ENSMUST00000139852	1446486_at
ENSMUSG00000024505	ENSMUST00000139852	1428901_at
ENSMUSG00000024505	ENSMUST00000025383	1441178_at
ENSMUSG00000024505	ENSMUST00000025383	1428901_at
ENSMUSG00000024505	ENSMUST00000237137	1441178_at
ENSMUSG00000024505	ENSMUST00000237137	1428901_at
ENSMUSG00000044876	ENSMUST00000128495	1430851_at
ENSMUSG00000044876	ENSMUST00000207176	1430851_at
ENSMUSG00000044876	ENSMUST00000149540	1430851_at
ENSMUSG00000044876	ENSMUST00000207329	1430851_at
ENSMUSG00000044876	ENSMUST00000137450	1430851_at
ENSMUSG00000043388	ENSMUST00000061446	1455148_at
ENSMUSG00000025421	ENSMUST00000097522	1441208_at
ENSMUSG00000025421	ENSMUST00000097522	1431149_at
ENSMUSG00000025421	ENSMUST00000097521	1447470_at
ENSMUSG00000025421	ENSMUST00000150990	1441208_at
ENSMUSG00000025421	ENSMUST00000148955	1441208_at
ENSMUSG00000037149	ENSMUST00000071103	1443098_at
ENSMUSG00000045215	ENSMUST00000239326	1435892_at
ENSMUSG00000045215	ENSMUST00000239326	1442095_at
ENSMUSG00000045215	ENSMUST00000120223	1435892_at
ENSMUSG00000045215	ENSMUST00000120223	1442095_at
ENSMUSG00000045215	ENSMUST00000097655	1435892_at
ENSMUSG00000045215	ENSMUST00000097655	1442095_at
ENSMUSG00000044544	ENSMUST00000056994	1431562_at
ENSMUSG00000057229	ENSMUST00000205593	1430450_at
ENSMUSG00000057229	ENSMUST00000085953	1430450_at
ENSMUSG00000057229	ENSMUST00000130897	1430450_at
ENSMUSG00000021738	ENSMUST00000022257	1442186_at
ENSMUSG00000021738	ENSMUST00000022257	1436175_at
ENSMUSG00000051379	ENSMUST00000110057	1453102_at
ENSMUSG00000051379	ENSMUST00000110057	1429310_at
ENSMUSG00000051379	ENSMUST00000056760	1453102_at
ENSMUSG00000069041	ENSMUST00000091184	1453133_at
ENSMUSG00000026644	ENSMUST00000115089	1430107_at
ENSMUSG00000026644	ENSMUST00000228935	1430107_at
ENSMUSG00000109165	ENSMUST00000208578	1430851_at
ENSMUSG00000086706	ENSMUST00000125056	1441093_at
ENSMUSG00000086706	ENSMUST00000122968	1441093_at
ENSMUSG00000111422	ENSMUST00000215747	1430507_at
ENSMUSG00000111342	ENSMUST00000216740	1454567_at
ENSMUSG00000111342	ENSMUST00000214651	1454567_at
ENSMUSG00000111342	ENSMUST00000217125	1454567_at
ENSMUSG00000026307	ENSMUST00000153621	1441192_at
ENSMUSG00000026307	ENSMUST00000137074	1441192_at
ENSMUSG00000040127	ENSMUST00000047134	1430785_at
ENSMUSG00000040127	ENSMUST00000047134	1456074_at
ENSMUSG00000040127	ENSMUST00000151614	1430785_at
ENSMUSG00000040127	ENSMUST00000151614	1456074_at
ENSMUSG00000040127	ENSMUST00000155067	1430785_at
ENSMUSG00000040127	ENSMUST00000155067	1456074_at
ENSMUSG00000040127	ENSMUST00000149849	1430785_at
ENSMUSG00000040127	ENSMUST00000149849	1456074_at
ENSMUSG00000031767	ENSMUST00000073521	1430896_s_at
ENSMUSG00000031767	ENSMUST00000109109	1430896_s_at
ENSMUSG00000031767	ENSMUST00000147605	1430896_s_at
ENSMUSG00000031767	ENSMUST00000134593	1453685_at
ENSMUSG00000031767	ENSMUST00000134593	1430896_s_at
ENSMUSG00000049173	ENSMUST00000056533	1430738_at
ENSMUSG00000089717	ENSMUST00000135738	1432223_at
ENSMUSG00000089717	ENSMUST00000219705	1432223_at
ENSMUSG00000089717	ENSMUST00000095085	1432223_at
ENSMUSG00000050994	ENSMUST00000148816	1445639_at
ENSMUSG00000050994	ENSMUST00000172530	1445639_at
ENSMUSG00000050994	ENSMUST00000208717	1445639_at
ENSMUSG00000050994	ENSMUST00000179956	1445639_at
ENSMUSG00000052299	ENSMUST00000039449	1429886_at
ENSMUSG00000052299	ENSMUST00000232095	1429886_at
ENSMUSG00000054057	ENSMUST00000066163	1439514_at
ENSMUSG00000092216	ENSMUST00000172815	1441120_at
ENSMUSG00000047013	ENSMUST00000159062	1440376_at
ENSMUSG00000047013	ENSMUST00000159062	1456444_at
ENSMUSG00000047013	ENSMUST00000161078	1440376_at
ENSMUSG00000047013	ENSMUST00000161078	1456444_at
ENSMUSG00000047013	ENSMUST00000161546	1440376_at
ENSMUSG00000047013	ENSMUST00000161546	1456444_at
ENSMUSG00000026102	ENSMUST00000027271	1442073_at
ENSMUSG00000063808	ENSMUST00000131143	1440398_at
ENSMUSG00000063808	ENSMUST00000206758	1440398_at
ENSMUSG00000021066	ENSMUST00000222141	1428260_at
ENSMUSG00000021066	ENSMUST00000222141	1452711_at
ENSMUSG00000021066	ENSMUST00000021466	1428260_at
ENSMUSG00000021066	ENSMUST00000021466	1452711_at
ENSMUSG00000021066	ENSMUST00000222246	1452711_at
ENSMUSG00000021066	ENSMUST00000220935	1428260_at
ENSMUSG00000021066	ENSMUST00000220935	1452711_at
ENSMUSG00000034066	ENSMUST00000120301	1440799_s_at
ENSMUSG00000051236	ENSMUST00000092143	1454997_at
ENSMUSG00000051236	ENSMUST00000092143	1439151_at
ENSMUSG00000051236	ENSMUST00000139961	1439151_at
ENSMUSG00000036913	ENSMUST00000167588	1436829_at
ENSMUSG00000036913	ENSMUST00000211867	1436829_at
ENSMUSG00000036913	ENSMUST00000041106	1436829_at
ENSMUSG00000036907	ENSMUST00000037286	1444687_at
ENSMUSG00000024269	ENSMUST00000115817	1453079_at
ENSMUSG00000039339	ENSMUST00000045526	1431537_at
ENSMUSG00000039339	ENSMUST00000238884	1431537_at
ENSMUSG00000039339	ENSMUST00000239105	1431537_at
ENSMUSG00000086833	ENSMUST00000155224	1459112_at
ENSMUSG00000037339	ENSMUST00000140043	1447637_at
ENSMUSG00000036526	ENSMUST00000085786	1435996_at
ENSMUSG00000036526	ENSMUST00000196169	1435996_at
ENSMUSG00000036526	ENSMUST00000199091	1430257_at
ENSMUSG00000097709	ENSMUST00000189464	1454147_at
ENSMUSG00000097709	ENSMUST00000190547	1454147_at
ENSMUSG00000040297	ENSMUST00000048377	1457584_at
ENSMUSG00000040297	ENSMUST00000048377	1455133_s_at
ENSMUSG00000040297	ENSMUST00000048377	1460573_at
ENSMUSG00000038255	ENSMUST00000041685	1435411_at
ENSMUSG00000025916	ENSMUST00000130102	1432425_at
ENSMUSG00000057469	ENSMUST00000220707	1437914_at
ENSMUSG00000039262	ENSMUST00000036691	1433625_at
ENSMUSG00000039262	ENSMUST00000036691	1433624_at
ENSMUSG00000039262	ENSMUST00000069817	1433625_at
ENSMUSG00000039262	ENSMUST00000069817	1433624_at
ENSMUSG00000019782	ENSMUST00000219414	1454241_at
ENSMUSG00000073627	ENSMUST00000137643	1444707_at
ENSMUSG00000034057	ENSMUST00000048229	1447416_at
ENSMUSG00000054074	ENSMUST00000091420	1430580_at
ENSMUSG00000044390	ENSMUST00000055911	1447540_at
ENSMUSG00000044390	ENSMUST00000236767	1447540_at
ENSMUSG00000056310	ENSMUST00000173375	1446070_at
ENSMUSG00000056310	ENSMUST00000044204	1446070_at
ENSMUSG00000047161	ENSMUST00000053017	1431897_at
ENSMUSG00000047161	ENSMUST00000130553	1431897_at
ENSMUSG00000111905	ENSMUST00000218530	1430242_at
ENSMUSG00000097278	ENSMUST00000181157	1429754_a_at
ENSMUSG00000097278	ENSMUST00000181364	1429754_a_at
ENSMUSG00000097278	ENSMUST00000181364	1456693_at
ENSMUSG00000097278	ENSMUST00000181881	1429754_a_at
ENSMUSG00000097278	ENSMUST00000181881	1429755_a_at
ENSMUSG00000097278	ENSMUST00000181881	1454411_at
ENSMUSG00000097278	ENSMUST00000181280	1429754_a_at
ENSMUSG00000097278	ENSMUST00000181280	1429755_a_at
ENSMUSG00000097278	ENSMUST00000181280	1454411_at
ENSMUSG00000033767	ENSMUST00000194432	1446219_at
ENSMUSG00000033767	ENSMUST00000193696	1440625_at
ENSMUSG00000031596	ENSMUST00000057784	1436555_at
ENSMUSG00000031596	ENSMUST00000117077	1436555_at
ENSMUSG00000052102	ENSMUST00000237313	1457962_at
ENSMUSG00000035674	ENSMUST00000150497	1430149_at
ENSMUSG00000035674	ENSMUST00000156712	1430149_at
ENSMUSG00000035674	ENSMUST00000134683	1430149_at
ENSMUSG00000098202	ENSMUST00000182785	1439311_at
ENSMUSG00000038602	ENSMUST00000105473	1456343_at
ENSMUSG00000038602	ENSMUST00000105473	1436719_at
ENSMUSG00000099032	ENSMUST00000185184	1439816_at
ENSMUSG00000099032	ENSMUST00000097824	1439816_at
ENSMUSG00000014355	ENSMUST00000014499	1434444_s_at
ENSMUSG00000014355	ENSMUST00000014499	1415680_at
ENSMUSG00000014355	ENSMUST00000014499	1434443_at
ENSMUSG00000014355	ENSMUST00000134485	1444271_at
ENSMUSG00000113761	ENSMUST00000220693	1445059_at
ENSMUSG00000113761	ENSMUST00000221392	1445059_at
ENSMUSG00000041596	ENSMUST00000044683	1453695_at
ENSMUSG00000035666	ENSMUST00000037117	1438692_at
ENSMUSG00000035666	ENSMUST00000171404	1438692_at
ENSMUSG00000026743	ENSMUST00000155352	1443500_at
ENSMUSG00000058740	ENSMUST00000198204	1458428_at
ENSMUSG00000058740	ENSMUST00000198204	1439486_at
ENSMUSG00000058740	ENSMUST00000171268	1458428_at
ENSMUSG00000058740	ENSMUST00000171268	1439486_at
ENSMUSG00000058740	ENSMUST00000200434	1458428_at
ENSMUSG00000058740	ENSMUST00000200434	1439486_at
ENSMUSG00000058740	ENSMUST00000114172	1441511_at
ENSMUSG00000058740	ENSMUST00000114172	1458428_at
ENSMUSG00000058740	ENSMUST00000114172	1439486_at
ENSMUSG00000058740	ENSMUST00000114176	1458428_at
ENSMUSG00000058740	ENSMUST00000114176	1439486_at
ENSMUSG00000058740	ENSMUST00000131529	1441511_at
ENSMUSG00000058740	ENSMUST00000131529	1458428_at
ENSMUSG00000058740	ENSMUST00000131529	1439486_at
ENSMUSG00000058740	ENSMUST00000037580	1441511_at
ENSMUSG00000058740	ENSMUST00000037580	1458428_at
ENSMUSG00000058740	ENSMUST00000037580	1439486_at
ENSMUSG00000058740	ENSMUST00000197917	1458428_at
ENSMUSG00000058740	ENSMUST00000197917	1439486_at
ENSMUSG00000058740	ENSMUST00000138568	1441511_at
ENSMUSG00000058740	ENSMUST00000138568	1458428_at
ENSMUSG00000058740	ENSMUST00000138568	1439486_at
ENSMUSG00000058740	ENSMUST00000145544	1441511_at
ENSMUSG00000058740	ENSMUST00000145544	1458428_at
ENSMUSG00000058740	ENSMUST00000145544	1439486_at
ENSMUSG00000058740	ENSMUST00000199269	1458428_at
ENSMUSG00000058740	ENSMUST00000199269	1439486_at
ENSMUSG00000031993	ENSMUST00000164099	1457400_at
ENSMUSG00000096914	ENSMUST00000204128	1442272_at
ENSMUSG00000096914	ENSMUST00000204128	1431080_at
ENSMUSG00000096914	ENSMUST00000204067	1431080_at
ENSMUSG00000096914	ENSMUST00000098757	1431080_at
ENSMUSG00000031984	ENSMUST00000211971	1434870_at
ENSMUSG00000031984	ENSMUST00000034465	1434870_at
ENSMUSG00000038446	ENSMUST00000044166	1453342_at
ENSMUSG00000038446	ENSMUST00000216025	1442667_at
ENSMUSG00000038446	ENSMUST00000216025	1457366_at
ENSMUSG00000038446	ENSMUST00000215051	1457366_at
ENSMUSG00000038446	ENSMUST00000215441	1445348_at
ENSMUSG00000070604	ENSMUST00000107977	1445472_at
ENSMUSG00000070604	ENSMUST00000203769	1445472_at
ENSMUSG00000070604	ENSMUST00000205247	1445472_at
ENSMUSG00000026885	ENSMUST00000028248	1452964_at
ENSMUSG00000026885	ENSMUST00000161970	1452964_at
ENSMUSG00000026885	ENSMUST00000160906	1452964_at
ENSMUSG00000026885	ENSMUST00000112976	1452964_at
ENSMUSG00000027559	ENSMUST00000195575	1430584_s_at
ENSMUSG00000027559	ENSMUST00000195575	1453588_at
ENSMUSG00000032998	ENSMUST00000162267	1459055_at
ENSMUSG00000032998	ENSMUST00000138845	1459055_at
ENSMUSG00000068373	ENSMUST00000136156	1435848_at
ENSMUSG00000068373	ENSMUST00000141159	1435848_at
ENSMUSG00000068373	ENSMUST00000230671	1435848_at
ENSMUSG00000068373	ENSMUST00000089726	1435848_at
ENSMUSG00000024220	ENSMUST00000073534	1434085_at
ENSMUSG00000024220	ENSMUST00000233841	1434085_at
ENSMUSG00000024220	ENSMUST00000145313	1434085_at
ENSMUSG00000024220	ENSMUST00000233458	1442446_at
ENSMUSG00000024220	ENSMUST00000002318	1434085_at
ENSMUSG00000024220	ENSMUST00000233904	1434085_at
ENSMUSG00000024220	ENSMUST00000233613	1434085_at
ENSMUSG00000024220	ENSMUST00000129522	1434085_at
ENSMUSG00000024220	ENSMUST00000155030	1434085_at
ENSMUSG00000024220	ENSMUST00000233021	1434085_at
ENSMUSG00000024220	ENSMUST00000151595	1434085_at
ENSMUSG00000020033	ENSMUST00000020222	1431870_at
ENSMUSG00000111487	ENSMUST00000214766	1432501_at
ENSMUSG00000110372	ENSMUST00000209921	1432707_at
ENSMUSG00000110343	ENSMUST00000210185	1432707_at
ENSMUSG00000048439	ENSMUST00000049887	1456773_at
ENSMUSG00000048439	ENSMUST00000115101	1456773_at
ENSMUSG00000024797	ENSMUST00000025711	1429834_a_at
ENSMUSG00000024797	ENSMUST00000025711	1438205_at
ENSMUSG00000024797	ENSMUST00000025711	1454825_at
ENSMUSG00000024797	ENSMUST00000161634	1454825_at
ENSMUSG00000024797	ENSMUST00000160324	1454825_at
ENSMUSG00000024797	ENSMUST00000159475	1454825_at
ENSMUSG00000024797	ENSMUST00000161222	1454825_at
ENSMUSG00000024797	ENSMUST00000159869	1454825_at
ENSMUSG00000024797	ENSMUST00000236983	1454825_at
ENSMUSG00000024797	ENSMUST00000159211	1429834_a_at
ENSMUSG00000024797	ENSMUST00000159211	1438205_at
ENSMUSG00000024797	ENSMUST00000160519	1429834_a_at
ENSMUSG00000024797	ENSMUST00000160519	1438205_at
ENSMUSG00000024797	ENSMUST00000160590	1429834_a_at
ENSMUSG00000075028	ENSMUST00000111272	1456186_at
ENSMUSG00000049946	ENSMUST00000062978	1442032_at
ENSMUSG00000049946	ENSMUST00000160055	1442032_at
ENSMUSG00000033015	ENSMUST00000125234	1431568_at
ENSMUSG00000037336	ENSMUST00000150764	1442000_at
ENSMUSG00000037336	ENSMUST00000085790	1442000_at
ENSMUSG00000037336	ENSMUST00000125344	1442000_at
ENSMUSG00000037336	ENSMUST00000137337	1442000_at
ENSMUSG00000037336	ENSMUST00000045921	1442000_at
ENSMUSG00000037336	ENSMUST00000143446	1442000_at
ENSMUSG00000018500	ENSMUST00000018644	1434430_s_at
ENSMUSG00000047617	ENSMUST00000114261	1455596_a_at
ENSMUSG00000047617	ENSMUST00000133919	1442351_a_at
ENSMUSG00000047617	ENSMUST00000135915	1455596_a_at
ENSMUSG00000047617	ENSMUST00000151239	1455596_a_at
ENSMUSG00000047617	ENSMUST00000138079	1455596_a_at
ENSMUSG00000047617	ENSMUST00000125710	1455596_a_at
ENSMUSG00000047617	ENSMUST00000128560	1455596_a_at
ENSMUSG00000047617	ENSMUST00000130130	1455596_a_at
ENSMUSG00000047617	ENSMUST00000124172	1455596_a_at
ENSMUSG00000047617	ENSMUST00000132561	1455596_a_at
ENSMUSG00000047617	ENSMUST00000132596	1442351_a_at
ENSMUSG00000047617	ENSMUST00000123986	1455596_a_at
ENSMUSG00000047617	ENSMUST00000141613	1455596_a_at
ENSMUSG00000036257	ENSMUST00000043082	1457355_at
ENSMUSG00000036257	ENSMUST00000043082	1444626_at
ENSMUSG00000036257	ENSMUST00000043082	1442416_at
ENSMUSG00000036257	ENSMUST00000143771	1457355_at
ENSMUSG00000036257	ENSMUST00000156082	1457355_at
ENSMUSG00000039886	ENSMUST00000043378	1435031_at
ENSMUSG00000039886	ENSMUST00000141779	1435031_at
ENSMUSG00000039886	ENSMUST00000127156	1435031_at
ENSMUSG00000039886	ENSMUST00000153399	1435031_at
ENSMUSG00000046844	ENSMUST00000049509	1433551_at
ENSMUSG00000046844	ENSMUST00000124143	1433551_at
ENSMUSG00000015672	ENSMUST00000220621	1440697_at
ENSMUSG00000026740	ENSMUST00000166495	1453372_at
ENSMUSG00000026740	ENSMUST00000153055	1459791_at
ENSMUSG00000026740	ENSMUST00000153055	1447649_x_at
ENSMUSG00000024799	ENSMUST00000236413	1454825_at
ENSMUSG00000024799	ENSMUST00000160354	1454825_at
ENSMUSG00000024799	ENSMUST00000162549	1454825_at
ENSMUSG00000024799	ENSMUST00000160028	1454825_at
ENSMUSG00000046991	ENSMUST00000232147	1445813_at
ENSMUSG00000046991	ENSMUST00000228330	1445813_at
ENSMUSG00000046991	ENSMUST00000228233	1445813_at
ENSMUSG00000046991	ENSMUST00000238668	1445813_at
ENSMUSG00000046991	ENSMUST00000170386	1445813_at
ENSMUSG00000037913	ENSMUST00000043352	1458718_at
ENSMUSG00000084848	ENSMUST00000139864	1432010_at
ENSMUSG00000032999	ENSMUST00000222514	1436794_at
ENSMUSG00000032999	ENSMUST00000221659	1436794_at
ENSMUSG00000032999	ENSMUST00000221280	1436794_at
ENSMUSG00000032999	ENSMUST00000037372	1436794_at
ENSMUSG00000041923	ENSMUST00000092015	1456387_at
ENSMUSG00000041923	ENSMUST00000069215	1456387_at
ENSMUSG00000041923	ENSMUST00000081423	1456387_at
ENSMUSG00000041923	ENSMUST00000097651	1430189_at
ENSMUSG00000041923	ENSMUST00000097651	1456387_at
ENSMUSG00000037101	ENSMUST00000049395	1437096_at
ENSMUSG00000037101	ENSMUST00000124713	1437096_at
ENSMUSG00000037101	ENSMUST00000109902	1437096_at
ENSMUSG00000050199	ENSMUST00000046548	1433891_at
ENSMUSG00000050199	ENSMUST00000111037	1433891_at
ENSMUSG00000050199	ENSMUST00000142869	1453765_at
ENSMUSG00000073724	ENSMUST00000091676	1434584_a_at
ENSMUSG00000073724	ENSMUST00000156324	1434584_a_at
ENSMUSG00000073724	ENSMUST00000084191	1434584_a_at
ENSMUSG00000073724	ENSMUST00000094520	1434584_a_at
ENSMUSG00000043398	ENSMUST00000050649	1441944_s_at
ENSMUSG00000043398	ENSMUST00000050649	1459274_at
ENSMUSG00000028528	ENSMUST00000106930	1433596_at
ENSMUSG00000028528	ENSMUST00000106930	1431216_s_at
ENSMUSG00000028528	ENSMUST00000038207	1433596_at
ENSMUSG00000028528	ENSMUST00000038207	1431216_s_at
ENSMUSG00000028528	ENSMUST00000094953	1433596_at
ENSMUSG00000028528	ENSMUST00000094953	1431216_s_at
ENSMUSG00000028528	ENSMUST00000106929	1433596_at
ENSMUSG00000028528	ENSMUST00000106929	1431216_s_at
ENSMUSG00000028528	ENSMUST00000106933	1433596_at
ENSMUSG00000028528	ENSMUST00000106933	1431216_s_at
ENSMUSG00000035621	ENSMUST00000099492	1458650_at
ENSMUSG00000035621	ENSMUST00000042057	1458650_at
ENSMUSG00000036574	ENSMUST00000046004	1429924_at
ENSMUSG00000034557	ENSMUST00000106657	1440348_at
ENSMUSG00000034557	ENSMUST00000106658	1440348_at
ENSMUSG00000034557	ENSMUST00000042185	1440348_at
ENSMUSG00000026806	ENSMUST00000113853	1438962_s_at
ENSMUSG00000026806	ENSMUST00000113853	1434182_at
ENSMUSG00000036676	ENSMUST00000058154	1436826_at
ENSMUSG00000036676	ENSMUST00000058154	1440894_at
ENSMUSG00000036676	ENSMUST00000130883	1457294_at
ENSMUSG00000036676	ENSMUST00000128009	1457294_at
ENSMUSG00000044224	ENSMUST00000136591	1457281_at
ENSMUSG00000044224	ENSMUST00000147224	1457281_at
ENSMUSG00000108985	ENSMUST00000207625	1430944_at
ENSMUSG00000049744	ENSMUST00000055776	1429881_at
ENSMUSG00000049744	ENSMUST00000055776	1435959_at
ENSMUSG00000049744	ENSMUST00000112824	1429881_at
ENSMUSG00000049744	ENSMUST00000112822	1429881_at
ENSMUSG00000049744	ENSMUST00000112822	1435959_at
ENSMUSG00000049744	ENSMUST00000140528	1441650_at
ENSMUSG00000024286	ENSMUST00000053917	1428971_at
ENSMUSG00000024286	ENSMUST00000053917	1428413_at
ENSMUSG00000024286	ENSMUST00000053917	1452984_at
ENSMUSG00000024286	ENSMUST00000053917	1454201_a_at
ENSMUSG00000024286	ENSMUST00000053917	1428414_at
ENSMUSG00000024286	ENSMUST00000234102	1428971_at
ENSMUSG00000024286	ENSMUST00000234102	1428413_at
ENSMUSG00000024286	ENSMUST00000234102	1454201_a_at
