Gene stable ID	Transcript stable ID	AFFY RG U34A probe
ENSRNOG00000018191	ENSRNOT00000086685	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000086685	D16349_at
ENSRNOG00000018191	ENSRNOT00000092578	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000092578	D16349_at
ENSRNOG00000018191	ENSRNOT00000090697	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000090697	S79903mRNA_g_at
ENSRNOG00000018191	ENSRNOT00000090697	D16349_at
ENSRNOG00000018191	ENSRNOT00000090697	S79903mRNA_at
ENSRNOG00000018191	ENSRNOT00000082455	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000082455	S79903mRNA_g_at
ENSRNOG00000018191	ENSRNOT00000082455	D16349_at
ENSRNOG00000018191	ENSRNOT00000082455	S79903mRNA_at
ENSRNOG00000018191	ENSRNOT00000092385	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000092385	S79903mRNA_g_at
ENSRNOG00000018191	ENSRNOT00000092385	D16349_at
ENSRNOG00000018191	ENSRNOT00000045144	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000045144	S79903mRNA_g_at
ENSRNOG00000018191	ENSRNOT00000045144	D16349_at
ENSRNOG00000018191	ENSRNOT00000045144	S79903mRNA_at
ENSRNOG00000018191	ENSRNOT00000084099	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000084099	S79903mRNA_g_at
ENSRNOG00000018191	ENSRNOT00000084099	D16349_at
ENSRNOG00000018191	ENSRNOT00000084099	S79903mRNA_at
ENSRNOG00000018191	ENSRNOT00000085873	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000085873	S79903mRNA_g_at
ENSRNOG00000018191	ENSRNOT00000085873	S79903mRNA_at
ENSRNOG00000018191	ENSRNOT00000089326	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000089326	S79903mRNA_g_at
ENSRNOG00000018191	ENSRNOT00000089326	S79903mRNA_at
ENSRNOG00000018191	ENSRNOT00000077168	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000077168	S79903mRNA_g_at
ENSRNOG00000018191	ENSRNOT00000091832	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000091832	S79903mRNA_g_at
ENSRNOG00000018191	ENSRNOT00000089428	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000089428	S79903mRNA_g_at
ENSRNOG00000018191	ENSRNOT00000051837	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000051837	S79903mRNA_g_at
ENSRNOG00000018191	ENSRNOT00000079390	S79903mRNA_g_at
ENSRNOG00000018191	ENSRNOT00000079390	D16349_at
ENSRNOG00000018191	ENSRNOT00000092034	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000092034	S79903mRNA_g_at
ENSRNOG00000018191	ENSRNOT00000024682	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000024682	S79903mRNA_g_at
ENSRNOG00000018191	ENSRNOT00000079628	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000079628	S79903mRNA_g_at
ENSRNOG00000018191	ENSRNOT00000083308	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000083308	S79903mRNA_g_at
ENSRNOG00000018191	ENSRNOT00000083308	D16349_at
ENSRNOG00000018191	ENSRNOT00000088253	S77863_s_at
ENSRNOG00000018191	ENSRNOT00000088253	D16349_at
ENSRNOG00000032922	ENSRNOT00000093407	rc_AI007835_at
ENSRNOG00000032922	ENSRNOT00000093284	rc_AI007835_at
ENSRNOG00000032922	ENSRNOT00000019748	rc_AI007835_at
ENSRNOG00000032922	ENSRNOT00000072110	AF030089UTR#1_at
ENSRNOG00000062228	ENSRNOT00000093575	U03699complete_seq_at
ENSRNOG00000062228	ENSRNOT00000093575	U48829_s_at
ENSRNOG00000062228	ENSRNOT00000093575	D83661_s_at
ENSRNOG00000062228	ENSRNOT00000093575	D44591_s_at
ENSRNOG00000062184	ENSRNOT00000093616	M89646_g_at
ENSRNOG00000007733	ENSRNOT00000076190	rc_AI639196_at
ENSRNOG00000007733	ENSRNOT00000084678	rc_AI639196_at
ENSRNOG00000019208	ENSRNOT00000026156	X92069_at
ENSRNOG00000020276	ENSRNOT00000076187	M73701_at
ENSRNOG00000020276	ENSRNOT00000076535	M73701_at
ENSRNOG00000020276	ENSRNOT00000076140	M73701_at
ENSRNOG00000020276	ENSRNOT00000076734	M73701_at
ENSRNOG00000020276	ENSRNOT00000078903	M73701_at
ENSRNOG00000020276	ENSRNOT00000087781	M73701_at
ENSRNOG00000020276	ENSRNOT00000027487	M73701_at
ENSRNOG00000012674	ENSRNOT00000016907	S56481_s_at
ENSRNOG00000003402	ENSRNOT00000035145	U56815_at
ENSRNOG00000003522	ENSRNOT00000004694	Y13972_at
ENSRNOG00000017136	ENSRNOT00000092243	U30831_at
ENSRNOG00000017136	ENSRNOT00000078825	U30831_at
ENSRNOG00000017136	ENSRNOT00000023090	U30831_at
ENSRNOG00000001068	ENSRNOT00000001417	rc_AA799542_at
ENSRNOG00000007646	ENSRNOT00000010626	rc_AI237576_s_at
ENSRNOG00000007646	ENSRNOT00000058195	AF026504_at
ENSRNOG00000007646	ENSRNOT00000092065	AF026504_at
ENSRNOG00000007646	ENSRNOT00000088917	AF026504_at
ENSRNOG00000007646	ENSRNOT00000088917	rc_AI237576_s_at
ENSRNOG00000000827	ENSRNOT00000001099	X96437mRNA_at
ENSRNOG00000000827	ENSRNOT00000001099	X96437mRNA_g_at
ENSRNOG00000000827	ENSRNOT00000080822	X96437mRNA_at
ENSRNOG00000000827	ENSRNOT00000080822	X96437mRNA_g_at
ENSRNOG00000000827	ENSRNOT00000084981	X96437mRNA_at
ENSRNOG00000000827	ENSRNOT00000084981	X96437mRNA_g_at
ENSRNOG00000051114	ENSRNOT00000076629	X15013cds_at
ENSRNOG00000010601	ENSRNOT00000063994	rc_AA891824_at
ENSRNOG00000010601	ENSRNOT00000063994	rc_AA891069_at
ENSRNOG00000010601	ENSRNOT00000080811	rc_AA891824_at
ENSRNOG00000010601	ENSRNOT00000080811	rc_AA891069_at
ENSRNOG00000058388	ENSRNOT00000090129	rc_AA800613_at
ENSRNOG00000058388	ENSRNOT00000090129	X63369cds_at
ENSRNOG00000062104	ENSRNOT00000084732	X89730mRNA_at
ENSRNOG00000020623	ENSRNOT00000093313	rc_AA891713_at
ENSRNOG00000009718	ENSRNOT00000013233	AB002111_at
ENSRNOG00000009718	ENSRNOT00000082684	AB002111_at
ENSRNOG00000009797	ENSRNOT00000013803	D17695_s_at
ENSRNOG00000020595	ENSRNOT00000093220	K03250_at
ENSRNOG00000020595	ENSRNOT00000066328	K03250_at
ENSRNOG00000008761	ENSRNOT00000011648	L27421_at
ENSRNOG00000061981	ENSRNOT00000092591	X93352_at
ENSRNOG00000051291	ENSRNOT00000076783	rc_AA891857_at
ENSRNOG00000051291	ENSRNOT00000076783	rc_AA891857_g_at
ENSRNOG00000047697	ENSRNOT00000093521	M33822_at
ENSRNOG00000047697	ENSRNOT00000093430	M33822_at
ENSRNOG00000047697	ENSRNOT00000093430	X03518cds#3_s_at
ENSRNOG00000047697	ENSRNOT00000074533	M33822_at
ENSRNOG00000047697	ENSRNOT00000074533	X03518cds#3_s_at
ENSRNOG00000062185	ENSRNOT00000093166	rc_AA892871_at
ENSRNOG00000020259	ENSRNOT00000092813	rc_AA892861_at
ENSRNOG00000020259	ENSRNOT00000027432	rc_AA892861_at
ENSRNOG00000002838	ENSRNOT00000076812	rc_AA874944_at
ENSRNOG00000002838	ENSRNOT00000076824	rc_AA874944_at
ENSRNOG00000002838	ENSRNOT00000076360	rc_AA874944_at
ENSRNOG00000002838	ENSRNOT00000076110	rc_AA874944_at
ENSRNOG00000002838	ENSRNOT00000003872	rc_AA874944_at
ENSRNOG00000050410	ENSRNOT00000075517	rc_AA799526_at
ENSRNOG00000008946	ENSRNOT00000011839	U39875_at
ENSRNOG00000053042	ENSRNOT00000093043	X75172exon_at
ENSRNOG00000053042	ENSRNOT00000077708	X75172exon_at
ENSRNOG00000051238	ENSRNOT00000028145	rc_AA893596_g_at
ENSRNOG00000050846	ENSRNOT00000076961	rc_AA891857_at
ENSRNOG00000050846	ENSRNOT00000075892	rc_AA891857_at
ENSRNOG00000050846	ENSRNOT00000075892	rc_AA891857_g_at
ENSRNOG00000050846	ENSRNOT00000075597	rc_AA891857_at
ENSRNOG00000050846	ENSRNOT00000075597	rc_AA891857_g_at
ENSRNOG00000050846	ENSRNOT00000076631	rc_AA891857_at
ENSRNOG00000050846	ENSRNOT00000076631	AF061242_s_at
ENSRNOG00000050846	ENSRNOT00000076631	rc_AA891857_g_at
ENSRNOG00000025179	ENSRNOT00000038531	rc_AI012805_at
ENSRNOG00000014294	ENSRNOT00000065416	U77038_at
ENSRNOG00000014294	ENSRNOT00000065416	U77038_g_at
ENSRNOG00000014294	ENSRNOT00000082739	U77038_at
ENSRNOG00000014294	ENSRNOT00000082739	U77038_g_at
ENSRNOG00000014294	ENSRNOT00000079947	U77038_at
ENSRNOG00000014294	ENSRNOT00000079947	U77038_g_at
ENSRNOG00000018598	ENSRNOT00000025258	U50736_s_at
ENSRNOG00000018078	ENSRNOT00000086011	AF091561_at
ENSRNOG00000012134	ENSRNOT00000016841	M26643_g_at
ENSRNOG00000012134	ENSRNOT00000016841	M26643_at
ENSRNOG00000021463	ENSRNOT00000030082	M88592_at
ENSRNOG00000021463	ENSRNOT00000078928	M88592_at
ENSRNOG00000006426	ENSRNOT00000088950	X52772cds_at
ENSRNOG00000006426	ENSRNOT00000048880	X52772cds_at
ENSRNOG00000050642	ENSRNOT00000072645	X80671_at
ENSRNOG00000006639	ENSRNOT00000065126	U79568_s_at
ENSRNOG00000006639	ENSRNOT00000065126	AF000368_at
ENSRNOG00000006639	ENSRNOT00000079020	U79568_s_at
ENSRNOG00000053070	ENSRNOT00000088540	rc_AA799511_g_at
ENSRNOG00000014505	ENSRNOT00000089515	AF092090_at
ENSRNOG00000014505	ENSRNOT00000019577	AF092090_at
ENSRNOG00000016272	ENSRNOT00000022196	rc_AA891746_at
ENSRNOG00000049882	ENSRNOT00000073432	X80290cds_s_at
ENSRNOG00000049882	ENSRNOT00000073432	rc_AI228407_s_at
ENSRNOG00000049882	ENSRNOT00000073432	M63006_at
ENSRNOG00000049882	ENSRNOT00000087405	X80290cds_s_at
ENSRNOG00000049882	ENSRNOT00000087405	rc_AI228407_s_at
ENSRNOG00000049882	ENSRNOT00000087405	M63006_at
ENSRNOG00000042499	ENSRNOT00000022846	M58404_at
ENSRNOG00000042499	ENSRNOT00000041880	M58404_at
ENSRNOG00000027368	ENSRNOT00000033695	rc_AA859585_at
ENSRNOG00000003500	ENSRNOT00000004662	X03468_at
ENSRNOG00000015155	ENSRNOT00000020348	rc_AI639532_at
ENSRNOG00000029784	ENSRNOT00000049321	U49953_s_at
ENSRNOG00000029784	ENSRNOT00000091952	U49953_s_at
ENSRNOG00000032136	ENSRNOT00000048711	rc_AA874943_at
ENSRNOG00000035613	ENSRNOT00000053736	rc_AA799582_at
ENSRNOG00000002074	ENSRNOT00000002844	AF037199_at
ENSRNOG00000002074	ENSRNOT00000002837	AF037199_at
ENSRNOG00000013628	ENSRNOT00000018349	L00124_at
ENSRNOG00000051785	ENSRNOT00000049936	X89696cds_at
ENSRNOG00000001142	ENSRNOT00000001508	X95577_at
ENSRNOG00000016976	ENSRNOT00000023615	Z67744_at
ENSRNOG00000019465	ENSRNOT00000026710	rc_AI228247_at
ENSRNOG00000007546	ENSRNOT00000010079	U07201_at
ENSRNOG00000007546	ENSRNOT00000083481	U07201_at
ENSRNOG00000017640	ENSRNOT00000023713	U39875_at
ENSRNOG00000061883	ENSRNOT00000087980	AB013112_s_at
ENSRNOG00000016630	ENSRNOT00000022400	rc_AA800962_at
ENSRNOG00000015603	ENSRNOT00000020959	M18331_at
ENSRNOG00000015603	ENSRNOT00000020959	rc_AA799421_at
ENSRNOG00000015603	ENSRNOT00000020959	M15523_s_at
ENSRNOG00000015603	ENSRNOT00000020959	M18331_g_at
ENSRNOG00000031562	ENSRNOT00000047147	AF016184_at
ENSRNOG00000031562	ENSRNOT00000090708	AF016184_at
ENSRNOG00000013834	ENSRNOT00000018537	X01115_at
ENSRNOG00000015562	ENSRNOT00000021612	X78997_at
ENSRNOG00000015562	ENSRNOT00000021612	L46874_s_at
ENSRNOG00000023786	ENSRNOT00000015875	S83025_s_at
ENSRNOG00000023786	ENSRNOT00000015875	D13309_s_at
ENSRNOG00000001309	ENSRNOT00000001774	AB018081_at
ENSRNOG00000002578	ENSRNOT00000003475	rc_AI639228_at
ENSRNOG00000026985	ENSRNOT00000088034	X74226_at
ENSRNOG00000026985	ENSRNOT00000047303	X74226_at
ENSRNOG00000026985	ENSRNOT00000078816	X74226_at
ENSRNOG00000019100	ENSRNOT00000025903	U44979_at
ENSRNOG00000019100	ENSRNOT00000068395	U44979_at
ENSRNOG00000019100	ENSRNOT00000079371	U44979_at
ENSRNOG00000053181	ENSRNOT00000083570	L28113_at
ENSRNOG00000010420	ENSRNOT00000013841	rc_AA893939_g_at
ENSRNOG00000047307	ENSRNOT00000075777	S54212_at
ENSRNOG00000009110	ENSRNOT00000012495	D82363_s_at
ENSRNOG00000004494	ENSRNOT00000005930	S87522_g_at
ENSRNOG00000004494	ENSRNOT00000005930	S87522_at
ENSRNOG00000006795	ENSRNOT00000008931	rc_AA892916_at
ENSRNOG00000032626	ENSRNOT00000012310	X02601_at
ENSRNOG00000032626	ENSRNOT00000091704	X02601_at
ENSRNOG00000031535	ENSRNOT00000042545	U92289_at
ENSRNOG00000004577	ENSRNOT00000082071	U64689_at
ENSRNOG00000004577	ENSRNOT00000042735	U64689_at
ENSRNOG00000046002	ENSRNOT00000075344	rc_AA892796_at
ENSRNOG00000043069	ENSRNOT00000063795	U42209_at
ENSRNOG00000054142	ENSRNOT00000082245	U50927_at
ENSRNOG00000046299	ENSRNOT00000075083	rc_AA799778_at
ENSRNOG00000015788	ENSRNOT00000021236	AF102804_s_at
ENSRNOG00000015788	ENSRNOT00000021236	X93219cds_s_at
ENSRNOG00000015788	ENSRNOT00000021236	X59249_s_at
ENSRNOG00000013869	ENSRNOT00000018564	X83580cds_s_at
ENSRNOG00000013869	ENSRNOT00000018564	X87635_at
ENSRNOG00000056703	ENSRNOT00000091284	D64059_at
ENSRNOG00000056703	ENSRNOT00000087977	D64059_at
ENSRNOG00000020513	ENSRNOT00000076489	rc_AA891035_at
ENSRNOG00000020513	ENSRNOT00000027868	rc_AA891035_at
ENSRNOG00000020513	ENSRNOT00000082010	rc_AA891035_at
ENSRNOG00000002509	ENSRNOT00000003397	M77184_i_at
ENSRNOG00000002509	ENSRNOT00000093602	M77184_i_at
ENSRNOG00000012031	ENSRNOT00000076348	L13445_at
ENSRNOG00000012031	ENSRNOT00000016427	L13445_at
ENSRNOG00000012031	ENSRNOT00000079929	L13445_at
ENSRNOG00000011572	ENSRNOT00000093106	rc_AI073056_s_at
ENSRNOG00000011572	ENSRNOT00000092774	M75148_at
ENSRNOG00000011572	ENSRNOT00000092774	rc_AI073056_s_at
ENSRNOG00000011572	ENSRNOT00000065281	M75148_at
ENSRNOG00000011572	ENSRNOT00000065281	rc_AI073056_s_at
ENSRNOG00000011572	ENSRNOT00000092911	M75148_at
ENSRNOG00000011572	ENSRNOT00000015935	rc_AI073056_s_at
ENSRNOG00000036826	ENSRNOT00000055270	L08100_at
ENSRNOG00000003201	ENSRNOT00000076978	X14210cds_at
ENSRNOG00000003201	ENSRNOT00000076978	rc_AA799501_at
ENSRNOG00000003201	ENSRNOT00000076978	X14210cds_g_at
ENSRNOG00000003201	ENSRNOT00000076090	X14210cds_at
ENSRNOG00000003201	ENSRNOT00000076090	rc_AA799501_at
ENSRNOG00000003201	ENSRNOT00000076090	X14210cds_g_at
ENSRNOG00000003201	ENSRNOT00000004278	X14210cds_at
ENSRNOG00000003201	ENSRNOT00000004278	rc_AA799501_at
ENSRNOG00000003201	ENSRNOT00000004278	X14210cds_g_at
ENSRNOG00000000989	ENSRNOT00000075987	AF058791_at
ENSRNOG00000000989	ENSRNOT00000001307	AF058791_at
ENSRNOG00000000989	ENSRNOT00000076423	AF058791_at
ENSRNOG00000000989	ENSRNOT00000076149	AF058791_at
ENSRNOG00000000989	ENSRNOT00000088603	AF058791_at
ENSRNOG00000013521	ENSRNOT00000018259	rc_AA900413_at
ENSRNOG00000062183	ENSRNOT00000093468	U81826_at
ENSRNOG00000054129	ENSRNOT00000091237	U90271_s_at
ENSRNOG00000054129	ENSRNOT00000091237	U37121_at
ENSRNOG00000054129	ENSRNOT00000088183	U90271_s_at
ENSRNOG00000004300	ENSRNOT00000005873	AF000943_at
ENSRNOG00000018808	ENSRNOT00000092791	X02341cds_at
ENSRNOG00000018808	ENSRNOT00000092879	X02341cds_at
ENSRNOG00000018808	ENSRNOT00000093104	X02341cds_at
ENSRNOG00000018808	ENSRNOT00000025477	X02341cds_at
ENSRNOG00000009742	ENSRNOT00000076733	rc_AA893822_at
ENSRNOG00000009742	ENSRNOT00000076930	rc_AA893822_at
ENSRNOG00000009742	ENSRNOT00000084520	rc_AA893822_at
ENSRNOG00000009742	ENSRNOT00000013070	rc_AA893822_at
ENSRNOG00000003899	ENSRNOT00000005285	rc_AI639415_at
ENSRNOG00000003899	ENSRNOT00000083895	X81449cds_g_at
ENSRNOG00000030344	ENSRNOT00000018176	rc_AI639284_at
ENSRNOG00000000723	ENSRNOT00000060980	M24324_f_at
ENSRNOG00000012955	ENSRNOT00000037980	AB003753cds#1_at
ENSRNOG00000052667	ENSRNOT00000086839	D25224_g_at
ENSRNOG00000001990	ENSRNOT00000002724	M13506_at
ENSRNOG00000016810	ENSRNOT00000076864	rc_AI231821_at
ENSRNOG00000016810	ENSRNOT00000076052	rc_AI231821_at
ENSRNOG00000016810	ENSRNOT00000022574	rc_AI231821_at
ENSRNOG00000030170	ENSRNOT00000036023	rc_AI639470_g_at
ENSRNOG00000030170	ENSRNOT00000081709	rc_AI639470_g_at
ENSRNOG00000030170	ENSRNOT00000081709	rc_AI639470_at
ENSRNOG00000039832	ENSRNOT00000061129	U12184_at
ENSRNOG00000039832	ENSRNOT00000092720	U12184_at
ENSRNOG00000047854	ENSRNOT00000072458	Z49761_at
ENSRNOG00000047854	ENSRNOT00000072458	U31598_s_at
ENSRNOG00000047854	ENSRNOT00000082321	Z49761_at
ENSRNOG00000047854	ENSRNOT00000082321	U31598_s_at
ENSRNOG00000047854	ENSRNOT00000078036	Z49761_at
ENSRNOG00000026762	ENSRNOT00000036966	D45240cds_s_at
ENSRNOG00000026762	ENSRNOT00000091485	D45240cds_s_at
ENSRNOG00000026762	ENSRNOT00000088132	D45240cds_s_at
ENSRNOG00000002618	ENSRNOT00000003558	rc_AA799539_at
ENSRNOG00000002618	ENSRNOT00000087997	rc_AA799539_at
ENSRNOG00000002618	ENSRNOT00000083301	rc_AA799539_at
ENSRNOG00000002618	ENSRNOT00000085906	rc_AA799539_at
ENSRNOG00000019879	ENSRNOT00000026907	AF012887_at
ENSRNOG00000019879	ENSRNOT00000026907	AF012887_g_at
ENSRNOG00000051031	ENSRNOT00000076130	X15013cds_at
ENSRNOG00000047951	ENSRNOT00000074167	L03556_at
ENSRNOG00000037113	ENSRNOT00000055957	rc_AA926129_at
ENSRNOG00000037113	ENSRNOT00000076536	rc_AA926129_at
ENSRNOG00000000596	ENSRNOT00000000733	rc_AI009191_at
ENSRNOG00000000596	ENSRNOT00000076859	rc_AI009191_at
ENSRNOG00000000596	ENSRNOT00000085987	rc_AI009191_at
ENSRNOG00000051382	ENSRNOT00000093629	rc_AA894101_at
ENSRNOG00000051382	ENSRNOT00000093629	rc_AA894101_g_at
ENSRNOG00000051382	ENSRNOT00000093598	rc_AA894101_g_at
ENSRNOG00000051382	ENSRNOT00000093456	rc_AA894101_g_at
ENSRNOG00000051382	ENSRNOT00000088075	rc_AA894101_g_at
ENSRNOG00000051382	ENSRNOT00000077695	rc_AA894101_g_at
ENSRNOG00000001031	ENSRNOT00000092601	J02705_at
ENSRNOG00000001031	ENSRNOT00000043439	J02705_at
ENSRNOG00000015206	ENSRNOT00000077013	rc_AA800745_at
ENSRNOG00000015206	ENSRNOT00000020625	rc_AA800745_at
ENSRNOG00000001239	ENSRNOT00000001664	Z36980_g_at
ENSRNOG00000001239	ENSRNOT00000001664	Z36980_at
ENSRNOG00000001239	ENSRNOT00000093597	Z36980_g_at
ENSRNOG00000001239	ENSRNOT00000093131	Z36980_g_at
ENSRNOG00000062049	ENSRNOT00000092342	rc_AA891439_s_at
ENSRNOG00000005133	ENSRNOT00000006947	X79321_at
ENSRNOG00000005133	ENSRNOT00000006947	rc_AI227608_s_at
ENSRNOG00000005133	ENSRNOT00000006947	rc_AA957930_s_at
ENSRNOG00000005133	ENSRNOT00000045127	rc_AI227608_s_at
ENSRNOG00000005133	ENSRNOT00000050070	rc_AI227608_s_at
ENSRNOG00000005133	ENSRNOT00000042984	rc_AI227608_s_at
ENSRNOG00000005133	ENSRNOT00000042984	rc_AA957930_s_at
ENSRNOG00000033133	ENSRNOT00000076948	U90829_at
ENSRNOG00000033133	ENSRNOT00000076948	U90829_g_at
ENSRNOG00000033133	ENSRNOT00000048221	U90829_at
ENSRNOG00000033133	ENSRNOT00000048221	U90829_g_at
ENSRNOG00000021719	ENSRNOT00000076133	rc_AI177256_at
ENSRNOG00000025864	ENSRNOT00000035819	rc_AA684641_at
ENSRNOG00000000520	ENSRNOT00000092645	rc_AI639039_at
ENSRNOG00000000520	ENSRNOT00000092645	rc_AI011706_at
ENSRNOG00000000520	ENSRNOT00000092663	rc_AI639039_at
ENSRNOG00000000520	ENSRNOT00000092663	rc_AI011706_at
ENSRNOG00000000520	ENSRNOT00000000627	rc_AI639039_at
ENSRNOG00000043210	ENSRNOT00000067846	D14425_s_at
ENSRNOG00000043210	ENSRNOT00000067846	D14568_at
ENSRNOG00000043210	ENSRNOT00000031275	D14425_s_at
ENSRNOG00000043210	ENSRNOT00000031275	D14568_at
ENSRNOG00000048472	ENSRNOT00000072536	X72914_at
ENSRNOG00000048472	ENSRNOT00000083281	X72914_at
ENSRNOG00000019629	ENSRNOT00000026580	rc_AI233362_at
ENSRNOG00000000421	ENSRNOT00000000481	rc_AA933158_at
ENSRNOG00000046548	ENSRNOT00000092622	S82627_s_at
ENSRNOG00000046548	ENSRNOT00000071376	U52034cds_i_at
ENSRNOG00000046548	ENSRNOT00000071376	S82627_s_at
ENSRNOG00000046548	ENSRNOT00000071376	U52034cds_r_at
ENSRNOG00000019322	ENSRNOT00000026212	X57405_at
ENSRNOG00000019322	ENSRNOT00000026212	X57405_g_at
ENSRNOG00000015632	ENSRNOT00000020990	rc_AA892987_at
ENSRNOG00000050658	ENSRNOT00000071394	M31838_at
ENSRNOG00000004978	ENSRNOT00000068739	D10770_s_at
ENSRNOG00000055471	ENSRNOT00000085735	D17445_g_at
ENSRNOG00000055471	ENSRNOT00000085735	D17445_at
ENSRNOG00000055471	ENSRNOT00000086769	D17445_g_at
ENSRNOG00000055471	ENSRNOT00000086769	D17445_at
ENSRNOG00000033915	ENSRNOT00000050556	D10354_s_at
ENSRNOG00000052925	ENSRNOT00000089564	rc_AA875531_s_at
ENSRNOG00000052925	ENSRNOT00000087619	rc_AA875531_s_at
ENSRNOG00000013728	ENSRNOT00000018394	rc_AA892950_at
ENSRNOG00000001527	ENSRNOT00000089625	U10925_s_at
ENSRNOG00000001527	ENSRNOT00000002089	U10925_s_at
ENSRNOG00000050578	ENSRNOT00000071737	rc_AI009605_at
ENSRNOG00000006641	ENSRNOT00000061201	L12407_at
ENSRNOG00000006641	ENSRNOT00000070887	L12407_at
ENSRNOG00000021184	ENSRNOT00000091990	Z83869cds_at
ENSRNOG00000021184	ENSRNOT00000028763	Z83869cds_at
ENSRNOG00000049731	ENSRNOT00000072200	AF029109_at
ENSRNOG00000052637	ENSRNOT00000081243	rc_AA859952_at
ENSRNOG00000052637	ENSRNOT00000081243	rc_AA859680_at
ENSRNOG00000052637	ENSRNOT00000081243	rc_AA859680_g_at
ENSRNOG00000023383	ENSRNOT00000039551	rc_AA892042_at
ENSRNOG00000052563	ENSRNOT00000084518	U75392_s_at
ENSRNOG00000027317	ENSRNOT00000089683	rc_AA875019_at
ENSRNOG00000027317	ENSRNOT00000089683	rc_AA875019_g_at
ENSRNOG00000027317	ENSRNOT00000080038	rc_AA875019_at
ENSRNOG00000027317	ENSRNOT00000080038	rc_AA875019_g_at
ENSRNOG00000027317	ENSRNOT00000006492	rc_AA875019_at
ENSRNOG00000027317	ENSRNOT00000006492	rc_AA875019_g_at
ENSRNOG00000026801	ENSRNOT00000031811	X89695cds_at
ENSRNOG00000017414	ENSRNOT00000023504	rc_AA799861_g_at
ENSRNOG00000017414	ENSRNOT00000023504	rc_AA799861_at
ENSRNOG00000009248	ENSRNOT00000012258	rc_AA894282_at
ENSRNOG00000015325	ENSRNOT00000020600	rc_AA892635_at
ENSRNOG00000036701	ENSRNOT00000054976	X52815cds_f_at
ENSRNOG00000028015	ENSRNOT00000033406	rc_AI169104_at
ENSRNOG00000023356	ENSRNOT00000035785	D64061_at
ENSRNOG00000005074	ENSRNOT00000006774	rc_AI639042_at
ENSRNOG00000014493	ENSRNOT00000019703	rc_AI639376_at
ENSRNOG00000007490	ENSRNOT00000009973	D38494_at
ENSRNOG00000007490	ENSRNOT00000081825	D38494_at
ENSRNOG00000019549	ENSRNOT00000060767	U41453_at
ENSRNOG00000019549	ENSRNOT00000060767	U75404UTR#1_s_at
ENSRNOG00000019549	ENSRNOT00000060767	U23146cds_s_at
ENSRNOG00000019549	ENSRNOT00000083702	U41453_at
ENSRNOG00000019549	ENSRNOT00000083702	U75404UTR#1_s_at
ENSRNOG00000019549	ENSRNOT00000083702	U23146cds_s_at
ENSRNOG00000019549	ENSRNOT00000026482	U41453_at
ENSRNOG00000019549	ENSRNOT00000026482	U75404UTR#1_s_at
ENSRNOG00000019549	ENSRNOT00000026482	U23146cds_s_at
ENSRNOG00000031173	ENSRNOT00000047698	U83883_g_at
ENSRNOG00000031173	ENSRNOT00000047698	U83883_at
ENSRNOG00000031173	ENSRNOT00000048252	U83883_g_at
ENSRNOG00000031173	ENSRNOT00000048252	U83883_at
ENSRNOG00000008161	ENSRNOT00000011434	rc_AA892264_at
ENSRNOG00000007639	ENSRNOT00000010100	U20194_g_at
ENSRNOG00000007639	ENSRNOT00000010100	U20194_at
ENSRNOG00000016429	ENSRNOT00000050639	D10891_at
ENSRNOG00000016429	ENSRNOT00000022060	D10891_at
ENSRNOG00000008472	ENSRNOT00000077453	D83948mRNA_at
ENSRNOG00000008472	ENSRNOT00000011317	D83948mRNA_at
ENSRNOG00000050000	ENSRNOT00000057971	rc_AA850138_at
ENSRNOG00000050000	ENSRNOT00000057971	U75411cds_g_at
ENSRNOG00000012074	ENSRNOT00000016286	U68272_at
ENSRNOG00000009565	ENSRNOT00000012760	AF034577_at
ENSRNOG00000034025	ENSRNOT00000077943	U40790_at
ENSRNOG00000030332	ENSRNOT00000006975	M28670_at
ENSRNOG00000034139	ENSRNOT00000064594	rc_AA892775_at
ENSRNOG00000034139	ENSRNOT00000085673	rc_AA892775_at
ENSRNOG00000012478	ENSRNOT00000016843	AJ002259_g_at
ENSRNOG00000012478	ENSRNOT00000016843	AJ002259_at
ENSRNOG00000019573	ENSRNOT00000026585	X54096_at
ENSRNOG00000012181	ENSRNOT00000016543	L03294_g_at
ENSRNOG00000012181	ENSRNOT00000016543	L03294_at
ENSRNOG00000012181	ENSRNOT00000016543	rc_AI237731_s_at
ENSRNOG00000000658	ENSRNOT00000078868	AB004329_at
ENSRNOG00000000658	ENSRNOT00000080557	AB004329_at
