Gene stable ID	Transcript stable ID	AFFY MG U74Bv2 probe
ENSMUSG00000074807	ENSMUST00000099385	163395_at
ENSMUSG00000106715	ENSMUST00000084563	105175_at
ENSMUSG00000040605	ENSMUST00000047275	106185_at
ENSMUSG00000040605	ENSMUST00000047275	111981_at
ENSMUSG00000042997	ENSMUST00000056749	110612_at
ENSMUSG00000042997	ENSMUST00000130348	110612_at
ENSMUSG00000037119	ENSMUST00000037270	114305_at
ENSMUSG00000082725	ENSMUST00000121636	105778_at
ENSMUSG00000060317	ENSMUST00000081541	115841_at
ENSMUSG00000060317	ENSMUST00000107698	115841_at
ENSMUSG00000060317	ENSMUST00000125123	115841_at
ENSMUSG00000040097	ENSMUST00000227120	106200_at
ENSMUSG00000040097	ENSMUST00000227120	111204_at
ENSMUSG00000040097	ENSMUST00000227733	106200_at
ENSMUSG00000040097	ENSMUST00000227733	111204_at
ENSMUSG00000040097	ENSMUST00000045517	111204_at
ENSMUSG00000040097	ENSMUST00000086325	111204_at
ENSMUSG00000001383	ENSMUST00000001419	107543_s_at
ENSMUSG00000001383	ENSMUST00000001419	107544_r_at
ENSMUSG00000001383	ENSMUST00000235399	107543_s_at
ENSMUSG00000001383	ENSMUST00000235399	107544_r_at
ENSMUSG00000032705	ENSMUST00000038185	162666_at
ENSMUSG00000032705	ENSMUST00000220239	162666_at
ENSMUSG00000032705	ENSMUST00000219757	162666_at
ENSMUSG00000040725	ENSMUST00000206832	109745_at
ENSMUSG00000040725	ENSMUST00000043765	109745_at
ENSMUSG00000028996	ENSMUST00000148596	108369_at
ENSMUSG00000028996	ENSMUST00000030848	108369_at
ENSMUSG00000028996	ENSMUST00000132103	108369_at
ENSMUSG00000048707	ENSMUST00000114336	110112_at
ENSMUSG00000048707	ENSMUST00000114336	162774_at
ENSMUSG00000048707	ENSMUST00000137361	162774_at
ENSMUSG00000048707	ENSMUST00000141509	162774_at
ENSMUSG00000048707	ENSMUST00000155738	162774_at
ENSMUSG00000116643	ENSMUST00000232244	106515_at
ENSMUSG00000116643	ENSMUST00000232208	106515_at
ENSMUSG00000116643	ENSMUST00000239086	106515_at
ENSMUSG00000046096	ENSMUST00000060175	106981_at
ENSMUSG00000046096	ENSMUST00000207646	106981_at
ENSMUSG00000046096	ENSMUST00000208873	106981_at
ENSMUSG00000052557	ENSMUST00000162997	107410_at
ENSMUSG00000028435	ENSMUST00000055327	163455_at
ENSMUSG00000028435	ENSMUST00000154722	163455_at
ENSMUSG00000017314	ENSMUST00000017458	116087_at
ENSMUSG00000017314	ENSMUST00000100398	116087_at
ENSMUSG00000039497	ENSMUST00000048010	115463_at
ENSMUSG00000042496	ENSMUST00000215499	114146_at
ENSMUSG00000021130	ENSMUST00000219993	109679_at
ENSMUSG00000021130	ENSMUST00000021558	109679_at
ENSMUSG00000056492	ENSMUST00000226087	112336_at
ENSMUSG00000056492	ENSMUST00000225962	112336_at
ENSMUSG00000056492	ENSMUST00000113599	112336_at
ENSMUSG00000056492	ENSMUST00000113599	108812_at
ENSMUSG00000040054	ENSMUST00000218772	115708_at
ENSMUSG00000040054	ENSMUST00000218772	115707_at
ENSMUSG00000040054	ENSMUST00000238829	115708_at
ENSMUSG00000040054	ENSMUST00000238829	115707_at
ENSMUSG00000040054	ENSMUST00000217851	115708_at
ENSMUSG00000040054	ENSMUST00000217851	115707_at
ENSMUSG00000040054	ENSMUST00000219082	115707_at
ENSMUSG00000040054	ENSMUST00000220049	115708_at
ENSMUSG00000040054	ENSMUST00000220049	115707_at
ENSMUSG00000040054	ENSMUST00000219072	115708_at
ENSMUSG00000040054	ENSMUST00000219072	115707_at
ENSMUSG00000040054	ENSMUST00000219980	115708_at
ENSMUSG00000040054	ENSMUST00000219980	115707_at
ENSMUSG00000040054	ENSMUST00000045621	115708_at
ENSMUSG00000040054	ENSMUST00000045621	115707_at
ENSMUSG00000040054	ENSMUST00000170054	115708_at
ENSMUSG00000040054	ENSMUST00000170054	115707_at
ENSMUSG00000026153	ENSMUST00000187619	116051_at
ENSMUSG00000026153	ENSMUST00000188712	116051_at
ENSMUSG00000026153	ENSMUST00000187752	116051_at
ENSMUSG00000026153	ENSMUST00000187369	116051_at
ENSMUSG00000026153	ENSMUST00000186331	116051_at
ENSMUSG00000026153	ENSMUST00000027337	116051_at
ENSMUSG00000066975	ENSMUST00000112385	116988_at
ENSMUSG00000066975	ENSMUST00000112383	116988_at
ENSMUSG00000066975	ENSMUST00000086629	116988_at
ENSMUSG00000007827	ENSMUST00000112830	105389_at
ENSMUSG00000007827	ENSMUST00000112830	114905_at
ENSMUSG00000032046	ENSMUST00000156641	106237_at
ENSMUSG00000032046	ENSMUST00000056149	106237_at
ENSMUSG00000032046	ENSMUST00000141899	106237_at
ENSMUSG00000027177	ENSMUST00000028600	112462_at
ENSMUSG00000026594	ENSMUST00000172057	113632_at
ENSMUSG00000026594	ENSMUST00000027886	113632_at
ENSMUSG00000026594	ENSMUST00000192343	113632_at
ENSMUSG00000026594	ENSMUST00000171292	113632_at
ENSMUSG00000026594	ENSMUST00000063199	113632_at
ENSMUSG00000026594	ENSMUST00000191605	113632_at
ENSMUSG00000026594	ENSMUST00000189208	113632_at
ENSMUSG00000058325	ENSMUST00000211570	114940_at
ENSMUSG00000058325	ENSMUST00000211593	114940_at
ENSMUSG00000058325	ENSMUST00000084488	163609_at
ENSMUSG00000058325	ENSMUST00000084488	114940_at
ENSMUSG00000058325	ENSMUST00000210617	114940_at
ENSMUSG00000058325	ENSMUST00000210121	114940_at
ENSMUSG00000040351	ENSMUST00000043551	116386_at
ENSMUSG00000040351	ENSMUST00000198344	116291_at
ENSMUSG00000024184	ENSMUST00000039113	163414_f_at
ENSMUSG00000024184	ENSMUST00000148134	163414_f_at
ENSMUSG00000024184	ENSMUST00000120333	163414_f_at
ENSMUSG00000024184	ENSMUST00000142410	163414_f_at
ENSMUSG00000061046	ENSMUST00000133071	109179_at
ENSMUSG00000061046	ENSMUST00000077938	109179_at
ENSMUSG00000061046	ENSMUST00000129917	109179_at
ENSMUSG00000061046	ENSMUST00000137587	109179_at
ENSMUSG00000061046	ENSMUST00000138759	109179_at
ENSMUSG00000061046	ENSMUST00000150324	109179_at
ENSMUSG00000061046	ENSMUST00000148986	109179_at
ENSMUSG00000061046	ENSMUST00000143248	109179_at
ENSMUSG00000061046	ENSMUST00000138100	109179_at
ENSMUSG00000061046	ENSMUST00000145053	109179_at
ENSMUSG00000014769	ENSMUST00000014913	116776_at
ENSMUSG00000014769	ENSMUST00000231696	116776_at
ENSMUSG00000014769	ENSMUST00000231341	116776_at
ENSMUSG00000085396	ENSMUST00000203933	113729_at
ENSMUSG00000069072	ENSMUST00000091259	108901_at
ENSMUSG00000048240	ENSMUST00000117805	106442_at
ENSMUSG00000048240	ENSMUST00000118233	106442_at
ENSMUSG00000048240	ENSMUST00000092285	106442_at
ENSMUSG00000048240	ENSMUST00000099462	106442_at
ENSMUSG00000001211	ENSMUST00000001240	112862_at
ENSMUSG00000001211	ENSMUST00000001240	107456_at
ENSMUSG00000001211	ENSMUST00000105389	112862_at
ENSMUSG00000001211	ENSMUST00000105389	107456_at
ENSMUSG00000001211	ENSMUST00000105390	112862_at
ENSMUSG00000001211	ENSMUST00000105390	107456_at
ENSMUSG00000001211	ENSMUST00000105388	112862_at
ENSMUSG00000001211	ENSMUST00000105388	107456_at
ENSMUSG00000001211	ENSMUST00000166360	112862_at
ENSMUSG00000001211	ENSMUST00000166360	107456_at
ENSMUSG00000028591	ENSMUST00000030326	113717_at
ENSMUSG00000089766	ENSMUST00000162407	114522_at
ENSMUSG00000091811	ENSMUST00000169612	113223_at
ENSMUSG00000032757	ENSMUST00000049166	162590_at
ENSMUSG00000032757	ENSMUST00000203612	162590_at
ENSMUSG00000032757	ENSMUST00000204806	162590_at
ENSMUSG00000044322	ENSMUST00000224432	164101_i_at
ENSMUSG00000044322	ENSMUST00000038710	164101_i_at
ENSMUSG00000006289	ENSMUST00000160393	109751_at
ENSMUSG00000006289	ENSMUST00000159292	109751_at
ENSMUSG00000006289	ENSMUST00000006452	109751_at
ENSMUSG00000006289	ENSMUST00000162177	109751_at
ENSMUSG00000006289	ENSMUST00000160890	109751_at
ENSMUSG00000006289	ENSMUST00000162850	109751_at
ENSMUSG00000006289	ENSMUST00000160375	109751_at
ENSMUSG00000006289	ENSMUST00000160464	109751_at
ENSMUSG00000052144	ENSMUST00000063854	111313_at
ENSMUSG00000052144	ENSMUST00000063854	107601_at
ENSMUSG00000052144	ENSMUST00000204001	107601_at
ENSMUSG00000052144	ENSMUST00000203940	107601_at
ENSMUSG00000052144	ENSMUST00000203580	107601_at
ENSMUSG00000052144	ENSMUST00000203067	107601_at
ENSMUSG00000046139	ENSMUST00000061618	111945_f_at
ENSMUSG00000046139	ENSMUST00000061618	111946_r_at
ENSMUSG00000046139	ENSMUST00000238190	111945_f_at
ENSMUSG00000046139	ENSMUST00000238190	111946_r_at
ENSMUSG00000028949	ENSMUST00000144995	108911_at
ENSMUSG00000028949	ENSMUST00000144995	108488_at
ENSMUSG00000028949	ENSMUST00000030791	108911_at
ENSMUSG00000028949	ENSMUST00000030791	108488_at
ENSMUSG00000028949	ENSMUST00000195943	108911_at
ENSMUSG00000028949	ENSMUST00000195943	108488_at
ENSMUSG00000028949	ENSMUST00000147857	108911_at
ENSMUSG00000028949	ENSMUST00000147857	108488_at
ENSMUSG00000028949	ENSMUST00000143501	108911_at
ENSMUSG00000028949	ENSMUST00000145565	108911_at
ENSMUSG00000028949	ENSMUST00000144518	108911_at
ENSMUSG00000028949	ENSMUST00000140744	108911_at
ENSMUSG00000037735	ENSMUST00000037953	114986_at
ENSMUSG00000037735	ENSMUST00000163627	114986_at
ENSMUSG00000062031	ENSMUST00000164337	113978_at
ENSMUSG00000062031	ENSMUST00000164580	113978_at
ENSMUSG00000062031	ENSMUST00000169736	113978_at
ENSMUSG00000062031	ENSMUST00000079403	113978_at
ENSMUSG00000062031	ENSMUST00000163094	113978_at
ENSMUSG00000039450	ENSMUST00000106148	109171_at
ENSMUSG00000039450	ENSMUST00000026144	109171_at
ENSMUSG00000039450	ENSMUST00000125242	109171_at
ENSMUSG00000039450	ENSMUST00000122883	109171_at
ENSMUSG00000070985	ENSMUST00000095086	115841_at
ENSMUSG00000070985	ENSMUST00000107697	115841_at
ENSMUSG00000053226	ENSMUST00000065539	115848_at
ENSMUSG00000053226	ENSMUST00000238279	115848_at
ENSMUSG00000002280	ENSMUST00000134108	106555_at
ENSMUSG00000002280	ENSMUST00000002350	106555_at
ENSMUSG00000002280	ENSMUST00000237541	106555_at
ENSMUSG00000002280	ENSMUST00000149645	106555_at
ENSMUSG00000045776	ENSMUST00000055662	112063_at
ENSMUSG00000045776	ENSMUST00000055662	105565_at
ENSMUSG00000045776	ENSMUST00000055662	112073_at
ENSMUSG00000045776	ENSMUST00000224760	112063_at
ENSMUSG00000045776	ENSMUST00000224760	112073_at
ENSMUSG00000045776	ENSMUST00000224708	112063_at
ENSMUSG00000033751	ENSMUST00000036734	109686_at
ENSMUSG00000003813	ENSMUST00000003911	114347_at
ENSMUSG00000003813	ENSMUST00000109761	114347_at
ENSMUSG00000003813	ENSMUST00000128035	114347_at
ENSMUSG00000035983	ENSMUST00000038121	163545_at
ENSMUSG00000035983	ENSMUST00000171356	163545_at
ENSMUSG00000001089	ENSMUST00000170102	109104_at
ENSMUSG00000001089	ENSMUST00000105849	109104_at
ENSMUSG00000001089	ENSMUST00000001116	109104_at
ENSMUSG00000046240	ENSMUST00000051839	163559_at
ENSMUSG00000046240	ENSMUST00000051839	115235_at
ENSMUSG00000046240	ENSMUST00000215951	163559_at
ENSMUSG00000025876	ENSMUST00000026994	108823_at
ENSMUSG00000025876	ENSMUST00000109994	108823_at
ENSMUSG00000025876	ENSMUST00000142906	108823_at
ENSMUSG00000025876	ENSMUST00000137967	108823_at
ENSMUSG00000062944	ENSMUST00000078816	109947_at
ENSMUSG00000014418	ENSMUST00000142663	113041_at
ENSMUSG00000014418	ENSMUST00000107654	113041_at
ENSMUSG00000014418	ENSMUST00000014562	113041_at
ENSMUSG00000014418	ENSMUST00000211347	113041_at
ENSMUSG00000014418	ENSMUST00000107653	113041_at
ENSMUSG00000014418	ENSMUST00000145776	113041_at
ENSMUSG00000014418	ENSMUST00000138480	113041_at
ENSMUSG00000056493	ENSMUST00000072837	111039_at
ENSMUSG00000024276	ENSMUST00000060762	108370_at
ENSMUSG00000024276	ENSMUST00000060762	107790_at
ENSMUSG00000047205	ENSMUST00000109996	110554_at
ENSMUSG00000047205	ENSMUST00000109996	114527_at
ENSMUSG00000047205	ENSMUST00000109996	114127_at
ENSMUSG00000047205	ENSMUST00000055931	110554_at
ENSMUSG00000047205	ENSMUST00000055931	114527_at
ENSMUSG00000047205	ENSMUST00000055931	114127_at
ENSMUSG00000028992	ENSMUST00000119921	164222_at
ENSMUSG00000028992	ENSMUST00000030845	164222_at
ENSMUSG00000028992	ENSMUST00000105693	164222_at
ENSMUSG00000047514	ENSMUST00000061372	111882_r_at
ENSMUSG00000034274	ENSMUST00000101615	109128_at
ENSMUSG00000034274	ENSMUST00000038237	109128_at
ENSMUSG00000026319	ENSMUST00000186807	108091_at
ENSMUSG00000026319	ENSMUST00000186807	116428_at
ENSMUSG00000026319	ENSMUST00000186807	116379_at
ENSMUSG00000026319	ENSMUST00000039173	116428_at
ENSMUSG00000026319	ENSMUST00000039173	116379_at
ENSMUSG00000026319	ENSMUST00000086721	108091_at
ENSMUSG00000026319	ENSMUST00000086721	116428_at
ENSMUSG00000026319	ENSMUST00000086721	116379_at
ENSMUSG00000026319	ENSMUST00000190501	116428_at
ENSMUSG00000026319	ENSMUST00000190501	116379_at
ENSMUSG00000026319	ENSMUST00000191150	116428_at
ENSMUSG00000026319	ENSMUST00000191293	116428_at
ENSMUSG00000026319	ENSMUST00000185692	108091_at
ENSMUSG00000026319	ENSMUST00000185692	116379_at
ENSMUSG00000026319	ENSMUST00000190459	108091_at
ENSMUSG00000026319	ENSMUST00000190459	116379_at
ENSMUSG00000062822	ENSMUST00000026519	112263_at
ENSMUSG00000062822	ENSMUST00000225186	112263_at
ENSMUSG00000062822	ENSMUST00000224081	112263_at
ENSMUSG00000062822	ENSMUST00000225726	112263_at
ENSMUSG00000062822	ENSMUST00000224312	112263_at
ENSMUSG00000012017	ENSMUST00000012161	106930_at
ENSMUSG00000012017	ENSMUST00000232577	106930_at
ENSMUSG00000012017	ENSMUST00000231329	106930_at
ENSMUSG00000012017	ENSMUST00000231383	106930_at
ENSMUSG00000012017	ENSMUST00000231301	106930_at
ENSMUSG00000012429	ENSMUST00000049744	116620_at
ENSMUSG00000012429	ENSMUST00000222292	116620_at
ENSMUSG00000040570	ENSMUST00000047485	114866_at
ENSMUSG00000055137	ENSMUST00000068545	116083_at
ENSMUSG00000020926	ENSMUST00000103081	116554_at
ENSMUSG00000020926	ENSMUST00000068150	116554_at
ENSMUSG00000020926	ENSMUST00000135513	116554_at
ENSMUSG00000040675	ENSMUST00000117291	162824_at
ENSMUSG00000040675	ENSMUST00000043735	162824_at
ENSMUSG00000026280	ENSMUST00000027502	111859_at
ENSMUSG00000026280	ENSMUST00000027502	107289_at
ENSMUSG00000026280	ENSMUST00000135762	111859_at
ENSMUSG00000026280	ENSMUST00000185754	111859_at
ENSMUSG00000051726	ENSMUST00000170580	105507_at
ENSMUSG00000001248	ENSMUST00000220635	107571_at
ENSMUSG00000001248	ENSMUST00000185985	107571_at
ENSMUSG00000001248	ENSMUST00000188032	107571_at
ENSMUSG00000001248	ENSMUST00000186634	107571_at
ENSMUSG00000001248	ENSMUST00000001280	107571_at
ENSMUSG00000001248	ENSMUST00000085636	107571_at
ENSMUSG00000041741	ENSMUST00000043259	111535_at
ENSMUSG00000113326	ENSMUST00000220806	108330_at
ENSMUSG00000021458	ENSMUST00000091560	110027_at
ENSMUSG00000021458	ENSMUST00000220863	112085_at
ENSMUSG00000021458	ENSMUST00000222929	112085_at
ENSMUSG00000021458	ENSMUST00000221820	110027_at
ENSMUSG00000021458	ENSMUST00000220885	112085_at
ENSMUSG00000021458	ENSMUST00000223204	110027_at
ENSMUSG00000021458	ENSMUST00000221364	110027_at
ENSMUSG00000021458	ENSMUST00000223007	112085_at
ENSMUSG00000021458	ENSMUST00000223073	112085_at
ENSMUSG00000021458	ENSMUST00000222721	110027_at
ENSMUSG00000021458	ENSMUST00000221501	110027_at
ENSMUSG00000021458	ENSMUST00000222846	112085_at
ENSMUSG00000021458	ENSMUST00000221108	112085_at
ENSMUSG00000021458	ENSMUST00000021911	112085_at
ENSMUSG00000024687	ENSMUST00000025590	112244_at
ENSMUSG00000073792	ENSMUST00000144805	114103_f_at
ENSMUSG00000073792	ENSMUST00000144805	114104_r_at
ENSMUSG00000073792	ENSMUST00000097961	114103_f_at
ENSMUSG00000073792	ENSMUST00000097961	114104_r_at
ENSMUSG00000027454	ENSMUST00000028948	114630_at
ENSMUSG00000029772	ENSMUST00000102995	108554_at
ENSMUSG00000029772	ENSMUST00000115242	108554_at
ENSMUSG00000029772	ENSMUST00000115238	108554_at
ENSMUSG00000029772	ENSMUST00000149816	108554_at
ENSMUSG00000025423	ENSMUST00000114777	109814_r_at
ENSMUSG00000025423	ENSMUST00000114777	163207_at
ENSMUSG00000025423	ENSMUST00000235135	109814_r_at
ENSMUSG00000025423	ENSMUST00000235135	163207_at
ENSMUSG00000025423	ENSMUST00000168882	109814_r_at
ENSMUSG00000017843	ENSMUST00000222276	116092_at
ENSMUSG00000017843	ENSMUST00000223168	163140_at
ENSMUSG00000017843	ENSMUST00000221715	163140_at
ENSMUSG00000017843	ENSMUST00000109832	114360_at
ENSMUSG00000061666	ENSMUST00000020804	163544_at
ENSMUSG00000061666	ENSMUST00000020804	114364_at
ENSMUSG00000042426	ENSMUST00000224176	115851_at
ENSMUSG00000042426	ENSMUST00000038574	115851_at
ENSMUSG00000042426	ENSMUST00000038574	115852_at
ENSMUSG00000042426	ENSMUST00000038574	110999_at
ENSMUSG00000042426	ENSMUST00000223866	115851_at
ENSMUSG00000042426	ENSMUST00000226022	115851_at
ENSMUSG00000038208	ENSMUST00000090827	111082_at
ENSMUSG00000038208	ENSMUST00000041218	111082_at
ENSMUSG00000029822	ENSMUST00000114468	106802_at
ENSMUSG00000029822	ENSMUST00000114468	163370_at
ENSMUSG00000029822	ENSMUST00000141466	106802_at
ENSMUSG00000029822	ENSMUST00000141466	163370_at
ENSMUSG00000029822	ENSMUST00000090019	106802_at
ENSMUSG00000029822	ENSMUST00000090019	163370_at
ENSMUSG00000029822	ENSMUST00000071728	163370_at
ENSMUSG00000029822	ENSMUST00000114466	163370_at
ENSMUSG00000025212	ENSMUST00000062213	116085_at
ENSMUSG00000025212	ENSMUST00000084493	116085_at
ENSMUSG00000025212	ENSMUST00000111954	116085_at
ENSMUSG00000041660	ENSMUST00000046233	111482_at
ENSMUSG00000042429	ENSMUST00000086465	163668_at
ENSMUSG00000042429	ENSMUST00000038191	163668_at
ENSMUSG00000042429	ENSMUST00000187631	163668_at
ENSMUSG00000028238	ENSMUST00000029900	115453_at
ENSMUSG00000027314	ENSMUST00000102517	163429_at
ENSMUSG00000003062	ENSMUST00000196268	162983_at
ENSMUSG00000003062	ENSMUST00000197565	162983_at
ENSMUSG00000003062	ENSMUST00000221380	162983_at
ENSMUSG00000003062	ENSMUST00000039694	162983_at
ENSMUSG00000003062	ENSMUST00000196537	162983_at
ENSMUSG00000003062	ENSMUST00000222869	162983_at
ENSMUSG00000003062	ENSMUST00000199278	162983_at
ENSMUSG00000019852	ENSMUST00000215836	110980_at
ENSMUSG00000021411	ENSMUST00000053459	109120_at
ENSMUSG00000021411	ENSMUST00000021847	109120_at
ENSMUSG00000021411	ENSMUST00000125037	109120_at
ENSMUSG00000021411	ENSMUST00000152392	109120_at
ENSMUSG00000031112	ENSMUST00000033444	112692_at
ENSMUSG00000031112	ENSMUST00000033444	108420_at
ENSMUSG00000031112	ENSMUST00000114887	112692_at
ENSMUSG00000031112	ENSMUST00000114887	108420_at
ENSMUSG00000031112	ENSMUST00000146956	112692_at
ENSMUSG00000031112	ENSMUST00000146956	108420_at
ENSMUSG00000026080	ENSMUST00000027249	111045_at
ENSMUSG00000026080	ENSMUST00000193441	111045_at
ENSMUSG00000026080	ENSMUST00000194361	111045_at
ENSMUSG00000074971	ENSMUST00000099626	109359_r_at
ENSMUSG00000074971	ENSMUST00000099626	109358_f_at
ENSMUSG00000037016	ENSMUST00000091137	105591_at
ENSMUSG00000037016	ENSMUST00000197519	105591_at
ENSMUSG00000037016	ENSMUST00000199543	105591_at
ENSMUSG00000032932	ENSMUST00000046283	113297_at
ENSMUSG00000032932	ENSMUST00000046283	108358_at
ENSMUSG00000032932	ENSMUST00000114244	113297_at
ENSMUSG00000032932	ENSMUST00000114244	108358_at
ENSMUSG00000032932	ENSMUST00000137806	108358_at
ENSMUSG00000028430	ENSMUST00000030138	105260_at
ENSMUSG00000027217	ENSMUST00000181716	112058_at
ENSMUSG00000027217	ENSMUST00000152141	112058_at
ENSMUSG00000064307	ENSMUST00000106968	108523_at
ENSMUSG00000064307	ENSMUST00000106967	108523_at
ENSMUSG00000064307	ENSMUST00000106965	108523_at
ENSMUSG00000064307	ENSMUST00000078448	108523_at
ENSMUSG00000064307	ENSMUST00000106966	108523_at
ENSMUSG00000064307	ENSMUST00000098236	108523_at
ENSMUSG00000064307	ENSMUST00000130155	108523_at
ENSMUSG00000064307	ENSMUST00000106964	108523_at
ENSMUSG00000064307	ENSMUST00000106963	108523_at
ENSMUSG00000064307	ENSMUST00000163903	108523_at
ENSMUSG00000014164	ENSMUST00000091583	105851_at
ENSMUSG00000014164	ENSMUST00000091583	107014_g_at
ENSMUSG00000014164	ENSMUST00000160860	105851_at
ENSMUSG00000014164	ENSMUST00000160860	107014_g_at
ENSMUSG00000028990	ENSMUST00000030842	163002_at
ENSMUSG00000096753	ENSMUST00000191218	164130_at
ENSMUSG00000096753	ENSMUST00000189885	164130_at
ENSMUSG00000096753	ENSMUST00000179363	164130_at
ENSMUSG00000073591	ENSMUST00000192409	113469_at
ENSMUSG00000073591	ENSMUST00000097609	113469_at
ENSMUSG00000020456	ENSMUST00000125929	107924_at
ENSMUSG00000100005	ENSMUST00000189966	105669_at
ENSMUSG00000100005	ENSMUST00000190320	105669_at
ENSMUSG00000030465	ENSMUST00000120071	116376_at
ENSMUSG00000030465	ENSMUST00000098696	116376_at
ENSMUSG00000030465	ENSMUST00000038959	116376_at
ENSMUSG00000030259	ENSMUST00000111704	106617_at
ENSMUSG00000030259	ENSMUST00000058538	106617_at
ENSMUSG00000050796	ENSMUST00000052185	105430_at
ENSMUSG00000006546	ENSMUST00000006721	111748_at
ENSMUSG00000006546	ENSMUST00000133833	111748_at
ENSMUSG00000008763	ENSMUST00000008907	113769_at
ENSMUSG00000008763	ENSMUST00000008907	115917_at
ENSMUSG00000008763	ENSMUST00000008907	105228_at
ENSMUSG00000008763	ENSMUST00000008907	110305_at
ENSMUSG00000039623	ENSMUST00000038699	163089_at
ENSMUSG00000039623	ENSMUST00000196405	163089_at
ENSMUSG00000039623	ENSMUST00000196055	163089_at
ENSMUSG00000039623	ENSMUST00000197293	163089_at
ENSMUSG00000030551	ENSMUST00000032768	106526_at
ENSMUSG00000030551	ENSMUST00000207153	106526_at
ENSMUSG00000020495	ENSMUST00000020801	106218_at
ENSMUSG00000053916	ENSMUST00000066640	116327_at
ENSMUSG00000053916	ENSMUST00000140124	116327_at
ENSMUSG00000068115	ENSMUST00000109896	105516_f_at
ENSMUSG00000068115	ENSMUST00000109896	104897_at
ENSMUSG00000087143	ENSMUST00000144545	112660_at
ENSMUSG00000087143	ENSMUST00000134705	112660_at
ENSMUSG00000030655	ENSMUST00000032891	111876_at
ENSMUSG00000030655	ENSMUST00000179331	111876_at
ENSMUSG00000055809	ENSMUST00000094897	115234_at
ENSMUSG00000074715	ENSMUST00000099241	110018_at
ENSMUSG00000035953	ENSMUST00000160835	107567_at
ENSMUSG00000035953	ENSMUST00000162957	107567_at
ENSMUSG00000035953	ENSMUST00000161166	107567_at
ENSMUSG00000035953	ENSMUST00000049312	107567_at
ENSMUSG00000035953	ENSMUST00000159745	107567_at
ENSMUSG00000035953	ENSMUST00000160538	107567_at
ENSMUSG00000035953	ENSMUST00000163088	107567_at
ENSMUSG00000035953	ENSMUST00000159047	107567_at
ENSMUSG00000035953	ENSMUST00000162935	107567_at
ENSMUSG00000035953	ENSMUST00000163043	107567_at
ENSMUSG00000030256	ENSMUST00000032386	163826_at
ENSMUSG00000030256	ENSMUST00000032386	112736_at
ENSMUSG00000030256	ENSMUST00000111703	112736_at
ENSMUSG00000030256	ENSMUST00000203949	112736_at
ENSMUSG00000029343	ENSMUST00000031286	109714_at
ENSMUSG00000029343	ENSMUST00000131673	109714_at
ENSMUSG00000029343	ENSMUST00000112375	109714_at
ENSMUSG00000050029	ENSMUST00000053593	113581_at
ENSMUSG00000115546	ENSMUST00000228225	112936_at
ENSMUSG00000023912	ENSMUST00000233442	114859_at
ENSMUSG00000090404	ENSMUST00000168790	116634_at
ENSMUSG00000090404	ENSMUST00000170673	116634_at
ENSMUSG00000043461	ENSMUST00000051239	109550_at
ENSMUSG00000043461	ENSMUST00000051239	163007_at
ENSMUSG00000043461	ENSMUST00000171529	109550_at
ENSMUSG00000096839	ENSMUST00000167882	116634_at
ENSMUSG00000096839	ENSMUST00000178927	116634_at
ENSMUSG00000057706	ENSMUST00000082237	163596_at
ENSMUSG00000040563	ENSMUST00000046371	116694_at
ENSMUSG00000040563	ENSMUST00000190387	116694_at
ENSMUSG00000051316	ENSMUST00000066272	106016_at
ENSMUSG00000027108	ENSMUST00000028517	116189_at
ENSMUSG00000027108	ENSMUST00000100015	116189_at
ENSMUSG00000027108	ENSMUST00000152608	116189_at
ENSMUSG00000027108	ENSMUST00000112055	116189_at
ENSMUSG00000027313	ENSMUST00000028780	115844_at
ENSMUSG00000040794	ENSMUST00000111466	113178_at
ENSMUSG00000001707	ENSMUST00000001757	111907_at
ENSMUSG00000017311	ENSMUST00000177304	108418_at
ENSMUSG00000017311	ENSMUST00000017455	108418_at
ENSMUSG00000017311	ENSMUST00000177149	108418_at
ENSMUSG00000047021	ENSMUST00000094844	164004_at
ENSMUSG00000037475	ENSMUST00000124458	113027_at
ENSMUSG00000037475	ENSMUST00000047037	113027_at
ENSMUSG00000037475	ENSMUST00000151430	113027_at
ENSMUSG00000028085	ENSMUST00000127348	109063_r_at
ENSMUSG00000028085	ENSMUST00000127348	109062_f_at
ENSMUSG00000028085	ENSMUST00000029726	109063_r_at
ENSMUSG00000028085	ENSMUST00000029726	109062_f_at
ENSMUSG00000036503	ENSMUST00000197783	105286_at
ENSMUSG00000037697	ENSMUST00000111828	164400_s_at
ENSMUSG00000037697	ENSMUST00000111828	109991_at
ENSMUSG00000037697	ENSMUST00000087320	164400_s_at
ENSMUSG00000037697	ENSMUST00000087320	109991_at
ENSMUSG00000037697	ENSMUST00000051310	164400_s_at
ENSMUSG00000037697	ENSMUST00000051310	109991_at
ENSMUSG00000037697	ENSMUST00000152110	164400_s_at
ENSMUSG00000037697	ENSMUST00000152110	109991_at
ENSMUSG00000037697	ENSMUST00000129599	164400_s_at
ENSMUSG00000037697	ENSMUST00000129599	109991_at
ENSMUSG00000037697	ENSMUST00000149286	164400_s_at
ENSMUSG00000037697	ENSMUST00000149286	109991_at
ENSMUSG00000037697	ENSMUST00000156758	164400_s_at
ENSMUSG00000037697	ENSMUST00000141487	164400_s_at
ENSMUSG00000015944	ENSMUST00000016088	107880_at
ENSMUSG00000015944	ENSMUST00000016088	111529_at
ENSMUSG00000015944	ENSMUST00000016088	111528_at
