Gene stable ID	Transcript stable ID	AFFY MOE430A probe
ENSMUSG00000073940	ENSMUST00000098192	1417184_s_at
ENSMUSG00000030834	ENSMUST00000002850	1421212_at
ENSMUSG00000030834	ENSMUST00000209985	1421212_at
ENSMUSG00000022263	ENSMUST00000227999	1454711_at
ENSMUSG00000022263	ENSMUST00000227999	1433745_at
ENSMUSG00000022263	ENSMUST00000090247	1454711_at
ENSMUSG00000022263	ENSMUST00000090247	1433745_at
ENSMUSG00000022263	ENSMUST00000227030	1454711_at
ENSMUSG00000022263	ENSMUST00000227030	1433745_at
ENSMUSG00000041025	ENSMUST00000123827	1426597_s_at
ENSMUSG00000041025	ENSMUST00000174078	1426597_s_at
ENSMUSG00000041025	ENSMUST00000040023	1426597_s_at
ENSMUSG00000020702	ENSMUST00000108189	1421688_a_at
ENSMUSG00000020702	ENSMUST00000021043	1421688_a_at
ENSMUSG00000020702	ENSMUST00000138333	1421688_a_at
ENSMUSG00000035311	ENSMUST00000151273	1435335_a_at
ENSMUSG00000035311	ENSMUST00000151273	1456620_at
ENSMUSG00000035311	ENSMUST00000151273	1452461_a_at
ENSMUSG00000035311	ENSMUST00000020251	1435335_a_at
ENSMUSG00000035311	ENSMUST00000020251	1456620_at
ENSMUSG00000035311	ENSMUST00000020251	1452461_a_at
ENSMUSG00000035311	ENSMUST00000141343	1452461_a_at
ENSMUSG00000007034	ENSMUST00000173664	1416596_at
ENSMUSG00000007034	ENSMUST00000007249	1416596_at
ENSMUSG00000007034	ENSMUST00000169230	1416596_at
ENSMUSG00000030342	ENSMUST00000032492	1416066_at
ENSMUSG00000030342	ENSMUST00000130132	1416066_at
ENSMUSG00000030342	ENSMUST00000140024	1416066_at
ENSMUSG00000024905	ENSMUST00000025840	1425283_a_at
ENSMUSG00000024905	ENSMUST00000127142	1425283_a_at
ENSMUSG00000024905	ENSMUST00000142193	1425283_a_at
ENSMUSG00000113389	ENSMUST00000223112	1424635_at
ENSMUSG00000096768	ENSMUST00000179483	1452406_x_at
ENSMUSG00000096768	ENSMUST00000238758	1452406_x_at
ENSMUSG00000096768	ENSMUST00000238238	1452406_x_at
ENSMUSG00000096768	ENSMUST00000238471	1439200_x_at
ENSMUSG00000096768	ENSMUST00000177671	1452406_x_at
ENSMUSG00000096768	ENSMUST00000177591	1452406_x_at
ENSMUSG00000096768	ENSMUST00000179077	1452406_x_at
ENSMUSG00000089694	ENSMUST00000160534	1421609_a_at
ENSMUSG00000089694	ENSMUST00000179613	1421609_a_at
ENSMUSG00000027865	ENSMUST00000029459	1424057_at
ENSMUSG00000027865	ENSMUST00000197797	1424057_at
ENSMUSG00000046756	ENSMUST00000058109	1453725_a_at
ENSMUSG00000046756	ENSMUST00000141556	1453725_a_at
ENSMUSG00000028854	ENSMUST00000030669	1417397_at
ENSMUSG00000028854	ENSMUST00000141658	1417397_at
ENSMUSG00000028049	ENSMUST00000029684	1416294_at
ENSMUSG00000028049	ENSMUST00000120697	1416294_at
ENSMUSG00000028049	ENSMUST00000098941	1416294_at
ENSMUSG00000028049	ENSMUST00000129294	1416294_at
ENSMUSG00000028737	ENSMUST00000039818	1452375_at
ENSMUSG00000051262	ENSMUST00000050780	1421609_a_at
ENSMUSG00000051262	ENSMUST00000168531	1421609_a_at
ENSMUSG00000041958	ENSMUST00000048073	1433429_at
ENSMUSG00000072875	ENSMUST00000101122	1422154_at
ENSMUSG00000021302	ENSMUST00000170957	1429356_s_at
ENSMUSG00000021302	ENSMUST00000170957	1419505_a_at
ENSMUSG00000021302	ENSMUST00000170957	1419506_at
ENSMUSG00000021302	ENSMUST00000170957	1419805_s_at
ENSMUSG00000021302	ENSMUST00000222747	1429356_s_at
ENSMUSG00000021302	ENSMUST00000222747	1419505_a_at
ENSMUSG00000021302	ENSMUST00000222747	1419805_s_at
ENSMUSG00000021302	ENSMUST00000223329	1429356_s_at
ENSMUSG00000021302	ENSMUST00000223329	1419505_a_at
ENSMUSG00000021302	ENSMUST00000223329	1419805_s_at
ENSMUSG00000021302	ENSMUST00000223090	1419505_a_at
ENSMUSG00000021302	ENSMUST00000223090	1419805_s_at
ENSMUSG00000021302	ENSMUST00000222164	1419505_a_at
ENSMUSG00000021302	ENSMUST00000222164	1419805_s_at
ENSMUSG00000021302	ENSMUST00000222687	1419505_a_at
ENSMUSG00000021302	ENSMUST00000222687	1419506_at
ENSMUSG00000021302	ENSMUST00000222687	1419805_s_at
ENSMUSG00000021302	ENSMUST00000223174	1419505_a_at
ENSMUSG00000021302	ENSMUST00000223174	1419506_at
ENSMUSG00000021302	ENSMUST00000223174	1419805_s_at
ENSMUSG00000021302	ENSMUST00000221338	1419505_a_at
ENSMUSG00000021302	ENSMUST00000221338	1419506_at
ENSMUSG00000021302	ENSMUST00000221338	1419805_s_at
ENSMUSG00000021302	ENSMUST00000221713	1419505_a_at
ENSMUSG00000021302	ENSMUST00000221953	1419505_a_at
ENSMUSG00000021302	ENSMUST00000221953	1419805_s_at
ENSMUSG00000021318	ENSMUST00000110510	1450525_at
ENSMUSG00000024030	ENSMUST00000024829	1423570_at
ENSMUSG00000096276	ENSMUST00000180803	1427976_at
ENSMUSG00000096276	ENSMUST00000180803	1427977_x_at
ENSMUSG00000096276	ENSMUST00000181347	1427976_at
ENSMUSG00000096276	ENSMUST00000181347	1427977_x_at
ENSMUSG00000096276	ENSMUST00000110145	1427976_at
ENSMUSG00000096276	ENSMUST00000110145	1427977_x_at
ENSMUSG00000096276	ENSMUST00000181843	1427976_at
ENSMUSG00000096276	ENSMUST00000181843	1427977_x_at
ENSMUSG00000096276	ENSMUST00000180706	1427976_at
ENSMUSG00000096276	ENSMUST00000180706	1427977_x_at
ENSMUSG00000096276	ENSMUST00000181394	1427976_at
ENSMUSG00000096276	ENSMUST00000181394	1427977_x_at
ENSMUSG00000096276	ENSMUST00000181326	1427976_at
ENSMUSG00000096276	ENSMUST00000181326	1427977_x_at
ENSMUSG00000096276	ENSMUST00000181031	1427976_at
ENSMUSG00000096276	ENSMUST00000181031	1427977_x_at
ENSMUSG00000096276	ENSMUST00000181300	1427976_at
ENSMUSG00000096276	ENSMUST00000181300	1427977_x_at
ENSMUSG00000030069	ENSMUST00000101120	1419681_a_at
ENSMUSG00000030069	ENSMUST00000101120	1426176_a_at
ENSMUSG00000030069	ENSMUST00000032152	1419681_a_at
ENSMUSG00000030069	ENSMUST00000032152	1426176_a_at
ENSMUSG00000030069	ENSMUST00000203738	1451952_at
ENSMUSG00000030069	ENSMUST00000203738	1426176_a_at
ENSMUSG00000019055	ENSMUST00000019199	1416289_at
ENSMUSG00000024330	ENSMUST00000087497	1423578_at
ENSMUSG00000024330	ENSMUST00000131134	1423578_at
ENSMUSG00000024330	ENSMUST00000235819	1423578_at
ENSMUSG00000024330	ENSMUST00000114255	1423578_at
ENSMUSG00000024330	ENSMUST00000114252	1423578_at
ENSMUSG00000024330	ENSMUST00000237989	1423578_at
ENSMUSG00000024330	ENSMUST00000237490	1423578_at
ENSMUSG00000024330	ENSMUST00000144927	1423578_at
ENSMUSG00000026249	ENSMUST00000027467	1416666_at
ENSMUSG00000100549	ENSMUST00000170428	1450564_x_at
ENSMUSG00000100549	ENSMUST00000170428	1422332_at
ENSMUSG00000036246	ENSMUST00000036074	1428784_at
ENSMUSG00000036246	ENSMUST00000144540	1428784_at
ENSMUSG00000096682	ENSMUST00000102804	1450614_x_at
ENSMUSG00000095201	ENSMUST00000165330	1450315_at
ENSMUSG00000070904	ENSMUST00000094973	1422408_at
ENSMUSG00000028343	ENSMUST00000030028	1423247_at
ENSMUSG00000028343	ENSMUST00000030028	1423246_at
ENSMUSG00000028343	ENSMUST00000138743	1423246_at
ENSMUSG00000095498	ENSMUST00000094972	1450564_x_at
ENSMUSG00000073155	ENSMUST00000152147	1436339_at
ENSMUSG00000073155	ENSMUST00000130875	1436339_at
ENSMUSG00000073155	ENSMUST00000136110	1436339_at
ENSMUSG00000009681	ENSMUST00000164107	1427265_at
ENSMUSG00000009681	ENSMUST00000164107	1452368_at
ENSMUSG00000009681	ENSMUST00000218465	1452368_at
ENSMUSG00000009681	ENSMUST00000218057	1452368_at
ENSMUSG00000020651	ENSMUST00000001253	1419725_at
ENSMUSG00000117439	ENSMUST00000234539	1423289_a_at
ENSMUSG00000020607	ENSMUST00000020926	1425452_s_at
ENSMUSG00000061286	ENSMUST00000079634	1417167_at
ENSMUSG00000061286	ENSMUST00000206561	1417167_at
ENSMUSG00000061286	ENSMUST00000205275	1417167_at
ENSMUSG00000061286	ENSMUST00000205614	1417167_at
ENSMUSG00000029528	ENSMUST00000067268	1424027_at
ENSMUSG00000029528	ENSMUST00000067268	1426085_a_at
ENSMUSG00000029528	ENSMUST00000067268	1456135_s_at
ENSMUSG00000029528	ENSMUST00000152156	1424027_at
ENSMUSG00000029528	ENSMUST00000152156	1426085_a_at
ENSMUSG00000029528	ENSMUST00000152156	1456135_s_at
ENSMUSG00000029528	ENSMUST00000086523	1424027_at
ENSMUSG00000029528	ENSMUST00000086523	1426085_a_at
ENSMUSG00000029528	ENSMUST00000212819	1424027_at
ENSMUSG00000029528	ENSMUST00000212819	1426085_a_at
ENSMUSG00000029528	ENSMUST00000125007	1424027_at
ENSMUSG00000029528	ENSMUST00000125007	1426085_a_at
ENSMUSG00000029528	ENSMUST00000125007	1456135_s_at
ENSMUSG00000029528	ENSMUST00000202564	1426085_a_at
ENSMUSG00000029528	ENSMUST00000138139	1426085_a_at
ENSMUSG00000040820	ENSMUST00000228910	1425607_at
ENSMUSG00000040820	ENSMUST00000163193	1425607_at
ENSMUSG00000040820	ENSMUST00000227141	1425607_at
ENSMUSG00000040820	ENSMUST00000099512	1425607_at
ENSMUSG00000074489	ENSMUST00000107543	1449880_s_at
ENSMUSG00000074489	ENSMUST00000152477	1449880_s_at
ENSMUSG00000074489	ENSMUST00000140259	1449880_s_at
ENSMUSG00000074489	ENSMUST00000075523	1449880_s_at
ENSMUSG00000074489	ENSMUST00000107542	1449880_s_at
ENSMUSG00000020057	ENSMUST00000156097	1424524_at
ENSMUSG00000020057	ENSMUST00000020249	1424524_at
ENSMUSG00000067261	ENSMUST00000087285	1422210_at
ENSMUSG00000001039	ENSMUST00000102657	1417596_at
ENSMUSG00000001039	ENSMUST00000138057	1417596_at
ENSMUSG00000001039	ENSMUST00000155176	1417596_at
ENSMUSG00000001039	ENSMUST00000127889	1417596_at
ENSMUSG00000070697	ENSMUST00000090413	1417583_a_at
ENSMUSG00000052539	ENSMUST00000064371	1421035_a_at
ENSMUSG00000052539	ENSMUST00000064371	1450101_a_at
ENSMUSG00000052539	ENSMUST00000121198	1421035_a_at
ENSMUSG00000052539	ENSMUST00000122303	1450101_a_at
ENSMUSG00000027257	ENSMUST00000111349	1416995_at
ENSMUSG00000027257	ENSMUST00000059566	1416995_at
ENSMUSG00000027257	ENSMUST00000028694	1416995_at
ENSMUSG00000027257	ENSMUST00000141313	1416995_at
ENSMUSG00000027257	ENSMUST00000128684	1416995_at
ENSMUSG00000027257	ENSMUST00000168916	1416995_at
ENSMUSG00000020876	ENSMUST00000021246	1424031_at
ENSMUSG00000020876	ENSMUST00000107661	1424031_at
ENSMUSG00000020876	ENSMUST00000127375	1424031_at
ENSMUSG00000022773	ENSMUST00000035682	1421048_a_at
ENSMUSG00000022773	ENSMUST00000035682	1431782_s_at
ENSMUSG00000022773	ENSMUST00000231518	1421048_a_at
ENSMUSG00000022773	ENSMUST00000232168	1431782_s_at
ENSMUSG00000022773	ENSMUST00000232258	1431781_at
ENSMUSG00000022773	ENSMUST00000232258	1431782_s_at
ENSMUSG00000022773	ENSMUST00000231394	1431782_s_at
ENSMUSG00000022773	ENSMUST00000231514	1431781_at
ENSMUSG00000022773	ENSMUST00000231514	1431782_s_at
ENSMUSG00000022773	ENSMUST00000232574	1431781_at
ENSMUSG00000022773	ENSMUST00000232574	1431782_s_at
ENSMUSG00000022773	ENSMUST00000239090	1421048_a_at
ENSMUSG00000022773	ENSMUST00000239090	1431782_s_at
ENSMUSG00000031095	ENSMUST00000016681	1417453_at
ENSMUSG00000031095	ENSMUST00000115118	1417453_at
ENSMUSG00000031095	ENSMUST00000147129	1417453_at
ENSMUSG00000031095	ENSMUST00000050083	1417453_at
ENSMUSG00000028115	ENSMUST00000107195	1420683_at
ENSMUSG00000028115	ENSMUST00000098871	1420683_at
ENSMUSG00000028115	ENSMUST00000137250	1420683_at
ENSMUSG00000028115	ENSMUST00000125515	1420683_at
ENSMUSG00000091749	ENSMUST00000186546	1427636_at
ENSMUSG00000050974	ENSMUST00000052528	1449109_at
ENSMUSG00000032623	ENSMUST00000044224	1416847_s_at
ENSMUSG00000026155	ENSMUST00000149737	1431744_a_at
ENSMUSG00000026155	ENSMUST00000149737	1432029_a_at
ENSMUSG00000026155	ENSMUST00000027339	1431744_a_at
ENSMUSG00000026155	ENSMUST00000027339	1423956_at
ENSMUSG00000026155	ENSMUST00000027339	1432029_a_at
ENSMUSG00000026155	ENSMUST00000136506	1423956_at
ENSMUSG00000026155	ENSMUST00000136506	1432029_a_at
ENSMUSG00000026155	ENSMUST00000129254	1431744_a_at
ENSMUSG00000026155	ENSMUST00000129254	1432029_a_at
ENSMUSG00000026155	ENSMUST00000148710	1431744_a_at
ENSMUSG00000026155	ENSMUST00000141330	1431744_a_at
ENSMUSG00000026155	ENSMUST00000133398	1453998_at
ENSMUSG00000026155	ENSMUST00000133398	1431744_a_at
ENSMUSG00000004393	ENSMUST00000004507	1423815_at
ENSMUSG00000052305	ENSMUST00000023934	1417184_s_at
ENSMUSG00000052305	ENSMUST00000131960	1417184_s_at
ENSMUSG00000052305	ENSMUST00000153218	1417184_s_at
ENSMUSG00000038319	ENSMUST00000115098	1449544_a_at
ENSMUSG00000038319	ENSMUST00000036092	1449544_a_at
ENSMUSG00000038319	ENSMUST00000129246	1449544_a_at
ENSMUSG00000024029	ENSMUST00000024827	1417370_at
ENSMUSG00000029161	ENSMUST00000031051	1424529_s_at
ENSMUSG00000029161	ENSMUST00000031051	1424528_at
ENSMUSG00000029161	ENSMUST00000202627	1424528_at
ENSMUSG00000061479	ENSMUST00000148491	1417274_at
ENSMUSG00000061479	ENSMUST00000122202	1417274_at
ENSMUSG00000061479	ENSMUST00000080356	1417274_at
ENSMUSG00000061479	ENSMUST00000126211	1417274_at
ENSMUSG00000061479	ENSMUST00000163311	1417274_at
ENSMUSG00000008373	ENSMUST00000008517	1448633_at
ENSMUSG00000008373	ENSMUST00000143231	1453005_at
ENSMUSG00000008373	ENSMUST00000108636	1448633_at
ENSMUSG00000008373	ENSMUST00000179769	1448633_at
ENSMUSG00000094735	ENSMUST00000168984	1450315_at
ENSMUSG00000047446	ENSMUST00000101472	1431429_a_at
ENSMUSG00000047446	ENSMUST00000136441	1425411_at
ENSMUSG00000047446	ENSMUST00000144910	1425411_at
ENSMUSG00000047446	ENSMUST00000146905	1431429_a_at
ENSMUSG00000060780	ENSMUST00000159616	1455883_a_at
ENSMUSG00000060780	ENSMUST00000159616	1452624_at
ENSMUSG00000060780	ENSMUST00000161677	1455883_a_at
ENSMUSG00000060780	ENSMUST00000161677	1452624_at
ENSMUSG00000060780	ENSMUST00000020400	1437746_at
ENSMUSG00000060780	ENSMUST00000020400	1455883_a_at
ENSMUSG00000060780	ENSMUST00000020400	1452624_at
ENSMUSG00000060780	ENSMUST00000161811	1455883_a_at
ENSMUSG00000060780	ENSMUST00000161811	1452624_at
ENSMUSG00000030725	ENSMUST00000032967	1423357_at
ENSMUSG00000030725	ENSMUST00000207825	1423357_at
ENSMUSG00000030110	ENSMUST00000032201	1421359_at
ENSMUSG00000030110	ENSMUST00000088790	1421359_at
ENSMUSG00000021906	ENSMUST00000022462	1426375_s_at
ENSMUSG00000021906	ENSMUST00000164868	1426375_s_at
ENSMUSG00000021906	ENSMUST00000170519	1426375_s_at
ENSMUSG00000021906	ENSMUST00000171849	1426375_s_at
ENSMUSG00000021906	ENSMUST00000164396	1426375_s_at
ENSMUSG00000035165	ENSMUST00000208555	1418499_a_at
ENSMUSG00000035165	ENSMUST00000178946	1418499_a_at
ENSMUSG00000035165	ENSMUST00000207358	1418499_a_at
ENSMUSG00000035165	ENSMUST00000207995	1418499_a_at
ENSMUSG00000035165	ENSMUST00000049333	1418499_a_at
ENSMUSG00000035165	ENSMUST00000170954	1418499_a_at
ENSMUSG00000035165	ENSMUST00000179842	1418499_a_at
ENSMUSG00000035165	ENSMUST00000208260	1418499_a_at
ENSMUSG00000056222	ENSMUST00000185502	1419672_at
ENSMUSG00000056222	ENSMUST00000185502	1419673_at
ENSMUSG00000056222	ENSMUST00000186271	1419673_at
ENSMUSG00000056222	ENSMUST00000172326	1419673_at
ENSMUSG00000030905	ENSMUST00000033198	1416776_at
ENSMUSG00000114993	ENSMUST00000227202	1451184_at
ENSMUSG00000114993	ENSMUST00000227202	1428262_s_at
ENSMUSG00000024681	ENSMUST00000186023	1420572_at
ENSMUSG00000024681	ENSMUST00000112984	1420572_at
ENSMUSG00000005360	ENSMUST00000005493	1426340_at
ENSMUSG00000005360	ENSMUST00000005493	1452031_at
ENSMUSG00000005360	ENSMUST00000005493	1426341_at
ENSMUSG00000005360	ENSMUST00000125997	1426340_at
ENSMUSG00000005360	ENSMUST00000125997	1452031_at
ENSMUSG00000005360	ENSMUST00000125997	1426341_at
ENSMUSG00000029269	ENSMUST00000031199	1418940_at
ENSMUSG00000029269	ENSMUST00000117455	1418940_at
ENSMUSG00000029269	ENSMUST00000120150	1418940_at
ENSMUSG00000026404	ENSMUST00000027655	1460333_at
ENSMUSG00000027800	ENSMUST00000196979	1448069_at
ENSMUSG00000027800	ENSMUST00000196979	1450958_at
ENSMUSG00000027800	ENSMUST00000029376	1450958_at
ENSMUSG00000027800	ENSMUST00000198030	1448069_at
ENSMUSG00000027800	ENSMUST00000198030	1450958_at
ENSMUSG00000027800	ENSMUST00000171384	1448069_at
ENSMUSG00000027800	ENSMUST00000171384	1450958_at
ENSMUSG00000031577	ENSMUST00000209851	1424360_at
ENSMUSG00000031577	ENSMUST00000210129	1424360_at
ENSMUSG00000031577	ENSMUST00000210129	1424361_at
ENSMUSG00000031577	ENSMUST00000210129	1435309_at
ENSMUSG00000031577	ENSMUST00000209986	1424360_at
ENSMUSG00000031577	ENSMUST00000209986	1424361_at
ENSMUSG00000031577	ENSMUST00000209986	1435309_at
ENSMUSG00000031577	ENSMUST00000098842	1424360_at
ENSMUSG00000031577	ENSMUST00000098842	1424361_at
ENSMUSG00000031577	ENSMUST00000098842	1435309_at
ENSMUSG00000028467	ENSMUST00000128403	1419980_at
ENSMUSG00000028467	ENSMUST00000128403	1434271_at
ENSMUSG00000028467	ENSMUST00000152251	1419980_at
ENSMUSG00000028467	ENSMUST00000152251	1434271_at
ENSMUSG00000028467	ENSMUST00000030189	1419980_at
ENSMUSG00000028467	ENSMUST00000030189	1434271_at
ENSMUSG00000028467	ENSMUST00000148426	1419980_at
ENSMUSG00000028467	ENSMUST00000148426	1434271_at
ENSMUSG00000028467	ENSMUST00000139606	1419980_at
ENSMUSG00000028467	ENSMUST00000139606	1434271_at
ENSMUSG00000026784	ENSMUST00000139472	1431893_a_at
ENSMUSG00000026784	ENSMUST00000149229	1431893_a_at
ENSMUSG00000026784	ENSMUST00000053729	1431893_a_at
ENSMUSG00000026784	ENSMUST00000152170	1454090_at
ENSMUSG00000050017	ENSMUST00000086635	1421013_at
ENSMUSG00000050017	ENSMUST00000086635	1420307_a_at
ENSMUSG00000050017	ENSMUST00000200298	1421013_at
ENSMUSG00000050017	ENSMUST00000200298	1420307_a_at
ENSMUSG00000050017	ENSMUST00000196192	1421013_at
ENSMUSG00000003435	ENSMUST00000207563	1424255_at
ENSMUSG00000003435	ENSMUST00000207879	1424255_at
ENSMUSG00000003435	ENSMUST00000003527	1424255_at
ENSMUSG00000003435	ENSMUST00000209141	1424255_at
ENSMUSG00000003435	ENSMUST00000209105	1424255_at
ENSMUSG00000039257	ENSMUST00000044705	1419118_at
ENSMUSG00000039257	ENSMUST00000205845	1419118_at
ENSMUSG00000022771	ENSMUST00000023455	1452920_a_at
ENSMUSG00000022771	ENSMUST00000164458	1452920_a_at
ENSMUSG00000022771	ENSMUST00000231712	1452920_a_at
ENSMUSG00000022771	ENSMUST00000232303	1452920_a_at
ENSMUSG00000022771	ENSMUST00000232397	1452920_a_at
ENSMUSG00000022771	ENSMUST00000231451	1452920_a_at
ENSMUSG00000022771	ENSMUST00000231898	1452920_a_at
ENSMUSG00000031578	ENSMUST00000033983	1426426_at
ENSMUSG00000028344	ENSMUST00000030029	1419308_at
ENSMUSG00000024050	ENSMUST00000170617	1418202_a_at
ENSMUSG00000024050	ENSMUST00000087703	1418202_a_at
ENSMUSG00000024050	ENSMUST00000163107	1418202_a_at
ENSMUSG00000024050	ENSMUST00000169488	1418202_a_at
ENSMUSG00000024050	ENSMUST00000064694	1418202_a_at
ENSMUSG00000024050	ENSMUST00000236409	1418202_a_at
ENSMUSG00000024177	ENSMUST00000236967	1416798_a_at
ENSMUSG00000024177	ENSMUST00000235157	1416798_a_at
ENSMUSG00000024177	ENSMUST00000025007	1416798_a_at
ENSMUSG00000024177	ENSMUST00000236547	1416798_a_at
ENSMUSG00000024177	ENSMUST00000236112	1416798_a_at
ENSMUSG00000024177	ENSMUST00000236128	1416798_a_at
ENSMUSG00000024177	ENSMUST00000150280	1416798_a_at
ENSMUSG00000090707	ENSMUST00000164484	1431262_at
ENSMUSG00000040026	ENSMUST00000006956	1450826_a_at
ENSMUSG00000040026	ENSMUST00000211660	1450826_a_at
ENSMUSG00000040026	ENSMUST00000210913	1450826_a_at
ENSMUSG00000026170	ENSMUST00000027356	1417590_at
ENSMUSG00000026170	ENSMUST00000190781	1417590_at
ENSMUSG00000026170	ENSMUST00000189083	1417590_at
ENSMUSG00000068860	ENSMUST00000090815	1420683_at
ENSMUSG00000068860	ENSMUST00000107197	1420683_at
ENSMUSG00000104559	ENSMUST00000199149	1460659_at
ENSMUSG00000038569	ENSMUST00000149600	1425800_at
ENSMUSG00000038569	ENSMUST00000049009	1425800_at
ENSMUSG00000113625	ENSMUST00000222259	1415942_at
ENSMUSG00000113625	ENSMUST00000222259	1448157_s_at
ENSMUSG00000040017	ENSMUST00000006952	1419319_at
ENSMUSG00000040017	ENSMUST00000006952	1419318_at
ENSMUSG00000107713	ENSMUST00000205215	1455319_x_at
ENSMUSG00000107713	ENSMUST00000205215	1437610_x_at
ENSMUSG00000107713	ENSMUST00000205215	1436760_a_at
ENSMUSG00000035212	ENSMUST00000030254	1424438_a_at
ENSMUSG00000035212	ENSMUST00000030254	1451350_a_at
ENSMUSG00000035212	ENSMUST00000030254	1436900_x_at
ENSMUSG00000035212	ENSMUST00000106927	1424438_a_at
ENSMUSG00000035212	ENSMUST00000106927	1451350_a_at
ENSMUSG00000035212	ENSMUST00000106927	1436900_x_at
ENSMUSG00000021685	ENSMUST00000022195	1422285_at
ENSMUSG00000021685	ENSMUST00000184985	1422285_at
ENSMUSG00000068264	ENSMUST00000143546	1432295_a_at
ENSMUSG00000068264	ENSMUST00000143546	1428241_at
ENSMUSG00000068264	ENSMUST00000153097	1432295_a_at
ENSMUSG00000068264	ENSMUST00000153097	1428241_at
ENSMUSG00000068264	ENSMUST00000134086	1432295_a_at
ENSMUSG00000068264	ENSMUST00000134086	1428241_at
ENSMUSG00000068264	ENSMUST00000153901	1432295_a_at
ENSMUSG00000068264	ENSMUST00000153901	1428241_at
ENSMUSG00000068264	ENSMUST00000110210	1432295_a_at
ENSMUSG00000068264	ENSMUST00000089506	1432295_a_at
ENSMUSG00000068264	ENSMUST00000089506	1428241_at
ENSMUSG00000068264	ENSMUST00000110208	1432295_a_at
ENSMUSG00000068264	ENSMUST00000110208	1428241_at
ENSMUSG00000068264	ENSMUST00000110206	1432295_a_at
ENSMUSG00000068264	ENSMUST00000110206	1428241_at
ENSMUSG00000034111	ENSMUST00000037418	1427622_at
ENSMUSG00000028356	ENSMUST00000030041	1416649_at
ENSMUSG00000024642	ENSMUST00000052011	1450853_at
ENSMUSG00000024642	ENSMUST00000052011	1425650_at
ENSMUSG00000024642	ENSMUST00000167776	1450853_at
ENSMUSG00000024642	ENSMUST00000167776	1425650_at
ENSMUSG00000059554	ENSMUST00000080860	1427951_s_at
ENSMUSG00000059554	ENSMUST00000174592	1427951_s_at
ENSMUSG00000059554	ENSMUST00000174631	1427951_s_at
ENSMUSG00000059554	ENSMUST00000173962	1427951_s_at
ENSMUSG00000059554	ENSMUST00000052648	1425345_at
ENSMUSG00000074115	ENSMUST00000210547	1419075_s_at
ENSMUSG00000074115	ENSMUST00000210547	1450788_at
ENSMUSG00000074115	ENSMUST00000128088	1419075_s_at
ENSMUSG00000074115	ENSMUST00000128088	1450788_at
ENSMUSG00000027109	ENSMUST00000102689	1431804_a_at
ENSMUSG00000027109	ENSMUST00000066003	1431804_a_at
ENSMUSG00000027109	ENSMUST00000133615	1431804_a_at
ENSMUSG00000027109	ENSMUST00000129565	1431804_a_at
ENSMUSG00000084319	ENSMUST00000121046	1416642_a_at
ENSMUSG00000033788	ENSMUST00000113821	1451891_a_at
ENSMUSG00000033788	ENSMUST00000203803	1451891_a_at
ENSMUSG00000033788	ENSMUST00000204591	1451891_a_at
ENSMUSG00000033788	ENSMUST00000113823	1451891_a_at
ENSMUSG00000033788	ENSMUST00000153860	1451891_a_at
ENSMUSG00000033788	ENSMUST00000204987	1451891_a_at
ENSMUSG00000033788	ENSMUST00000203695	1451891_a_at
ENSMUSG00000033788	ENSMUST00000204354	1451891_a_at
ENSMUSG00000033788	ENSMUST00000089595	1451891_a_at
ENSMUSG00000033788	ENSMUST00000113818	1451891_a_at
ENSMUSG00000033788	ENSMUST00000081904	1451891_a_at
ENSMUSG00000033788	ENSMUST00000168387	1451891_a_at
ENSMUSG00000105452	ENSMUST00000196683	1433604_x_at
ENSMUSG00000040370	ENSMUST00000111726	1418996_a_at
ENSMUSG00000040370	ENSMUST00000111726	1418997_at
ENSMUSG00000040370	ENSMUST00000039729	1418996_a_at
ENSMUSG00000040370	ENSMUST00000039729	1418997_at
ENSMUSG00000040370	ENSMUST00000126007	1418996_a_at
ENSMUSG00000040370	ENSMUST00000111724	1418996_a_at
ENSMUSG00000040370	ENSMUST00000111724	1418997_at
ENSMUSG00000040370	ENSMUST00000111721	1418996_a_at
ENSMUSG00000040370	ENSMUST00000111721	1418997_at
ENSMUSG00000079495	ENSMUST00000174143	1421609_a_at
ENSMUSG00000079495	ENSMUST00000087656	1421609_a_at
ENSMUSG00000057465	ENSMUST00000210769	1419075_s_at
ENSMUSG00000057465	ENSMUST00000210769	1449326_x_at
ENSMUSG00000057465	ENSMUST00000210272	1419075_s_at
ENSMUSG00000057465	ENSMUST00000210272	1449326_x_at
ENSMUSG00000057465	ENSMUST00000075982	1419075_s_at
ENSMUSG00000057465	ENSMUST00000075982	1449326_x_at
ENSMUSG00000057465	ENSMUST00000211766	1419075_s_at
ENSMUSG00000057465	ENSMUST00000211766	1449326_x_at
ENSMUSG00000073198	ENSMUST00000220709	1416922_a_at
ENSMUSG00000073198	ENSMUST00000101577	1416922_a_at
ENSMUSG00000044496	ENSMUST00000103232	1451078_at
ENSMUSG00000044496	ENSMUST00000103232	1438646_x_at
ENSMUSG00000079494	ENSMUST00000032074	1424811_at
ENSMUSG00000025875	ENSMUST00000026993	1455642_a_at
ENSMUSG00000025875	ENSMUST00000026993	1424334_at
ENSMUSG00000025875	ENSMUST00000131692	1455642_a_at
ENSMUSG00000025875	ENSMUST00000163796	1455642_a_at
ENSMUSG00000025875	ENSMUST00000163796	1424334_at
ENSMUSG00000025875	ENSMUST00000163915	1455642_a_at
