Gene stable ID	Transcript stable ID	AFFY Zebrafish probe
ENSDARG00000023508	ENSDART00000168300	Dr.14010.1.S1_at
ENSDARG00000090585	ENSDART00000184382	Dr.26461.1.S1_at
ENSDARG00000090585	ENSDART00000125971	Dr.26461.1.S1_at
ENSDARG00000038587	ENSDART00000056333	Dr.6720.1.A1_at
ENSDARG00000116045	ENSDART00000185811	Dr.7126.1.S1_at
ENSDARG00000113977	ENSDART00000110396	Dr.12425.5.S1_a_at
ENSDARG00000112078	ENSDART00000053408	Dr.685.1.S1_at
ENSDARG00000111018	ENSDART00000190974	Dr.15217.1.A1_at
ENSDARG00000099425	ENSDART00000162353	Dr.1730.1.A1_at
ENSDARG00000115904	ENSDART00000189727	Dr.1131.2.S1_at
ENSDARG00000112743	ENSDART00000188430	Dr.2765.1.A1_at
ENSDARG00000113147	ENSDART00000191798	Dr.15028.1.S1_s_at
ENSDARG00000113147	ENSDART00000189833	Dr.15028.1.S1_s_at
ENSDARG00000116075	ENSDART00000192346	Dr.3806.1.S1_at
ENSDARG00000052190	ENSDART00000161154	Dr.18882.1.A1_at
ENSDARG00000100940	ENSDART00000166794	Dr.23325.1.A1_at
ENSDARG00000100940	ENSDART00000166794	Dr.6870.1.S2_at
ENSDARG00000112436	ENSDART00000181871	Dr.22105.1.A1_at
ENSDARG00000086214	ENSDART00000161264	Dr.16894.1.A1_at
ENSDARG00000105018	ENSDART00000187369	Dr.14868.1.S1_at
ENSDARG00000105018	ENSDART00000164392	Dr.14868.1.S1_at
ENSDARG00000115157	ENSDART00000187214	Dr.1202.2.S1_at
ENSDARG00000017121	ENSDART00000002309	Dr.608.1.A1_at
ENSDARG00000017121	ENSDART00000193245	Dr.608.1.A1_at
ENSDARG00000102978	ENSDART00000157615	Dr.1756.1.S1_at
ENSDARG00000112605	ENSDART00000188158	Dr.9394.1.A1_at
ENSDARG00000112605	ENSDART00000188158	Dr.9394.2.S1_at
ENSDARG00000015657	ENSDART00000012758	Dr.6604.2.A1_a_at
ENSDARG00000015657	ENSDART00000189958	Dr.6604.2.A1_a_at
ENSDARG00000110158	ENSDART00000185022	Dr.19970.1.S1_at
ENSDARG00000042010	ENSDART00000075275	Dr.1699.1.A1_at
ENSDARG00000018192	ENSDART00000035761	Dr.798.1.A1_at
ENSDARG00000109434	ENSDART00000039760	Dr.16889.1.S1_at
ENSDARG00000089361	ENSDART00000126937	Dr.21094.1.A1_at
ENSDARG00000090454	ENSDART00000184212	Dr.20008.3.A1_at
ENSDARG00000090454	ENSDART00000130104	Dr.20008.3.A1_at
ENSDARG00000090454	ENSDART00000130104	Dr.26493.1.A1_a_at
ENSDARG00000110553	ENSDART00000188061	Dr.8163.1.S1_at
ENSDARG00000007923	ENSDART00000062693	Dr.8290.1.S1_at
ENSDARG00000044501	ENSDART00000098108	Dr.14336.1.A1_at
ENSDARG00000079681	ENSDART00000108871	Dr.19902.2.A1_x_at
ENSDARG00000079681	ENSDART00000108871	Dr.19902.2.A1_a_at
ENSDARG00000073847	ENSDART00000111617	Dr.15490.1.A1_at
ENSDARG00000024920	ENSDART00000031976	Dr.22784.1.S1_at
ENSDARG00000005679	ENSDART00000124215	Dr.8377.1.A1_at
ENSDARG00000090675	ENSDART00000112590	Dr.7323.1.A1_at
ENSDARG00000112088	ENSDART00000190697	Dr.3277.1.A1_at
ENSDARG00000042608	ENSDART00000062507	Dr.19642.1.A1_at
ENSDARG00000042608	ENSDART00000062507	Dr.19642.2.S1_at
ENSDARG00000009160	ENSDART00000003706	Dr.24719.1.S1_x_at
ENSDARG00000009160	ENSDART00000003706	Dr.24719.2.A1_at
ENSDARG00000009160	ENSDART00000003706	Dr.24719.1.S1_at
ENSDARG00000111996	ENSDART00000184732	Dr.1508.1.S1_at
ENSDARG00000109544	ENSDART00000192746	Dr.13570.1.A1_at
ENSDARG00000112823	ENSDART00000181209	Dr.3508.1.S1_at
ENSDARG00000017874	ENSDART00000162357	Dr.10669.1.S1_at
ENSDARG00000017874	ENSDART00000162357	Dr.17571.1.S1_at
ENSDARG00000113138	ENSDART00000189325	Dr.25684.1.S1_at
ENSDARG00000053298	ENSDART00000187904	Dr.31.1.S1_at
ENSDARG00000053298	ENSDART00000180029	Dr.31.1.S1_at
ENSDARG00000053298	ENSDART00000081396	Dr.31.1.S1_at
ENSDARG00000053298	ENSDART00000190007	Dr.31.1.S1_at
ENSDARG00000053298	ENSDART00000140549	Dr.31.1.S1_at
ENSDARG00000114287	ENSDART00000180137	DrAffx.2.97.S1_at
ENSDARG00000039667	ENSDART00000057983	Dr.11989.1.A1_at
ENSDARG00000070845	ENSDART00000104361	Dr.22004.1.A1_at
ENSDARG00000116665	ENSDART00000101224	Dr.1108.1.S1_at
ENSDARG00000098944	ENSDART00000163684	Dr.15500.1.A1_at
ENSDARG00000104906	ENSDART00000158568	Dr.10106.1.A1_at
ENSDARG00000104945	ENSDART00000158723	Dr.7855.2.S1_at
ENSDARG00000109304	ENSDART00000185289	DrAffx.3.1.A1_at
ENSDARG00000043260	ENSDART00000063504	Dr.26476.1.S1_at
ENSDARG00000029063	ENSDART00000157870	Dr.7933.1.A1_s_at
ENSDARG00000029063	ENSDART00000157870	Dr.4306.1.A1_at
ENSDARG00000029063	ENSDART00000032899	Dr.7933.1.A1_s_at
ENSDARG00000029063	ENSDART00000032899	Dr.4306.1.A1_at
ENSDARG00000109625	ENSDART00000186533	Dr.3611.2.S1_at
ENSDARG00000115183	ENSDART00000190249	Dr.12657.1.A1_at
ENSDARG00000114986	ENSDART00000192565	Dr.17113.1.A1_a_at
ENSDARG00000114986	ENSDART00000180338	Dr.17113.1.A1_a_at
ENSDARG00000114986	ENSDART00000184067	Dr.17113.1.A1_a_at
ENSDARG00000111791	ENSDART00000005453	Dr.14247.1.S1_at
ENSDARG00000111791	ENSDART00000005453	Dr.14247.2.S1_at
ENSDARG00000074401	ENSDART00000113132	Dr.14943.1.A1_at
ENSDARG00000098782	ENSDART00000187164	Dr.2633.1.A1_at
ENSDARG00000098782	ENSDART00000172412	Dr.2633.1.A1_at
ENSDARG00000098600	ENSDART00000165261	Dr.13623.1.S1_at
ENSDARG00000109502	ENSDART00000188725	Dr.14372.1.S1_at
ENSDARG00000101578	ENSDART00000164349	Dr.4922.1.A1_at
ENSDARG00000101578	ENSDART00000164349	Dr.22502.1.A1_at
ENSDARG00000101578	ENSDART00000186711	Dr.4922.1.A1_at
ENSDARG00000101578	ENSDART00000186711	Dr.22502.1.A1_at
ENSDARG00000115731	ENSDART00000180564	Dr.6928.2.S1_x_at
ENSDARG00000114710	ENSDART00000186321	Dr.11504.1.A1_at
ENSDARG00000105034	ENSDART00000161965	Dr.9165.1.S1_at
ENSDARG00000102591	ENSDART00000170439	Dr.13104.1.A1_at
ENSDARG00000111497	ENSDART00000191886	Dr.17260.1.A1_at
ENSDARG00000109672	ENSDART00000167069	Dr.22004.1.A1_at
ENSDARG00000102012	ENSDART00000160195	Dr.763.1.A1_at
ENSDARG00000098398	ENSDART00000167947	Dr.2482.1.A1_at
ENSDARG00000098398	ENSDART00000187725	Dr.2482.1.A1_at
ENSDARG00000111098	ENSDART00000189730	Dr.6641.1.A1_at
ENSDARG00000034080	ENSDART00000046098	Dr.1267.1.S1_at
ENSDARG00000111197	ENSDART00000190952	Dr.2140.1.A1_at
ENSDARG00000113519	ENSDART00000184361	Dr.21711.1.A1_at
ENSDARG00000103775	ENSDART00000180304	Dr.17761.1.S1_at
ENSDARG00000103775	ENSDART00000166179	Dr.17761.1.S1_at
ENSDARG00000054172	ENSDART00000076328	Dr.25133.7.S1_a_at
ENSDARG00000054172	ENSDART00000076328	Dr.25133.7.S1_at
ENSDARG00000043105	ENSDART00000063287	Dr.9747.1.A1_at
ENSDARG00000090900	ENSDART00000189376	Dr.9687.1.A1_at
ENSDARG00000090900	ENSDART00000130280	Dr.9687.1.A1_at
ENSDARG00000008560	ENSDART00000109148	Dr.6915.1.A1_at
ENSDARG00000099786	ENSDART00000182528	Dr.3641.1.A1_at
ENSDARG00000053963	ENSDART00000181217	Dr.17478.1.A1_at
ENSDARG00000053963	ENSDART00000076084	Dr.17478.1.A1_at
ENSDARG00000070709	ENSDART00000103388	Dr.5719.2.A1_at
ENSDARG00000075984	ENSDART00000109889	Dr.16030.1.A1_at
ENSDARG00000006253	ENSDART00000123754	Dr.14391.1.S1_at
ENSDARG00000105278	ENSDART00000169638	Dr.12788.1.A1_at
ENSDARG00000111900	ENSDART00000188310	Dr.14986.1.S1_at
ENSDARG00000104414	ENSDART00000161720	Dr.12553.1.S1_at
ENSDARG00000025889	ENSDART00000032540	Dr.12675.1.S1_at
ENSDARG00000116460	ENSDART00000183308	Dr.19318.1.A1_at
ENSDARG00000116491	ENSDART00000182520	Dr.808.1.S1_at
ENSDARG00000116491	ENSDART00000162566	Dr.808.1.S1_at
ENSDARG00000089428	ENSDART00000127124	Dr.15011.1.A1_at
ENSDARG00000089428	ENSDART00000127124	Dr.15011.2.S1_at
ENSDARG00000089428	ENSDART00000189236	Dr.15011.1.A1_at
ENSDARG00000089428	ENSDART00000189236	Dr.15011.2.S1_at
ENSDARG00000110518	ENSDART00000186084	Dr.11713.1.S1_at
ENSDARG00000113811	ENSDART00000182779	Dr.6467.1.A1_at
ENSDARG00000068493	ENSDART00000161218	DrAffx.2.65.A1_at
ENSDARG00000101243	ENSDART00000164901	Dr.7110.1.S1_at
ENSDARG00000087950	ENSDART00000125211	Dr.690.1.A1_at
ENSDARG00000028517	ENSDART00000186738	Dr.22831.1.A1_at
ENSDARG00000081082	ENSDART00000117226	Dr.18311.1.S1_at
ENSDARG00000110379	ENSDART00000190826	Dr.17439.1.S1_at
ENSDARG00000024030	ENSDART00000067599	Dr.13040.1.A1_at
ENSDARG00000110377	ENSDART00000191585	Dr.10128.1.A1_at
ENSDARG00000098477	ENSDART00000158305	Dr.7044.1.A1_at
ENSDARG00000102100	ENSDART00000167076	Dr.17339.1.S1_at
ENSDARG00000031020	ENSDART00000042701	Dr.4621.1.S1_at
ENSDARG00000031020	ENSDART00000192980	Dr.4621.1.S1_at
ENSDARG00000116625	ENSDART00000189984	Dr.14450.1.A1_at
ENSDARG00000055622	ENSDART00000163458	Dr.6070.1.A1_at
ENSDARG00000089354	ENSDART00000174126	Dr.5659.2.S1_at
ENSDARG00000114033	ENSDART00000121939	Dr.8835.2.S1_at
ENSDARG00000116545	ENSDART00000159829	Dr.13645.1.S1_at
ENSDARG00000117191	ENSDART00000172278	Dr.11670.1.S1_at
ENSDARG00000099252	ENSDART00000171898	Dr.8015.1.A1_at
ENSDARG00000099252	ENSDART00000188331	Dr.8015.1.A1_at
ENSDARG00000111281	ENSDART00000183642	Dr.13740.1.S1_at
ENSDARG00000117089	ENSDART00000190839	Dr.16034.2.A1_at
ENSDARG00000117089	ENSDART00000190839	Dr.16034.1.S1_at
ENSDARG00000115829	ENSDART00000181418	Dr.3169.1.A1_at
ENSDARG00000115829	ENSDART00000123167	Dr.3169.1.A1_at
ENSDARG00000112218	ENSDART00000188178	Dr.85.1.S1_at
ENSDARG00000111696	ENSDART00000191974	Dr.14305.1.A1_at
ENSDARG00000071881	ENSDART00000106672	Dr.16561.1.S1_at
ENSDARG00000071881	ENSDART00000106672	Dr.16561.2.A1_at
ENSDARG00000117079	ENSDART00000181173	Dr.350.1.S1_at
ENSDARG00000098537	ENSDART00000168993	Dr.15994.1.A1_at
ENSDARG00000068784	ENSDART00000099601	Dr.5356.1.A1_at
ENSDARG00000043417	ENSDART00000186748	Dr.15412.2.S1_at
ENSDARG00000043417	ENSDART00000186748	Dr.15412.2.S1_a_at
ENSDARG00000043417	ENSDART00000181606	Dr.15412.2.S1_at
ENSDARG00000043417	ENSDART00000181606	Dr.15412.2.S1_a_at
ENSDARG00000043417	ENSDART00000181606	Dr.15412.1.A1_at
ENSDARG00000043417	ENSDART00000189066	Dr.15412.2.S1_at
ENSDARG00000043417	ENSDART00000189066	Dr.15412.2.S1_a_at
ENSDARG00000043417	ENSDART00000063738	Dr.15412.2.S1_at
ENSDARG00000043417	ENSDART00000063738	Dr.15412.2.S1_a_at
ENSDARG00000043417	ENSDART00000063738	Dr.15412.1.A1_at
ENSDARG00000023157	ENSDART00000034595	Dr.17437.1.S1_at
ENSDARG00000021150	ENSDART00000097731	Dr.8164.1.S1_at
ENSDARG00000021150	ENSDART00000186747	Dr.8164.1.S1_at
ENSDARG00000074221	ENSDART00000113281	Dr.12694.1.A1_at
ENSDARG00000102226	ENSDART00000171845	Dr.25751.1.S1_at
ENSDARG00000089805	ENSDART00000127838	Dr.16880.1.S1_at
ENSDARG00000089805	ENSDART00000193663	Dr.16880.1.S1_at
ENSDARG00000082399	ENSDART00000116963	Dr.14758.1.A1_at
ENSDARG00000103158	ENSDART00000190972	Dr.598.1.S1_at
ENSDARG00000103158	ENSDART00000167759	Dr.598.1.S1_at
ENSDARG00000103158	ENSDART00000126845	Dr.598.1.S1_at
ENSDARG00000116570	ENSDART00000190105	Dr.17269.1.A1_at
ENSDARG00000075768	ENSDART00000062264	Dr.19902.3.S1_at
ENSDARG00000111080	ENSDART00000190473	Dr.12206.2.S1_at
ENSDARG00000116996	ENSDART00000192327	Dr.4565.1.A1_at
ENSDARG00000106630	ENSDART00000178791	Dr.16068.1.S1_at
ENSDARG00000059287	ENSDART00000082362	Dr.24934.1.S1_at
ENSDARG00000059287	ENSDART00000177400	Dr.24934.1.S1_at
ENSDARG00000115098	ENSDART00000187462	Dr.9255.2.S1_at
ENSDARG00000008461	ENSDART00000158927	Dr.4173.1.S1_at
ENSDARG00000067672	ENSDART00000097471	Dr.13782.1.S1_at
ENSDARG00000114646	ENSDART00000142592	Dr.1511.1.A1_at
ENSDARG00000105295	ENSDART00000158488	Dr.25713.2.S1_at
ENSDARG00000105295	ENSDART00000158488	Dr.25713.1.A1_at
ENSDARG00000111786	ENSDART00000186336	Dr.5725.1.S1_at
ENSDARG00000116139	ENSDART00000188612	Dr.22213.1.A1_at
ENSDARG00000110230	ENSDART00000182304	Dr.8143.1.S1_at
ENSDARG00000114076	ENSDART00000193649	Dr.24234.1.S1_at
ENSDARG00000019808	ENSDART00000026448	Dr.4398.1.A1_at
ENSDARG00000110067	ENSDART00000178653	Dr.18733.1.S1_at
ENSDARG00000114126	ENSDART00000190587	Dr.9182.1.A1_at
ENSDARG00000076416	ENSDART00000108943	Dr.10351.1.A1_at
ENSDARG00000104118	ENSDART00000171557	Dr.13579.1.A1_at
ENSDARG00000104118	ENSDART00000171557	Dr.12251.1.A1_at
ENSDARG00000112087	ENSDART00000190606	Dr.8005.1.S1_at
ENSDARG00000112087	ENSDART00000183365	Dr.8005.1.S1_at
ENSDARG00000037012	ENSDART00000053797	Dr.6884.1.S1_at
ENSDARG00000069135	ENSDART00000100396	Dr.4654.1.A1_at
ENSDARG00000069135	ENSDART00000100396	Dr.4654.2.S1_at
ENSDARG00000069135	ENSDART00000100396	Dr.4654.3.S1_at
ENSDARG00000069135	ENSDART00000100396	Dr.4654.2.S1_a_at
ENSDARG00000039077	ENSDART00000122238	Dr.19561.1.S1_at
ENSDARG00000103492	ENSDART00000159322	Dr.13819.1.A1_at
ENSDARG00000012903	ENSDART00000024328	Dr.4885.1.S1_at
ENSDARG00000101413	ENSDART00000163978	Dr.9723.1.A1_at
ENSDARG00000101413	ENSDART00000163978	Dr.8695.1.S1_at
ENSDARG00000101413	ENSDART00000170778	Dr.9723.1.A1_at
ENSDARG00000101413	ENSDART00000170778	Dr.8695.1.S1_at
ENSDARG00000110357	ENSDART00000006942	Dr.16773.1.A1_at
ENSDARG00000087144	ENSDART00000127063	Dr.14449.1.A1_at
ENSDARG00000053792	ENSDART00000145642	Dr.23936.1.A1_at
ENSDARG00000115275	ENSDART00000184856	Dr.18507.1.S1_at
ENSDARG00000115275	ENSDART00000184856	Dr.19053.1.S1_at
ENSDARG00000059658	ENSDART00000083137	Dr.15224.1.A1_at
ENSDARG00000023188	ENSDART00000039235	Dr.8109.1.S1_at
ENSDARG00000091187	ENSDART00000129439	Dr.16383.1.A1_at
ENSDARG00000109703	ENSDART00000184304	Dr.16693.1.A1_at
ENSDARG00000025421	ENSDART00000028955	Dr.16828.1.A1_at
ENSDARG00000025421	ENSDART00000028955	Dr.14999.1.S1_at
ENSDARG00000025421	ENSDART00000156080	Dr.16828.1.A1_at
ENSDARG00000025421	ENSDART00000156080	Dr.14999.1.S1_at
ENSDARG00000025421	ENSDART00000179888	Dr.16828.1.A1_at
ENSDARG00000025421	ENSDART00000179888	Dr.14999.1.S1_at
ENSDARG00000009881	ENSDART00000014330	Dr.11091.1.S1_at
ENSDARG00000109397	ENSDART00000191031	Dr.11252.1.A1_at
ENSDARG00000088157	ENSDART00000165331	Dr.3588.1.A1_at
ENSDARG00000088157	ENSDART00000126850	Dr.3588.1.A1_at
ENSDARG00000112031	ENSDART00000187139	DrAffx.2.47.A1_at
ENSDARG00000009484	ENSDART00000109319	Dr.4828.2.A1_at
ENSDARG00000009484	ENSDART00000109319	Dr.4828.1.S1_at
ENSDARG00000013430	ENSDART00000185997	Dr.2596.3.A1_at
ENSDARG00000013430	ENSDART00000185997	Dr.2596.1.S1_a_at
ENSDARG00000013430	ENSDART00000040422	Dr.2596.3.A1_at
ENSDARG00000115542	ENSDART00000192030	Dr.1999.1.S1_at
ENSDARG00000113150	ENSDART00000174522	Dr.12425.5.S1_a_at
ENSDARG00000016733	ENSDART00000023983	Dr.11425.1.S1_at
ENSDARG00000016733	ENSDART00000180293	Dr.11425.1.S1_at
ENSDARG00000098481	ENSDART00000180023	Dr.26404.1.S1_x_at
ENSDARG00000098481	ENSDART00000180023	Dr.26404.1.S1_at
ENSDARG00000098481	ENSDART00000169287	Dr.26404.1.S1_x_at
ENSDARG00000098481	ENSDART00000169287	Dr.26404.1.S1_at
ENSDARG00000098481	ENSDART00000192893	Dr.26404.1.S1_at
ENSDARG00000114181	ENSDART00000190246	Dr.7110.1.S1_at
ENSDARG00000114181	ENSDART00000189447	Dr.7110.1.S1_at
ENSDARG00000114181	ENSDART00000185557	Dr.7110.1.S1_at
ENSDARG00000114181	ENSDART00000189230	Dr.7110.1.S1_at
ENSDARG00000115791	ENSDART00000188840	Dr.528.1.A1_at
ENSDARG00000115791	ENSDART00000188840	Dr.528.2.S1_at
ENSDARG00000057513	ENSDART00000080201	Dr.20062.1.S1_at
ENSDARG00000057513	ENSDART00000154813	Dr.20062.1.S1_at
ENSDARG00000068176	ENSDART00000098421	Dr.2511.1.A1_at
ENSDARG00000114760	ENSDART00000185699	Dr.20586.1.A1_at
ENSDARG00000104467	ENSDART00000171799	Dr.16054.1.S1_at
ENSDARG00000111101	ENSDART00000193358	Dr.14040.1.A1_at
ENSDARG00000111101	ENSDART00000186966	Dr.14040.1.A1_at
ENSDARG00000011066	ENSDART00000009777	Dr.12384.1.S1_at
ENSDARG00000115705	ENSDART00000183835	Dr.24909.1.S1_at
ENSDARG00000077712	ENSDART00000075209	Dr.17269.1.A1_at
ENSDARG00000102963	ENSDART00000163115	Dr.13948.1.S1_at
ENSDARG00000102963	ENSDART00000186967	Dr.13948.1.S1_at
ENSDARG00000006467	ENSDART00000126314	Dr.609.1.S1_at
ENSDARG00000115621	ENSDART00000182056	Dr.1726.1.A1_at
ENSDARG00000069706	ENSDART00000101641	Dr.13593.1.S1_at
ENSDARG00000089893	ENSDART00000185958	Dr.7217.1.A1_at
ENSDARG00000089893	ENSDART00000185958	Dr.20882.1.A1_at
ENSDARG00000089893	ENSDART00000129848	Dr.20882.1.A1_at
ENSDARG00000052182	ENSDART00000073985	Dr.10524.1.S1_at
ENSDARG00000110789	ENSDART00000192406	Dr.12920.1.S1_at
ENSDARG00000116071	ENSDART00000181441	DrAffx.1.21.S1_at
ENSDARG00000073936	ENSDART00000110490	Dr.12425.5.S1_a_at
ENSDARG00000073936	ENSDART00000110490	Dr.12425.6.S1_x_at
ENSDARG00000115147	ENSDART00000181799	Dr.17469.2.S1_at
ENSDARG00000115147	ENSDART00000181799	Dr.17469.1.A1_at
ENSDARG00000115147	ENSDART00000185252	Dr.17469.2.S1_at
ENSDARG00000115147	ENSDART00000185252	Dr.17469.1.A1_at
ENSDARG00000116423	ENSDART00000182012	Dr.2393.1.S1_at
ENSDARG00000116669	ENSDART00000087976	Dr.18552.1.A1_at
ENSDARG00000105127	ENSDART00000171264	Dr.23800.1.A1_at
ENSDARG00000031126	ENSDART00000047418	Dr.23570.1.A1_at
ENSDARG00000022690	ENSDART00000030083	Dr.11564.1.S1_at
ENSDARG00000057128	ENSDART00000079734	Dr.765.1.A1_at
ENSDARG00000045530	ENSDART00000172012	Dr.1213.1.A1_at
ENSDARG00000045530	ENSDART00000066951	Dr.1213.1.A1_at
ENSDARG00000115247	ENSDART00000188069	Dr.12352.1.A1_at
ENSDARG00000041011	ENSDART00000060098	Dr.10315.1.S1_at
ENSDARG00000114388	ENSDART00000190604	Dr.7110.1.S1_at
ENSDARG00000114388	ENSDART00000179883	Dr.7110.1.S1_at
ENSDARG00000114388	ENSDART00000180594	Dr.7110.1.S1_at
ENSDARG00000114388	ENSDART00000183138	Dr.7110.1.S1_at
ENSDARG00000114388	ENSDART00000183360	Dr.7110.1.S1_at
ENSDARG00000113274	ENSDART00000171329	Dr.19512.1.A1_at
ENSDARG00000099004	ENSDART00000169018	Dr.11063.1.A1_at
ENSDARG00000007480	ENSDART00000004533	Dr.12451.1.S1_at
ENSDARG00000007480	ENSDART00000004533	Dr.12451.2.A1_at
ENSDARG00000114291	ENSDART00000186808	Dr.7110.1.S1_at
ENSDARG00000114291	ENSDART00000164942	Dr.7110.1.S1_at
ENSDARG00000114291	ENSDART00000186472	Dr.7110.1.S1_at
ENSDARG00000114291	ENSDART00000182717	Dr.7110.1.S1_at
ENSDARG00000111349	ENSDART00000189368	DrAffx.2.73.S1_at
ENSDARG00000116731	ENSDART00000192818	Dr.19496.1.A1_at
ENSDARG00000011958	ENSDART00000170799	Dr.3048.1.A1_at
ENSDARG00000112244	ENSDART00000192999	Dr.6666.1.S1_at
ENSDARG00000112483	ENSDART00000185583	Dr.7739.1.S1_at
ENSDARG00000090219	ENSDART00000190653	Dr.11939.1.S1_at
ENSDARG00000090219	ENSDART00000130229	Dr.11939.1.S1_at
ENSDARG00000105503	ENSDART00000172842	Dr.18259.2.A1_at
ENSDARG00000105503	ENSDART00000172842	Dr.18259.1.S1_at
ENSDARG00000001950	ENSDART00000013404	Dr.14283.1.S1_at
ENSDARG00000001950	ENSDART00000187767	Dr.14283.1.S1_at
ENSDARG00000103337	ENSDART00000162764	Dr.16314.1.S1_at
ENSDARG00000054307	ENSDART00000076483	Dr.11490.1.A1_at
ENSDARG00000116712	ENSDART00000192124	Dr.16403.1.A1_at
ENSDARG00000038439	ENSDART00000056095	Dr.1449.1.S1_at
ENSDARG00000116501	ENSDART00000184625	Dr.7873.1.S1_at
ENSDARG00000110481	ENSDART00000191542	Dr.16564.1.S1_at
ENSDARG00000114387	ENSDART00000180905	Dr.10376.1.S1_at
ENSDARG00000112396	ENSDART00000183387	Dr.502.1.S1_at
ENSDARG00000112396	ENSDART00000183387	Dr.502.2.S1_a_at
ENSDARG00000094809	ENSDART00000131588	Dr.22334.1.S1_at
ENSDARG00000053152	ENSDART00000075142	Dr.25338.1.A1_at
ENSDARG00000053152	ENSDART00000075142	Dr.13908.3.S1_at
ENSDARG00000053152	ENSDART00000158801	Dr.25338.1.A1_at
ENSDARG00000053152	ENSDART00000158801	Dr.13908.3.S1_at
ENSDARG00000017067	ENSDART00000024514	Dr.15118.1.S1_at
ENSDARG00000117015	ENSDART00000182714	Dr.1329.1.S1_at
ENSDARG00000109788	ENSDART00000188270	DrAffx.2.33.S1_at
ENSDARG00000117145	ENSDART00000192270	Dr.23207.1.A1_at
ENSDARG00000109410	ENSDART00000189890	Dr.1741.1.A1_at
ENSDARG00000103672	ENSDART00000164102	Dr.24945.2.S1_a_at
ENSDARG00000101914	ENSDART00000166294	Dr.17200.1.S1_at
ENSDARG00000094590	ENSDART00000142755	Dr.7415.1.A1_at
ENSDARG00000094590	ENSDART00000167781	Dr.7415.1.A1_at
ENSDARG00000094590	ENSDART00000162398	Dr.7415.1.A1_at
ENSDARG00000114015	ENSDART00000187815	Dr.14394.1.S1_at
ENSDARG00000104186	ENSDART00000157641	Dr.25374.1.A1_a_at
ENSDARG00000104186	ENSDART00000159540	Dr.25374.1.A1_a_at
ENSDARG00000081702	ENSDART00000117331	Dr.11308.1.S1_at
ENSDARG00000068593	ENSDART00000099270	Dr.13743.2.A1_a_at
ENSDARG00000108038	ENSDART00000179228	Dr.15576.1.A1_at
ENSDARG00000103163	ENSDART00000190813	Dr.12521.1.S1_at
ENSDARG00000103163	ENSDART00000165868	Dr.12521.1.S1_at
ENSDARG00000106745	ENSDART00000176178	Dr.11336.1.A1_at
ENSDARG00000103285	ENSDART00000160320	Dr.6182.1.A1_at
ENSDARG00000101279	ENSDART00000164427	Dr.18289.1.S1_at
ENSDARG00000101279	ENSDART00000190534	Dr.18289.1.S1_at
ENSDARG00000040121	ENSDART00000058680	Dr.786.1.S1_at
ENSDARG00000077934	ENSDART00000173151	Dr.4039.7.S1_at
ENSDARG00000077934	ENSDART00000108703	Dr.4039.7.S1_at
ENSDARG00000007955	ENSDART00000004423	Dr.5185.1.A1_at
ENSDARG00000032157	ENSDART00000027459	Dr.25754.1.A1_at
ENSDARG00000059775	ENSDART00000083453	Dr.16728.1.A1_at
ENSDARG00000016080	ENSDART00000151727	Dr.9728.1.A1_at
ENSDARG00000109904	ENSDART00000188160	Dr.4961.1.A1_at
ENSDARG00000109904	ENSDART00000188160	Dr.4961.2.S1_at
ENSDARG00000110629	ENSDART00000185814	Dr.15401.1.A1_at
ENSDARG00000102742	ENSDART00000159412	Dr.21323.1.A1_at
ENSDARG00000074572	ENSDART00000102011	Dr.5661.1.S1_at
ENSDARG00000074572	ENSDART00000011715	Dr.5661.1.S1_at
ENSDARG00000109661	ENSDART00000175422	Dr.8.2.S1_at
ENSDARG00000109968	ENSDART00000180110	Dr.3828.1.A1_at
ENSDARG00000103198	ENSDART00000171603	Dr.16605.1.A1_at
ENSDARG00000114728	ENSDART00000181371	Dr.3581.2.A1_at
ENSDARG00000114728	ENSDART00000181371	Dr.3581.1.S1_a_at
ENSDARG00000116473	ENSDART00000184540	Dr.8647.1.A1_at
ENSDARG00000002970	ENSDART00000011919	Dr.20155.1.S1_at
ENSDARG00000002970	ENSDART00000164674	Dr.20155.1.S1_at
ENSDARG00000110175	ENSDART00000186619	Dr.15261.2.A1_at
ENSDARG00000113990	ENSDART00000188055	Dr.15962.1.A1_at
ENSDARG00000110150	ENSDART00000180739	Dr.18500.1.A1_at
ENSDARG00000113924	ENSDART00000186910	Dr.14449.1.A1_at
ENSDARG00000115546	ENSDART00000181118	Dr.24686.1.S1_at
ENSDARG00000070151	ENSDART00000169067	Dr.157.1.S1_at
ENSDARG00000070151	ENSDART00000183436	Dr.157.1.S1_at
ENSDARG00000070151	ENSDART00000166422	Dr.157.1.S1_at
ENSDARG00000070151	ENSDART00000191058	Dr.157.1.S1_at
ENSDARG00000070151	ENSDART00000151605	Dr.157.1.S1_at
ENSDARG00000116737	ENSDART00000189311	Dr.9751.1.S1_at
ENSDARG00000111115	ENSDART00000189042	Dr.14857.1.S1_at
ENSDARG00000113871	ENSDART00000179733	Dr.15667.1.A1_at
ENSDARG00000109388	ENSDART00000186853	Dr.17154.1.A1_at
ENSDARG00000110064	ENSDART00000184834	Dr.10303.2.S1_at
ENSDARG00000111932	ENSDART00000181979	DrAffx.1.63.S1_at
ENSDARG00000081904	ENSDART00000117697	Dr.15101.2.S1_at
