Gene stable ID	Transcript stable ID	AFFY MG U74Av2 probe
ENSMUSG00000059146	ENSMUST00000039431	95334_at
ENSMUSG00000059146	ENSMUST00000039438	95334_at
ENSMUSG00000059146	ENSMUST00000151885	95334_at
ENSMUSG00000099875	ENSMUST00000121422	96041_at
ENSMUSG00000100690	ENSMUST00000191094	93021_at
ENSMUSG00000037335	ENSMUST00000036917	92766_at
ENSMUSG00000037335	ENSMUST00000160392	92766_at
ENSMUSG00000068200	ENSMUST00000121308	97530_at
ENSMUSG00000023348	ENSMUST00000024119	94948_at
ENSMUSG00000041845	ENSMUST00000048197	95547_at
ENSMUSG00000041845	ENSMUST00000235680	95547_at
ENSMUSG00000041845	ENSMUST00000117462	95547_at
ENSMUSG00000041845	ENSMUST00000151420	95547_at
ENSMUSG00000022598	ENSMUST00000023265	160508_at
ENSMUSG00000029246	ENSMUST00000155272	95554_at
ENSMUSG00000029246	ENSMUST00000140076	95554_at
ENSMUSG00000013846	ENSMUST00000229028	99847_at
ENSMUSG00000013846	ENSMUST00000229742	99847_at
ENSMUSG00000013846	ENSMUST00000229213	99847_at
ENSMUSG00000013846	ENSMUST00000092640	99847_at
ENSMUSG00000031751	ENSMUST00000053766	98094_f_at
ENSMUSG00000031751	ENSMUST00000139702	98094_f_at
ENSMUSG00000031751	ENSMUST00000137475	98094_f_at
ENSMUSG00000028093	ENSMUST00000090759	96744_at
ENSMUSG00000028093	ENSMUST00000146143	96744_at
ENSMUSG00000028093	ENSMUST00000139898	96744_at
ENSMUSG00000028093	ENSMUST00000143234	96744_at
ENSMUSG00000028093	ENSMUST00000198329	96744_at
ENSMUSG00000020628	ENSMUST00000168129	160394_at
ENSMUSG00000020628	ENSMUST00000020954	160394_at
ENSMUSG00000026924	ENSMUST00000156442	104624_at
ENSMUSG00000026924	ENSMUST00000114082	104624_at
ENSMUSG00000026924	ENSMUST00000149010	104624_at
ENSMUSG00000026924	ENSMUST00000154486	104624_at
ENSMUSG00000026924	ENSMUST00000091252	104624_at
ENSMUSG00000042671	ENSMUST00000041776	99553_f_at
ENSMUSG00000042671	ENSMUST00000111812	99553_f_at
ENSMUSG00000042671	ENSMUST00000111810	99553_f_at
ENSMUSG00000048731	ENSMUST00000122106	160644_at
ENSMUSG00000048731	ENSMUST00000053683	160644_at
ENSMUSG00000048731	ENSMUST00000236222	160644_at
ENSMUSG00000048731	ENSMUST00000154731	160644_at
ENSMUSG00000048731	ENSMUST00000235543	160644_at
ENSMUSG00000105883	ENSMUST00000196986	97566_f_at
ENSMUSG00000112534	ENSMUST00000218877	96573_at
ENSMUSG00000029922	ENSMUST00000114823	101069_g_at
ENSMUSG00000029922	ENSMUST00000114823	101070_at
ENSMUSG00000029922	ENSMUST00000031985	101068_at
ENSMUSG00000029922	ENSMUST00000031985	101069_g_at
ENSMUSG00000029922	ENSMUST00000031985	101070_at
ENSMUSG00000029922	ENSMUST00000122996	101069_g_at
ENSMUSG00000029922	ENSMUST00000051671	101069_g_at
ENSMUSG00000029922	ENSMUST00000146785	101069_g_at
ENSMUSG00000029922	ENSMUST00000114822	101069_g_at
ENSMUSG00000037624	ENSMUST00000079451	104652_at
ENSMUSG00000037624	ENSMUST00000180044	104652_at
ENSMUSG00000037624	ENSMUST00000193319	104652_at
ENSMUSG00000037624	ENSMUST00000192723	104652_at
ENSMUSG00000037624	ENSMUST00000110920	104652_at
ENSMUSG00000083657	ENSMUST00000117266	93021_at
ENSMUSG00000002279	ENSMUST00000141606	102421_at
ENSMUSG00000002279	ENSMUST00000116641	102421_at
ENSMUSG00000002279	ENSMUST00000137201	102421_at
ENSMUSG00000002279	ENSMUST00000154842	102421_at
ENSMUSG00000002279	ENSMUST00000063344	102421_at
ENSMUSG00000061762	ENSMUST00000185187	102726_at
ENSMUSG00000061762	ENSMUST00000090679	102726_at
ENSMUSG00000061762	ENSMUST00000184986	102726_at
ENSMUSG00000100029	ENSMUST00000189744	94785_at
ENSMUSG00000072978	ENSMUST00000049117	160164_at
ENSMUSG00000076552	ENSMUST00000199160	101640_f_at
ENSMUSG00000076552	ENSMUST00000199160	97567_f_at
ENSMUSG00000076552	ENSMUST00000199160	102585_f_at
ENSMUSG00000076552	ENSMUST00000199160	97566_f_at
ENSMUSG00000076552	ENSMUST00000199160	101718_f_at
ENSMUSG00000076552	ENSMUST00000103353	101640_f_at
ENSMUSG00000076552	ENSMUST00000103353	97567_f_at
ENSMUSG00000076552	ENSMUST00000103353	102585_f_at
ENSMUSG00000076552	ENSMUST00000103353	97566_f_at
ENSMUSG00000076552	ENSMUST00000103353	101718_f_at
ENSMUSG00000042808	ENSMUST00000221421	99810_at
ENSMUSG00000042808	ENSMUST00000220569	99810_at
ENSMUSG00000042808	ENSMUST00000082431	99810_at
ENSMUSG00000039682	ENSMUST00000046122	98112_r_at
ENSMUSG00000039682	ENSMUST00000146811	98112_r_at
ENSMUSG00000034801	ENSMUST00000182123	92302_at
ENSMUSG00000034801	ENSMUST00000035773	92302_at
ENSMUSG00000034801	ENSMUST00000182646	92302_at
ENSMUSG00000031604	ENSMUST00000034015	160388_at
ENSMUSG00000031604	ENSMUST00000145216	160388_at
ENSMUSG00000031604	ENSMUST00000132013	160388_at
ENSMUSG00000031604	ENSMUST00000140861	160388_at
ENSMUSG00000117819	ENSMUST00000133257	160644_at
ENSMUSG00000094344	ENSMUST00000180255	100694_at
ENSMUSG00000057789	ENSMUST00000078691	104710_at
ENSMUSG00000057789	ENSMUST00000025034	104710_at
ENSMUSG00000057789	ENSMUST00000237411	104710_at
ENSMUSG00000019975	ENSMUST00000020149	95885_at
ENSMUSG00000102613	ENSMUST00000194582	161053_at
ENSMUSG00000062524	ENSMUST00000006792	97781_at
ENSMUSG00000062524	ENSMUST00000126417	97781_at
ENSMUSG00000022500	ENSMUST00000023143	93753_at
ENSMUSG00000029409	ENSMUST00000201332	100717_at
ENSMUSG00000029409	ENSMUST00000202847	100717_at
ENSMUSG00000029409	ENSMUST00000031356	100717_at
ENSMUSG00000028687	ENSMUST00000102699	96558_at
ENSMUSG00000028687	ENSMUST00000124857	96558_at
ENSMUSG00000028687	ENSMUST00000140680	96558_at
ENSMUSG00000028687	ENSMUST00000155346	96558_at
ENSMUSG00000028687	ENSMUST00000138056	96558_at
ENSMUSG00000028687	ENSMUST00000135449	96558_at
ENSMUSG00000037972	ENSMUST00000228962	93846_at
ENSMUSG00000037972	ENSMUST00000089011	93846_at
ENSMUSG00000020916	ENSMUST00000107416	161052_r_at
ENSMUSG00000031374	ENSMUST00000033740	101172_at
ENSMUSG00000001517	ENSMUST00000073316	98305_at
ENSMUSG00000001517	ENSMUST00000073316	98306_g_at
ENSMUSG00000001517	ENSMUST00000112148	98305_at
ENSMUSG00000001517	ENSMUST00000112148	98306_g_at
ENSMUSG00000001517	ENSMUST00000203040	98305_at
ENSMUSG00000001517	ENSMUST00000203040	98306_g_at
ENSMUSG00000001517	ENSMUST00000203258	98305_at
ENSMUSG00000001517	ENSMUST00000203258	98306_g_at
ENSMUSG00000001517	ENSMUST00000153423	98305_at
ENSMUSG00000001517	ENSMUST00000153423	98306_g_at
ENSMUSG00000032113	ENSMUST00000172702	103064_at
ENSMUSG00000032113	ENSMUST00000034625	103064_at
ENSMUSG00000032113	ENSMUST00000174105	103064_at
ENSMUSG00000083705	ENSMUST00000165677	96358_at
ENSMUSG00000056055	ENSMUST00000155393	94150_at
ENSMUSG00000056055	ENSMUST00000077772	94150_at
ENSMUSG00000056055	ENSMUST00000177757	94150_at
ENSMUSG00000037681	ENSMUST00000042158	161075_at
ENSMUSG00000080819	ENSMUST00000120759	102818_at
ENSMUSG00000044041	ENSMUST00000007275	160510_f_at
ENSMUSG00000044041	ENSMUST00000007275	100109_s_at
ENSMUSG00000044041	ENSMUST00000134282	160510_f_at
ENSMUSG00000044041	ENSMUST00000134282	100109_s_at
ENSMUSG00000044041	ENSMUST00000128934	160510_f_at
ENSMUSG00000044041	ENSMUST00000128934	100109_s_at
ENSMUSG00000095063	ENSMUST00000096913	102818_at
ENSMUSG00000112478	ENSMUST00000217920	100348_at
ENSMUSG00000112478	ENSMUST00000219259	100348_at
ENSMUSG00000020890	ENSMUST00000108665	98727_at
ENSMUSG00000020890	ENSMUST00000108664	98727_at
ENSMUSG00000020890	ENSMUST00000021259	98727_at
ENSMUSG00000066036	ENSMUST00000097822	104041_at
ENSMUSG00000066036	ENSMUST00000165860	104041_at
ENSMUSG00000021474	ENSMUST00000021930	92831_at
ENSMUSG00000094006	ENSMUST00000103354	96972_f_at
ENSMUSG00000094006	ENSMUST00000103354	101751_f_at
ENSMUSG00000094006	ENSMUST00000103354	101640_f_at
ENSMUSG00000094006	ENSMUST00000103354	97567_f_at
ENSMUSG00000094006	ENSMUST00000103354	102585_f_at
ENSMUSG00000094006	ENSMUST00000103354	97566_f_at
ENSMUSG00000034786	ENSMUST00000038244	94442_s_at
ENSMUSG00000034786	ENSMUST00000038244	94441_at
ENSMUSG00000034786	ENSMUST00000150924	94442_s_at
ENSMUSG00000034786	ENSMUST00000150924	94441_at
ENSMUSG00000034786	ENSMUST00000173772	94441_at
ENSMUSG00000030522	ENSMUST00000032736	93235_at
ENSMUSG00000030522	ENSMUST00000206452	93235_at
ENSMUSG00000071788	ENSMUST00000119649	102818_at
ENSMUSG00000095633	ENSMUST00000197448	96972_f_at
ENSMUSG00000095633	ENSMUST00000197448	101640_f_at
ENSMUSG00000095633	ENSMUST00000197448	94725_f_at
ENSMUSG00000095633	ENSMUST00000103355	96972_f_at
ENSMUSG00000095633	ENSMUST00000103355	101640_f_at
ENSMUSG00000095633	ENSMUST00000103355	94725_f_at
ENSMUSG00000039233	ENSMUST00000159893	160140_at
ENSMUSG00000039233	ENSMUST00000160510	160140_at
ENSMUSG00000039233	ENSMUST00000160553	160140_at
ENSMUSG00000039233	ENSMUST00000039894	160140_at
ENSMUSG00000039233	ENSMUST00000162326	160140_at
ENSMUSG00000076555	ENSMUST00000103356	101640_f_at
ENSMUSG00000076555	ENSMUST00000103356	97567_f_at
ENSMUSG00000037916	ENSMUST00000237862	96267_at
ENSMUSG00000037916	ENSMUST00000134479	96267_at
ENSMUSG00000037916	ENSMUST00000042497	96267_at
ENSMUSG00000037916	ENSMUST00000237129	96267_at
ENSMUSG00000037916	ENSMUST00000148283	96267_at
ENSMUSG00000037916	ENSMUST00000128787	96267_at
ENSMUSG00000037916	ENSMUST00000132747	96267_at
ENSMUSG00000037916	ENSMUST00000134049	96267_at
ENSMUSG00000037916	ENSMUST00000150852	96267_at
ENSMUSG00000037916	ENSMUST00000133474	96267_at
ENSMUSG00000037916	ENSMUST00000136921	96267_at
ENSMUSG00000037916	ENSMUST00000236203	96267_at
ENSMUSG00000037916	ENSMUST00000149482	96267_at
ENSMUSG00000080725	ENSMUST00000119231	102818_at
ENSMUSG00000080725	ENSMUST00000167438	102818_at
ENSMUSG00000034673	ENSMUST00000173328	101382_at
ENSMUSG00000034673	ENSMUST00000038149	101382_at
ENSMUSG00000034673	ENSMUST00000173229	101382_at
ENSMUSG00000024960	ENSMUST00000237808	101358_at
ENSMUSG00000024960	ENSMUST00000025912	101358_at
ENSMUSG00000024960	ENSMUST00000237726	101358_at
ENSMUSG00000024960	ENSMUST00000236597	101358_at
ENSMUSG00000024960	ENSMUST00000235560	101358_at
ENSMUSG00000029204	ENSMUST00000031106	103231_at
ENSMUSG00000029204	ENSMUST00000201533	103231_at
ENSMUSG00000028869	ENSMUST00000030684	101582_at
ENSMUSG00000028869	ENSMUST00000147550	101582_at
ENSMUSG00000032470	ENSMUST00000035045	103653_at
ENSMUSG00000032470	ENSMUST00000122384	103653_at
ENSMUSG00000032470	ENSMUST00000119472	103653_at
ENSMUSG00000032470	ENSMUST00000147078	103653_at
ENSMUSG00000047459	ENSMUST00000054912	94863_r_at
ENSMUSG00000047459	ENSMUST00000054912	94862_i_at
ENSMUSG00000047459	ENSMUST00000109682	94863_r_at
ENSMUSG00000047459	ENSMUST00000109682	94862_i_at
ENSMUSG00000047459	ENSMUST00000150602	94863_r_at
ENSMUSG00000047459	ENSMUST00000150602	94862_i_at
ENSMUSG00000047459	ENSMUST00000135831	94863_r_at
ENSMUSG00000047459	ENSMUST00000135831	94862_i_at
ENSMUSG00000035493	ENSMUST00000225600	92877_at
ENSMUSG00000035493	ENSMUST00000045173	92877_at
ENSMUSG00000026980	ENSMUST00000112533	103258_at
ENSMUSG00000026980	ENSMUST00000028362	103258_at
ENSMUSG00000030870	ENSMUST00000033158	103862_r_at
ENSMUSG00000030870	ENSMUST00000033158	103861_s_at
ENSMUSG00000030870	ENSMUST00000148060	103862_r_at
ENSMUSG00000030870	ENSMUST00000148060	103861_s_at
ENSMUSG00000030870	ENSMUST00000153640	103862_r_at
ENSMUSG00000030870	ENSMUST00000153640	103861_s_at
ENSMUSG00000068262	ENSMUST00000089501	100734_at
ENSMUSG00000029410	ENSMUST00000201130	100317_at
ENSMUSG00000029410	ENSMUST00000201236	100317_at
ENSMUSG00000029410	ENSMUST00000031359	100317_at
ENSMUSG00000030054	ENSMUST00000032133	102311_at
ENSMUSG00000027070	ENSMUST00000080953	103377_at
ENSMUSG00000037029	ENSMUST00000062181	98285_at
ENSMUSG00000037029	ENSMUST00000136508	98285_at
ENSMUSG00000052488	ENSMUST00000079510	96907_at
ENSMUSG00000052488	ENSMUST00000212991	96907_at
ENSMUSG00000002395	ENSMUST00000019169	99187_f_at
ENSMUSG00000002395	ENSMUST00000019169	99188_at
ENSMUSG00000002395	ENSMUST00000110054	99187_f_at
ENSMUSG00000002395	ENSMUST00000110054	99188_at
ENSMUSG00000002395	ENSMUST00000154550	99187_f_at
ENSMUSG00000002395	ENSMUST00000154550	99188_at
ENSMUSG00000002395	ENSMUST00000143657	99187_f_at
ENSMUSG00000002395	ENSMUST00000143657	99188_at
ENSMUSG00000002395	ENSMUST00000140236	99187_f_at
ENSMUSG00000002395	ENSMUST00000140236	99188_at
ENSMUSG00000002395	ENSMUST00000146221	99187_f_at
ENSMUSG00000002395	ENSMUST00000146221	99188_at
ENSMUSG00000002395	ENSMUST00000136368	99187_f_at
ENSMUSG00000002395	ENSMUST00000136368	99188_at
ENSMUSG00000002395	ENSMUST00000142685	99187_f_at
ENSMUSG00000002395	ENSMUST00000142685	99188_at
ENSMUSG00000002395	ENSMUST00000137137	99187_f_at
ENSMUSG00000002395	ENSMUST00000139541	99187_f_at
ENSMUSG00000002395	ENSMUST00000139541	99188_at
ENSMUSG00000002395	ENSMUST00000127517	99187_f_at
ENSMUSG00000002395	ENSMUST00000127517	99188_at
ENSMUSG00000002395	ENSMUST00000110053	99187_f_at
ENSMUSG00000002395	ENSMUST00000110053	99188_at
ENSMUSG00000028399	ENSMUST00000107289	93896_at
ENSMUSG00000028399	ENSMUST00000107289	93485_at
ENSMUSG00000028399	ENSMUST00000102834	93896_at
ENSMUSG00000028399	ENSMUST00000102834	93485_at
ENSMUSG00000028399	ENSMUST00000173376	93896_at
ENSMUSG00000028399	ENSMUST00000174831	93896_at
ENSMUSG00000028399	ENSMUST00000174831	93485_at
ENSMUSG00000028399	ENSMUST00000098005	93896_at
ENSMUSG00000028399	ENSMUST00000098005	93485_at
ENSMUSG00000028399	ENSMUST00000174023	93896_at
ENSMUSG00000028399	ENSMUST00000174023	93485_at
ENSMUSG00000028399	ENSMUST00000174531	93896_at
ENSMUSG00000028399	ENSMUST00000174531	93485_at
ENSMUSG00000028399	ENSMUST00000174180	93896_at
ENSMUSG00000028399	ENSMUST00000174180	93485_at
ENSMUSG00000028399	ENSMUST00000050757	93896_at
ENSMUSG00000028399	ENSMUST00000050757	93485_at
ENSMUSG00000022742	ENSMUST00000060077	98505_i_at
ENSMUSG00000022742	ENSMUST00000060077	98506_r_at
ENSMUSG00000022742	ENSMUST00000231492	98505_i_at
ENSMUSG00000022742	ENSMUST00000231492	98506_r_at
ENSMUSG00000053644	ENSMUST00000174518	97449_at
ENSMUSG00000053644	ENSMUST00000174518	97450_s_at
ENSMUSG00000053644	ENSMUST00000172734	97449_at
ENSMUSG00000053644	ENSMUST00000066208	97449_at
ENSMUSG00000053644	ENSMUST00000174704	97449_at
ENSMUSG00000053644	ENSMUST00000168517	97449_at
ENSMUSG00000031691	ENSMUST00000093360	104071_at
ENSMUSG00000031691	ENSMUST00000210576	104071_at
ENSMUSG00000031691	ENSMUST00000166592	104071_at
ENSMUSG00000029752	ENSMUST00000115542	95133_at
ENSMUSG00000029752	ENSMUST00000031766	95133_at
ENSMUSG00000029752	ENSMUST00000140097	95133_at
ENSMUSG00000105077	ENSMUST00000199625	100780_at
ENSMUSG00000027602	ENSMUST00000029128	97447_at
ENSMUSG00000027602	ENSMUST00000145086	97447_at
ENSMUSG00000027602	ENSMUST00000154596	97447_at
ENSMUSG00000029048	ENSMUST00000149796	160518_at
ENSMUSG00000029048	ENSMUST00000030914	160518_at
ENSMUSG00000039242	ENSMUST00000099747	93978_at
ENSMUSG00000039242	ENSMUST00000221974	93978_at
ENSMUSG00000039242	ENSMUST00000221300	93978_at
ENSMUSG00000039242	ENSMUST00000222420	93978_at
ENSMUSG00000024393	ENSMUST00000025253	95311_at
ENSMUSG00000024393	ENSMUST00000025253	93900_at
ENSMUSG00000024393	ENSMUST00000174805	95311_at
ENSMUSG00000024393	ENSMUST00000174805	93900_at
ENSMUSG00000024393	ENSMUST00000172929	93900_at
ENSMUSG00000056612	ENSMUST00000070850	160078_at
ENSMUSG00000056612	ENSMUST00000237084	160078_at
ENSMUSG00000056612	ENSMUST00000237235	160078_at
ENSMUSG00000056612	ENSMUST00000235195	160078_at
ENSMUSG00000020124	ENSMUST00000220377	95416_at
ENSMUSG00000020124	ENSMUST00000020334	95416_at
ENSMUSG00000020124	ENSMUST00000219937	95416_at
ENSMUSG00000020124	ENSMUST00000218042	95416_at
ENSMUSG00000019987	ENSMUST00000020161	93097_at
ENSMUSG00000019987	ENSMUST00000218260	93097_at
ENSMUSG00000020817	ENSMUST00000076270	102724_at
ENSMUSG00000020817	ENSMUST00000076270	103552_at
ENSMUSG00000020817	ENSMUST00000076270	101381_at
ENSMUSG00000020817	ENSMUST00000142220	102724_at
ENSMUSG00000020817	ENSMUST00000142220	103552_at
ENSMUSG00000020817	ENSMUST00000142220	101381_at
ENSMUSG00000020817	ENSMUST00000100928	102724_at
ENSMUSG00000020817	ENSMUST00000100928	101381_at
ENSMUSG00000020817	ENSMUST00000177731	102724_at
ENSMUSG00000020817	ENSMUST00000177731	101381_at
ENSMUSG00000020817	ENSMUST00000108533	101381_at
ENSMUSG00000020817	ENSMUST00000081362	102724_at
ENSMUSG00000020817	ENSMUST00000081362	101381_at
ENSMUSG00000020817	ENSMUST00000178245	102724_at
ENSMUSG00000020817	ENSMUST00000178245	101381_at
ENSMUSG00000008435	ENSMUST00000008579	94765_at
ENSMUSG00000036473	ENSMUST00000168410	97710_f_at
ENSMUSG00000036473	ENSMUST00000097376	97710_f_at
ENSMUSG00000036473	ENSMUST00000040474	97710_f_at
ENSMUSG00000003549	ENSMUST00000160192	100424_at
ENSMUSG00000003549	ENSMUST00000162197	100424_at
ENSMUSG00000003549	ENSMUST00000177486	100424_at
ENSMUSG00000003549	ENSMUST00000176723	100424_at
ENSMUSG00000074604	ENSMUST00000161627	104742_at
ENSMUSG00000074604	ENSMUST00000099106	104742_at
ENSMUSG00000074604	ENSMUST00000159554	104742_at
ENSMUSG00000023015	ENSMUST00000171702	94953_at
ENSMUSG00000023015	ENSMUST00000023756	94953_at
ENSMUSG00000083079	ENSMUST00000120184	97523_i_at
ENSMUSG00000038526	ENSMUST00000036181	98079_at
ENSMUSG00000038526	ENSMUST00000147962	98079_at
ENSMUSG00000118133	ENSMUST00000236712	97486_at
ENSMUSG00000118133	ENSMUST00000238142	97486_at
ENSMUSG00000002068	ENSMUST00000108023	103034_at
ENSMUSG00000002068	ENSMUST00000128785	103034_at
ENSMUSG00000002068	ENSMUST00000137097	103034_at
ENSMUSG00000020911	ENSMUST00000007317	92550_at
ENSMUSG00000020911	ENSMUST00000126460	92550_at
ENSMUSG00000020911	ENSMUST00000125888	92550_at
ENSMUSG00000085666	ENSMUST00000121229	101540_at
ENSMUSG00000035799	ENSMUST00000049089	98028_at
ENSMUSG00000015750	ENSMUST00000015894	98078_at
ENSMUSG00000015750	ENSMUST00000056710	98078_at
ENSMUSG00000015750	ENSMUST00000197232	98078_at
ENSMUSG00000025580	ENSMUST00000026667	101485_at
ENSMUSG00000025580	ENSMUST00000129044	101485_at
ENSMUSG00000025580	ENSMUST00000138849	101485_at
ENSMUSG00000036613	ENSMUST00000221877	160587_at
ENSMUSG00000036613	ENSMUST00000035657	160587_at
ENSMUSG00000036613	ENSMUST00000221574	160587_at
ENSMUSG00000036613	ENSMUST00000220878	160587_at
ENSMUSG00000029810	ENSMUST00000166247	97885_at
ENSMUSG00000029810	ENSMUST00000164733	97885_at
ENSMUSG00000029810	ENSMUST00000101429	97885_at
ENSMUSG00000029810	ENSMUST00000203355	97885_at
ENSMUSG00000029810	ENSMUST00000204073	97885_at
ENSMUSG00000029810	ENSMUST00000204783	97885_at
ENSMUSG00000029810	ENSMUST00000205159	97885_at
ENSMUSG00000029810	ENSMUST00000203229	97885_at
ENSMUSG00000029810	ENSMUST00000205147	97885_at
ENSMUSG00000029810	ENSMUST00000203265	97885_at
ENSMUSG00000029810	ENSMUST00000203501	97885_at
ENSMUSG00000029810	ENSMUST00000203618	97885_at
ENSMUSG00000024660	ENSMUST00000025562	104468_at
ENSMUSG00000024660	ENSMUST00000025562	93758_at
ENSMUSG00000024660	ENSMUST00000238129	104468_at
ENSMUSG00000024660	ENSMUST00000238129	93758_at
ENSMUSG00000024660	ENSMUST00000238004	93758_at
ENSMUSG00000024660	ENSMUST00000237439	104468_at
ENSMUSG00000024660	ENSMUST00000237439	93758_at
ENSMUSG00000024660	ENSMUST00000237725	104468_at
ENSMUSG00000024660	ENSMUST00000237147	104468_at
ENSMUSG00000084353	ENSMUST00000119877	97527_at
ENSMUSG00000018907	ENSMUST00000019051	102269_at
ENSMUSG00000006007	ENSMUST00000191228	94139_at
ENSMUSG00000006007	ENSMUST00000186572	94139_at
ENSMUSG00000006007	ENSMUST00000185698	94139_at
ENSMUSG00000006007	ENSMUST00000165062	94139_at
ENSMUSG00000058499	ENSMUST00000075351	94151_at
ENSMUSG00000058499	ENSMUST00000203244	94151_at
ENSMUSG00000058499	ENSMUST00000204575	94151_at
ENSMUSG00000112987	ENSMUST00000222563	104641_f_at
ENSMUSG00000074218	ENSMUST00000098594	102749_at
ENSMUSG00000074218	ENSMUST00000208441	102749_at
ENSMUSG00000021335	ENSMUST00000110413	96077_at
ENSMUSG00000021335	ENSMUST00000110413	96078_g_at
ENSMUSG00000021335	ENSMUST00000006785	96077_at
ENSMUSG00000021335	ENSMUST00000006785	96078_g_at
ENSMUSG00000095423	ENSMUST00000179232	102818_at
ENSMUSG00000095546	ENSMUST00000119362	102818_at
ENSMUSG00000095546	ENSMUST00000178745	102818_at
ENSMUSG00000030168	ENSMUST00000032272	104605_at
ENSMUSG00000030168	ENSMUST00000169744	104605_at
ENSMUSG00000031157	ENSMUST00000033497	93010_at
ENSMUSG00000031157	ENSMUST00000115655	93010_at
ENSMUSG00000031157	ENSMUST00000115654	93010_at
ENSMUSG00000031157	ENSMUST00000156741	93010_at
ENSMUSG00000031157	ENSMUST00000154552	93010_at
ENSMUSG00000114120	ENSMUST00000220456	104641_f_at
ENSMUSG00000114120	ENSMUST00000220456	102120_f_at
ENSMUSG00000046324	ENSMUST00000159692	94967_at
ENSMUSG00000046324	ENSMUST00000054083	94967_at
ENSMUSG00000037331	ENSMUST00000071487	94260_at
ENSMUSG00000037331	ENSMUST00000178636	94260_at
ENSMUSG00000095321	ENSMUST00000178887	102818_at
ENSMUSG00000023235	ENSMUST00000155797	101403_at
ENSMUSG00000023235	ENSMUST00000127460	101403_at
ENSMUSG00000023235	ENSMUST00000024004	101403_at
ENSMUSG00000029368	ENSMUST00000031314	94777_at
ENSMUSG00000033916	ENSMUST00000210587	97841_at
ENSMUSG00000033916	ENSMUST00000209487	97841_at
ENSMUSG00000033916	ENSMUST00000005711	97841_at
ENSMUSG00000027346	ENSMUST00000127712	98942_r_at
ENSMUSG00000027346	ENSMUST00000148833	98942_r_at
ENSMUSG00000027346	ENSMUST00000110136	98942_r_at
ENSMUSG00000027346	ENSMUST00000060955	98942_r_at
ENSMUSG00000027346	ENSMUST00000149854	98942_r_at
ENSMUSG00000027346	ENSMUST00000145694	98942_r_at
ENSMUSG00000027346	ENSMUST00000110142	98942_r_at
ENSMUSG00000030942	ENSMUST00000033236	94426_at
ENSMUSG00000086235	ENSMUST00000140995	102217_at
ENSMUSG00000066693	ENSMUST00000085919	95441_at
ENSMUSG00000029141	ENSMUST00000202214	93396_at
ENSMUSG00000029141	ENSMUST00000202950	93396_at
ENSMUSG00000029141	ENSMUST00000201925	93396_at
ENSMUSG00000029141	ENSMUST00000202299	93396_at
ENSMUSG00000029141	ENSMUST00000202273	93396_at
ENSMUSG00000029141	ENSMUST00000201789	93396_at
ENSMUSG00000029141	ENSMUST00000114533	93396_at
ENSMUSG00000030830	ENSMUST00000117762	94764_at
ENSMUSG00000030830	ENSMUST00000106306	94764_at
ENSMUSG00000030830	ENSMUST00000118405	94764_at
ENSMUSG00000030830	ENSMUST00000170971	94764_at
ENSMUSG00000067919	ENSMUST00000075775	95346_at
ENSMUSG00000040028	ENSMUST00000098950	94001_at
ENSMUSG00000040028	ENSMUST00000209010	94001_at
ENSMUSG00000022744	ENSMUST00000023426	160228_at
ENSMUSG00000022744	ENSMUST00000162057	160228_at
ENSMUSG00000022744	ENSMUST00000159829	160228_at
ENSMUSG00000022744	ENSMUST00000162249	160228_at
ENSMUSG00000008035	ENSMUST00000144356	95134_at
ENSMUSG00000008035	ENSMUST00000144356	95135_at
ENSMUSG00000008035	ENSMUST00000115524	95134_at
ENSMUSG00000008035	ENSMUST00000115524	95135_at
ENSMUSG00000008035	ENSMUST00000008179	95134_at
ENSMUSG00000008035	ENSMUST00000008179	95135_at
ENSMUSG00000008035	ENSMUST00000156321	95134_at
ENSMUSG00000008035	ENSMUST00000156321	95135_at
ENSMUSG00000018634	ENSMUST00000093925	95290_at
ENSMUSG00000039910	ENSMUST00000038107	101973_at
ENSMUSG00000039910	ENSMUST00000219558	101973_at
ENSMUSG00000039910	ENSMUST00000218370	101973_at
ENSMUSG00000094017	ENSMUST00000118441	93250_r_at
ENSMUSG00000100153	ENSMUST00000118909	101482_at
ENSMUSG00000109879	ENSMUST00000210294	97177_at
ENSMUSG00000037440	ENSMUST00000041416	104165_at
ENSMUSG00000096403	ENSMUST00000178598	93518_at
ENSMUSG00000117974	ENSMUST00000238030	101315_at
ENSMUSG00000117974	ENSMUST00000236459	101315_at
ENSMUSG00000024312	ENSMUST00000025170	104702_at
ENSMUSG00000006920	ENSMUST00000107284	100486_at
ENSMUSG00000006920	ENSMUST00000107285	100486_at
ENSMUSG00000116825	ENSMUST00000231787	100686_at
ENSMUSG00000041378	ENSMUST00000043577	104516_at
ENSMUSG00000060803	ENSMUST00000169613	99583_at
ENSMUSG00000060803	ENSMUST00000236211	99583_at
ENSMUSG00000060803	ENSMUST00000237893	99583_at
ENSMUSG00000060803	ENSMUST00000236311	99583_at
ENSMUSG00000060803	ENSMUST00000237982	99583_at
ENSMUSG00000060803	ENSMUST00000237239	99583_at
ENSMUSG00000060803	ENSMUST00000237273	99583_at
ENSMUSG00000060803	ENSMUST00000235711	99583_at
ENSMUSG00000060803	ENSMUST00000237773	99583_at
ENSMUSG00000059208	ENSMUST00000148178	96266_at
ENSMUSG00000059208	ENSMUST00000114385	96266_at
