Gene stable ID	Transcript stable ID	AFFY Rhesus probe
ENSMMUG00000052841	ENSMMUT00000085755	MmuSTS.2816.1.S1_at
ENSMMUG00000010653	ENSMMUT00000014900	MmugDNA.25454.1.S1_at
ENSMMUG00000018880	ENSMMUT00000026541	MmugDNA.37575.1.S1_at
ENSMMUG00000018880	ENSMMUT00000096427	MmugDNA.190.1.S1_at
ENSMMUG00000018880	ENSMMUT00000096427	MmugDNA.37575.1.S1_at
ENSMMUG00000022449	ENSMMUT00000042255	MmugDNA.10333.1.S1_at
ENSMMUG00000022449	ENSMMUT00000031573	MmugDNA.10333.1.S1_at
ENSMMUG00000002209	ENSMMUT00000093201	MmugDNA.33948.1.S1_at
ENSMMUG00000002209	ENSMMUT00000093201	MmugDNA.33950.1.S1_at
ENSMMUG00000002209	ENSMMUT00000079620	MmugDNA.33948.1.S1_at
ENSMMUG00000002209	ENSMMUT00000079620	MmugDNA.33950.1.S1_at
ENSMMUG00000002209	ENSMMUT00000003126	MmugDNA.33948.1.S1_at
ENSMMUG00000002209	ENSMMUT00000003126	MmugDNA.33950.1.S1_at
ENSMMUG00000002209	ENSMMUT00000003127	MmugDNA.33948.1.S1_at
ENSMMUG00000002209	ENSMMUT00000003127	MmugDNA.33950.1.S1_at
ENSMMUG00000028947	ENSMMUT00000013515	MmugDNA.36912.1.S1_at
ENSMMUG00000028947	ENSMMUT00000013515	Mmu.2136.1.S1_at
ENSMMUG00000021746	ENSMMUT00000030606	MmugDNA.25512.1.S1_at
ENSMMUG00000021746	ENSMMUT00000060315	MmugDNA.25512.1.S1_at
ENSMMUG00000014982	ENSMMUT00000021002	MmugDNA.35598.1.S1_at
ENSMMUG00000009323	ENSMMUT00000064855	MmugDNA.13024.1.S1_at
ENSMMUG00000009323	ENSMMUT00000064855	MmugDNA.14863.1.S1_at
ENSMMUG00000009323	ENSMMUT00000064855	MmugDNA.9095.1.S1_at
ENSMMUG00000009323	ENSMMUT00000064855	MmugDNA.34045.1.S1_at
ENSMMUG00000020629	ENSMMUT00000029024	MmugDNA.28330.1.S1_at
ENSMMUG00000020629	ENSMMUT00000029024	MmugDNA.9270.1.S1_at
ENSMMUG00000019214	ENSMMUT00000026993	MmugDNA.27960.1.S1_at
ENSMMUG00000019214	ENSMMUT00000026991	MmugDNA.27962.1.S1_at
ENSMMUG00000019214	ENSMMUT00000026991	MmuSTS.2083.1.S1_at
ENSMMUG00000019214	ENSMMUT00000026991	Mmu.10300.2.S1_at
ENSMMUG00000019214	ENSMMUT00000026991	MmugDNA.27960.1.S1_at
ENSMMUG00000019214	ENSMMUT00000026990	MmugDNA.27960.1.S1_at
ENSMMUG00000019214	ENSMMUT00000026998	MmugDNA.27960.1.S1_at
ENSMMUG00000019214	ENSMMUT00000095141	MmugDNA.27960.1.S1_at
ENSMMUG00000038996	ENSMMUT00000094657	MmugDNA.34669.1.S1_at
ENSMMUG00000038996	ENSMMUT00000067137	MmugDNA.34669.1.S1_at
ENSMMUG00000038996	ENSMMUT00000101733	MmugDNA.34669.1.S1_at
ENSMMUG00000011790	ENSMMUT00000076570	MmugDNA.3775.1.S1_at
ENSMMUG00000011790	ENSMMUT00000016523	MmugDNA.3775.1.S1_at
ENSMMUG00000011790	ENSMMUT00000079021	MmugDNA.3775.1.S1_at
ENSMMUG00000007449	ENSMMUT00000010408	MmugDNA.25418.1.S1_s_at
ENSMMUG00000007449	ENSMMUT00000042971	MmugDNA.25418.1.S1_s_at
ENSMMUG00000007449	ENSMMUT00000073276	MmugDNA.25418.1.S1_s_at
ENSMMUG00000061341	ENSMMUT00000102011	MmugDNA.22233.1.S1_at
ENSMMUG00000064856	ENSMMUT00000089669	MmugDNA.34905.1.S1_at
ENSMMUG00000019938	ENSMMUT00000028011	MmugDNA.5570.1.S1_at
ENSMMUG00000019938	ENSMMUT00000028011	MmuSTS.762.1.S1_at
ENSMMUG00000019938	ENSMMUT00000028009	MmugDNA.5570.1.S1_at
ENSMMUG00000019938	ENSMMUT00000028009	MmuSTS.762.1.S1_at
ENSMMUG00000019938	ENSMMUT00000028012	MmugDNA.5570.1.S1_at
ENSMMUG00000019938	ENSMMUT00000028012	MmuSTS.762.1.S1_at
ENSMMUG00000019938	ENSMMUT00000070368	MmugDNA.5570.1.S1_at
ENSMMUG00000019938	ENSMMUT00000070368	MmuSTS.762.1.S1_at
ENSMMUG00000019938	ENSMMUT00000076888	MmugDNA.5570.1.S1_at
ENSMMUG00000019938	ENSMMUT00000076888	MmugDNA.29291.1.S1_at
ENSMMUG00000019938	ENSMMUT00000076888	MmuSTS.762.1.S1_at
ENSMMUG00000019938	ENSMMUT00000029694	MmugDNA.29291.1.S1_at
ENSMMUG00000019938	ENSMMUT00000087118	MmugDNA.5570.1.S1_at
ENSMMUG00000019938	ENSMMUT00000087118	MmugDNA.29291.1.S1_at
ENSMMUG00000019938	ENSMMUT00000087118	MmuSTS.762.1.S1_at
ENSMMUG00000019938	ENSMMUT00000028013	MmugDNA.29291.1.S1_at
ENSMMUG00000007727	ENSMMUT00000077746	MmugDNA.42881.1.S1_at
ENSMMUG00000007727	ENSMMUT00000010816	MmugDNA.42881.1.S1_at
ENSMMUG00000007727	ENSMMUT00000064821	MmugDNA.42881.1.S1_at
ENSMMUG00000007727	ENSMMUT00000072938	MmugDNA.42881.1.S1_at
ENSMMUG00000021218	ENSMMUT00000029858	MmugDNA.27959.1.S1_at
ENSMMUG00000021218	ENSMMUT00000029858	MmugDNA.28711.1.S1_at
ENSMMUG00000021218	ENSMMUT00000029856	MmugDNA.27959.1.S1_at
ENSMMUG00000021218	ENSMMUT00000029856	MmuSTS.1967.1.S1_at
ENSMMUG00000021218	ENSMMUT00000029856	MmugDNA.28711.1.S1_at
ENSMMUG00000062885	ENSMMUT00000108869	MmugDNA.38601.1.S1_at
ENSMMUG00000005761	ENSMMUT00000008089	MmugDNA.36760.1.S1_s_at
ENSMMUG00000009602	ENSMMUT00000013401	MmugDNA.32616.1.S1_at
ENSMMUG00000009602	ENSMMUT00000013401	MmugDNA.33861.1.S1_at
ENSMMUG00000009602	ENSMMUT00000056601	MmugDNA.32616.1.S1_at
ENSMMUG00000009602	ENSMMUT00000056601	MmugDNA.33861.1.S1_at
ENSMMUG00000009602	ENSMMUT00000086909	MmugDNA.32616.1.S1_at
ENSMMUG00000041442	ENSMMUT00000013193	MmugDNA.9146.1.S1_x_at
ENSMMUG00000041442	ENSMMUT00000018656	MmugDNA.9146.1.S1_x_at
ENSMMUG00000041442	ENSMMUT00000038355	MmuSTS.2816.1.S1_at
ENSMMUG00000007395	ENSMMUT00000010343	MmuSTS.2155.1.S1_at
ENSMMUG00000007395	ENSMMUT00000010343	MmugDNA.17946.1.S1_s_at
ENSMMUG00000007395	ENSMMUT00000085150	MmuSTS.2155.1.S1_at
ENSMMUG00000007395	ENSMMUT00000085150	MmugDNA.17946.1.S1_s_at
ENSMMUG00000005919	ENSMMUT00000066327	MmuSTS.3145.1.S1_at
ENSMMUG00000005919	ENSMMUT00000027814	MmuSTS.3145.1.S1_at
ENSMMUG00000005919	ENSMMUT00000008284	MmuSTS.3145.1.S1_at
ENSMMUG00000005919	ENSMMUT00000067219	MmuSTS.3145.1.S1_at
ENSMMUG00000005919	ENSMMUT00000039530	MmuSTS.3145.1.S1_at
ENSMMUG00000023388	ENSMMUT00000032908	MmugDNA.42265.1.S1_at
ENSMMUG00000012875	ENSMMUT00000018063	MmugDNA.23251.1.S1_at
ENSMMUG00000012875	ENSMMUT00000018063	MmugDNA.20363.1.S1_at
ENSMMUG00000012875	ENSMMUT00000080672	MmugDNA.23251.1.S1_at
ENSMMUG00000012875	ENSMMUT00000080672	MmugDNA.20363.1.S1_at
ENSMMUG00000014984	ENSMMUT00000021007	MmugDNA.22144.1.S1_at
ENSMMUG00000022207	ENSMMUT00000031233	MmuSTS.1678.1.S1_at
ENSMMUG00000005339	ENSMMUT00000097463	MmugDNA.36736.1.S1_at
ENSMMUG00000005339	ENSMMUT00000003248	MmugDNA.36736.1.S1_at
ENSMMUG00000005339	ENSMMUT00000003245	MmugDNA.36736.1.S1_at
ENSMMUG00000005339	ENSMMUT00000007515	MmugDNA.36736.1.S1_at
ENSMMUG00000003060	ENSMMUT00000107558	MmugDNA.37546.1.S1_at
ENSMMUG00000003060	ENSMMUT00000004329	MmugDNA.37546.1.S1_at
ENSMMUG00000052530	ENSMMUT00000098138	MmugDNA.4732.1.S1_at
ENSMMUG00000055942	ENSMMUT00000098419	MmugDNA.2218.1.S1_at
ENSMMUG00000055942	ENSMMUT00000099031	MmugDNA.2218.1.S1_at
ENSMMUG00000055942	ENSMMUT00000095637	MmugDNA.2218.1.S1_at
ENSMMUG00000015692	ENSMMUT00000022023	MmugDNA.9169.1.S1_at
ENSMMUG00000020547	ENSMMUT00000028912	MmugDNA.22391.1.S1_at
ENSMMUG00000020547	ENSMMUT00000095273	MmugDNA.41220.1.S1_at
ENSMMUG00000020547	ENSMMUT00000095273	MmugDNA.22391.1.S1_at
ENSMMUG00000020547	ENSMMUT00000046861	MmugDNA.41220.1.S1_at
ENSMMUG00000020547	ENSMMUT00000046861	MmugDNA.22391.1.S1_at
ENSMMUG00000016746	ENSMMUT00000023525	MmugDNA.16534.1.S1_at
ENSMMUG00000010823	ENSMMUT00000100274	MmugDNA.24753.1.S1_at
ENSMMUG00000010823	ENSMMUT00000067602	MmugDNA.24753.1.S1_at
ENSMMUG00000010823	ENSMMUT00000108623	MmugDNA.24753.1.S1_at
ENSMMUG00000010823	ENSMMUT00000096174	MmugDNA.24753.1.S1_at
ENSMMUG00000010823	ENSMMUT00000015141	MmugDNA.24753.1.S1_at
ENSMMUG00000010823	ENSMMUT00000015142	MmugDNA.24753.1.S1_at
ENSMMUG00000019097	ENSMMUT00000026837	MmugDNA.2154.1.S1_at
ENSMMUG00000019097	ENSMMUT00000026837	MmugDNA.41993.1.S1_at
ENSMMUG00000019097	ENSMMUT00000026839	MmugDNA.2154.1.S1_at
ENSMMUG00000019097	ENSMMUT00000026839	MmugDNA.41993.1.S1_at
ENSMMUG00000011839	ENSMMUT00000098606	MmugDNA.14368.1.S1_at
ENSMMUG00000011839	ENSMMUT00000016586	MmugDNA.14368.1.S1_at
ENSMMUG00000017319	ENSMMUT00000024349	MmugDNA.39801.1.S1_at
ENSMMUG00000017319	ENSMMUT00000024349	MmugDNA.14951.1.S1_s_at
ENSMMUG00000017209	ENSMMUT00000024189	MmugDNA.18559.1.S1_at
ENSMMUG00000017209	ENSMMUT00000084913	MmugDNA.18559.1.S1_at
ENSMMUG00000017209	ENSMMUT00000080435	MmugDNA.18559.1.S1_at
ENSMMUG00000052011	ENSMMUT00000108672	MmuSTS.4607.1.S1_at
ENSMMUG00000052011	ENSMMUT00000108672	MmugDNA.12639.1.S1_at
ENSMMUG00000044756	ENSMMUT00000077273	MmugDNA.18370.1.S1_at
ENSMMUG00000044756	ENSMMUT00000077273	MmugDNA.17254.1.S1_at
ENSMMUG00000040202	ENSMMUT00000063615	MmugDNA.25199.1.S1_at
ENSMMUG00000020817	ENSMMUT00000029286	MmugDNA.15462.1.S1_at
ENSMMUG00000007779	ENSMMUT00000010895	MmugDNA.38601.1.S1_at
ENSMMUG00000051333	ENSMMUT00000108844	MmugDNA.10705.1.S1_at
ENSMMUG00000051333	ENSMMUT00000108844	MmugDNA.25431.1.S1_at
ENSMMUG00000051333	ENSMMUT00000108844	MmugDNA.9908.1.S1_at
ENSMMUG00000051333	ENSMMUT00000108844	MmugDNA.13621.1.S1_at
ENSMMUG00000051333	ENSMMUT00000086201	MmugDNA.10705.1.S1_at
ENSMMUG00000051333	ENSMMUT00000086201	MmugDNA.25431.1.S1_at
ENSMMUG00000051333	ENSMMUT00000086201	MmugDNA.9908.1.S1_at
ENSMMUG00000051333	ENSMMUT00000086201	MmugDNA.13621.1.S1_at
ENSMMUG00000011715	ENSMMUT00000061461	MmugDNA.27120.1.S1_at
ENSMMUG00000064898	ENSMMUT00000094965	MmunewRS.375.1.S1_at
ENSMMUG00000018973	ENSMMUT00000026672	MmugDNA.11115.1.S1_s_at
ENSMMUG00000018973	ENSMMUT00000026672	MmugDNA.11115.1.S1_at
ENSMMUG00000018973	ENSMMUT00000109275	MmugDNA.11115.1.S1_s_at
ENSMMUG00000018973	ENSMMUT00000109275	MmugDNA.11115.1.S1_at
ENSMMUG00000031468	ENSMMUT00000045359	MmugDNA.17583.1.S1_at
ENSMMUG00000015826	ENSMMUT00000022234	MmugDNA.17498.1.S1_at
ENSMMUG00000015826	ENSMMUT00000022234	MmugDNA.1571.1.S1_at
ENSMMUG00000059386	ENSMMUT00000102531	MmuSTS.83.1.S1_at
ENSMMUG00000059386	ENSMMUT00000102531	MmugDNA.4652.1.S1_at
ENSMMUG00000018464	ENSMMUT00000025956	MmugDNA.26324.1.S1_at
ENSMMUG00000018881	ENSMMUT00000026544	MmugDNA.23041.1.S1_at
ENSMMUG00000018881	ENSMMUT00000107923	MmugDNA.23041.1.S1_at
ENSMMUG00000019628	ENSMMUT00000027570	MmuSTS.4681.1.S1_at
ENSMMUG00000019628	ENSMMUT00000019846	MmuSTS.4681.1.S1_at
ENSMMUG00000019628	ENSMMUT00000044554	MmuSTS.4681.1.S1_at
ENSMMUG00000019628	ENSMMUT00000065732	MmuSTS.4681.1.S1_at
ENSMMUG00000016902	ENSMMUT00000042796	MmugDNA.99.1.S1_at
ENSMMUG00000016902	ENSMMUT00000042796	MmuSTS.1265.1.S1_at
ENSMMUG00000052802	ENSMMUT00000097997	MmugDNA.25675.1.S1_at
ENSMMUG00000052802	ENSMMUT00000097997	MmugDNA.27340.1.S1_at
ENSMMUG00000005352	ENSMMUT00000007534	MmugDNA.14904.1.S1_at
ENSMMUG00000005352	ENSMMUT00000007534	MmugDNA.39763.1.S1_at
ENSMMUG00000005352	ENSMMUT00000007534	MmugDNA.39762.1.S1_at
ENSMMUG00000005352	ENSMMUT00000040939	MmugDNA.14904.1.S1_at
ENSMMUG00000005352	ENSMMUT00000040939	MmugDNA.39763.1.S1_at
ENSMMUG00000005352	ENSMMUT00000040939	MmugDNA.39762.1.S1_at
ENSMMUG00000016907	ENSMMUT00000023747	MmugDNA.38388.1.S1_at
ENSMMUG00000009268	ENSMMUT00000012956	MmugDNA.11696.1.S1_at
ENSMMUG00000009268	ENSMMUT00000012954	MmugDNA.11696.1.S1_at
ENSMMUG00000000198	ENSMMUT00000069919	MmugDNA.12382.1.S1_at
ENSMMUG00000000198	ENSMMUT00000069919	MmugDNA.40016.1.S1_at
ENSMMUG00000015101	ENSMMUT00000021160	MmugDNA.15584.1.S1_at
ENSMMUG00000002424	ENSMMUT00000003447	MmugDNA.38728.1.S1_at
ENSMMUG00000002424	ENSMMUT00000003447	MmugDNA.42327.1.S1_at
ENSMMUG00000002424	ENSMMUT00000012896	MmugDNA.39260.1.S1_at
ENSMMUG00000002424	ENSMMUT00000066235	MmugDNA.38726.1.S1_at
ENSMMUG00000002424	ENSMMUT00000066235	MmugDNA.39260.1.S1_at
ENSMMUG00000002151	ENSMMUT00000072295	MmugDNA.4703.1.S1_at
ENSMMUG00000002151	ENSMMUT00000096153	MmugDNA.4703.1.S1_at
ENSMMUG00000002151	ENSMMUT00000003038	MmugDNA.4703.1.S1_at
ENSMMUG00000002151	ENSMMUT00000091175	MmugDNA.4703.1.S1_at
ENSMMUG00000009677	ENSMMUT00000075133	MmugDNA.33982.1.S1_at
ENSMMUG00000009677	ENSMMUT00000075133	MmugDNA.30687.1.S1_at
ENSMMUG00000009677	ENSMMUT00000061409	MmugDNA.33982.1.S1_at
ENSMMUG00000009677	ENSMMUT00000061409	MmugDNA.30687.1.S1_at
ENSMMUG00000009677	ENSMMUT00000061409	MmugDNA.11343.1.S1_s_at
ENSMMUG00000009677	ENSMMUT00000072050	MmugDNA.33982.1.S1_at
ENSMMUG00000009677	ENSMMUT00000072050	MmugDNA.30687.1.S1_at
ENSMMUG00000009677	ENSMMUT00000072050	MmugDNA.11343.1.S1_s_at
ENSMMUG00000009677	ENSMMUT00000013512	MmugDNA.33982.1.S1_at
ENSMMUG00000009677	ENSMMUT00000013512	MmugDNA.30687.1.S1_at
ENSMMUG00000009719	ENSMMUT00000013572	MmugDNA.4422.1.S1_s_at
ENSMMUG00000054251	ENSMMUT00000086337	MmugDNA.35308.1.S1_at
ENSMMUG00000006066	ENSMMUT00000061313	MmugDNA.36523.1.S1_at
ENSMMUG00000058306	ENSMMUT00000025472	MmugDNA.16362.1.S1_at
ENSMMUG00000008575	ENSMMUT00000080134	MmugDNA.19069.1.S1_at
ENSMMUG00000008575	ENSMMUT00000080134	MmugDNA.27823.1.S1_at
ENSMMUG00000008575	ENSMMUT00000080134	MmugDNA.7437.1.S1_at
ENSMMUG00000008575	ENSMMUT00000093863	MmugDNA.19069.1.S1_at
ENSMMUG00000008575	ENSMMUT00000093863	MmugDNA.27823.1.S1_at
ENSMMUG00000008575	ENSMMUT00000006141	MmugDNA.19069.1.S1_at
ENSMMUG00000008575	ENSMMUT00000006141	MmugDNA.27823.1.S1_at
ENSMMUG00000008575	ENSMMUT00000081888	MmugDNA.19069.1.S1_at
ENSMMUG00000008575	ENSMMUT00000081888	MmugDNA.27823.1.S1_at
ENSMMUG00000008575	ENSMMUT00000103005	MmugDNA.19069.1.S1_at
ENSMMUG00000008575	ENSMMUT00000103005	MmugDNA.27823.1.S1_at
ENSMMUG00000008575	ENSMMUT00000011990	MmugDNA.19069.1.S1_at
ENSMMUG00000008575	ENSMMUT00000011990	MmugDNA.27823.1.S1_at
ENSMMUG00000008575	ENSMMUT00000093440	MmugDNA.19069.1.S1_at
ENSMMUG00000008575	ENSMMUT00000093440	MmugDNA.27823.1.S1_at
ENSMMUG00000031914	ENSMMUT00000021008	MmugDNA.37974.1.S1_at
ENSMMUG00000044243	ENSMMUT00000031621	MmuSTS.3334.1.S1_at
ENSMMUG00000044243	ENSMMUT00000031621	MmugDNA.12766.1.S1_at
ENSMMUG00000044243	ENSMMUT00000031621	MmugDNA.40513.1.S1_at
ENSMMUG00000044243	ENSMMUT00000031621	MmugDNA.12766.1.S1_s_at
ENSMMUG00000015871	ENSMMUT00000022305	MmuSTS.3887.1.S1_at
ENSMMUG00000015871	ENSMMUT00000022304	MmuSTS.3887.1.S1_at
ENSMMUG00000023389	ENSMMUT00000042413	MmuSTS.1266.1.S1_s_at
ENSMMUG00000023389	ENSMMUT00000105715	MmuSTS.1266.1.S1_s_at
ENSMMUG00000023389	ENSMMUT00000093664	MmuSTS.1266.1.S1_s_at
ENSMMUG00000014512	ENSMMUT00000057504	MmugDNA.35070.1.S1_at
ENSMMUG00000004574	ENSMMUT00000006468	MmugDNA.4791.1.S1_at
ENSMMUG00000004574	ENSMMUT00000085498	MmugDNA.4791.1.S1_at
ENSMMUG00000004574	ENSMMUT00000077237	MmugDNA.4791.1.S1_at
ENSMMUG00000009715	ENSMMUT00000086367	MmugDNA.31444.1.S1_x_at
ENSMMUG00000009715	ENSMMUT00000086367	MmugDNA.31444.1.S1_s_at
ENSMMUG00000009715	ENSMMUT00000013564	MmugDNA.31444.1.S1_x_at
ENSMMUG00000009715	ENSMMUT00000013564	MmugDNA.31444.1.S1_s_at
ENSMMUG00000030424	ENSMMUT00000063759	MmugDNA.29365.1.S1_at
ENSMMUG00000022938	ENSMMUT00000055477	MmuSTS.4469.1.S1_s_at
ENSMMUG00000022938	ENSMMUT00000055477	MmuSTS.4469.1.S1_at
ENSMMUG00000022938	ENSMMUT00000038467	MmuSTS.4469.1.S1_s_at
ENSMMUG00000022938	ENSMMUT00000032287	MmuSTS.4469.1.S1_s_at
ENSMMUG00000022938	ENSMMUT00000032287	MmuSTS.4469.1.S1_at
ENSMMUG00000013614	ENSMMUT00000083750	MmuSTS.2412.1.S1_at
ENSMMUG00000013614	ENSMMUT00000098348	MmuSTS.2412.1.S1_at
ENSMMUG00000013614	ENSMMUT00000019116	MmuSTS.2412.1.S1_at
ENSMMUG00000013614	ENSMMUT00000087736	MmuSTS.2412.1.S1_at
ENSMMUG00000022463	ENSMMUT00000062931	Mmu.5240.1.S1_at
ENSMMUG00000022463	ENSMMUT00000062931	MmugDNA.18605.1.S1_at
ENSMMUG00000022463	ENSMMUT00000062931	MmugDNA.16169.1.S1_at
ENSMMUG00000022463	ENSMMUT00000062931	MmugDNA.24821.1.S1_s_at
ENSMMUG00000022463	ENSMMUT00000097949	Mmu.5240.1.S1_at
ENSMMUG00000022463	ENSMMUT00000097949	MmugDNA.18605.1.S1_at
ENSMMUG00000022463	ENSMMUT00000097949	MmugDNA.16169.1.S1_at
ENSMMUG00000022463	ENSMMUT00000097949	MmugDNA.24821.1.S1_s_at
ENSMMUG00000022463	ENSMMUT00000092864	Mmu.5240.1.S1_at
ENSMMUG00000022463	ENSMMUT00000092864	MmugDNA.16169.1.S1_at
ENSMMUG00000022463	ENSMMUT00000092864	MmugDNA.24821.1.S1_s_at
ENSMMUG00000022463	ENSMMUT00000031584	Mmu.5240.1.S1_at
ENSMMUG00000022463	ENSMMUT00000031584	MmugDNA.16169.1.S1_at
ENSMMUG00000022463	ENSMMUT00000031584	MmugDNA.24821.1.S1_s_at
ENSMMUG00000022463	ENSMMUT00000031594	MmugDNA.18605.1.S1_at
ENSMMUG00000022463	ENSMMUT00000031594	MmugDNA.24821.1.S1_s_at
ENSMMUG00000022463	ENSMMUT00000031595	MmugDNA.18605.1.S1_at
ENSMMUG00000022463	ENSMMUT00000031595	MmugDNA.24821.1.S1_s_at
ENSMMUG00000022463	ENSMMUT00000031593	MmugDNA.18605.1.S1_at
ENSMMUG00000022463	ENSMMUT00000031593	MmugDNA.36585.1.S1_at
ENSMMUG00000022463	ENSMMUT00000031593	MmuSTS.3353.1.S1_at
ENSMMUG00000022463	ENSMMUT00000031593	MmugDNA.24821.1.S1_s_at
ENSMMUG00000022463	ENSMMUT00000031592	MmugDNA.18605.1.S1_at
ENSMMUG00000022463	ENSMMUT00000031592	MmugDNA.36585.1.S1_at
ENSMMUG00000022463	ENSMMUT00000031592	MmuSTS.3353.1.S1_at
ENSMMUG00000022463	ENSMMUT00000031592	MmugDNA.24821.1.S1_s_at
ENSMMUG00000059843	ENSMMUT00000082568	MmugDNA.6914.1.S1_at
ENSMMUG00000006563	ENSMMUT00000009192	MmugDNA.19377.1.S1_at
ENSMMUG00000008872	ENSMMUT00000107191	MmugDNA.29030.1.S1_at
ENSMMUG00000008872	ENSMMUT00000012406	MmugDNA.29030.1.S1_at
ENSMMUG00000008872	ENSMMUT00000096788	MmugDNA.29030.1.S1_at
ENSMMUG00000017294	ENSMMUT00000104994	MmugDNA.3276.1.S1_at
ENSMMUG00000017294	ENSMMUT00000104517	MmugDNA.3276.1.S1_at
ENSMMUG00000017294	ENSMMUT00000024307	MmugDNA.3276.1.S1_at
ENSMMUG00000003357	ENSMMUT00000004743	MmugDNA.6208.1.S1_at
ENSMMUG00000003357	ENSMMUT00000004743	MmugDNA.35302.1.S1_at
ENSMMUG00000003357	ENSMMUT00000004743	MmugDNA.6208.1.S1_s_at
ENSMMUG00000003357	ENSMMUT00000004745	MmugDNA.6208.1.S1_at
ENSMMUG00000003357	ENSMMUT00000004745	MmugDNA.35302.1.S1_at
ENSMMUG00000003357	ENSMMUT00000004745	MmugDNA.6208.1.S1_s_at
ENSMMUG00000009604	ENSMMUT00000013403	MmugDNA.26627.1.S1_at
ENSMMUG00000056406	ENSMMUT00000081215	MmugDNA.15672.1.S1_at
ENSMMUG00000056406	ENSMMUT00000081215	MmugDNA.17735.1.S1_at
ENSMMUG00000056406	ENSMMUT00000029593	MmugDNA.15672.1.S1_at
ENSMMUG00000056406	ENSMMUT00000029593	MmugDNA.17735.1.S1_at
ENSMMUG00000056406	ENSMMUT00000103531	MmugDNA.15672.1.S1_at
ENSMMUG00000056406	ENSMMUT00000103531	MmugDNA.17735.1.S1_at
ENSMMUG00000063858	ENSMMUT00000099160	MmugDNA.25785.1.S1_at
ENSMMUG00000022514	ENSMMUT00000103599	MmugDNA.3721.1.S1_at
ENSMMUG00000022514	ENSMMUT00000103599	MmugDNA.12865.1.S1_at
ENSMMUG00000022514	ENSMMUT00000103599	MmugDNA.9437.1.S1_at
ENSMMUG00000022514	ENSMMUT00000031677	MmugDNA.3721.1.S1_at
ENSMMUG00000022514	ENSMMUT00000031677	MmugDNA.9437.1.S1_at
ENSMMUG00000022514	ENSMMUT00000080382	MmugDNA.3721.1.S1_at
ENSMMUG00000022514	ENSMMUT00000080382	MmugDNA.9437.1.S1_at
ENSMMUG00000022514	ENSMMUT00000093709	MmugDNA.3721.1.S1_at
ENSMMUG00000022514	ENSMMUT00000093709	MmugDNA.9437.1.S1_at
ENSMMUG00000008053	ENSMMUT00000011264	MmugDNA.34952.1.S1_s_at
ENSMMUG00000008053	ENSMMUT00000011264	MmugDNA.34952.1.S1_at
ENSMMUG00000008053	ENSMMUT00000011264	MmugDNA.36748.1.S1_at
ENSMMUG00000008053	ENSMMUT00000087828	MmugDNA.34952.1.S1_s_at
ENSMMUG00000008053	ENSMMUT00000087828	MmugDNA.34952.1.S1_at
ENSMMUG00000008053	ENSMMUT00000087828	MmugDNA.36748.1.S1_at
ENSMMUG00000008053	ENSMMUT00000107749	MmugDNA.34952.1.S1_s_at
ENSMMUG00000008053	ENSMMUT00000107749	MmugDNA.34952.1.S1_at
ENSMMUG00000008053	ENSMMUT00000107749	MmugDNA.36748.1.S1_at
ENSMMUG00000008053	ENSMMUT00000064159	MmugDNA.34952.1.S1_s_at
ENSMMUG00000008053	ENSMMUT00000064159	MmugDNA.34952.1.S1_at
ENSMMUG00000008053	ENSMMUT00000064159	MmugDNA.36748.1.S1_at
ENSMMUG00000013105	ENSMMUT00000046749	MmugDNA.18804.1.S1_at
ENSMMUG00000013105	ENSMMUT00000046749	MmugDNA.5259.1.S1_at
ENSMMUG00000013105	ENSMMUT00000018380	MmugDNA.18804.1.S1_at
ENSMMUG00000013105	ENSMMUT00000018380	MmugDNA.5259.1.S1_at
ENSMMUG00000020368	ENSMMUT00000028648	MmugDNA.6553.1.S1_at
ENSMMUG00000003174	ENSMMUT00000081551	MmugDNA.41417.1.S1_at
ENSMMUG00000003174	ENSMMUT00000102702	MmugDNA.41417.1.S1_at
ENSMMUG00000003174	ENSMMUT00000091470	MmugDNA.41417.1.S1_at
ENSMMUG00000003174	ENSMMUT00000004495	MmugDNA.41417.1.S1_at
ENSMMUG00000003174	ENSMMUT00000088564	MmugDNA.41417.1.S1_at
ENSMMUG00000003174	ENSMMUT00000004494	MmugDNA.41417.1.S1_at
ENSMMUG00000003090	ENSMMUT00000004371	MmunewRS.764.1.S1_at
ENSMMUG00000046328	ENSMMUT00000106395	MmugDNA.9506.1.S1_at
ENSMMUG00000046328	ENSMMUT00000106395	MmugDNA.40069.1.S1_at
ENSMMUG00000046328	ENSMMUT00000074181	MmugDNA.40069.1.S1_at
ENSMMUG00000009612	ENSMMUT00000013425	MmugDNA.28706.1.S1_at
ENSMMUG00000041101	ENSMMUT00000092867	MmugDNA.21612.1.S1_at
ENSMMUG00000041101	ENSMMUT00000107731	MmugDNA.21612.1.S1_at
ENSMMUG00000041101	ENSMMUT00000078479	MmugDNA.21612.1.S1_at
ENSMMUG00000057348	ENSMMUT00000109533	MmugDNA.10743.1.S1_at
ENSMMUG00000057348	ENSMMUT00000093538	MmugDNA.10743.1.S1_at
ENSMMUG00000057348	ENSMMUT00000091725	MmugDNA.10743.1.S1_at
ENSMMUG00000057348	ENSMMUT00000082427	MmugDNA.10743.1.S1_at
ENSMMUG00000057348	ENSMMUT00000093185	MmugDNA.10743.1.S1_at
ENSMMUG00000016748	ENSMMUT00000023534	MmugDNA.23158.1.S1_at
