Gene stable ID	Transcript stable ID	AFFY HG U95D probe
ENSG00000160145	ENST00000393496	87055_at
ENSG00000160145	ENST00000471431	87055_at
ENSG00000160145	ENST00000360013	87055_at
ENSG00000114491	ENST00000232607	83330_at
ENSG00000198131	ENST00000597240	83080_at
ENSG00000198131	ENST00000600775	83080_at
ENSG00000198131	ENST00000596652	83080_at
ENSG00000198131	ENST00000596929	83080_at
ENSG00000198131	ENST00000595981	83080_at
ENSG00000198131	ENST00000269829	83080_at
ENSG00000198131	ENST00000627781	83080_at
ENSG00000116133	ENST00000371269	74557_s_at
ENSG00000116133	ENST00000647912	74557_s_at
ENSG00000116133	ENST00000535035	74557_s_at
ENSG00000116133	ENST00000649769	74557_s_at
ENSG00000116133	ENST00000648712	74557_s_at
ENSG00000116133	ENST00000648728	74557_s_at
ENSG00000157895	ENST00000288757	79347_at
ENSG00000157895	ENST00000502891	79347_at
ENSG00000157895	ENST00000546272	79347_at
ENSG00000157895	ENST00000538296	79347_at
ENSG00000157895	ENST00000535367	79347_at
ENSG00000157895	ENST00000445832	79347_at
ENSG00000283515	ENST00000637310	83080_at
ENSG00000268516	ENST00000597230	80489_at
ENSG00000242396	ENST00000415336	89226_at
ENSG00000162399	ENST00000651561	80784_at
ENSG00000162399	ENST00000651561	77049_at
ENSG00000167800	ENST00000335385	84281_at
ENSG00000132744	ENST00000255082	74833_at
ENSG00000132744	ENST00000529256	74833_at
ENSG00000268307	ENST00000596379	77758_at
ENSG00000163848	ENST00000360647	81409_at
ENSG00000163848	ENST00000468369	81409_at
ENSG00000163848	ENST00000484491	81409_at
ENSG00000163848	ENST00000492394	81409_at
ENSG00000163848	ENST00000497929	81409_at
ENSG00000163848	ENST00000496732	81409_at
ENSG00000241288	ENST00000601985	90014_at
ENSG00000241288	ENST00000599350	90014_at
ENSG00000241288	ENST00000599350	87971_at
ENSG00000241288	ENST00000594843	90014_at
ENSG00000241288	ENST00000594843	87971_at
ENSG00000241288	ENST00000617582	90014_at
ENSG00000241288	ENST00000622381	90014_at
ENSG00000241288	ENST00000625484	90014_at
ENSG00000241288	ENST00000468859	87971_at
ENSG00000241288	ENST00000600712	87971_at
ENSG00000241288	ENST00000614795	87971_at
ENSG00000241288	ENST00000614540	87971_at
ENSG00000241288	ENST00000597749	87971_at
ENSG00000241288	ENST00000609352	87971_at
ENSG00000241288	ENST00000609312	87971_at
ENSG00000241288	ENST00000628013	87971_at
ENSG00000241288	ENST00000608488	87971_at
ENSG00000241288	ENST00000664857	90014_at
ENSG00000241288	ENST00000657594	90014_at
ENSG00000241288	ENST00000657594	87971_at
ENSG00000227935	ENST00000422038	87119_at
ENSG00000177606	ENST00000678696	89913_s_at
ENSG00000177606	ENST00000371222	89913_s_at
ENSG00000255236	ENST00000530842	75883_at
ENSG00000269032	ENST00000597341	86558_at
ENSG00000172965	ENST00000656416	85218_at
ENSG00000172965	ENST00000662384	85218_at
ENSG00000172965	ENST00000622940	71427_at
ENSG00000172965	ENST00000673845	71427_at
ENSG00000110075	ENST00000530427	77865_at
ENSG00000110075	ENST00000393800	77865_at
ENSG00000110075	ENST00000393800	77863_s_at
ENSG00000110075	ENST00000528635	77865_at
ENSG00000110075	ENST00000533127	77865_at
ENSG00000110075	ENST00000529907	77863_s_at
ENSG00000110075	ENST00000529344	77865_at
ENSG00000110075	ENST00000534534	77863_s_at
ENSG00000110075	ENST00000524845	77865_at
ENSG00000110075	ENST00000524845	77863_s_at
ENSG00000110075	ENST00000265637	77865_at
ENSG00000110075	ENST00000265637	77863_s_at
ENSG00000110075	ENST00000524904	77865_at
ENSG00000110075	ENST00000524904	77863_s_at
ENSG00000110075	ENST00000393801	77865_at
ENSG00000110075	ENST00000393801	77863_s_at
ENSG00000110075	ENST00000265636	77865_at
ENSG00000110075	ENST00000265636	77863_s_at
ENSG00000110075	ENST00000529710	77865_at
ENSG00000110075	ENST00000529710	77863_s_at
ENSG00000110075	ENST00000527403	77865_at
ENSG00000110075	ENST00000527403	77863_s_at
ENSG00000110075	ENST00000525050	77863_s_at
ENSG00000110075	ENST00000527069	77863_s_at
ENSG00000110075	ENST00000531244	77865_at
ENSG00000110075	ENST00000531244	77863_s_at
ENSG00000110075	ENST00000529172	77865_at
ENSG00000110075	ENST00000529172	77863_s_at
ENSG00000110075	ENST00000531432	72109_at
ENSG00000250218	ENST00000512384	84402_at
ENSG00000240350	ENST00000455309	76997_at
ENSG00000163885	ENST00000507830	71382_at
ENSG00000153107	ENST00000341068	68608_at
ENSG00000153107	ENST00000451367	68608_at
ENSG00000153107	ENST00000489177	68608_at
ENSG00000153107	ENST00000467878	68608_at
ENSG00000153107	ENST00000628342	68608_at
ENSG00000237928	ENST00000438559	85865_at
ENSG00000237928	ENST00000418662	85865_at
ENSG00000237928	ENST00000418662	85460_at
ENSG00000237928	ENST00000665665	85460_at
ENSG00000237928	ENST00000421455	85460_at
ENSG00000180767	ENST00000319340	75896_at
ENSG00000180767	ENST00000615522	75896_at
ENSG00000132849	ENST00000472512	86559_at
ENSG00000188177	ENST00000409871	76717_at
ENSG00000188177	ENST00000409871	68087_at
ENSG00000188177	ENST00000502881	68087_at
ENSG00000188177	ENST00000343936	76717_at
ENSG00000188177	ENST00000343936	68087_at
ENSG00000132749	ENST00000255087	82317_at
ENSG00000132749	ENST00000540869	82317_at
ENSG00000132749	ENST00000443940	82317_at
ENSG00000132749	ENST00000544963	82317_at
ENSG00000132749	ENST00000432435	82317_at
ENSG00000110090	ENST00000265641	74870_at
ENSG00000240563	ENST00000498273	78907_at
ENSG00000197345	ENST00000565125	74792_at
ENSG00000200174	ENST00000363304	78907_at
ENSG00000114999	ENST00000233336	90078_at
ENSG00000114999	ENST00000476615	90078_at
ENSG00000114631	ENST00000342480	73131_at
ENSG00000188735	ENST00000342607	77671_at
ENSG00000188735	ENST00000449592	72818_at
ENSG00000188735	ENST00000449592	77671_at
ENSG00000188735	ENST00000541467	77671_at
ENSG00000188735	ENST00000540377	77671_at
ENSG00000188735	ENST00000416147	77671_at
ENSG00000188735	ENST00000411958	77671_at
ENSG00000114626	ENST00000464431	74351_at
ENSG00000139725	ENST00000546227	91815_r_at
ENSG00000139725	ENST00000537171	82892_at
ENSG00000139725	ENST00000541657	82892_at
ENSG00000139725	ENST00000535560	82892_at
ENSG00000274292	ENST00000613093	68085_at
ENSG00000162341	ENST00000294309	71261_at
ENSG00000187715	ENST00000405109	78136_at
ENSG00000187715	ENST00000407609	78136_at
ENSG00000187715	ENST00000343941	78136_at
ENSG00000187715	ENST00000405256	78136_at
ENSG00000144130	ENST00000497526	88784_at
ENSG00000287725	ENST00000637084	78720_at
ENSG00000158023	ENST00000288912	89273_at
ENSG00000158023	ENST00000397454	89273_at
ENSG00000158023	ENST00000545752	89273_at
ENSG00000132394	ENST00000483457	82225_at
ENSG00000260877	ENST00000561588	91698_f_at
ENSG00000256546	ENST00000538790	78466_at
ENSG00000256546	ENST00000535337	78466_at
ENSG00000256546	ENST00000660647	78466_at
ENSG00000256546	ENST00000653475	78466_at
ENSG00000125571	ENST00000263326	84828_at
ENSG00000125571	ENST00000352179	84828_at
ENSG00000125571	ENST00000349806	84828_at
ENSG00000125571	ENST00000353225	84828_at
ENSG00000125571	ENST00000311328	84828_at
ENSG00000149716	ENST00000542341	92037_at
ENSG00000158113	ENST00000537733	84742_at
ENSG00000176383	ENST00000546192	72668_s_at
ENSG00000176383	ENST00000324189	72668_s_at
ENSG00000176383	ENST00000538257	72668_s_at
ENSG00000136695	ENST00000346807	84883_at
ENSG00000136695	ENST00000393200	84883_at
ENSG00000136695	ENST00000437409	84883_at
ENSG00000114656	ENST00000669741	80722_at
ENSG00000279507	ENST00000624189	80722_at
ENSG00000114654	ENST00000436022	78703_at
ENSG00000114654	ENST00000481536	78703_at
ENSG00000240682	ENST00000393295	73432_at
ENSG00000131626	ENST00000528284	67092_at
ENSG00000130779	ENST00000361654	75192_at
ENSG00000130779	ENST00000361654	76751_at
ENSG00000130779	ENST00000545889	75192_at
ENSG00000130779	ENST00000545889	76751_at
ENSG00000130779	ENST00000302528	75192_at
ENSG00000130779	ENST00000302528	76751_at
ENSG00000130779	ENST00000358808	75192_at
ENSG00000130779	ENST00000358808	76751_at
ENSG00000130779	ENST00000620786	75192_at
ENSG00000130779	ENST00000620786	76751_at
ENSG00000130779	ENST00000537178	75192_at
ENSG00000130779	ENST00000537178	76751_at
ENSG00000130779	ENST00000501271	75192_at
ENSG00000130779	ENST00000540539	75192_at
ENSG00000130779	ENST00000540304	76751_at
ENSG00000130779	ENST00000537004	76751_at
ENSG00000130779	ENST00000541108	76751_at
ENSG00000132855	ENST00000371129	90235_at
ENSG00000224209	ENST00000432537	83231_at
ENSG00000224209	ENST00000635458	83231_at
ENSG00000224209	ENST00000447183	83231_at
ENSG00000224209	ENST00000634725	83231_at
ENSG00000224209	ENST00000656229	83231_at
ENSG00000224209	ENST00000658184	83231_at
ENSG00000224209	ENST00000671553	83231_at
ENSG00000224209	ENST00000666431	83231_at
ENSG00000224209	ENST00000662017	83231_at
ENSG00000224209	ENST00000656075	83231_at
ENSG00000224209	ENST00000669810	83231_at
ENSG00000224209	ENST00000666885	83231_at
ENSG00000251474	ENST00000507287	90073_at
ENSG00000251474	ENST00000510078	90073_at
ENSG00000255539	ENST00000526017	85080_at
ENSG00000246889	ENST00000500185	77349_at
ENSG00000172771	ENST00000505956	73231_at
ENSG00000172771	ENST00000514900	73231_at
ENSG00000172771	ENST00000503498	73231_at
ENSG00000172771	ENST00000326085	73231_at
ENSG00000111011	ENST00000331738	86334_at
ENSG00000111011	ENST00000331738	86332_at
ENSG00000111011	ENST00000433877	86334_at
ENSG00000111011	ENST00000433877	86332_at
ENSG00000111011	ENST00000532695	86334_at
ENSG00000111011	ENST00000532695	86332_at
ENSG00000203965	ENST00000496956	85888_at
ENSG00000185483	ENST00000371079	85417_r_at
ENSG00000185483	ENST00000545203	85417_r_at
ENSG00000184492	ENST00000306507	82251_at
ENSG00000144134	ENST00000493876	81454_at
ENSG00000144134	ENST00000476236	81454_at
ENSG00000162437	ENST00000371072	76083_at
ENSG00000162437	ENST00000294428	76083_at
ENSG00000144158	ENST00000272567	74683_at
ENSG00000115084	ENST00000459683	81624_at
ENSG00000115084	ENST00000470204	81624_at
ENSG00000115084	ENST00000469314	81624_at
ENSG00000172890	ENST00000528211	72953_at
ENSG00000172890	ENST00000624637	72953_at
ENSG00000234199	ENST00000412690	84792_at
ENSG00000243179	ENST00000420161	84792_at
ENSG00000254469	ENST00000531488	80668_at
ENSG00000111325	ENST00000397389	82732_at
ENSG00000111325	ENST00000536615	82732_at
ENSG00000111325	ENST00000538755	82732_at
ENSG00000111325	ENST00000536150	82732_at
ENSG00000111325	ENST00000406539	82732_at
ENSG00000111325	ENST00000545056	82732_at
ENSG00000111325	ENST00000542117	82732_at
ENSG00000111325	ENST00000544852	82732_at
ENSG00000111325	ENST00000454694	82732_at
ENSG00000111325	ENST00000228922	82732_at
ENSG00000111325	ENST00000545396	82732_at
ENSG00000111325	ENST00000545033	82732_at
ENSG00000111325	ENST00000540324	82732_at
ENSG00000111325	ENST00000542940	82732_at
ENSG00000111325	ENST00000542037	82732_at
ENSG00000111325	ENST00000545976	82732_at
ENSG00000111325	ENST00000536439	82732_at
ENSG00000125633	ENST00000474546	84222_at
ENSG00000125633	ENST00000466171	84222_at
ENSG00000256028	ENST00000540866	82732_at
ENSG00000171227	ENST00000409826	91442_at
ENSG00000171227	ENST00000417645	91442_at
ENSG00000171227	ENST00000306406	91442_at
ENSG00000171227	ENST00000465296	91442_at
ENSG00000271270	ENST00000605830	73647_f_at
ENSG00000271270	ENST00000605698	73647_f_at
ENSG00000271270	ENST00000604747	73649_at
ENSG00000271270	ENST00000671446	73647_f_at
ENSG00000271270	ENST00000653304	73647_f_at
ENSG00000163075	ENST00000413057	85363_at
ENSG00000198160	ENST00000357692	91292_at
ENSG00000198160	ENST00000401041	91292_at
ENSG00000198160	ENST00000371016	91292_at
ENSG00000198160	ENST00000371014	91292_at
ENSG00000198160	ENST00000401042	91292_at
ENSG00000198160	ENST00000355356	91292_at
ENSG00000198160	ENST00000355977	91292_at
ENSG00000198160	ENST00000371018	91292_at
ENSG00000249846	ENST00000514145	87971_at
ENSG00000249846	ENST00000507856	87971_at
ENSG00000249846	ENST00000504808	87971_at
ENSG00000249846	ENST00000658712	87971_at
ENSG00000228252	ENST00000504443	85241_at
ENSG00000228252	ENST00000509855	85241_at
ENSG00000088179	ENST00000263708	70407_at
ENSG00000139697	ENST00000267176	80197_at
ENSG00000139697	ENST00000602398	80197_at
ENSG00000139697	ENST00000420886	80197_at
ENSG00000256092	ENST00000602918	91117_at
ENSG00000256092	ENST00000602918	71362_r_at
ENSG00000256092	ENST00000543072	91117_at
ENSG00000115109	ENST00000263713	70519_at
ENSG00000115109	ENST00000443902	70519_at
ENSG00000115109	ENST00000452780	70519_at
ENSG00000184209	ENST00000526639	79003_at
ENSG00000275678	ENST00000621423	76833_at
ENSG00000278112	ENST00000615987	75535_at
ENSG00000247373	ENST00000498967	91288_at
ENSG00000086598	ENST00000543425	75058_f_at
ENSG00000086598	ENST00000262225	75058_f_at
ENSG00000111358	ENST00000618160	74522_at
ENSG00000111358	ENST00000542279	74522_at
ENSG00000111358	ENST00000228955	74522_at
ENSG00000111358	ENST00000543341	74522_at
ENSG00000111358	ENST00000536375	74522_at
ENSG00000111358	ENST00000543415	74522_at
ENSG00000111358	ENST00000538533	74522_at
ENSG00000111358	ENST00000543154	74522_at
ENSG00000111358	ENST00000539429	74522_at
ENSG00000229774	ENST00000444963	73702_at
ENSG00000229774	ENST00000421820	73702_at
ENSG00000251143	ENST00000502284	85089_at
ENSG00000185344	ENST00000504192	68387_r_at
ENSG00000286092	ENST00000652313	69171_at
ENSG00000033122	ENST00000370958	78596_at
ENSG00000250091	ENST00000514254	83123_at
ENSG00000269938	ENST00000602601	75622_at
ENSG00000196498	ENST00000405201	83991_at
ENSG00000196498	ENST00000404621	83991_at
ENSG00000196498	ENST00000429285	83991_at
ENSG00000196498	ENST00000458234	83991_at
ENSG00000196498	ENST00000420698	83991_at
ENSG00000196498	ENST00000494460	67270_at
ENSG00000196498	ENST00000542927	83991_at
ENSG00000196498	ENST00000448008	83991_at
ENSG00000118454	ENST00000370944	69343_at
ENSG00000118454	ENST00000262346	69343_at
ENSG00000288524	ENST00000673906	75610_at
ENSG00000050628	ENST00000370924	79717_at
ENSG00000269933	ENST00000602605	79717_at
ENSG00000136717	ENST00000376113	75059_at
ENSG00000136717	ENST00000357970	75059_at
ENSG00000136717	ENST00000393040	75059_at
ENSG00000136717	ENST00000348750	75059_at
ENSG00000136717	ENST00000259238	75059_at
ENSG00000136717	ENST00000346226	75059_at
ENSG00000136717	ENST00000393041	75059_at
ENSG00000136717	ENST00000351659	75059_at
ENSG00000136717	ENST00000352848	75059_at
ENSG00000136717	ENST00000316724	75059_at
ENSG00000136717	ENST00000462958	75059_at
ENSG00000136717	ENST00000409400	75059_at
ENSG00000231985	ENST00000446438	77016_at
ENSG00000162129	ENST00000542555	84556_at
ENSG00000265345	ENST00000583467	76238_at
ENSG00000114670	ENST00000515636	81715_at
ENSG00000186642	ENST00000334456	90033_at
ENSG00000186642	ENST00000376450	90033_at
ENSG00000186642	ENST00000539367	90033_at
ENSG00000186642	ENST00000444035	90033_at
ENSG00000261167	ENST00000565095	70354_at
ENSG00000284848	ENST00000663226	78351_at
ENSG00000284848	ENST00000666372	78351_at
ENSG00000255595	ENST00000642569	77236_at
ENSG00000255595	ENST00000544419	77236_at
ENSG00000248468	ENST00000503006	90274_at
ENSG00000248468	ENST00000662605	90274_at
ENSG00000248468	ENST00000663361	90274_at
ENSG00000248468	ENST00000669677	90274_at
ENSG00000248468	ENST00000653985	90274_at
ENSG00000248468	ENST00000655982	90274_at
ENSG00000248468	ENST00000666946	90274_at
ENSG00000248468	ENST00000655300	90274_at
ENSG00000248468	ENST00000661875	90274_at
ENSG00000248468	ENST00000666150	90274_at
ENSG00000248468	ENST00000660541	90274_at
ENSG00000116791	ENST00000370872	76692_at
ENSG00000116791	ENST00000340866	76692_at
ENSG00000116791	ENST00000492102	76692_at
ENSG00000116791	ENST00000417775	76692_at
ENSG00000256732	ENST00000537478	90311_at
ENSG00000256128	ENST00000540684	70366_at
ENSG00000256128	ENST00000656909	91890_at
ENSG00000256128	ENST00000656909	70366_at
ENSG00000256128	ENST00000545508	74911_at
ENSG00000256128	ENST00000536517	74911_at
ENSG00000256128	ENST00000665130	74911_at
ENSG00000256128	ENST00000656536	91890_at
ENSG00000256128	ENST00000656536	70366_at
ENSG00000256128	ENST00000661743	74911_at
ENSG00000256128	ENST00000546117	91890_at
ENSG00000256128	ENST00000546117	70366_at
ENSG00000256128	ENST00000655370	91890_at
ENSG00000256128	ENST00000655370	70366_at
ENSG00000256128	ENST00000662540	74911_at
ENSG00000256128	ENST00000660736	91890_at
ENSG00000256128	ENST00000660736	70366_at
ENSG00000256128	ENST00000670633	91890_at
ENSG00000256128	ENST00000670633	70366_at
ENSG00000256128	ENST00000665986	74911_at
ENSG00000014257	ENST00000351273	80874_at
ENSG00000249873	ENST00000667878	90526_at
ENSG00000249873	ENST00000654468	90526_at
ENSG00000249873	ENST00000544727	90526_at
ENSG00000249873	ENST00000507482	90526_at
ENSG00000249873	ENST00000541348	90526_at
ENSG00000186635	ENST00000359373	85926_at
ENSG00000186635	ENST00000465814	92043_at
ENSG00000186635	ENST00000334211	92043_at
ENSG00000186635	ENST00000426523	92043_at
ENSG00000186635	ENST00000429686	92043_at
ENSG00000129048	ENST00000249887	81729_at
ENSG00000129048	ENST00000249887	70490_at
ENSG00000276487	ENST00000620052	72021_at
ENSG00000276487	ENST00000615029	72021_at
ENSG00000276487	ENST00000658110	72021_at
ENSG00000276487	ENST00000669336	72021_at
ENSG00000274695	ENST00000611714	69834_r_at
ENSG00000251536	ENST00000502221	79578_at
ENSG00000214039	ENST00000291374	69350_at
ENSG00000214039	ENST00000567788	69350_at
ENSG00000214039	ENST00000660273	69350_at
ENSG00000276122	ENST00000611525	84674_at
ENSG00000249993	ENST00000515542	68494_at
ENSG00000125207	ENST00000245255	76330_r_at
ENSG00000125207	ENST00000546060	76330_r_at
ENSG00000125207	ENST00000539400	76330_r_at
ENSG00000125207	ENST00000539995	76330_r_at
ENSG00000125207	ENST00000535956	76330_r_at
ENSG00000125207	ENST00000542723	76330_r_at
ENSG00000142892	ENST00000370812	79435_at
ENSG00000142892	ENST00000445065	79435_at
ENSG00000154027	ENST00000354567	83240_r_at
ENSG00000154027	ENST00000344720	83240_r_at
ENSG00000154027	ENST00000466393	83240_r_at
ENSG00000154027	ENST00000531672	83240_r_at
ENSG00000111452	ENST00000261654	81588_i_at
ENSG00000111452	ENST00000261654	81591_r_at
ENSG00000111452	ENST00000376682	81588_i_at
ENSG00000111452	ENST00000376682	81591_r_at
ENSG00000111452	ENST00000446583	81588_i_at
ENSG00000111452	ENST00000446583	81591_r_at
ENSG00000111452	ENST00000335486	81588_i_at
ENSG00000111452	ENST00000335486	81591_r_at
ENSG00000214530	ENST00000543304	85926_at
ENSG00000214530	ENST00000334805	85926_at
ENSG00000214530	ENST00000538536	85926_at
ENSG00000214530	ENST00000536377	85926_at
ENSG00000214530	ENST00000538009	85926_at
ENSG00000214530	ENST00000540587	85926_at
ENSG00000182923	ENST00000650279	70115_at
ENSG00000182923	ENST00000332047	70115_at
ENSG00000182923	ENST00000354446	70115_at
ENSG00000182923	ENST00000620544	70115_at
ENSG00000182923	ENST00000383229	70115_at
ENSG00000182923	ENST00000675561	70115_at
ENSG00000182923	ENST00000513612	70115_at
ENSG00000182923	ENST00000606977	70115_at
ENSG00000182923	ENST00000504929	70115_at
ENSG00000182923	ENST00000514678	70115_at
ENSG00000182923	ENST00000513295	70115_at
ENSG00000285693	ENST00000624670	85926_at
ENSG00000279746	ENST00000623821	75589_at
ENSG00000248703	ENST00000508505	75587_at
ENSG00000168010	ENST00000321297	73527_at
ENSG00000168010	ENST00000534905	73527_at
ENSG00000168010	ENST00000534905	74279_at
ENSG00000168010	ENST00000435507	73527_at
ENSG00000168010	ENST00000439504	73527_at
ENSG00000168010	ENST00000537143	73527_at
ENSG00000168010	ENST00000542908	73527_at
ENSG00000168010	ENST00000544490	73527_at
ENSG00000168010	ENST00000540567	73527_at
ENSG00000168010	ENST00000451353	73527_at
ENSG00000168010	ENST00000538842	73527_at
ENSG00000249926	ENST00000508145	75587_at
ENSG00000061936	ENST00000540469	89524_at
ENSG00000061936	ENST00000535236	89524_at
ENSG00000162613	ENST00000470287	85503_at
ENSG00000174611	ENST00000423778	91219_at
ENSG00000174611	ENST00000508956	91219_at
ENSG00000174611	ENST00000503669	91219_at
ENSG00000137960	ENST00000370759	84306_at
ENSG00000279283	ENST00000624048	79843_at
ENSG00000073711	ENST00000264977	70796_r_at
ENSG00000177192	ENST00000544662	89512_at
ENSG00000137959	ENST00000486882	68937_at
ENSG00000183495	ENST00000389561	89622_r_at
ENSG00000183495	ENST00000330386	89622_r_at
ENSG00000171631	ENST00000540124	68778_at
ENSG00000171631	ENST00000393590	68778_at
ENSG00000171631	ENST00000535931	68778_at
ENSG00000171631	ENST00000618468	68778_at
ENSG00000136709	ENST00000409658	76384_at
ENSG00000185684	ENST00000488030	82621_at
ENSG00000185684	ENST00000332441	82621_at
ENSG00000185684	ENST00000641289	82621_at
ENSG00000185684	ENST00000475841	82621_at
ENSG00000185684	ENST00000475841	76814_at
ENSG00000185684	ENST00000475841	91045_at
ENSG00000234184	ENST00000418041	85429_at
ENSG00000234184	ENST00000443104	85429_at
ENSG00000234184	ENST00000443565	85429_at
ENSG00000234184	ENST00000659969	85429_at
ENSG00000144233	ENST00000272647	82586_at
ENSG00000144233	ENST00000393001	82586_at
ENSG00000286873	ENST00000659745	82148_at
ENSG00000286873	ENST00000659745	88855_at
ENSG00000054965	ENST00000064778	75577_at
ENSG00000054965	ENST00000356467	75577_at
ENSG00000175582	ENST00000310653	74773_s_at
ENSG00000175582	ENST00000336083	74773_s_at
ENSG00000158092	ENST00000481752	77058_at
ENSG00000158092	ENST00000469404	77058_at
ENSG00000158163	ENST00000327532	87087_at
ENSG00000233008	ENST00000457273	79395_at
ENSG00000233008	ENST00000417565	79395_at
ENSG00000233008	ENST00000419733	79395_at
ENSG00000233008	ENST00000657125	79395_at
ENSG00000271576	ENST00000605506	79945_r_at
ENSG00000271576	ENST00000605506	79943_i_at
ENSG00000278949	ENST00000623177	75629_at
ENSG00000236617	ENST00000424075	83853_at
ENSG00000198393	ENST00000328654	74401_at
ENSG00000196387	ENST00000355557	80647_at
ENSG00000196387	ENST00000356456	80647_at
ENSG00000196387	ENST00000429434	80647_at
ENSG00000214029	ENST00000537226	91623_at
ENSG00000090612	ENST00000536435	80126_at
ENSG00000090612	ENST00000546126	80126_at
ENSG00000090612	ENST00000536899	80126_at
ENSG00000090612	ENST00000542986	80126_at
ENSG00000090612	ENST00000541009	80126_at
ENSG00000203943	ENST00000463429	85588_at
ENSG00000203943	ENST00000479082	85588_at
ENSG00000178171	ENST00000321420	91008_at
ENSG00000178171	ENST00000423981	91008_at
ENSG00000233221	ENST00000660150	67205_at
ENSG00000233221	ENST00000446213	67205_at
ENSG00000158220	ENST00000486831	80400_at
ENSG00000158220	ENST00000389567	90602_i_at
ENSG00000158220	ENST00000389567	80400_at
ENSG00000158220	ENST00000460133	80400_at
ENSG00000280399	ENST00000624916	90602_i_at
ENSG00000227615	ENST00000428553	85183_at
ENSG00000166439	ENST00000299563	78772_at
ENSG00000051382	ENST00000674063	90184_at
ENSG00000051382	ENST00000477593	90184_at
ENSG00000051382	ENST00000469284	90184_at
ENSG00000051382	ENST00000462898	90184_at
ENSG00000051382	ENST00000289153	90184_at
ENSG00000051382	ENST00000544716	90184_at
ENSG00000055732	ENST00000370587	78010_at
ENSG00000055732	ENST00000490600	78010_at
ENSG00000055732	ENST00000475312	78010_at
ENSG00000233087	ENST00000623617	74773_s_at
ENSG00000142867	ENST00000648566	74831_r_at
ENSG00000223631	ENST00000437751	80460_at
ENSG00000223631	ENST00000663072	80460_at
ENSG00000223631	ENST00000668661	80460_at
ENSG00000223631	ENST00000669881	80460_at
ENSG00000223631	ENST00000671275	80460_at
ENSG00000223631	ENST00000662267	80460_at
ENSG00000223631	ENST00000671078	80460_at
ENSG00000223631	ENST00000670748	80460_at
ENSG00000223631	ENST00000666196	80460_at
ENSG00000206260	ENST00000383163	76353_at
ENSG00000278879	ENST00000624150	83274_at
ENSG00000241170	ENST00000533875	70424_at
ENSG00000241170	ENST00000529570	70424_at
ENSG00000114115	ENST00000492918	79142_at
ENSG00000163864	ENST00000505779	77748_at
ENSG00000163864	ENST00000509737	77748_at
ENSG00000163864	ENST00000509034	77748_at
ENSG00000163864	ENST00000511003	77748_at
ENSG00000163864	ENST00000645083	77748_at
ENSG00000122417	ENST00000478286	89461_r_at
ENSG00000122417	ENST00000478286	89458_s_at
ENSG00000122417	ENST00000486215	89458_s_at
ENSG00000227745	ENST00000452011	69934_at
ENSG00000150551	ENST00000345008	81307_i_at
ENSG00000251058	ENST00000483759	83962_at
ENSG00000176771	ENST00000640590	81307_i_at
ENSG00000176771	ENST00000640590	81309_r_at
ENSG00000176771	ENST00000409261	87928_at
ENSG00000176771	ENST00000409261	81307_i_at
ENSG00000176771	ENST00000409261	81309_r_at
ENSG00000176771	ENST00000639875	81307_i_at
ENSG00000176771	ENST00000639875	81309_r_at
ENSG00000176771	ENST00000473859	87928_at
ENSG00000176771	ENST00000317721	87928_at
ENSG00000176771	ENST00000317721	81307_i_at
ENSG00000176771	ENST00000317721	81309_r_at
ENSG00000176771	ENST00000405974	81307_i_at
ENSG00000176771	ENST00000405974	81309_r_at
ENSG00000114120	ENST00000507429	79030_at
ENSG00000114120	ENST00000502866	79030_at
ENSG00000137486	ENST00000527385	78529_at
ENSG00000236915	ENST00000456587	75504_g_at
ENSG00000236915	ENST00000456587	90110_at
ENSG00000236915	ENST00000650379	75504_g_at
ENSG00000152128	ENST00000281924	72137_at
ENSG00000153086	ENST00000498093	75615_at
ENSG00000082258	ENST00000419781	90388_at
ENSG00000082258	ENST00000295238	90388_at
ENSG00000082258	ENST00000264157	90388_at
ENSG00000114125	ENST00000273480	78648_at
ENSG00000114125	ENST00000486377	78648_at
ENSG00000115839	ENST00000425393	82678_at
ENSG00000175066	ENST00000392993	79900_at
ENSG00000175066	ENST00000392993	74129_at
ENSG00000175066	ENST00000480757	79900_at
ENSG00000175066	ENST00000460515	79900_at
ENSG00000162645	ENST00000464839	81887_at
ENSG00000162645	ENST00000370466	81887_at
ENSG00000114127	ENST00000264951	86814_at
ENSG00000114127	ENST00000392981	86814_at
ENSG00000114127	ENST00000472697	86814_at
ENSG00000114127	ENST00000463916	86814_at
ENSG00000114127	ENST00000486211	86814_at
ENSG00000162654	ENST00000355754	84909_at
ENSG00000162654	ENST00000355754	70458_i_at
ENSG00000162654	ENST00000355754	70460_f_at
ENSG00000154451	ENST00000481145	79721_at
ENSG00000171533	ENST00000304771	77997_at
ENSG00000171533	ENST00000526740	77997_at
ENSG00000171533	ENST00000526689	77997_at
ENSG00000231999	ENST00000660444	83200_at
ENSG00000231999	ENST00000443562	73774_at
ENSG00000231999	ENST00000443562	83200_at
ENSG00000231999	ENST00000666228	73774_at
ENSG00000231999	ENST00000666228	83200_at
ENSG00000231999	ENST00000655657	73774_at
ENSG00000231999	ENST00000655657	83200_at
ENSG00000231999	ENST00000666079	73774_at
ENSG00000231999	ENST00000660266	73774_at
ENSG00000231999	ENST00000415584	73774_at
ENSG00000231999	ENST00000415584	76234_at
ENSG00000231999	ENST00000655898	73774_at
