Gene stable ID	Transcript stable ID	AFFY MG U74Cv2 probe
ENSMUSG00000020279	ENSMUST00000020518	134145_at
ENSMUSG00000040127	ENSMUST00000047134	166225_f_at
ENSMUSG00000040127	ENSMUST00000151614	166225_f_at
ENSMUSG00000040127	ENSMUST00000155067	166225_f_at
ENSMUSG00000040127	ENSMUST00000149849	166225_f_at
ENSMUSG00000035105	ENSMUST00000039516	135609_at
ENSMUSG00000052299	ENSMUST00000039449	135656_at
ENSMUSG00000085319	ENSMUST00000136400	136603_at
ENSMUSG00000026102	ENSMUST00000027271	166774_r_at
ENSMUSG00000063808	ENSMUST00000079693	165676_r_at
ENSMUSG00000063808	ENSMUST00000079693	133856_f_at
ENSMUSG00000063808	ENSMUST00000131213	165676_r_at
ENSMUSG00000063808	ENSMUST00000131213	133856_f_at
ENSMUSG00000063808	ENSMUST00000131143	133856_f_at
ENSMUSG00000063808	ENSMUST00000206758	133856_f_at
ENSMUSG00000034066	ENSMUST00000122402	136141_at
ENSMUSG00000053453	ENSMUST00000224764	167867_at
ENSMUSG00000053453	ENSMUST00000225317	167867_at
ENSMUSG00000024269	ENSMUST00000115817	166780_at
ENSMUSG00000036526	ENSMUST00000199091	167214_at
ENSMUSG00000036775	ENSMUST00000235318	131478_at
ENSMUSG00000036775	ENSMUST00000137672	131478_at
ENSMUSG00000036775	ENSMUST00000237875	131478_at
ENSMUSG00000036775	ENSMUST00000040907	131478_at
ENSMUSG00000036775	ENSMUST00000236614	131478_at
ENSMUSG00000036775	ENSMUST00000237265	131478_at
ENSMUSG00000036775	ENSMUST00000236268	131478_at
ENSMUSG00000036775	ENSMUST00000150534	131478_at
ENSMUSG00000036775	ENSMUST00000123056	131478_at
ENSMUSG00000073627	ENSMUST00000137643	136267_at
ENSMUSG00000071341	ENSMUST00000095759	138503_r_at
ENSMUSG00000044390	ENSMUST00000055911	138525_at
ENSMUSG00000044390	ENSMUST00000236767	138525_at
ENSMUSG00000087510	ENSMUST00000141892	168650_at
ENSMUSG00000097278	ENSMUST00000181364	166052_at
ENSMUSG00000033767	ENSMUST00000191758	129287_at
ENSMUSG00000033767	ENSMUST00000192095	129287_at
ENSMUSG00000033767	ENSMUST00000052342	129287_at
ENSMUSG00000033767	ENSMUST00000194432	129287_at
ENSMUSG00000038602	ENSMUST00000105473	166422_at
ENSMUSG00000029522	ENSMUST00000145785	165917_r_at
ENSMUSG00000029522	ENSMUST00000031495	165917_r_at
ENSMUSG00000029522	ENSMUST00000112071	165917_r_at
ENSMUSG00000029522	ENSMUST00000125568	165917_r_at
ENSMUSG00000058740	ENSMUST00000114172	137351_at
ENSMUSG00000058740	ENSMUST00000131529	137351_at
ENSMUSG00000058740	ENSMUST00000037580	137351_at
ENSMUSG00000058740	ENSMUST00000138568	137351_at
ENSMUSG00000058740	ENSMUST00000145544	137351_at
ENSMUSG00000031984	ENSMUST00000211971	166720_at
ENSMUSG00000032998	ENSMUST00000044564	166651_i_at
ENSMUSG00000032998	ENSMUST00000044564	134241_at
ENSMUSG00000032998	ENSMUST00000106310	166651_i_at
ENSMUSG00000032998	ENSMUST00000106310	134241_at
ENSMUSG00000048439	ENSMUST00000049887	131653_at
ENSMUSG00000048439	ENSMUST00000049887	165835_r_at
ENSMUSG00000048439	ENSMUST00000115101	131653_at
ENSMUSG00000048439	ENSMUST00000115101	165835_r_at
ENSMUSG00000048439	ENSMUST00000124150	165835_r_at
ENSMUSG00000049946	ENSMUST00000062978	137984_at
ENSMUSG00000049946	ENSMUST00000160055	137984_at
ENSMUSG00000019132	ENSMUST00000019276	139501_at
ENSMUSG00000036257	ENSMUST00000043082	140649_r_at
ENSMUSG00000036257	ENSMUST00000043082	140648_i_at
ENSMUSG00000016534	ENSMUST00000061755	140322_at
ENSMUSG00000026740	ENSMUST00000091418	133665_at
ENSMUSG00000024799	ENSMUST00000159084	169465_s_at
ENSMUSG00000024799	ENSMUST00000025713	169465_s_at
ENSMUSG00000024799	ENSMUST00000113543	169465_s_at
ENSMUSG00000024799	ENSMUST00000161090	169465_s_at
ENSMUSG00000024799	ENSMUST00000161718	169465_s_at
ENSMUSG00000024799	ENSMUST00000162575	169465_s_at
ENSMUSG00000024799	ENSMUST00000162810	169465_s_at
ENSMUSG00000046991	ENSMUST00000228869	166776_at
ENSMUSG00000046991	ENSMUST00000228221	137073_r_at
ENSMUSG00000046991	ENSMUST00000228221	166776_at
ENSMUSG00000046991	ENSMUST00000227673	137073_r_at
ENSMUSG00000037913	ENSMUST00000043352	135148_at
ENSMUSG00000041923	ENSMUST00000092015	165624_i_at
ENSMUSG00000041923	ENSMUST00000081423	165624_i_at
ENSMUSG00000041923	ENSMUST00000097651	165624_i_at
ENSMUSG00000037101	ENSMUST00000049395	166109_f_at
ENSMUSG00000037101	ENSMUST00000124713	166109_f_at
ENSMUSG00000037101	ENSMUST00000109902	166109_f_at
ENSMUSG00000002500	ENSMUST00000170239	165907_f_at
ENSMUSG00000002500	ENSMUST00000170239	167244_f_at
ENSMUSG00000002500	ENSMUST00000045186	165907_f_at
ENSMUSG00000002500	ENSMUST00000045186	167244_f_at
ENSMUSG00000043398	ENSMUST00000050649	166341_r_at
ENSMUSG00000026806	ENSMUST00000113853	138197_at
ENSMUSG00000049744	ENSMUST00000055776	166860_at
ENSMUSG00000049744	ENSMUST00000112822	166860_at
ENSMUSG00000052562	ENSMUST00000120540	129406_at
ENSMUSG00000035211	ENSMUST00000036155	134701_at
ENSMUSG00000035211	ENSMUST00000208449	134701_at
ENSMUSG00000022961	ENSMUST00000117633	168282_r_at
ENSMUSG00000022961	ENSMUST00000140312	168282_r_at
ENSMUSG00000022961	ENSMUST00000114037	168282_r_at
ENSMUSG00000022961	ENSMUST00000114036	136591_at
ENSMUSG00000022961	ENSMUST00000122302	168282_r_at
ENSMUSG00000022961	ENSMUST00000147891	168282_r_at
ENSMUSG00000022961	ENSMUST00000232108	168282_r_at
ENSMUSG00000022961	ENSMUST00000147461	168282_r_at
ENSMUSG00000022961	ENSMUST00000145235	168282_r_at
ENSMUSG00000022961	ENSMUST00000146079	168282_r_at
ENSMUSG00000022961	ENSMUST00000151503	168282_r_at
ENSMUSG00000042857	ENSMUST00000221110	134644_f_at
ENSMUSG00000042857	ENSMUST00000221110	134645_r_at
ENSMUSG00000042857	ENSMUST00000059598	134644_f_at
ENSMUSG00000042857	ENSMUST00000059598	134645_r_at
ENSMUSG00000115810	ENSMUST00000226643	131556_at
ENSMUSG00000039508	ENSMUST00000048052	168169_f_at
ENSMUSG00000039508	ENSMUST00000048052	165719_at
ENSMUSG00000039508	ENSMUST00000218239	168169_f_at
ENSMUSG00000039508	ENSMUST00000218239	165719_at
ENSMUSG00000087579	ENSMUST00000142067	141179_at
ENSMUSG00000087579	ENSMUST00000147754	141179_at
ENSMUSG00000087579	ENSMUST00000129953	141179_at
ENSMUSG00000058028	ENSMUST00000072662	134070_at
ENSMUSG00000058028	ENSMUST00000165445	134070_at
ENSMUSG00000042155	ENSMUST00000053087	168297_f_at
ENSMUSG00000093827	ENSMUST00000180138	166023_f_at
ENSMUSG00000085944	ENSMUST00000141929	166977_f_at
ENSMUSG00000041180	ENSMUST00000139215	166102_r_at
ENSMUSG00000041180	ENSMUST00000139215	135082_at
ENSMUSG00000041180	ENSMUST00000169036	166102_r_at
ENSMUSG00000041180	ENSMUST00000169036	135082_at
ENSMUSG00000041180	ENSMUST00000047247	166102_r_at
ENSMUSG00000041180	ENSMUST00000047247	135082_at
ENSMUSG00000041180	ENSMUST00000155594	135082_at
ENSMUSG00000041180	ENSMUST00000177381	135082_at
ENSMUSG00000019832	ENSMUST00000019974	137656_s_at
ENSMUSG00000032985	ENSMUST00000153834	170345_at
ENSMUSG00000032985	ENSMUST00000144503	170345_at
ENSMUSG00000112627	ENSMUST00000217853	167813_f_at
ENSMUSG00000060371	ENSMUST00000086029	137677_at
ENSMUSG00000060371	ENSMUST00000111287	137677_at
ENSMUSG00000060371	ENSMUST00000111288	136201_at
ENSMUSG00000060371	ENSMUST00000111288	138380_at
ENSMUSG00000060371	ENSMUST00000111288	137677_at
ENSMUSG00000009073	ENSMUST00000109910	168494_f_at
ENSMUSG00000025104	ENSMUST00000107305	165787_r_at
ENSMUSG00000032121	ENSMUST00000034632	167693_i_at
ENSMUSG00000064181	ENSMUST00000020375	136388_at
ENSMUSG00000031688	ENSMUST00000034115	133732_at
ENSMUSG00000019718	ENSMUST00000019862	166138_r_at
ENSMUSG00000022360	ENSMUST00000038194	140006_at
ENSMUSG00000022360	ENSMUST00000226526	167812_at
ENSMUSG00000022360	ENSMUST00000226582	140006_at
ENSMUSG00000039599	ENSMUST00000224721	165700_f_at
ENSMUSG00000028960	ENSMUST00000173005	129181_at
ENSMUSG00000028960	ENSMUST00000131986	129181_at
ENSMUSG00000053184	ENSMUST00000103223	167208_f_at
ENSMUSG00000053184	ENSMUST00000103222	167208_f_at
ENSMUSG00000040687	ENSMUST00000111373	166961_at
ENSMUSG00000040687	ENSMUST00000111375	166961_at
ENSMUSG00000040687	ENSMUST00000111369	166961_at
ENSMUSG00000040687	ENSMUST00000111370	166961_at
ENSMUSG00000040687	ENSMUST00000111376	166961_at
ENSMUSG00000040687	ENSMUST00000099723	166961_at
ENSMUSG00000040687	ENSMUST00000077941	166961_at
ENSMUSG00000040687	ENSMUST00000111381	166961_at
ENSMUSG00000040687	ENSMUST00000111372	166961_at
ENSMUSG00000040687	ENSMUST00000111371	166961_at
ENSMUSG00000040687	ENSMUST00000075269	166961_at
ENSMUSG00000040687	ENSMUST00000154028	166961_at
ENSMUSG00000040687	ENSMUST00000150461	166961_at
ENSMUSG00000040687	ENSMUST00000125321	166961_at
ENSMUSG00000040687	ENSMUST00000153688	166961_at
ENSMUSG00000040687	ENSMUST00000125227	166961_at
ENSMUSG00000040687	ENSMUST00000130395	166961_at
ENSMUSG00000040687	ENSMUST00000066420	166961_at
ENSMUSG00000040687	ENSMUST00000135715	166961_at
ENSMUSG00000040687	ENSMUST00000150517	166961_at
ENSMUSG00000040687	ENSMUST00000066473	166961_at
ENSMUSG00000040687	ENSMUST00000099725	166961_at
ENSMUSG00000040265	ENSMUST00000195403	134298_at
ENSMUSG00000040265	ENSMUST00000086074	134298_at
ENSMUSG00000040265	ENSMUST00000160665	131863_at
ENSMUSG00000075330	ENSMUST00000100083	136132_at
ENSMUSG00000075330	ENSMUST00000231564	136132_at
ENSMUSG00000033752	ENSMUST00000047368	165637_i_at
ENSMUSG00000030340	ENSMUST00000176655	167199_at
ENSMUSG00000030340	ENSMUST00000176110	167199_at
ENSMUSG00000030340	ENSMUST00000175966	167199_at
ENSMUSG00000030340	ENSMUST00000081440	167199_at
ENSMUSG00000030340	ENSMUST00000176442	167199_at
ENSMUSG00000030340	ENSMUST00000177329	167199_at
ENSMUSG00000019990	ENSMUST00000020165	134281_at
ENSMUSG00000019990	ENSMUST00000169016	134281_at
ENSMUSG00000038916	ENSMUST00000092629	168123_at
ENSMUSG00000021032	ENSMUST00000110177	136766_at
ENSMUSG00000021032	ENSMUST00000021420	136766_at
ENSMUSG00000021032	ENSMUST00000110176	136766_at
ENSMUSG00000020841	ENSMUST00000021201	139289_at
ENSMUSG00000020841	ENSMUST00000021201	134194_at
ENSMUSG00000020841	ENSMUST00000151584	134194_at
ENSMUSG00000015242	ENSMUST00000015386	165592_r_at
ENSMUSG00000015242	ENSMUST00000107666	165592_r_at
ENSMUSG00000015242	ENSMUST00000123780	165592_r_at
ENSMUSG00000015242	ENSMUST00000188045	165592_r_at
ENSMUSG00000021244	ENSMUST00000169150	138505_at
ENSMUSG00000032661	ENSMUST00000044833	135402_at
ENSMUSG00000032688	ENSMUST00000224056	133562_at
ENSMUSG00000032688	ENSMUST00000049248	133562_at
ENSMUSG00000066108	ENSMUST00000165147	165954_f_at
ENSMUSG00000044847	ENSMUST00000129820	134163_at
ENSMUSG00000044847	ENSMUST00000062458	134163_at
ENSMUSG00000030231	ENSMUST00000204528	131120_at
ENSMUSG00000041343	ENSMUST00000118157	166196_r_at
ENSMUSG00000041343	ENSMUST00000126305	166196_r_at
ENSMUSG00000101708	ENSMUST00000185556	166295_f_at
ENSMUSG00000101708	ENSMUST00000185975	166295_f_at
ENSMUSG00000101708	ENSMUST00000187041	166295_f_at
ENSMUSG00000021597	ENSMUST00000151524	166903_at
ENSMUSG00000021597	ENSMUST00000162921	166903_at
ENSMUSG00000021597	ENSMUST00000162944	166903_at
ENSMUSG00000021597	ENSMUST00000159300	166903_at
ENSMUSG00000021597	ENSMUST00000159462	166903_at
ENSMUSG00000021597	ENSMUST00000162320	166903_at
ENSMUSG00000101855	ENSMUST00000188166	166295_f_at
ENSMUSG00000101855	ENSMUST00000187456	166295_f_at
ENSMUSG00000025207	ENSMUST00000026225	132936_at
ENSMUSG00000025207	ENSMUST00000238104	132936_at
ENSMUSG00000025207	ENSMUST00000130549	132936_at
ENSMUSG00000025207	ENSMUST00000235312	132936_at
ENSMUSG00000025207	ENSMUST00000179305	132936_at
ENSMUSG00000083215	ENSMUST00000119377	165666_i_at
ENSMUSG00000058454	ENSMUST00000143338	129090_at
ENSMUSG00000058454	ENSMUST00000128610	129090_at
ENSMUSG00000021514	ENSMUST00000130799	137614_at
ENSMUSG00000021514	ENSMUST00000222364	137614_at
ENSMUSG00000105851	ENSMUST00000197965	134798_at
ENSMUSG00000014496	ENSMUST00000227863	166773_at
ENSMUSG00000014496	ENSMUST00000014640	166773_at
ENSMUSG00000014496	ENSMUST00000227089	166773_at
ENSMUSG00000014496	ENSMUST00000227613	166773_at
ENSMUSG00000026565	ENSMUST00000160260	132088_at
ENSMUSG00000026565	ENSMUST00000111427	132088_at
ENSMUSG00000028707	ENSMUST00000064806	133187_at
ENSMUSG00000028707	ENSMUST00000124071	133187_at
ENSMUSG00000028707	ENSMUST00000084338	133187_at
ENSMUSG00000028234	ENSMUST00000138502	167494_f_at
ENSMUSG00000028234	ENSMUST00000103009	167494_f_at
ENSMUSG00000028234	ENSMUST00000130128	167494_f_at
ENSMUSG00000028943	ENSMUST00000030785	165655_r_at
ENSMUSG00000028943	ENSMUST00000105659	165655_r_at
ENSMUSG00000028943	ENSMUST00000049305	165655_r_at
ENSMUSG00000028943	ENSMUST00000105658	165655_r_at
ENSMUSG00000028943	ENSMUST00000105653	165655_r_at
ENSMUSG00000028943	ENSMUST00000150958	165655_r_at
ENSMUSG00000028943	ENSMUST00000105655	165655_r_at
ENSMUSG00000028943	ENSMUST00000105656	165655_r_at
ENSMUSG00000028943	ENSMUST00000103196	165655_r_at
ENSMUSG00000028943	ENSMUST00000105654	165655_r_at
ENSMUSG00000028943	ENSMUST00000070018	165655_r_at
ENSMUSG00000028943	ENSMUST00000105657	165655_r_at
ENSMUSG00000028943	ENSMUST00000080042	165655_r_at
ENSMUSG00000028943	ENSMUST00000084114	165655_r_at
ENSMUSG00000028943	ENSMUST00000136627	165655_r_at
ENSMUSG00000031168	ENSMUST00000033509	165785_f_at
ENSMUSG00000025372	ENSMUST00000106231	165788_at
ENSMUSG00000025372	ENSMUST00000075180	165788_at
ENSMUSG00000025372	ENSMUST00000103021	165788_at
ENSMUSG00000002781	ENSMUST00000069772	136067_at
ENSMUSG00000002781	ENSMUST00000209292	136067_at
ENSMUSG00000002781	ENSMUST00000209350	136067_at
ENSMUSG00000002781	ENSMUST00000211280	136067_at
ENSMUSG00000006241	ENSMUST00000006403	171177_s_at
ENSMUSG00000006241	ENSMUST00000006403	140819_at
ENSMUSG00000006241	ENSMUST00000170304	171177_s_at
ENSMUSG00000006241	ENSMUST00000170304	140819_at
ENSMUSG00000006241	ENSMUST00000216710	171177_s_at
ENSMUSG00000006241	ENSMUST00000216710	140819_at
ENSMUSG00000006241	ENSMUST00000214734	171177_s_at
ENSMUSG00000006241	ENSMUST00000214734	140819_at
ENSMUSG00000034453	ENSMUST00000077175	132659_at
ENSMUSG00000056197	ENSMUST00000205241	166381_f_at
ENSMUSG00000056197	ENSMUST00000204006	166381_f_at
ENSMUSG00000056197	ENSMUST00000070163	166381_f_at
ENSMUSG00000042298	ENSMUST00000154976	135079_r_at
ENSMUSG00000042298	ENSMUST00000162385	135079_r_at
ENSMUSG00000043008	ENSMUST00000058839	134380_at
ENSMUSG00000022141	ENSMUST00000052965	129296_at
ENSMUSG00000041323	ENSMUST00000040876	137359_at
ENSMUSG00000041323	ENSMUST00000220702	133246_g_at
ENSMUSG00000004637	ENSMUST00000004756	166724_at
ENSMUSG00000004637	ENSMUST00000162052	166724_at
ENSMUSG00000033209	ENSMUST00000156290	166829_at
ENSMUSG00000033209	ENSMUST00000040111	166829_at
ENSMUSG00000037007	ENSMUST00000049393	129141_at
ENSMUSG00000037007	ENSMUST00000165640	129141_at
ENSMUSG00000085558	ENSMUST00000124122	129884_at
ENSMUSG00000085558	ENSMUST00000138390	129884_at
ENSMUSG00000085558	ENSMUST00000154082	129884_at
ENSMUSG00000050996	ENSMUST00000234590	166180_f_at
ENSMUSG00000050996	ENSMUST00000234003	166180_f_at
ENSMUSG00000050996	ENSMUST00000062769	166180_f_at
ENSMUSG00000052759	ENSMUST00000086395	138485_at
ENSMUSG00000067279	ENSMUST00000087321	135301_at
ENSMUSG00000039176	ENSMUST00000201557	135210_at
ENSMUSG00000039176	ENSMUST00000125562	135210_at
ENSMUSG00000085427	ENSMUST00000136807	133447_at
ENSMUSG00000085427	ENSMUST00000125382	133447_at
ENSMUSG00000021395	ENSMUST00000095797	168497_at
ENSMUSG00000021395	ENSMUST00000223152	168497_at
ENSMUSG00000006471	ENSMUST00000137355	139015_at
ENSMUSG00000021639	ENSMUST00000231227	138195_at
ENSMUSG00000021639	ENSMUST00000232447	138195_at
ENSMUSG00000022677	ENSMUST00000120707	165469_f_at
ENSMUSG00000022677	ENSMUST00000023357	165469_f_at
ENSMUSG00000022677	ENSMUST00000230495	165469_f_at
ENSMUSG00000022677	ENSMUST00000148278	165469_f_at
ENSMUSG00000033257	ENSMUST00000042125	134681_at
ENSMUSG00000033257	ENSMUST00000153636	129887_at
ENSMUSG00000033257	ENSMUST00000145132	134681_at
ENSMUSG00000056763	ENSMUST00000071087	165627_at
ENSMUSG00000056763	ENSMUST00000186294	165627_at
ENSMUSG00000056763	ENSMUST00000185422	165627_at
ENSMUSG00000056763	ENSMUST00000190625	165627_at
ENSMUSG00000036819	ENSMUST00000108777	141114_at
ENSMUSG00000036819	ENSMUST00000045279	141114_at
ENSMUSG00000036819	ENSMUST00000147163	141114_at
ENSMUSG00000036819	ENSMUST00000126158	141114_at
ENSMUSG00000026309	ENSMUST00000187049	168309_i_at
ENSMUSG00000026309	ENSMUST00000190747	168309_i_at
ENSMUSG00000046709	ENSMUST00000086854	135285_at
ENSMUSG00000046709	ENSMUST00000112848	135285_at
ENSMUSG00000046709	ENSMUST00000112847	135285_at
ENSMUSG00000046709	ENSMUST00000238446	135285_at
ENSMUSG00000046709	ENSMUST00000170792	135285_at
ENSMUSG00000083773	ENSMUST00000121658	AFFX-GapdhMur/M32599_5_at
ENSMUSG00000002930	ENSMUST00000052827	165877_at
ENSMUSG00000018387	ENSMUST00000109013	166928_at
ENSMUSG00000018387	ENSMUST00000018531	166928_at
ENSMUSG00000018387	ENSMUST00000146001	166928_at
ENSMUSG00000018387	ENSMUST00000109010	166928_at
ENSMUSG00000018387	ENSMUST00000093114	166928_at
ENSMUSG00000018387	ENSMUST00000155297	166928_at
ENSMUSG00000073730	ENSMUST00000073179	165895_at
ENSMUSG00000097881	ENSMUST00000181433	136721_at
ENSMUSG00000020181	ENSMUST00000032719	130290_at
ENSMUSG00000020181	ENSMUST00000239301	130290_at
ENSMUSG00000020181	ENSMUST00000161582	130290_at
ENSMUSG00000020181	ENSMUST00000238286	130290_at
ENSMUSG00000034126	ENSMUST00000037788	166917_at
ENSMUSG00000097218	ENSMUST00000180399	166052_at
ENSMUSG00000025757	ENSMUST00000204702	165748_at
ENSMUSG00000097207	ENSMUST00000195898	134523_at
ENSMUSG00000097207	ENSMUST00000181374	134523_at
ENSMUSG00000097145	ENSMUST00000180601	131377_at
ENSMUSG00000047789	ENSMUST00000052514	165758_at
ENSMUSG00000024006	ENSMUST00000140355	137511_at
ENSMUSG00000024006	ENSMUST00000125070	137511_at
ENSMUSG00000024006	ENSMUST00000142923	137511_at
ENSMUSG00000024006	ENSMUST00000126893	137511_at
ENSMUSG00000024006	ENSMUST00000232724	137511_at
ENSMUSG00000008200	ENSMUST00000145747	135503_at
ENSMUSG00000008200	ENSMUST00000142631	135503_at
ENSMUSG00000040044	ENSMUST00000132918	167515_at
ENSMUSG00000060715	ENSMUST00000072235	166237_f_at
ENSMUSG00000060715	ENSMUST00000190748	166237_f_at
ENSMUSG00000073656	ENSMUST00000147494	134031_r_at
ENSMUSG00000058761	ENSMUST00000174264	137122_at
ENSMUSG00000089762	ENSMUST00000065134	171397_at
ENSMUSG00000053286	ENSMUST00000188843	131449_at
ENSMUSG00000080980	ENSMUST00000117522	167190_r_at
ENSMUSG00000020703	ENSMUST00000021044	171375_at
ENSMUSG00000020175	ENSMUST00000147802	137972_at
ENSMUSG00000020175	ENSMUST00000146440	137972_at
ENSMUSG00000020175	ENSMUST00000234625	137972_at
ENSMUSG00000097191	ENSMUST00000180733	134171_at
ENSMUSG00000097191	ENSMUST00000200718	134171_at
ENSMUSG00000020056	ENSMUST00000171151	129129_at
ENSMUSG00000036437	ENSMUST00000212588	135146_r_at
ENSMUSG00000036437	ENSMUST00000039303	135146_r_at
ENSMUSG00000027677	ENSMUST00000099153	168013_r_at
ENSMUSG00000027677	ENSMUST00000199222	168013_r_at
ENSMUSG00000027677	ENSMUST00000117915	168013_r_at
ENSMUSG00000027677	ENSMUST00000108210	168013_r_at
ENSMUSG00000029605	ENSMUST00000183291	137038_at
ENSMUSG00000029605	ENSMUST00000086377	137038_at
ENSMUSG00000016529	ENSMUST00000016673	AFFX-MurIL10_at
ENSMUSG00000047412	ENSMUST00000216649	168016_r_at
ENSMUSG00000047412	ENSMUST00000115222	134047_at
ENSMUSG00000047412	ENSMUST00000115222	136121_at
ENSMUSG00000047412	ENSMUST00000115222	168016_r_at
ENSMUSG00000047412	ENSMUST00000167346	168016_r_at
ENSMUSG00000060508	ENSMUST00000073151	129417_s_at
ENSMUSG00000023883	ENSMUST00000168938	139227_at
ENSMUSG00000034664	ENSMUST00000103086	131845_at
ENSMUSG00000034664	ENSMUST00000134735	131845_at
ENSMUSG00000034664	ENSMUST00000128752	131845_at
ENSMUSG00000034664	ENSMUST00000151625	131845_at
ENSMUSG00000034664	ENSMUST00000149519	131845_at
ENSMUSG00000034664	ENSMUST00000131247	131845_at
ENSMUSG00000034664	ENSMUST00000130433	131845_at
ENSMUSG00000001415	ENSMUST00000192057	140327_at
ENSMUSG00000001415	ENSMUST00000193097	140327_at
ENSMUSG00000061455	ENSMUST00000107721	134131_at
ENSMUSG00000061455	ENSMUST00000107720	134131_at
ENSMUSG00000045790	ENSMUST00000198008	134062_at
ENSMUSG00000045790	ENSMUST00000059428	134062_at
ENSMUSG00000097450	ENSMUST00000180602	166052_at
ENSMUSG00000055435	ENSMUST00000069009	130990_at
ENSMUSG00000038766	ENSMUST00000107204	135280_at
ENSMUSG00000038766	ENSMUST00000145272	166949_at
ENSMUSG00000054519	ENSMUST00000057799	167922_r_at
ENSMUSG00000039219	ENSMUST00000110536	168395_at
ENSMUSG00000039219	ENSMUST00000110534	168395_at
ENSMUSG00000039219	ENSMUST00000149579	168395_at
ENSMUSG00000039219	ENSMUST00000148941	168395_at
ENSMUSG00000039219	ENSMUST00000039538	168395_at
ENSMUSG00000031995	ENSMUST00000034478	128683_r_at
ENSMUSG00000072501	ENSMUST00000048188	129155_at
ENSMUSG00000072501	ENSMUST00000230948	129155_at
ENSMUSG00000072501	ENSMUST00000229160	129155_at
ENSMUSG00000025776	ENSMUST00000159958	167914_r_at
ENSMUSG00000025776	ENSMUST00000159958	167678_at
ENSMUSG00000025776	ENSMUST00000095075	167914_r_at
ENSMUSG00000025776	ENSMUST00000095075	167678_at
ENSMUSG00000071335	ENSMUST00000095749	137112_at
ENSMUSG00000071335	ENSMUST00000239163	137112_at
ENSMUSG00000047126	ENSMUST00000133501	134316_at
ENSMUSG00000024680	ENSMUST00000186978	135375_at
ENSMUSG00000024680	ENSMUST00000189641	135375_at
ENSMUSG00000052949	ENSMUST00000149147	168158_r_at
ENSMUSG00000052949	ENSMUST00000149147	167218_at
ENSMUSG00000052949	ENSMUST00000100202	168158_r_at
ENSMUSG00000052949	ENSMUST00000100202	167218_at
ENSMUSG00000052949	ENSMUST00000106398	168158_r_at
ENSMUSG00000052949	ENSMUST00000106398	167218_at
ENSMUSG00000052949	ENSMUST00000137264	167218_at
ENSMUSG00000052949	ENSMUST00000150775	167218_at
ENSMUSG00000052949	ENSMUST00000141229	168270_at
ENSMUSG00000052949	ENSMUST00000148763	168270_at
ENSMUSG00000061906	ENSMUST00000072818	137212_f_at
ENSMUSG00000061906	ENSMUST00000072818	137211_i_at
ENSMUSG00000054477	ENSMUST00000183897	140647_at
ENSMUSG00000054477	ENSMUST00000235217	140647_at
ENSMUSG00000117475	ENSMUST00000234562	167602_i_at
ENSMUSG00000027867	ENSMUST00000164539	133455_at
ENSMUSG00000027867	ENSMUST00000164539	167389_i_at
ENSMUSG00000038225	ENSMUST00000211400	167431_at
ENSMUSG00000038225	ENSMUST00000136335	167431_at
ENSMUSG00000038225	ENSMUST00000040468	167431_at
ENSMUSG00000058298	ENSMUST00000237608	166215_r_at
ENSMUSG00000058298	ENSMUST00000219547	166215_r_at
ENSMUSG00000058298	ENSMUST00000220007	166215_r_at
ENSMUSG00000058298	ENSMUST00000219838	133889_at
ENSMUSG00000058298	ENSMUST00000075540	166215_r_at
ENSMUSG00000029268	ENSMUST00000079811	167745_r_at
ENSMUSG00000024826	ENSMUST00000137465	136542_at
ENSMUSG00000027676	ENSMUST00000197230	138552_at
ENSMUSG00000042810	ENSMUST00000114571	167761_at
ENSMUSG00000042810	ENSMUST00000077093	167761_at
ENSMUSG00000042810	ENSMUST00000154536	167761_at
ENSMUSG00000042810	ENSMUST00000204554	167761_at
ENSMUSG00000106677	ENSMUST00000147854	167745_r_at
ENSMUSG00000112302	ENSMUST00000219034	129306_r_at
ENSMUSG00000098284	ENSMUST00000184994	129102_at
ENSMUSG00000098284	ENSMUST00000184346	129102_at
ENSMUSG00000098284	ENSMUST00000237850	129102_at
ENSMUSG00000048330	ENSMUST00000147580	140886_at
ENSMUSG00000048330	ENSMUST00000055993	140886_at
ENSMUSG00000036510	ENSMUST00000093249	138483_at
ENSMUSG00000036510	ENSMUST00000145601	138483_at
ENSMUSG00000036510	ENSMUST00000128860	138483_at
ENSMUSG00000071252	ENSMUST00000168779	167854_at
ENSMUSG00000071252	ENSMUST00000225605	167854_at
ENSMUSG00000071252	ENSMUST00000225605	136287_at
ENSMUSG00000071252	ENSMUST00000225760	167854_at
ENSMUSG00000030909	ENSMUST00000033201	134162_at
ENSMUSG00000020661	ENSMUST00000020991	166504_r_at
ENSMUSG00000020661	ENSMUST00000174817	166504_r_at
ENSMUSG00000020661	ENSMUST00000174483	166504_r_at
ENSMUSG00000020661	ENSMUST00000172689	166504_r_at
ENSMUSG00000020661	ENSMUST00000172913	166504_r_at
ENSMUSG00000020661	ENSMUST00000111186	166504_r_at
ENSMUSG00000034467	ENSMUST00000213007	131225_at
ENSMUSG00000034467	ENSMUST00000078170	131225_at
ENSMUSG00000041445	ENSMUST00000111908	130951_at
ENSMUSG00000035311	ENSMUST00000151273	165818_at
ENSMUSG00000035311	ENSMUST00000020251	165818_at
ENSMUSG00000028550	ENSMUST00000030279	136770_r_at
ENSMUSG00000028550	ENSMUST00000030279	136769_f_at
