Gene stable ID	Transcript stable ID	AFFY RAE230A probe
ENSRNOG00000007426	ENSRNOT00000009759	1376691_at
ENSRNOG00000001223	ENSRNOT00000001638	1389903_at
ENSRNOG00000058186	ENSRNOT00000085315	1373093_at
ENSRNOG00000017250	ENSRNOT00000023613	1386914_at
ENSRNOG00000045555	ENSRNOT00000072464	1399004_at
ENSRNOG00000016685	ENSRNOT00000022364	1369498_at
ENSRNOG00000019448	ENSRNOT00000027969	1387245_at
ENSRNOG00000019161	ENSRNOT00000080925	1392996_at
ENSRNOG00000003298	ENSRNOT00000004403	1388026_at
ENSRNOG00000003298	ENSRNOT00000004403	1370621_at
ENSRNOG00000003298	ENSRNOT00000070958	1388026_at
ENSRNOG00000003298	ENSRNOT00000070958	1370621_at
ENSRNOG00000055647	ENSRNOT00000090319	1388946_at
ENSRNOG00000013683	ENSRNOT00000018318	1371840_at
ENSRNOG00000019161	ENSRNOT00000026009	1392996_at
ENSRNOG00000019161	ENSRNOT00000078789	1392996_at
ENSRNOG00000055647	ENSRNOT00000080478	1388946_at
ENSRNOG00000051420	ENSRNOT00000084452	1372951_at
ENSRNOG00000019180	ENSRNOT00000026057	1387101_at
ENSRNOG00000009069	ENSRNOT00000012245	1371911_at
ENSRNOG00000021317	ENSRNOT00000037946	1371418_at
ENSRNOG00000007398	ENSRNOT00000009691	1374944_at
ENSRNOG00000013035	ENSRNOT00000017396	1383232_at
ENSRNOG00000011414	ENSRNOT00000015757	1387120_at
ENSRNOG00000020482	ENSRNOT00000089584	1390573_a_at
ENSRNOG00000017286	ENSRNOT00000023385	1369663_at
ENSRNOG00000047686	ENSRNOT00000074492	1370432_at
ENSRNOG00000010209	ENSRNOT00000013764	1389862_at
ENSRNOG00000020482	ENSRNOT00000027789	1390573_a_at
ENSRNOG00000025679	ENSRNOT00000035597	1371943_at
ENSRNOG00000036742	ENSRNOT00000021514	1373362_at
ENSRNOG00000000130	ENSRNOT00000000142	1372144_at
ENSRNOG00000000130	ENSRNOT00000000142	1375762_at
ENSRNOG00000000130	ENSRNOT00000080082	1372144_at
ENSRNOG00000000130	ENSRNOT00000080082	1375762_at
ENSRNOG00000006966	ENSRNOT00000087089	1370724_a_at
ENSRNOG00000030404	ENSRNOT00000043554	1376783_at
ENSRNOG00000030404	ENSRNOT00000043554	1368968_at
ENSRNOG00000012094	ENSRNOT00000082792	1368448_at
ENSRNOG00000006966	ENSRNOT00000086628	1369678_a_at
ENSRNOG00000006966	ENSRNOT00000086628	1389908_at
ENSRNOG00000006966	ENSRNOT00000086628	1369679_a_at
ENSRNOG00000006966	ENSRNOT00000086628	1370724_a_at
ENSRNOG00000020653	ENSRNOT00000028034	1386989_at
ENSRNOG00000020653	ENSRNOT00000028034	1367920_at
ENSRNOG00000007142	ENSRNOT00000009825	1369448_at
ENSRNOG00000007142	ENSRNOT00000009825	1376913_at
ENSRNOG00000006966	ENSRNOT00000004017	1369678_a_at
ENSRNOG00000006966	ENSRNOT00000004017	1389908_at
ENSRNOG00000006966	ENSRNOT00000004017	1369679_a_at
ENSRNOG00000006966	ENSRNOT00000004017	1370724_a_at
ENSRNOG00000014765	ENSRNOT00000020681	1398843_at
ENSRNOG00000007332	ENSRNOT00000009612	1368598_at
ENSRNOG00000014765	ENSRNOT00000086340	1398843_at
ENSRNOG00000059443	ENSRNOT00000087109	1373647_at
ENSRNOG00000003370	ENSRNOT00000004686	1369671_at
ENSRNOG00000012094	ENSRNOT00000031331	1368448_at
ENSRNOG00000003269	ENSRNOT00000004653	1367724_a_at
ENSRNOG00000048308	ENSRNOT00000074874	1372453_at
ENSRNOG00000018712	ENSRNOT00000041533	1368935_at
ENSRNOG00000003439	ENSRNOT00000004590	1368375_a_at
ENSRNOG00000018873	ENSRNOT00000025827	1389529_at
ENSRNOG00000012094	ENSRNOT00000077458	1368448_at
ENSRNOG00000003269	ENSRNOT00000077386	1367724_a_at
ENSRNOG00000009240	ENSRNOT00000012255	1398830_at
ENSRNOG00000018712	ENSRNOT00000080177	1368935_at
ENSRNOG00000014915	ENSRNOT00000020252	1369061_at
ENSRNOG00000023334	ENSRNOT00000046888	1372034_at
ENSRNOG00000006063	ENSRNOT00000067664	1374078_at
ENSRNOG00000061337	ENSRNOT00000078685	1384609_a_at
ENSRNOG00000061337	ENSRNOT00000078685	1393505_x_at
ENSRNOG00000061337	ENSRNOT00000078685	1384610_at
ENSRNOG00000014915	ENSRNOT00000090036	1369061_at
ENSRNOG00000010708	ENSRNOT00000014320	1387894_at
ENSRNOG00000010708	ENSRNOT00000014320	1370293_at
ENSRNOG00000024930	ENSRNOT00000036506	1375315_at
ENSRNOG00000047124	ENSRNOT00000074778	1368108_at
ENSRNOG00000031046	ENSRNOT00000049705	1388234_at
ENSRNOG00000003977	ENSRNOT00000005383	1368147_at
ENSRNOG00000003977	ENSRNOT00000005383	1368146_at
ENSRNOG00000011427	ENSRNOT00000082639	1369336_at
ENSRNOG00000011550	ENSRNOT00000087043	1387689_at
ENSRNOG00000011427	ENSRNOT00000015716	1369336_at
ENSRNOG00000014460	ENSRNOT00000019389	1391560_at
ENSRNOG00000011550	ENSRNOT00000015840	1387689_at
ENSRNOG00000000560	ENSRNOT00000000676	1373167_at
ENSRNOG00000000560	ENSRNOT00000078719	1373167_at
ENSRNOG00000059604	ENSRNOT00000090155	1372975_at
ENSRNOG00000058033	ENSRNOT00000081251	1398764_at
ENSRNOG00000008897	ENSRNOT00000063876	1374761_at
ENSRNOG00000020916	ENSRNOT00000055185	1373244_at
ENSRNOG00000008222	ENSRNOT00000010871	1388136_at
ENSRNOG00000008222	ENSRNOT00000088790	1388136_at
ENSRNOG00000007462	ENSRNOT00000065229	1375660_at
ENSRNOG00000007462	ENSRNOT00000083162	1386296_at
ENSRNOG00000012749	ENSRNOT00000017060	1370215_at
ENSRNOG00000019490	ENSRNOT00000026418	1372747_at
ENSRNOG00000019490	ENSRNOT00000026418	1369234_at
ENSRNOG00000007462	ENSRNOT00000091236	1375660_at
ENSRNOG00000052393	ENSRNOT00000077959	1371811_at
ENSRNOG00000009465	ENSRNOT00000012658	1390119_at
ENSRNOG00000004537	ENSRNOT00000077227	1370981_at
ENSRNOG00000020656	ENSRNOT00000028039	1368719_at
ENSRNOG00000057207	ENSRNOT00000050446	1398897_at
ENSRNOG00000004537	ENSRNOT00000006117	1370981_at
ENSRNOG00000046880	ENSRNOT00000072598	1371327_a_at
ENSRNOG00000038597	ENSRNOT00000078737	1368944_at
ENSRNOG00000038597	ENSRNOT00000078737	1388816_at
ENSRNOG00000020656	ENSRNOT00000090164	1368719_at
ENSRNOG00000002388	ENSRNOT00000003246	1375769_at
ENSRNOG00000002388	ENSRNOT00000003246	1373395_at
ENSRNOG00000011133	ENSRNOT00000044028	1369164_a_at
ENSRNOG00000001128	ENSRNOT00000001490	1384202_at
ENSRNOG00000010047	ENSRNOT00000013661	1368013_at
ENSRNOG00000014614	ENSRNOT00000020472	1388875_at
ENSRNOG00000038597	ENSRNOT00000058885	1368944_at
ENSRNOG00000010533	ENSRNOT00000014236	1369026_at
ENSRNOG00000030093	ENSRNOT00000018501	1387943_at
ENSRNOG00000042620	ENSRNOT00000064160	1375180_at
ENSRNOG00000042620	ENSRNOT00000064160	1372342_at
ENSRNOG00000011133	ENSRNOT00000015437	1369164_a_at
ENSRNOG00000010533	ENSRNOT00000082077	1369026_at
ENSRNOG00000020656	ENSRNOT00000091573	1368719_at
ENSRNOG00000029485	ENSRNOT00000043333	1374757_at
ENSRNOG00000023172	ENSRNOT00000025300	1390520_at
ENSRNOG00000016031	ENSRNOT00000090647	1383822_at
ENSRNOG00000047516	ENSRNOT00000007657	1399075_at
ENSRNOG00000016031	ENSRNOT00000048653	1383822_at
ENSRNOG00000008859	ENSRNOT00000011794	1371122_at
ENSRNOG00000051861	ENSRNOT00000079098	1387827_x_at
ENSRNOG00000008859	ENSRNOT00000081682	1371122_at
ENSRNOG00000027175	ENSRNOT00000033288	1373574_at
ENSRNOG00000021960	ENSRNOT00000030811	1399057_at
ENSRNOG00000050828	ENSRNOT00000073596	1388330_at
ENSRNOG00000004146	ENSRNOT00000086305	1388151_at
ENSRNOG00000009658	ENSRNOT00000013344	1388937_at
ENSRNOG00000009266	ENSRNOT00000012478	1386915_at
ENSRNOG00000004146	ENSRNOT00000006067	1388151_at
ENSRNOG00000020531	ENSRNOT00000027842	1367983_at
ENSRNOG00000043007	ENSRNOT00000085352	1373128_at
ENSRNOG00000008648	ENSRNOT00000011521	1367991_at
ENSRNOG00000036696	ENSRNOT00000054966	1367840_at
ENSRNOG00000043007	ENSRNOT00000027917	1373128_at
ENSRNOG00000061656	ENSRNOT00000090754	1398240_at
ENSRNOG00000017392	ENSRNOT00000023388	1387606_at
ENSRNOG00000019222	ENSRNOT00000087192	1388867_at
ENSRNOG00000010593	ENSRNOT00000014888	1398354_at
ENSRNOG00000019222	ENSRNOT00000026150	1388867_at
ENSRNOG00000045799	ENSRNOT00000042860	1370349_a_at
ENSRNOG00000045799	ENSRNOT00000042860	1389270_x_at
ENSRNOG00000045799	ENSRNOT00000042860	1370396_x_at
ENSRNOG00000002802	ENSRNOT00000003778	1387316_at
ENSRNOG00000017781	ENSRNOT00000080521	1371784_at
ENSRNOG00000055067	ENSRNOT00000072497	AFFX_rat_5S_rRNA_at
ENSRNOG00000016733	ENSRNOT00000092112	1388140_at
ENSRNOG00000007177	ENSRNOT00000009497	1374704_at
ENSRNOG00000017781	ENSRNOT00000024321	1371784_at
ENSRNOG00000016733	ENSRNOT00000022627	1388140_at
ENSRNOG00000008049	ENSRNOT00000010954	1387646_a_at
ENSRNOG00000008049	ENSRNOT00000010954	1372090_at
ENSRNOG00000052164	ENSRNOT00000088904	1377521_at
ENSRNOG00000030183	ENSRNOT00000056704	1372897_at
ENSRNOG00000030183	ENSRNOT00000041859	1372897_at
ENSRNOG00000011820	ENSRNOT00000016222	1368789_at
ENSRNOG00000008049	ENSRNOT00000083286	1387646_a_at
ENSRNOG00000008049	ENSRNOT00000083286	1372090_at
ENSRNOG00000048145	ENSRNOT00000073970	1369770_at
ENSRNOG00000048145	ENSRNOT00000073970	1387692_a_at
ENSRNOG00000061108	ENSRNOT00000082687	1398896_at
ENSRNOG00000008049	ENSRNOT00000041442	1387646_a_at
ENSRNOG00000008049	ENSRNOT00000041442	1372090_at
ENSRNOG00000030183	ENSRNOT00000085808	1372897_at
ENSRNOG00000054954	ENSRNOT00000084439	1387568_at
ENSRNOG00000005034	ENSRNOT00000006800	1372967_at
ENSRNOG00000017035	ENSRNOT00000023236	1372909_at
ENSRNOG00000011842	ENSRNOT00000016039	1369842_at
ENSRNOG00000058485	ENSRNOT00000079588	1369544_a_at
ENSRNOG00000058485	ENSRNOT00000079588	1387612_at
ENSRNOG00000058485	ENSRNOT00000077105	1369544_a_at
ENSRNOG00000058485	ENSRNOT00000077105	1387612_at
ENSRNOG00000050067	ENSRNOT00000074978	1387888_at
ENSRNOG00000011351	ENSRNOT00000081484	1371031_at
ENSRNOG00000004946	ENSRNOT00000006608	1370404_at
ENSRNOG00000009085	ENSRNOT00000067183	1373952_at
ENSRNOG00000011351	ENSRNOT00000015190	1371031_at
ENSRNOG00000018309	ENSRNOT00000055970	1372441_at
ENSRNOG00000019363	ENSRNOT00000026216	1372622_at
ENSRNOG00000010474	ENSRNOT00000016137	1371810_at
ENSRNOG00000010474	ENSRNOT00000016137	1372464_at
ENSRNOG00000009571	ENSRNOT00000012755	1370648_a_at
ENSRNOG00000009571	ENSRNOT00000012755	1370596_a_at
ENSRNOG00000009571	ENSRNOT00000074054	1370596_a_at
ENSRNOG00000010474	ENSRNOT00000057286	1373476_at
ENSRNOG00000013469	ENSRNOT00000018310	1371391_at
ENSRNOG00000059615	ENSRNOT00000091490	1373265_at
ENSRNOG00000016372	ENSRNOT00000022635	1371525_at
ENSRNOG00000016262	ENSRNOT00000021861	1368491_at
ENSRNOG00000052156	ENSRNOT00000089210	1388449_at
ENSRNOG00000016372	ENSRNOT00000081339	1371525_at
ENSRNOG00000023337	ENSRNOT00000034692	1387723_at
ENSRNOG00000006816	ENSRNOT00000009115	1367719_at
ENSRNOG00000017429	ENSRNOT00000023563	1368723_at
ENSRNOG00000052236	ENSRNOT00000086302	1389207_at
ENSRNOG00000020431	ENSRNOT00000027730	1387834_at
ENSRNOG00000017927	ENSRNOT00000024137	1387520_at
ENSRNOG00000017927	ENSRNOT00000024137	1394385_s_at
ENSRNOG00000014603	ENSRNOT00000019639	1374683_at
ENSRNOG00000007682	ENSRNOT00000029031	1368691_at
ENSRNOG00000007682	ENSRNOT00000029031	1376892_at
ENSRNOG00000016361	ENSRNOT00000041407	1387065_at
ENSRNOG00000007682	ENSRNOT00000010367	1368691_at
ENSRNOG00000007682	ENSRNOT00000010367	1376892_at
ENSRNOG00000016361	ENSRNOT00000022234	1387065_at
ENSRNOG00000014227	ENSRNOT00000019051	1371162_at
ENSRNOG00000034772	ENSRNOT00000052895	AFFX_rat_5S_rRNA_at
ENSRNOG00000006237	ENSRNOT00000008282	1388004_at
ENSRNOG00000033665	ENSRNOT00000049722	1375077_at
ENSRNOG00000014652	ENSRNOT00000019939	1368316_at
ENSRNOG00000048924	ENSRNOT00000075476	1389020_at
ENSRNOG00000022934	ENSRNOT00000002656	1375219_a_at
ENSRNOG00000022934	ENSRNOT00000002656	1367639_a_at
ENSRNOG00000022934	ENSRNOT00000007876	1375219_a_at
ENSRNOG00000022934	ENSRNOT00000007876	1367639_a_at
ENSRNOG00000000187	ENSRNOT00000000203	1369828_at
ENSRNOG00000042274	ENSRNOT00000074005	1372600_at
ENSRNOG00000025076	ENSRNOT00000019959	1389277_at
ENSRNOG00000042274	ENSRNOT00000068764	1372600_at
ENSRNOG00000010389	ENSRNOT00000042055	1387121_a_at
ENSRNOG00000048342	ENSRNOT00000073688	1373408_at
ENSRNOG00000042274	ENSRNOT00000079651	1372600_at
ENSRNOG00000010389	ENSRNOT00000040540	1387121_a_at
ENSRNOG00000001227	ENSRNOT00000001642	1398370_at
ENSRNOG00000001227	ENSRNOT00000001642	1368933_at
ENSRNOG00000019680	ENSRNOT00000026711	1369171_at
ENSRNOG00000010389	ENSRNOT00000085897	1387121_a_at
ENSRNOG00000056001	ENSRNOT00000084813	1387315_at
ENSRNOG00000001227	ENSRNOT00000083851	1398370_at
ENSRNOG00000001227	ENSRNOT00000083851	1368933_at
ENSRNOG00000017493	ENSRNOT00000023886	1387299_at
ENSRNOG00000020115	ENSRNOT00000027295	1367921_at
ENSRNOG00000007998	ENSRNOT00000011174	1387262_at
ENSRNOG00000026502	ENSRNOT00000036399	1374805_at
ENSRNOG00000024839	ENSRNOT00000036719	1389498_at
ENSRNOG00000056001	ENSRNOT00000084172	1387315_at
ENSRNOG00000004964	ENSRNOT00000006796	1369088_at
ENSRNOG00000004964	ENSRNOT00000006796	1377821_at
ENSRNOG00000021092	ENSRNOT00000028639	1373377_at
ENSRNOG00000012650	ENSRNOT00000017280	1371709_at
ENSRNOG00000010538	ENSRNOT00000014038	1377126_at
ENSRNOG00000010538	ENSRNOT00000014038	1376493_at
ENSRNOG00000020730	ENSRNOT00000028149	1372497_at
ENSRNOG00000009342	ENSRNOT00000012494	1387378_at
ENSRNOG00000007895	ENSRNOT00000083212	1371388_at
ENSRNOG00000027098	ENSRNOT00000037405	1374825_at
ENSRNOG00000032869	ENSRNOT00000041632	1387931_at
ENSRNOG00000017946	ENSRNOT00000024208	1387980_at
ENSRNOG00000020730	ENSRNOT00000077942	1372497_at
ENSRNOG00000007895	ENSRNOT00000010545	1371388_at
ENSRNOG00000057934	ENSRNOT00000087540	1372067_at
ENSRNOG00000021104	ENSRNOT00000028656	1367914_at
ENSRNOG00000033119	ENSRNOT00000042853	1386962_at
ENSRNOG00000033119	ENSRNOT00000042853	1370489_a_at
ENSRNOG00000001773	ENSRNOT00000002425	1369265_at
ENSRNOG00000048522	ENSRNOT00000074512	1369241_at
ENSRNOG00000048522	ENSRNOT00000074512	1369240_a_at
ENSRNOG00000033119	ENSRNOT00000049855	1370489_a_at
ENSRNOG00000037967	ENSRNOT00000057751	1374341_at
ENSRNOG00000004681	ENSRNOT00000006402	1376606_a_at
ENSRNOG00000036689	ENSRNOT00000054958	1367635_at
ENSRNOG00000033119	ENSRNOT00000045393	1386962_at
ENSRNOG00000033119	ENSRNOT00000045393	1370489_a_at
ENSRNOG00000005437	ENSRNOT00000007430	1368060_at
ENSRNOG00000045738	ENSRNOT00000070967	1398285_at
ENSRNOG00000024046	ENSRNOT00000030295	1376959_at
ENSRNOG00000042962	ENSRNOT00000067169	1399056_at
ENSRNOG00000001242	ENSRNOT00000036518	1371942_at
ENSRNOG00000000718	ENSRNOT00000000909	1388771_at
ENSRNOG00000052620	ENSRNOT00000084232	1367618_a_at
ENSRNOG00000027799	ENSRNOT00000028963	1376821_at
ENSRNOG00000052620	ENSRNOT00000089829	1367618_a_at
ENSRNOG00000055272	ENSRNOT00000087702	1388158_at
ENSRNOG00000016105	ENSRNOT00000021656	1370931_at
ENSRNOG00000004972	ENSRNOT00000006765	1372691_at
ENSRNOG00000009519	ENSRNOT00000057729	1376668_at
ENSRNOG00000019936	ENSRNOT00000027028	1373296_a_at
ENSRNOG00000017554	ENSRNOT00000023756	1369832_at
ENSRNOG00000009519	ENSRNOT00000013459	1376668_at
ENSRNOG00000017554	ENSRNOT00000078085	1369832_at
ENSRNOG00000000322	ENSRNOT00000080283	1373526_at
ENSRNOG00000000322	ENSRNOT00000057078	1373526_at
ENSRNOG00000009795	ENSRNOT00000067538	1371202_a_at
ENSRNOG00000009795	ENSRNOT00000067538	1388167_at
ENSRNOG00000009795	ENSRNOT00000013092	1371202_a_at
ENSRNOG00000009795	ENSRNOT00000013092	1388167_at
ENSRNOG00000011700	ENSRNOT00000056366	1383017_at
ENSRNOG00000009795	ENSRNOT00000067435	1371202_a_at
ENSRNOG00000015124	ENSRNOT00000083215	1369758_at
ENSRNOG00000011700	ENSRNOT00000091316	1383017_at
ENSRNOG00000019566	ENSRNOT00000026578	1368620_at
ENSRNOG00000008794	ENSRNOT00000011653	1367484_at
ENSRNOG00000010170	ENSRNOT00000013863	1371390_at
ENSRNOG00000015124	ENSRNOT00000047903	1369758_at
ENSRNOG00000007439	ENSRNOT00000087759	1370332_at
ENSRNOG00000004710	ENSRNOT00000006452	1375093_at
ENSRNOG00000010277	ENSRNOT00000015102	1367911_at
ENSRNOG00000015124	ENSRNOT00000092170	1369758_at
ENSRNOG00000009282	ENSRNOT00000045311	1373775_at
ENSRNOG00000015301	ENSRNOT00000020601	1367533_at
ENSRNOG00000057964	ENSRNOT00000086057	1368415_at
ENSRNOG00000058663	ENSRNOT00000079002	1374435_at
ENSRNOG00000058663	ENSRNOT00000085914	1374435_at
ENSRNOG00000007439	ENSRNOT00000010466	1370332_at
ENSRNOG00000024036	ENSRNOT00000056964	1377214_a_at
ENSRNOG00000049067	ENSRNOT00000073131	1398447_at
ENSRNOG00000030237	ENSRNOT00000051895	1389820_at
ENSRNOG00000033979	ENSRNOT00000049520	1388310_at
ENSRNOG00000058507	ENSRNOT00000088855	1374564_at
ENSRNOG00000002630	ENSRNOT00000003555	1372253_at
ENSRNOG00000012575	ENSRNOT00000058665	1368684_at
ENSRNOG00000022305	ENSRNOT00000044108	1371005_at
ENSRNOG00000016229	ENSRNOT00000021762	1375483_at
ENSRNOG00000016229	ENSRNOT00000091809	1375483_at
ENSRNOG00000015645	ENSRNOT00000021061	1387201_at
ENSRNOG00000015645	ENSRNOT00000021061	1389258_at
ENSRNOG00000012052	ENSRNOT00000016052	1387815_at
ENSRNOG00000053251	ENSRNOT00000091517	1387094_at
ENSRNOG00000026316	ENSRNOT00000035320	1388709_at
ENSRNOG00000018818	ENSRNOT00000025510	1380191_s_at
ENSRNOG00000018818	ENSRNOT00000025510	1368936_at
ENSRNOG00000000557	ENSRNOT00000000674	1388960_at
ENSRNOG00000018818	ENSRNOT00000083831	1368936_at
ENSRNOG00000010800	ENSRNOT00000014637	1367694_at
ENSRNOG00000004542	ENSRNOT00000082856	1378416_at
ENSRNOG00000010800	ENSRNOT00000085613	1367694_at
ENSRNOG00000003428	ENSRNOT00000020608	1373237_at
ENSRNOG00000000557	ENSRNOT00000000673	1367470_at
ENSRNOG00000000557	ENSRNOT00000000673	1398353_at
ENSRNOG00000001409	ENSRNOT00000001911	1398863_at
ENSRNOG00000001409	ENSRNOT00000001911	1370867_at
ENSRNOG00000013002	ENSRNOT00000036658	1388563_at
ENSRNOG00000038328	ENSRNOT00000058362	1377485_at
ENSRNOG00000013002	ENSRNOT00000090616	1388563_at
ENSRNOG00000006010	ENSRNOT00000007467	1369704_at
ENSRNOG00000015441	ENSRNOT00000088073	1368134_a_at
ENSRNOG00000020748	ENSRNOT00000056166	1371607_at
ENSRNOG00000020748	ENSRNOT00000056166	1373268_at
ENSRNOG00000015441	ENSRNOT00000020994	1368134_a_at
ENSRNOG00000019622	ENSRNOT00000026558	1367940_at
ENSRNOG00000036960	ENSRNOT00000067489	1398265_at
ENSRNOG00000036960	ENSRNOT00000067489	1387287_a_at
ENSRNOG00000036960	ENSRNOT00000067489	1374171_at
ENSRNOG00000016930	ENSRNOT00000022977	1371365_at
ENSRNOG00000024577	ENSRNOT00000028969	1368253_at
ENSRNOG00000010434	ENSRNOT00000014532	1370576_at
ENSRNOG00000022242	ENSRNOT00000003082	1373544_at
ENSRNOG00000047957	ENSRNOT00000071698	1377169_at
ENSRNOG00000009370	ENSRNOT00000012462	1375074_at
ENSRNOG00000019766	ENSRNOT00000026757	1387998_at
ENSRNOG00000028292	ENSRNOT00000032162	1388641_at
ENSRNOG00000057620	ENSRNOT00000092123	1367810_at
ENSRNOG00000057620	ENSRNOT00000092123	1386934_at
ENSRNOG00000059243	ENSRNOT00000084727	1387499_a_at
ENSRNOG00000016991	ENSRNOT00000023455	1389941_at
ENSRNOG00000043099	ENSRNOT00000068184	1375901_at
ENSRNOG00000023340	ENSRNOT00000037397	1390665_at
ENSRNOG00000036960	ENSRNOT00000055540	1398265_at
ENSRNOG00000036960	ENSRNOT00000055540	1387287_a_at
ENSRNOG00000005858	ENSRNOT00000007806	1398253_at
ENSRNOG00000016278	ENSRNOT00000021842	1370118_at
ENSRNOG00000021120	ENSRNOT00000028677	1374203_at
ENSRNOG00000011612	ENSRNOT00000015732	1368720_at
ENSRNOG00000048979	ENSRNOT00000067074	1388055_at
ENSRNOG00000002539	ENSRNOT00000003450	1370039_at
ENSRNOG00000002539	ENSRNOT00000003450	1371282_at
ENSRNOG00000030625	ENSRNOT00000012725	1390178_at
ENSRNOG00000030625	ENSRNOT00000012725	1370228_at
ENSRNOG00000047734	ENSRNOT00000075305	1390523_at
ENSRNOG00000000398	ENSRNOT00000000448	1373136_at
ENSRNOG00000004549	ENSRNOT00000085712	1390545_at
ENSRNOG00000030625	ENSRNOT00000045628	1370228_at
ENSRNOG00000000568	ENSRNOT00000000689	1374221_at
ENSRNOG00000000568	ENSRNOT00000000689	1374200_at
ENSRNOG00000009281	ENSRNOT00000012750	1371523_at
ENSRNOG00000012819	ENSRNOT00000041288	1369598_at
ENSRNOG00000006916	ENSRNOT00000009555	1370573_at
ENSRNOG00000006916	ENSRNOT00000009555	1372323_at
ENSRNOG00000014597	ENSRNOT00000019579	1369771_at
ENSRNOG00000020360	ENSRNOT00000051701	1367893_a_at
ENSRNOG00000020360	ENSRNOT00000051701	1370719_a_at
ENSRNOG00000008000	ENSRNOT00000011459	1387517_at
ENSRNOG00000008000	ENSRNOT00000011459	1374427_at
ENSRNOG00000020360	ENSRNOT00000027617	1370719_a_at
ENSRNOG00000022116	ENSRNOT00000081757	1368577_at
ENSRNOG00000020399	ENSRNOT00000027647	1370095_at
ENSRNOG00000057615	ENSRNOT00000082089	1373895_at
ENSRNOG00000002443	ENSRNOT00000003361	1390063_at
ENSRNOG00000022116	ENSRNOT00000011742	1368577_at
ENSRNOG00000014571	ENSRNOT00000019688	1372250_at
ENSRNOG00000057724	ENSRNOT00000087560	1369885_at
ENSRNOG00000000805	ENSRNOT00000001054	1369640_at
ENSRNOG00000000805	ENSRNOT00000001054	1372002_at
ENSRNOG00000013256	ENSRNOT00000018470	1399023_at
ENSRNOG00000016189	ENSRNOT00000064663	1377393_at
ENSRNOG00000017770	ENSRNOT00000024016	1388105_at
ENSRNOG00000055391	ENSRNOT00000082448	1375259_at
ENSRNOG00000017579	ENSRNOT00000024021	1389474_at
ENSRNOG00000008839	ENSRNOT00000082969	1369179_a_at
ENSRNOG00000008839	ENSRNOT00000051858	1369179_a_at
ENSRNOG00000047896	ENSRNOT00000073019	1371857_at
ENSRNOG00000054246	ENSRNOT00000074143	1373177_x_at
ENSRNOG00000008839	ENSRNOT00000012137	1369179_a_at
ENSRNOG00000003614	ENSRNOT00000004995	1369396_at
ENSRNOG00000029260	ENSRNOT00000048528	1372532_at
ENSRNOG00000017222	ENSRNOT00000023214	1389717_at
ENSRNOG00000049238	ENSRNOT00000071765	1387813_at
ENSRNOG00000049132	ENSRNOT00000073792	1388858_at
ENSRNOG00000011153	ENSRNOT00000014885	1373611_at
ENSRNOG00000043503	ENSRNOT00000054830	1388623_at
ENSRNOG00000043503	ENSRNOT00000054830	1372317_at
ENSRNOG00000000137	ENSRNOT00000000149	1393280_at
ENSRNOG00000018122	ENSRNOT00000086380	1376500_at
ENSRNOG00000007660	ENSRNOT00000010588	1370829_at
ENSRNOG00000027060	ENSRNOT00000014349	1387469_at
ENSRNOG00000018122	ENSRNOT00000041709	1386614_at
ENSRNOG00000018122	ENSRNOT00000041709	1376500_at
ENSRNOG00000011857	ENSRNOT00000015808	1387786_at
ENSRNOG00000011857	ENSRNOT00000015808	1387785_at
ENSRNOG00000037352	ENSRNOT00000056518	1372946_at
ENSRNOG00000050983	ENSRNOT00000074347	1387639_at
ENSRNOG00000050983	ENSRNOT00000074347	1375765_at
ENSRNOG00000052864	ENSRNOT00000083350	1369070_at
ENSRNOG00000016073	ENSRNOT00000021510	1369567_at
ENSRNOG00000053450	ENSRNOT00000081980	1388453_at
ENSRNOG00000010362	ENSRNOT00000038677	1367584_at
ENSRNOG00000009432	ENSRNOT00000013375	1367713_at
ENSRNOG00000059779	ENSRNOT00000088840	1388937_at
ENSRNOG00000014183	ENSRNOT00000019174	1370091_at
ENSRNOG00000010959	ENSRNOT00000014553	1377209_at
ENSRNOG00000015153	ENSRNOT00000020575	1388411_at
ENSRNOG00000010176	ENSRNOT00000013933	1367760_at
ENSRNOG00000014008	ENSRNOT00000019080	1372966_at
ENSRNOG00000018704	ENSRNOT00000025791	1368031_at
ENSRNOG00000018704	ENSRNOT00000025791	1368033_at
ENSRNOG00000018704	ENSRNOT00000025791	1368032_at
ENSRNOG00000007892	ENSRNOT00000010481	1371688_at
ENSRNOG00000015455	ENSRNOT00000020749	1370884_at
ENSRNOG00000014109	ENSRNOT00000019642	1371617_at
ENSRNOG00000013878	ENSRNOT00000067519	1373927_at
ENSRNOG00000030124	ENSRNOT00000046323	1388379_at
ENSRNOG00000030124	ENSRNOT00000046323	1387668_at
ENSRNOG00000012677	ENSRNOT00000016905	1373833_at
ENSRNOG00000010512	ENSRNOT00000014091	1372893_at
ENSRNOG00000046307	ENSRNOT00000074595	1374512_at
ENSRNOG00000020457	ENSRNOT00000054937	1390149_at
ENSRNOG00000020350	ENSRNOT00000027632	1367924_at
ENSRNOG00000020457	ENSRNOT00000047161	1390149_at
ENSRNOG00000054423	ENSRNOT00000083698	1369581_at
ENSRNOG00000031506	ENSRNOT00000044711	1367559_at
ENSRNOG00000020457	ENSRNOT00000077908	1390149_at
ENSRNOG00000047880	ENSRNOT00000001727	1376254_at
