Gene stable ID	Transcript stable ID	AFFY DrosGenome1 probe
FBgn0032519	FBtr0342636	142326_at
FBgn0032519	FBtr0080523	142326_at
FBgn0032348	FBtr0080200	155080_at
FBgn0032100	FBtr0079773	146072_at
FBgn0030584	FBtr0073989	145080_at
FBgn0261067	FBtr0071628	147605_at
FBgn0036254	FBtr0076024	153460_at
FBgn0030974	FBtr0074652	152609_at
FBgn0030974	FBtr0342879	152609_at
FBgn0030974	FBtr0342880	152609_at
FBgn0039178	FBtr0084601	150499_at
FBgn0003683	FBtr0075112	148998_s_at
FBgn0033828	FBtr0087721	147146_at
FBgn0033828	FBtr0302450	147146_at
FBgn0283477	FBtr0304727	154911_at
FBgn0283477	FBtr0083272	154911_at
FBgn0028916	FBtr0343674	153013_at
FBgn0028916	FBtr0343675	153013_at
FBgn0028916	FBtr0343673	153013_at
FBgn0028916	FBtr0080624	153013_at
FBgn0034646	FBtr0071683	154923_at
FBgn0061469	FBtr0076186	154065_at
FBgn0085470	FBtr0333420	146041_at
FBgn0085470	FBtr0112745	146041_at
FBgn0085470	FBtr0112744	146041_at
FBgn0085470	FBtr0336886	146041_at
FBgn0030628	FBtr0074020	154027_at
FBgn0032720	FBtr0089318	142285_at
FBgn0035218	FBtr0072720	147976_at
FBgn0010265	FBtr0079724	154219_at
FBgn0010265	FBtr0346454	154219_at
FBgn0010265	FBtr0100541	154219_at
FBgn0028538	FBtr0080537	144234_at
FBgn0085324	FBtr0112491	152649_at
FBgn0029701	FBtr0070646	144472_at
FBgn0034990	FBtr0300874	147844_at
FBgn0034990	FBtr0100169	147844_at
FBgn0034990	FBtr0072276	147844_at
FBgn0034990	FBtr0343437	147844_at
FBgn0001123	FBtr0072143	154356_at
FBgn0001123	FBtr0301411	154356_at
FBgn0001123	FBtr0072144	154356_at
FBgn0001123	FBtr0343279	154356_at
FBgn0001123	FBtr0072142	154356_at
FBgn0261597	FBtr0081090	143462_at
FBgn0261597	FBtr0081089	143462_at
FBgn0261597	FBtr0346591	143462_at
FBgn0261597	FBtr0081091	143462_at
FBgn0261597	FBtr0331455	143462_at
FBgn0039559	FBtr0335014	150758_at
FBgn0039559	FBtr0085267	150758_at
FBgn0029590	FBtr0309970	144389_at
FBgn0039831	FBtr0085758	141220_at
FBgn0031800	FBtr0079283	152813_at
FBgn0031800	FBtr0331225	152813_at
FBgn0003459	FBtr0075728	153911_at
FBgn0003459	FBtr0333041	153911_at
FBgn0003459	FBtr0333042	153911_at
FBgn0260006	FBtr0100009	144198_at
FBgn0062449	FBtr0345619	147032_at
FBgn0062449	FBtr0088078	147032_at
FBgn0013278	FBtr0082637	149782_at
FBgn0013278	FBtr0082637	151036_f_at
FBgn0003044	FBtr0086735	141767_at
FBgn0003044	FBtr0329998	141767_at
FBgn0039346	FBtr0084883	150596_at
FBgn0013305	FBtr0089878	142415_at
FBgn0013305	FBtr0089874	142415_at
FBgn0013305	FBtr0089875	142415_at
FBgn0013305	FBtr0309294	142415_at
FBgn0013305	FBtr0089873	142415_at
FBgn0013305	FBtr0309295	142415_at
FBgn0013305	FBtr0089877	142415_at
FBgn0013305	FBtr0332883	142415_at
FBgn0013305	FBtr0089876	142415_at
FBgn0029968	FBtr0071088	144662_at
FBgn0030979	FBtr0074663	145339_at
FBgn0034897	FBtr0072087	154871_at
FBgn0034897	FBtr0113113	154871_at
FBgn0034897	FBtr0113114	154871_at
FBgn0034897	FBtr0343268	154871_at
FBgn0031857	FBtr0331220	145925_at
FBgn0031857	FBtr0331221	145925_at
FBgn0031857	FBtr0331216	145925_at
FBgn0031857	FBtr0331218	145925_at
FBgn0010246	FBtr0072672	151960_at
FBgn0010246	FBtr0072674	151960_at
FBgn0010246	FBtr0072675	151960_at
FBgn0010246	FBtr0072673	151960_at
FBgn0038017	FBtr0082568	149752_at
FBgn0044452	FBtr0072970	153020_at
FBgn0044452	FBtr0333441	153020_at
FBgn0027495	FBtr0087983	154511_at
FBgn0020255	FBtr0340165	153340_at
FBgn0020255	FBtr0073472	153340_at
FBgn0020255	FBtr0073471	153340_at
FBgn0020255	FBtr0340164	153340_at
FBgn0261461	FBtr0299623	151361_at
FBgn0261461	FBtr0299623	145346_at
FBgn0261461	FBtr0299623	154340_at
FBgn0261461	FBtr0299623	145347_at
FBgn0261461	FBtr0299625	151361_at
FBgn0261461	FBtr0299625	145348_at
FBgn0261461	FBtr0299625	154340_at
FBgn0261461	FBtr0339261	151361_at
FBgn0261461	FBtr0339261	145348_at
FBgn0261461	FBtr0339261	154340_at
FBgn0261461	FBtr0299624	151361_at
FBgn0261461	FBtr0299624	154340_at
FBgn0261461	FBtr0299624	145347_at
FBgn0261461	FBtr0299622	151361_at
FBgn0261461	FBtr0299622	145348_at
FBgn0261461	FBtr0299622	154340_at
FBgn0051211	FBtr0082480	149718_at
FBgn0051211	FBtr0082480	154729_at
FBgn0051211	FBtr0082479	149718_at
FBgn0051211	FBtr0082479	154729_at
FBgn0051211	FBtr0082481	149718_at
FBgn0051211	FBtr0082481	154729_at
FBgn0029740	FBtr0343530	144503_at
FBgn0029740	FBtr0300018	144503_at
FBgn0283471	FBtr0336895	143415_at
FBgn0283471	FBtr0308236	143415_at
FBgn0283471	FBtr0074520	143415_at
FBgn0283471	FBtr0308235	143415_at
FBgn0283471	FBtr0336896	143415_at
FBgn0283471	FBtr0074526	143415_at
FBgn0283471	FBtr0074522	143415_at
FBgn0283471	FBtr0308237	143415_at
FBgn0283471	FBtr0074525	143415_at
FBgn0283471	FBtr0074523	143415_at
FBgn0283471	FBtr0336897	143415_at
FBgn0283471	FBtr0074521	143415_at
FBgn0283471	FBtr0074524	143415_at
FBgn0261436	FBtr0078986	155054_at
FBgn0001254	FBtr0073141	153951_at
FBgn0015778	FBtr0082797	154561_at
FBgn0015778	FBtr0346346	154561_at
FBgn0015778	FBtr0346347	154561_at
FBgn0015778	FBtr0082799	154561_at
FBgn0263993	FBtr0330266	151558_r_at
FBgn0263993	FBtr0330266	144626_at
FBgn0263993	FBtr0330266	151557_i_at
FBgn0263993	FBtr0330266	142396_at
FBgn0263993	FBtr0330266	144627_at
FBgn0263993	FBtr0345898	151558_r_at
FBgn0263993	FBtr0345898	144626_at
FBgn0263993	FBtr0345898	151557_i_at
FBgn0263993	FBtr0345898	142396_at
FBgn0263993	FBtr0345898	144627_at
FBgn0263993	FBtr0330267	151558_r_at
FBgn0263993	FBtr0330267	151557_i_at
FBgn0263993	FBtr0330267	142396_at
FBgn0263993	FBtr0330267	144627_at
FBgn0263993	FBtr0330262	144626_at
FBgn0263993	FBtr0345897	144626_at
FBgn0263993	FBtr0330265	151558_r_at
FBgn0263993	FBtr0330265	151557_i_at
FBgn0263993	FBtr0330265	142396_at
FBgn0263993	FBtr0330265	144627_at
FBgn0263993	FBtr0345896	144626_at
FBgn0263993	FBtr0330263	151558_r_at
FBgn0263993	FBtr0330263	151557_i_at
FBgn0263993	FBtr0330263	142396_at
FBgn0263993	FBtr0330263	144627_at
FBgn0263993	FBtr0330261	144626_at
FBgn0263993	FBtr0330268	151558_r_at
FBgn0263993	FBtr0330268	144626_at
FBgn0263993	FBtr0330268	151557_i_at
FBgn0263993	FBtr0330268	142396_at
FBgn0263993	FBtr0330268	144627_at
FBgn0263993	FBtr0330264	151558_r_at
FBgn0263993	FBtr0330264	144626_at
FBgn0263993	FBtr0330264	151557_i_at
FBgn0263993	FBtr0330264	142396_at
FBgn0263993	FBtr0330264	144627_at
FBgn0025115	FBtr0343668	144050_at
FBgn0025115	FBtr0080555	144050_at
FBgn0043841	FBtr0080391	151839_at
FBgn0043841	FBtr0080389	151839_at
FBgn0043841	FBtr0080389	146285_at
FBgn0043841	FBtr0334761	151839_at
FBgn0043841	FBtr0334761	146285_at
FBgn0043841	FBtr0305263	146285_at
FBgn0043841	FBtr0100125	146285_at
FBgn0043841	FBtr0334762	151839_at
FBgn0043841	FBtr0080390	151839_at
FBgn0043841	FBtr0080390	146285_at
FBgn0039611	FBtr0085329	150791_at
FBgn0034362	FBtr0086706	147448_at
FBgn0035859	FBtr0076700	148384_f_at
FBgn0035859	FBtr0076700	148383_r_at
FBgn0039080	FBtr0273205	150447_at
FBgn0027580	FBtr0088462	152059_at
FBgn0027580	FBtr0300850	152059_at
FBgn0027580	FBtr0088460	152059_at
FBgn0027580	FBtr0088459	152059_at
FBgn0027580	FBtr0088461	152059_at
FBgn0027580	FBtr0088456	152059_at
FBgn0027580	FBtr0088454	152059_at
FBgn0027580	FBtr0088457	152059_at
FBgn0027580	FBtr0088458	152059_at
FBgn0027580	FBtr0088455	152059_at
FBgn0035806	FBtr0076807	148352_at
FBgn0037883	FBtr0082353	149679_at
FBgn0030228	FBtr0334456	144827_at
FBgn0030228	FBtr0334456	144824_at
FBgn0030228	FBtr0071497	144824_at
FBgn0263477	FBtr0309776	154894_at
FBgn0033317	FBtr0339356	153244_at
FBgn0033317	FBtr0088727	153244_at
FBgn0015033	FBtr0076832	152865_at
FBgn0031945	FBtr0079485	145982_at
FBgn0031945	FBtr0343400	145982_at
FBgn0001170	FBtr0079227	143187_at
FBgn0023081	FBtr0072287	154234_at
FBgn0267803	FBtr0347372	142092_at
FBgn0036491	FBtr0113172	148798_at
FBgn0052685	FBtr0308582	151406_at
FBgn0052685	FBtr0308582	142577_at
FBgn0052685	FBtr0308583	151406_at
FBgn0052685	FBtr0308583	142577_at
FBgn0052685	FBtr0308583	142576_at
FBgn0052685	FBtr0071489	151406_at
FBgn0052685	FBtr0071489	142577_at
FBgn0052685	FBtr0071489	142576_at
FBgn0052685	FBtr0308584	142577_at
FBgn0039726	FBtr0085508	153369_at
FBgn0278608	FBtr0089261	153135_at
FBgn0278608	FBtr0089260	153135_at
FBgn0278608	FBtr0289960	153135_at
FBgn0278608	FBtr0089263	153135_at
FBgn0278608	FBtr0089259	153135_at
FBgn0278608	FBtr0339766	153135_at
FBgn0278608	FBtr0089262	153135_at
FBgn0039707	FBtr0301745	150850_at
FBgn0039707	FBtr0301746	150850_at
FBgn0039707	FBtr0339143	150850_at
FBgn0025833	FBtr0087071	144103_at
FBgn0035499	FBtr0310531	153092_at
FBgn0035499	FBtr0073270	153092_at
FBgn0039840	FBtr0085766	150937_at
FBgn0039840	FBtr0347502	150937_at
FBgn0039125	FBtr0084491	154986_at
FBgn0037465	FBtr0081645	149419_at
FBgn0038581	FBtr0083560	150119_at
FBgn0286783	FBtr0308338	146911_at
FBgn0286783	FBtr0088384	146911_at
FBgn0031684	FBtr0345333	145811_at
FBgn0031684	FBtr0345334	145811_at
FBgn0031684	FBtr0079025	145811_at
FBgn0030342	FBtr0073603	144900_at
FBgn0030342	FBtr0073602	144900_at
FBgn0029161	FBtr0079218	152577_at
FBgn0029161	FBtr0079217	152577_at
FBgn0029161	FBtr0112945	152577_at
FBgn0029161	FBtr0343130	152577_at
FBgn0029161	FBtr0299810	152577_at
FBgn0031661	FBtr0079049	153281_at
FBgn0001990	FBtr0080764	154108_at
FBgn0001990	FBtr0331282	154108_at
FBgn0051988	FBtr0343873	151765_at
FBgn0051988	FBtr0081490	151765_at
FBgn0036592	FBtr0075477	148865_at
FBgn0039712	FBtr0085523	154243_at
FBgn0039712	FBtr0335005	154243_at
FBgn0031286	FBtr0078038	141557_at
FBgn0000426	FBtr0088010	143120_at
FBgn0030634	FBtr0074012	145115_at
FBgn0030634	FBtr0074014	145115_at
FBgn0030634	FBtr0343351	145115_at
FBgn0261723	FBtr0290136	148014_at
FBgn0261723	FBtr0290136	148015_at
FBgn0036536	FBtr0075506	153589_at
FBgn0032197	FBtr0079953	142899_at
FBgn0032197	FBtr0079954	142899_at
FBgn0028699	FBtr0345597	151895_at
FBgn0028699	FBtr0331423	151895_at
FBgn0028699	FBtr0073354	151895_at
FBgn0261397	FBtr0089743	143861_at
FBgn0261397	FBtr0089745	143861_at
FBgn0261397	FBtr0089744	143861_at
FBgn0001122	FBtr0088271	142441_at
FBgn0001122	FBtr0088271	151572_r_at
FBgn0001122	FBtr0088270	142441_at
FBgn0001122	FBtr0088270	151572_r_at
FBgn0001122	FBtr0088266	142441_at
FBgn0001122	FBtr0088266	151572_r_at
FBgn0001122	FBtr0088272	142441_at
FBgn0001122	FBtr0088272	151572_r_at
FBgn0001122	FBtr0088272	146952_at
FBgn0001122	FBtr0088268	142441_at
FBgn0001122	FBtr0088268	151572_r_at
FBgn0001122	FBtr0088264	142441_at
FBgn0001122	FBtr0088264	151572_r_at
FBgn0001122	FBtr0333064	142441_at
FBgn0001122	FBtr0333064	151572_r_at
FBgn0001122	FBtr0088265	142441_at
FBgn0001122	FBtr0088265	151572_r_at
FBgn0001122	FBtr0088269	142441_at
FBgn0001122	FBtr0088269	151572_r_at
FBgn0001122	FBtr0088267	142441_at
FBgn0001122	FBtr0088267	151572_r_at
FBgn0024330	FBtr0082161	153854_at
FBgn0024330	FBtr0301873	153854_at
FBgn0024330	FBtr0339719	153854_at
FBgn0024330	FBtr0082162	153854_at
FBgn0024330	FBtr0301872	153854_at
FBgn0037067	FBtr0078409	149170_at
FBgn0037664	FBtr0333190	154972_at
FBgn0037664	FBtr0081973	154972_at
FBgn0002941	FBtr0330389	143284_at
FBgn0002941	FBtr0084123	143284_at
FBgn0017545	FBtr0089176	143892_at
FBgn0017545	FBtr0089175	143892_at
FBgn0017545	FBtr0308296	143892_at
FBgn0000557	FBtr0085833	143142_at
FBgn0000557	FBtr0085833	153605_at
FBgn0000557	FBtr0085832	143142_at
FBgn0000557	FBtr0085832	153605_at
FBgn0000557	FBtr0085834	143142_at
FBgn0000557	FBtr0085834	153605_at
FBgn0000557	FBtr0085835	143142_at
FBgn0000557	FBtr0085835	153605_at
FBgn0034585	FBtr0071640	154147_at
FBgn0050349	FBtr0088650	146844_at
FBgn0050349	FBtr0088650	146843_at
FBgn0027570	FBtr0078891	152128_at
FBgn0027570	FBtr0333922	152128_at
FBgn0027570	FBtr0305133	152128_at
FBgn0036807	FBtr0114373	149007_at
FBgn0011481	FBtr0083613	153346_at
FBgn0011481	FBtr0083611	153346_at
FBgn0011481	FBtr0330051	153346_at
FBgn0011481	FBtr0330051	142440_at
FBgn0011481	FBtr0083612	153346_at
FBgn0011481	FBtr0083612	142440_at
FBgn0267975	FBtr0310064	141463_at
FBgn0267975	FBtr0344554	141463_at
FBgn0267975	FBtr0083745	141463_at
FBgn0028412	FBtr0305324	144210_at
FBgn0028412	FBtr0080271	144210_at
FBgn0028412	FBtr0080272	144210_at
FBgn0028644	FBtr0343726	152869_at
FBgn0028644	FBtr0343727	152869_at
FBgn0028644	FBtr0080801	152869_at
FBgn0031319	FBtr0344790	153874_at
FBgn0031319	FBtr0308698	153874_at
FBgn0031319	FBtr0077968	153874_at
FBgn0031319	FBtr0335395	141316_at
FBgn0031319	FBtr0335395	153874_at
FBgn0031319	FBtr0335394	153874_at
FBgn0020280	FBtr0345252	149301_at
FBgn0020280	FBtr0078852	149301_at
FBgn0013301	FBtr0080681	143704_s_at
FBgn0013301	FBtr0080681	143705_r_at
FBgn0027790	FBtr0072784	148005_at
FBgn0037070	FBtr0321282	154907_at
FBgn0037070	FBtr0331798	154907_at
FBgn0037070	FBtr0321283	154907_at
FBgn0037070	FBtr0078407	154907_at
FBgn0037070	FBtr0345883	154907_at
FBgn0037070	FBtr0078406	154907_at
FBgn0036488	FBtr0075643	148796_at
FBgn0040352	FBtr0070567	144416_at
FBgn0030501	FBtr0073806	145019_at
FBgn0033903	FBtr0087521	147187_at
FBgn0004228	FBtr0075602	143441_at
FBgn0004228	FBtr0334084	143441_at
FBgn0004228	FBtr0303786	143441_at
FBgn0259918	FBtr0300200	143971_at
FBgn0037949	FBtr0333819	149708_at
FBgn0037949	FBtr0082531	149708_at
FBgn0263852	FBtr0079719	146029_at
FBgn0033635	FBtr0088137	154391_at
FBgn0033635	FBtr0305074	154391_at
FBgn0033635	FBtr0088136	154391_at
FBgn0033635	FBtr0339544	154391_at
FBgn0039212	FBtr0084670	154785_at
FBgn0262476	FBtr0304865	147443_at
FBgn0262476	FBtr0304867	147443_at
FBgn0033936	FBtr0087488	147202_at
FBgn0033936	FBtr0345529	147202_at
FBgn0003507	FBtr0335423	141687_at
FBgn0003507	FBtr0306244	141687_at
FBgn0003507	FBtr0100595	141687_at
FBgn0003507	FBtr0335424	141687_at
FBgn0003507	FBtr0083216	141687_at
FBgn0003507	FBtr0083215	141687_at
FBgn0052554	FBtr0074467	145264_at
FBgn0031420	FBtr0077766	154891_at
FBgn0031420	FBtr0077765	154891_at
FBgn0031420	FBtr0331437	154891_at
FBgn0031420	FBtr0331438	154891_at
FBgn0033312	FBtr0310502	146822_at
FBgn0030828	FBtr0340616	145235_at
FBgn0030828	FBtr0074393	145235_at
FBgn0034177	FBtr0087057	147344_at
FBgn0033362	FBtr0301192	146855_at
FBgn0033362	FBtr0301191	146855_at
FBgn0033362	FBtr0301193	146855_at
FBgn0033362	FBtr0339289	146855_at
FBgn0033905	FBtr0087523	141476_at
FBgn0033905	FBtr0087524	141476_at
FBgn0039929	FBtr0344706	150993_at
FBgn0039929	FBtr0089221	150993_at
FBgn0039929	FBtr0344705	150993_at
FBgn0030761	FBtr0310319	145194_at
FBgn0030761	FBtr0074289	145194_at
FBgn0030761	FBtr0330409	145194_at
FBgn0025885	FBtr0089329	153296_at
FBgn0035607	FBtr0333613	148222_at
FBgn0033998	FBtr0087402	154937_at
FBgn0033998	FBtr0329939	154937_at
FBgn0037757	FBtr0082141	149590_at
FBgn0001280	FBtr0085596	143206_at
FBgn0001280	FBtr0085596	143205_at
FBgn0001280	FBtr0085595	143206_at
FBgn0001280	FBtr0085595	143205_at
FBgn0001280	FBtr0085597	143206_at
FBgn0001280	FBtr0085597	143205_at
FBgn0013342	FBtr0331461	151978_at
FBgn0013342	FBtr0300893	151978_at
FBgn0013342	FBtr0072815	151978_at
FBgn0013342	FBtr0300894	151978_at
FBgn0013342	FBtr0072819	151978_at
FBgn0013342	FBtr0302310	151978_at
FBgn0013342	FBtr0331462	151978_at
FBgn0013342	FBtr0306578	151978_at
FBgn0034542	FBtr0086245	147568_at
FBgn0034542	FBtr0086246	147568_at
FBgn0031392	FBtr0077831	154947_at
FBgn0031392	FBtr0330657	154947_at
FBgn0031392	FBtr0077830	154947_at
FBgn0038927	FBtr0084183	142667_at
FBgn0039923	FBtr0089253	153799_at
FBgn0039923	FBtr0089253	150989_at
FBgn0039923	FBtr0089254	153799_at
FBgn0039923	FBtr0089254	150989_at
FBgn0038251	FBtr0082967	154534_at
FBgn0038251	FBtr0082968	154534_at
FBgn0003396	FBtr0088101	152896_at
FBgn0003396	FBtr0088099	152896_at
FBgn0003396	FBtr0330619	152896_at
FBgn0003396	FBtr0088100	152896_at
FBgn0003396	FBtr0088098	152896_at
FBgn0003396	FBtr0330620	152896_at
FBgn0265274	FBtr0345207	154674_at
FBgn0265274	FBtr0330306	154674_at
FBgn0265274	FBtr0085350	154674_at
FBgn0083001	FBtr0113566	153285_at
FBgn0023001	FBtr0333373	143969_at
FBgn0023001	FBtr0100141	143969_at
FBgn0023001	FBtr0302044	143969_at
FBgn0035785	FBtr0332797	148336_at
FBgn0051954	FBtr0077563	143019_at
FBgn0029170	FBtr0085101	142959_at
FBgn0005558	FBtr0100395	143543_at
FBgn0005558	FBtr0089236	143543_at
FBgn0005558	FBtr0100396	143543_at
FBgn0005558	FBtr0089235	143543_at
FBgn0003896	FBtr0081112	142284_at
FBgn0003896	FBtr0081112	142285_at
FBgn0003896	FBtr0081111	142284_at
FBgn0051345	FBtr0082689	149802_at
FBgn0051345	FBtr0082689	149801_at
FBgn0038645	FBtr0083686	150159_at
FBgn0082582	FBtr0085660	152898_at
FBgn0082582	FBtr0085660	150899_at
FBgn0082582	FBtr0336446	152898_at
FBgn0082582	FBtr0336446	150899_at
FBgn0082582	FBtr0302601	152898_at
FBgn0082582	FBtr0302601	150899_at
FBgn0082582	FBtr0306686	152898_at
FBgn0082582	FBtr0306686	150899_at
FBgn0082582	FBtr0302600	152898_at
FBgn0082582	FBtr0302600	150900_at
FBgn0082582	FBtr0085659	152898_at
FBgn0082582	FBtr0085659	150899_at
FBgn0082582	FBtr0085663	152898_at
FBgn0082582	FBtr0306687	152898_at
FBgn0082582	FBtr0306687	150900_at
FBgn0082582	FBtr0085658	152898_at
FBgn0082582	FBtr0085658	150899_at
FBgn0082582	FBtr0113483	152898_at
FBgn0082582	FBtr0113483	150899_at
FBgn0082582	FBtr0306685	152898_at
FBgn0082582	FBtr0306685	150899_at
FBgn0082582	FBtr0085661	152898_at
FBgn0082582	FBtr0085661	150900_at
FBgn0082582	FBtr0302110	152898_at
FBgn0082582	FBtr0302112	152898_at
FBgn0082582	FBtr0302112	150900_at
FBgn0082582	FBtr0336447	152898_at
FBgn0082582	FBtr0336447	150899_at
FBgn0082582	FBtr0302111	152898_at
FBgn0082582	FBtr0302111	150899_at
FBgn0082582	FBtr0085662	152898_at
FBgn0027085	FBtr0073348	155064_at
FBgn0035357	FBtr0072932	154100_at
FBgn0035357	FBtr0072934	154100_at
FBgn0035357	FBtr0290340	154100_at
FBgn0035357	FBtr0072936	154100_at
FBgn0035357	FBtr0072933	154100_at
FBgn0035357	FBtr0072935	154100_at
FBgn0035357	FBtr0072931	154100_at
FBgn0028427	FBtr0078305	154284_at
FBgn0033821	FBtr0087748	147139_at
FBgn0033541	FBtr0088213	146958_at
FBgn0033541	FBtr0339462	146958_at
FBgn0003321	FBtr0473367	144828_at
FBgn0003321	FBtr0073411	144828_at
FBgn0003321	FBtr0073411	144830_at
FBgn0003321	FBtr0473368	144828_at
FBgn0003016	FBtr0301495	153803_at
FBgn0003016	FBtr0301494	153803_at
FBgn0003016	FBtr0114465	153803_at
FBgn0003016	FBtr0301496	153803_at
FBgn0026317	FBtr0084546	154199_at
FBgn0032914	FBtr0300444	146570_at
FBgn0053193	FBtr0303509	150418_at
FBgn0053193	FBtr0303509	150419_at
FBgn0053193	FBtr0084356	150418_at
FBgn0053193	FBtr0084356	150419_at
FBgn0035344	FBtr0072967	148049_at
FBgn0031097	FBtr0077334	151712_at
FBgn0031097	FBtr0077334	142891_at
FBgn0031097	FBtr0306737	151712_at
FBgn0031097	FBtr0306737	142891_at
FBgn0038158	FBtr0082788	149847_at
FBgn0032200	FBtr0080086	146132_at
FBgn0263219	FBtr0333590	148388_at
FBgn0263219	FBtr0333590	148386_at
FBgn0263219	FBtr0333590	148387_at
FBgn0263219	FBtr0299839	147977_at
FBgn0263219	FBtr0299839	148388_at
FBgn0263219	FBtr0299839	148386_at
FBgn0263219	FBtr0299839	148387_at
FBgn0263219	FBtr0333589	147977_at
FBgn0263219	FBtr0333589	148388_at
FBgn0263219	FBtr0333589	148386_at
FBgn0263219	FBtr0333589	148387_at
FBgn0263219	FBtr0299841	147977_at
FBgn0263219	FBtr0299841	148388_at
FBgn0263219	FBtr0299841	148386_at
FBgn0263219	FBtr0299841	148387_at
FBgn0263219	FBtr0299840	148388_at
FBgn0263219	FBtr0299840	148386_at
FBgn0263219	FBtr0299840	148387_at
FBgn0036830	FBtr0309797	149022_at
FBgn0036830	FBtr0299821	149021_at
FBgn0036830	FBtr0299821	149022_at
FBgn0003660	FBtr0088363	141625_at
FBgn0003660	FBtr0273275	141625_at
FBgn0003660	FBtr0273274	141625_at
FBgn0003660	FBtr0339455	141625_at
FBgn0003660	FBtr0088362	141625_at
FBgn0034023	FBtr0273302	147252_at
FBgn0033933	FBtr0087486	147200_at
FBgn0035762	FBtr0076838	151821_at
FBgn0030053	FBtr0071218	153965_at
FBgn0030053	FBtr0332626	153965_at
FBgn0261245	FBtr0074318	145201_at
FBgn0051108	FBtr0339247	142860_at
FBgn0051108	FBtr0084802	142860_at
FBgn0022936	FBtr0078439	142767_at
FBgn0039118	FBtr0084461	143026_at
FBgn0053462	FBtr0087284	142387_at
FBgn0264817	FBtr0347596	143561_at
FBgn0264817	FBtr0347597	143561_at
FBgn0034662	FBtr0302446	147636_at
FBgn0032400	FBtr0080306	142988_at
FBgn0261697	FBtr0303079	145873_at
FBgn0035906	FBtr0076653	151667_s_at
FBgn0035906	FBtr0076653	151668_r_at
FBgn0035906	FBtr0076654	142740_at
FBgn0038054	FBtr0082633	149780_at
FBgn0034403	FBtr0273238	142195_at
FBgn0031452	FBtr0077712	145663_at
FBgn0053319	FBtr0089858	146564_at
FBgn0034289	FBtr0089630	147406_at
FBgn0039358	FBtr0113291	150603_at
FBgn0039358	FBtr0113289	150603_at
FBgn0039358	FBtr0113290	150603_at
FBgn0039358	FBtr0084901	150603_at
FBgn0036608	FBtr0310461	148883_at
FBgn0036608	FBtr0310461	148882_at
FBgn0036608	FBtr0310461	151265_at
FBgn0036608	FBtr0075431	148882_at
FBgn0037340	FBtr0336763	149338_at
FBgn0037340	FBtr0078754	149338_at
FBgn0039030	FBtr0084338	150403_at
FBgn0039489	FBtr0085108	153288_at
FBgn0036206	FBtr0076085	148603_at
FBgn0029999	FBtr0071151	155108_at
FBgn0029999	FBtr0339695	155108_at
FBgn0045064	FBtr0331184	146530_at
FBgn0045064	FBtr0081331	146530_at
FBgn0030034	FBtr0343353	142632_at
FBgn0030034	FBtr0343353	151654_r_at
FBgn0030034	FBtr0071174	142632_at
FBgn0030034	FBtr0071174	151654_r_at
FBgn0003302	FBtr0307288	152858_at
FBgn0003302	FBtr0070889	152858_at
FBgn0036395	FBtr0075767	148737_at
FBgn0036471	FBtr0114510	148785_at
FBgn0064912	FBtr0300075	150334_at
FBgn0030025	FBtr0071166	141325_at
FBgn0032840	FBtr0081327	146529_at
FBgn0033350	FBtr0088653	154390_at
FBgn0031143	FBtr0077268	142842_at
FBgn0031143	FBtr0339633	142842_at
FBgn0040796	FBtr0089378	151266_at
FBgn0031951	FBtr0301329	145984_at
FBgn0031951	FBtr0343415	145984_at
FBgn0031951	FBtr0079489	145984_at
FBgn0031851	FBtr0079299	145920_at
FBgn0052428	FBtr0078222	151117_at
FBgn0052428	FBtr0078222	155007_at
FBgn0052428	FBtr0303381	151117_at
FBgn0052428	FBtr0300452	151117_at
FBgn0052428	FBtr0300452	155007_at
FBgn0033834	FBtr0087717	152441_at
FBgn0034639	FBtr0342900	147628_at
FBgn0031307	FBtr0077958	145560_at
FBgn0034198	FBtr0345517	147353_at
FBgn0034198	FBtr0086985	147353_at
FBgn0032600	FBtr0308803	142747_at
FBgn0032600	FBtr0308803	155013_at
FBgn0032600	FBtr0329945	142747_at
FBgn0032600	FBtr0113041	142747_at
FBgn0032600	FBtr0329944	142747_at
FBgn0032600	FBtr0329944	155013_at
FBgn0032600	FBtr0343767	142747_at
FBgn0032600	FBtr0308802	142747_at
FBgn0032600	FBtr0080893	151671_at
FBgn0034654	FBtr0071670	153503_at
FBgn0000356	FBtr0076574	143108_at
FBgn0003495	FBtr0085140	141691_at
FBgn0003495	FBtr0085138	141691_at
FBgn0003495	FBtr0085139	141691_at
FBgn0003495	FBtr0112834	141691_at
FBgn0003495	FBtr0085145	141691_at
FBgn0003495	FBtr0114372	141691_at
FBgn0003495	FBtr0085137	141691_at
FBgn0003495	FBtr0085146	141691_at
FBgn0284257	FBtr0086724	147439_at
FBgn0284257	FBtr0086724	152372_at
FBgn0284257	FBtr0113361	147439_at
FBgn0284257	FBtr0113360	147439_at
FBgn0039043	FBtr0084361	150415_at
FBgn0031621	FBtr0077378	154983_at
FBgn0032827	FBtr0081312	146518_at
FBgn0259985	FBtr0339583	142664_at
FBgn0259985	FBtr0088024	142664_at
FBgn0259985	FBtr0339582	142664_at
FBgn0259985	FBtr0088025	142664_at
FBgn0052037	FBtr0076469	151649_at
FBgn0052037	FBtr0333866	151649_at
FBgn0033741	FBtr0087934	153160_at
FBgn0020518	FBtr0078576	142723_at
