Gene stable ID	Transcript stable ID	AFFY Mu11KsubA probe
ENSMUSG00000060795	ENSMUST00000122008	U84411_s_at
ENSMUSG00000034171	ENSMUST00000154249	U82536_s_at
ENSMUSG00000034171	ENSMUST00000049095	U82536_s_at
ENSMUSG00000034171	ENSMUST00000150668	U82536_s_at
ENSMUSG00000034171	ENSMUST00000133225	U82536_s_at
ENSMUSG00000034171	ENSMUST00000156126	U82536_s_at
ENSMUSG00000031028	ENSMUST00000033341	u52433_s_at
ENSMUSG00000031028	ENSMUST00000119474	u52433_s_at
ENSMUSG00000031028	ENSMUST00000147943	u52433_s_at
ENSMUSG00000024474	ENSMUST00000235165	aa259592_s_at
ENSMUSG00000024474	ENSMUST00000224284	aa259592_s_at
ENSMUSG00000024474	ENSMUST00000236760	aa259592_s_at
ENSMUSG00000024474	ENSMUST00000007042	aa259592_s_at
ENSMUSG00000025085	ENSMUST00000079360	aa123934_s_at
ENSMUSG00000025085	ENSMUST00000111529	aa123934_s_at
ENSMUSG00000025085	ENSMUST00000099294	aa123934_s_at
ENSMUSG00000025085	ENSMUST00000104902	aa123934_s_at
ENSMUSG00000095134	ENSMUST00000167967	AF026565_at
ENSMUSG00000024826	ENSMUST00000136983	u43921_s_at
ENSMUSG00000024826	ENSMUST00000025746	u43921_s_at
ENSMUSG00000024826	ENSMUST00000236970	u43921_s_at
ENSMUSG00000024826	ENSMUST00000118623	u43921_s_at
ENSMUSG00000024826	ENSMUST00000129816	u43921_s_at
ENSMUSG00000024826	ENSMUST00000137465	u43921_s_at
ENSMUSG00000028910	ENSMUST00000030742	aa241313_s_at
ENSMUSG00000028910	ENSMUST00000127735	aa241313_s_at
ENSMUSG00000028910	ENSMUST00000137412	aa241313_s_at
ENSMUSG00000028910	ENSMUST00000128607	aa241313_s_at
ENSMUSG00000107295	ENSMUST00000201249	L10908_s_at
ENSMUSG00000052479	ENSMUST00000064349	AA219807_at
ENSMUSG00000019942	ENSMUST00000020099	u58633_s_at
ENSMUSG00000019942	ENSMUST00000119827	u58633_s_at
ENSMUSG00000019857	ENSMUST00000020004	C79052_rc_at
ENSMUSG00000023452	ENSMUST00000142779	aa682033_rc_s_at
ENSMUSG00000023452	ENSMUST00000061895	aa682033_rc_s_at
ENSMUSG00000023452	ENSMUST00000202283	aa682033_rc_s_at
ENSMUSG00000023452	ENSMUST00000201980	aa682033_rc_s_at
ENSMUSG00000023452	ENSMUST00000142957	aa682033_rc_s_at
ENSMUSG00000023452	ENSMUST00000071829	aa682033_rc_s_at
ENSMUSG00000023452	ENSMUST00000120591	aa682033_rc_s_at
ENSMUSG00000023452	ENSMUST00000201314	aa682033_rc_s_at
ENSMUSG00000066315	ENSMUST00000120234	U28917_f_at
ENSMUSG00000107950	ENSMUST00000205201	m21495_f_at
ENSMUSG00000052776	ENSMUST00000080322	m33863_s_at
ENSMUSG00000025362	ENSMUST00000219591	U67770_f_at
ENSMUSG00000025362	ENSMUST00000026420	U67770_f_at
ENSMUSG00000025362	ENSMUST00000219773	U67770_f_at
ENSMUSG00000022263	ENSMUST00000227999	aa185921_s_at
ENSMUSG00000022263	ENSMUST00000090247	aa185921_s_at
ENSMUSG00000022263	ENSMUST00000227030	aa185921_s_at
ENSMUSG00000020702	ENSMUST00000108189	m17957_s_at
ENSMUSG00000020702	ENSMUST00000021043	m17957_s_at
ENSMUSG00000020702	ENSMUST00000138333	m17957_s_at
ENSMUSG00000007034	ENSMUST00000173664	c76965_rc_at
ENSMUSG00000007034	ENSMUST00000007249	c76965_rc_at
ENSMUSG00000007034	ENSMUST00000169230	c76965_rc_at
ENSMUSG00000030342	ENSMUST00000032492	C80730_rc_s_at
ENSMUSG00000030342	ENSMUST00000130132	C80730_rc_s_at
ENSMUSG00000030342	ENSMUST00000140024	C80730_rc_s_at
ENSMUSG00000096768	ENSMUST00000179483	aa174883_f_at
ENSMUSG00000096768	ENSMUST00000238758	aa174883_f_at
ENSMUSG00000096768	ENSMUST00000238238	aa174883_f_at
ENSMUSG00000096768	ENSMUST00000238471	aa174883_f_at
ENSMUSG00000096768	ENSMUST00000177671	aa174883_f_at
ENSMUSG00000096768	ENSMUST00000177591	aa174883_f_at
ENSMUSG00000096768	ENSMUST00000179077	aa174883_f_at
ENSMUSG00000028854	ENSMUST00000030669	U51112_s_at
ENSMUSG00000028854	ENSMUST00000141658	U51112_s_at
ENSMUSG00000028049	ENSMUST00000029684	AF005036_s_at
ENSMUSG00000028049	ENSMUST00000120697	AF005036_s_at
ENSMUSG00000028049	ENSMUST00000098941	AF005036_s_at
ENSMUSG00000028049	ENSMUST00000129294	AF005036_s_at
ENSMUSG00000028737	ENSMUST00000039818	aa575552_s_at
ENSMUSG00000028737	ENSMUST00000146309	aa575552_s_at
ENSMUSG00000021302	ENSMUST00000170957	C79210_rc_s_at
ENSMUSG00000021302	ENSMUST00000222747	C79210_rc_s_at
ENSMUSG00000021302	ENSMUST00000223329	C79210_rc_s_at
ENSMUSG00000021302	ENSMUST00000223090	C79210_rc_s_at
ENSMUSG00000021302	ENSMUST00000222164	C79210_rc_s_at
ENSMUSG00000021302	ENSMUST00000222687	C79210_rc_s_at
ENSMUSG00000024030	ENSMUST00000024829	u34920_s_at
ENSMUSG00000100549	ENSMUST00000170428	M68944_s_at
ENSMUSG00000101252	ENSMUST00000105146	d00460_s_at
ENSMUSG00000036246	ENSMUST00000036074	aa023914_s_at
ENSMUSG00000036246	ENSMUST00000144540	aa023914_s_at
ENSMUSG00000093574	ENSMUST00000144673	aa682033_rc_s_at
ENSMUSG00000028343	ENSMUST00000030028	aa174303_s_at
ENSMUSG00000028343	ENSMUST00000138743	aa174303_s_at
ENSMUSG00000073155	ENSMUST00000152147	aa521734_g_at
ENSMUSG00000073155	ENSMUST00000130875	aa521734_g_at
ENSMUSG00000073155	ENSMUST00000136110	aa521734_g_at
ENSMUSG00000061286	ENSMUST00000079634	aa409134_rc_s_at
ENSMUSG00000061286	ENSMUST00000206561	aa409134_rc_s_at
ENSMUSG00000061286	ENSMUST00000205275	aa409134_rc_s_at
ENSMUSG00000061286	ENSMUST00000205614	aa409134_rc_s_at
ENSMUSG00000074489	ENSMUST00000107543	u11541_s_at
ENSMUSG00000074489	ENSMUST00000152477	u11541_s_at
ENSMUSG00000074489	ENSMUST00000140259	u11541_s_at
ENSMUSG00000074489	ENSMUST00000075523	u11541_s_at
ENSMUSG00000074489	ENSMUST00000107542	u11541_s_at
ENSMUSG00000067261	ENSMUST00000087285	U41047_s_at
ENSMUSG00000050974	ENSMUST00000052528	U88327_s_at
ENSMUSG00000038319	ENSMUST00000115098	af012868_at
ENSMUSG00000038319	ENSMUST00000036092	af012868_at
ENSMUSG00000038319	ENSMUST00000129246	af012868_at
ENSMUSG00000024029	ENSMUST00000024827	u24222_f_at
ENSMUSG00000061479	ENSMUST00000148491	L15447_f_at
ENSMUSG00000061479	ENSMUST00000122202	L15447_f_at
ENSMUSG00000061479	ENSMUST00000080356	L15447_f_at
ENSMUSG00000061479	ENSMUST00000126211	L15447_f_at
ENSMUSG00000061479	ENSMUST00000163311	L15447_f_at
ENSMUSG00000021906	ENSMUST00000022462	aa268744_s_at
ENSMUSG00000021906	ENSMUST00000164868	aa268744_s_at
ENSMUSG00000021906	ENSMUST00000170519	aa268744_s_at
ENSMUSG00000021906	ENSMUST00000164396	aa268744_s_at
ENSMUSG00000063063	ENSMUST00000161846	d25282_s_at
ENSMUSG00000063063	ENSMUST00000160894	d25282_s_at
ENSMUSG00000063063	ENSMUST00000159626	d25282_s_at
ENSMUSG00000063063	ENSMUST00000162991	d25282_s_at
ENSMUSG00000063063	ENSMUST00000075340	d25282_s_at
ENSMUSG00000114993	ENSMUST00000227202	aa529294_s_at
ENSMUSG00000027800	ENSMUST00000196979	l15443_s_at
ENSMUSG00000027800	ENSMUST00000029376	l15443_s_at
ENSMUSG00000027800	ENSMUST00000198030	l15443_s_at
ENSMUSG00000027800	ENSMUST00000171384	l15443_s_at
ENSMUSG00000022771	ENSMUST00000023455	aa589416_rc_s_at
ENSMUSG00000022771	ENSMUST00000164458	aa589416_rc_s_at
ENSMUSG00000022771	ENSMUST00000231712	aa589416_rc_s_at
ENSMUSG00000117714	ENSMUST00000238008	u19891_s_at
ENSMUSG00000113625	ENSMUST00000222259	m93980_f_at
ENSMUSG00000040017	ENSMUST00000006952	u02554_s_at
ENSMUSG00000028356	ENSMUST00000030041	d28812_f_at
ENSMUSG00000024642	ENSMUST00000052011	C77702_rc_at
ENSMUSG00000024642	ENSMUST00000052011	U61363_s_at
ENSMUSG00000024642	ENSMUST00000167776	C77702_rc_at
ENSMUSG00000024642	ENSMUST00000167776	U61363_s_at
ENSMUSG00000074115	ENSMUST00000210547	L22190_s_at
ENSMUSG00000074115	ENSMUST00000210547	u60438_f_at
ENSMUSG00000074115	ENSMUST00000128088	L22190_s_at
ENSMUSG00000074115	ENSMUST00000128088	u60438_f_at
ENSMUSG00000113360	ENSMUST00000221231	C80148_rc_at
ENSMUSG00000057465	ENSMUST00000210769	L22190_s_at
ENSMUSG00000057465	ENSMUST00000210769	u60438_f_at
ENSMUSG00000057465	ENSMUST00000210272	u60438_f_at
ENSMUSG00000057465	ENSMUST00000075982	L22190_s_at
ENSMUSG00000057465	ENSMUST00000075982	u60438_f_at
ENSMUSG00000057465	ENSMUST00000211766	L22190_s_at
ENSMUSG00000057465	ENSMUST00000211766	u60438_f_at
ENSMUSG00000117108	ENSMUST00000233781	aa209705_s_at
ENSMUSG00000071369	ENSMUST00000095806	AB006787_at
ENSMUSG00000071369	ENSMUST00000120259	AB006787_at
ENSMUSG00000023964	ENSMUST00000171613	U18542_s_at
ENSMUSG00000023964	ENSMUST00000115622	U18542_s_at
ENSMUSG00000023964	ENSMUST00000075644	U18542_s_at
ENSMUSG00000038582	ENSMUST00000053426	aa185309_s_at
ENSMUSG00000001924	ENSMUST00000089217	d10576_f_at
ENSMUSG00000001924	ENSMUST00000001989	d10576_f_at
ENSMUSG00000001924	ENSMUST00000137892	d10576_f_at
ENSMUSG00000001924	ENSMUST00000136915	d10576_f_at
ENSMUSG00000028706	ENSMUST00000030475	aa647054_at
ENSMUSG00000028706	ENSMUST00000030475	aa647054_g_at
ENSMUSG00000028706	ENSMUST00000030474	aa647054_at
ENSMUSG00000028706	ENSMUST00000030474	aa647054_g_at
ENSMUSG00000028706	ENSMUST00000165493	aa647054_at
ENSMUSG00000028706	ENSMUST00000165493	aa647054_g_at
ENSMUSG00000010803	ENSMUST00000205546	m63436_s_at
ENSMUSG00000010803	ENSMUST00000020707	m63436_s_at
ENSMUSG00000074486	ENSMUST00000098956	u11541_s_at
ENSMUSG00000074483	ENSMUST00000076048	u11541_s_at
ENSMUSG00000074483	ENSMUST00000128732	u11541_s_at
ENSMUSG00000005364	ENSMUST00000204659	D90205_s_at
ENSMUSG00000005364	ENSMUST00000205004	D90205_s_at
ENSMUSG00000024907	ENSMUST00000237521	l38580_s_at
ENSMUSG00000024907	ENSMUST00000025842	l38580_s_at
ENSMUSG00000079707	ENSMUST00000097398	m26332_s_at
ENSMUSG00000079707	ENSMUST00000040746	m26332_s_at
ENSMUSG00000067106	ENSMUST00000165691	u27316_f_at
ENSMUSG00000029388	ENSMUST00000031334	aa266894_s_at
ENSMUSG00000029388	ENSMUST00000152716	aa266894_s_at
ENSMUSG00000116780	ENSMUST00000231584	m26332_s_at
ENSMUSG00000116780	ENSMUST00000097399	m26332_s_at
ENSMUSG00000116780	ENSMUST00000232173	m26332_s_at
ENSMUSG00000030591	ENSMUST00000209034	c76407_rc_at
ENSMUSG00000030591	ENSMUST00000182328	c76407_rc_at
ENSMUSG00000030591	ENSMUST00000059642	c76407_rc_at
ENSMUSG00000030591	ENSMUST00000208592	c76407_rc_at
ENSMUSG00000030591	ENSMUST00000208461	c76407_rc_at
ENSMUSG00000030591	ENSMUST00000186182	c76407_rc_at
ENSMUSG00000029291	ENSMUST00000196894	R74707_rc_at
ENSMUSG00000029291	ENSMUST00000199312	R74707_rc_at
ENSMUSG00000029291	ENSMUST00000031229	R74707_rc_at
ENSMUSG00000029291	ENSMUST00000196686	R74707_rc_at
ENSMUSG00000026646	ENSMUST00000027956	AA120542_at
ENSMUSG00000026646	ENSMUST00000127540	AA120542_at
ENSMUSG00000024268	ENSMUST00000025117	N28139_rc_at
ENSMUSG00000024268	ENSMUST00000115816	N28139_rc_at
ENSMUSG00000079710	ENSMUST00000179539	m26332_s_at
ENSMUSG00000079710	ENSMUST00000097400	m26332_s_at
ENSMUSG00000064329	ENSMUST00000200839	L42339_s_at
ENSMUSG00000064329	ENSMUST00000112366	L42339_s_at
ENSMUSG00000064329	ENSMUST00000077489	L42339_s_at
ENSMUSG00000064329	ENSMUST00000094951	L42339_s_at
ENSMUSG00000064329	ENSMUST00000156865	L42339_s_at
ENSMUSG00000064329	ENSMUST00000112371	L42339_s_at
ENSMUSG00000021796	ENSMUST00000049005	u04672_s_at
ENSMUSG00000107383	ENSMUST00000201488	aa145945_f_at
ENSMUSG00000038762	ENSMUST00000043757	aa199380_s_at
ENSMUSG00000038762	ENSMUST00000173111	aa199380_s_at
ENSMUSG00000038762	ENSMUST00000173125	aa199380_s_at
ENSMUSG00000038762	ENSMUST00000173090	aa199380_s_at
ENSMUSG00000038762	ENSMUST00000087205	aa199380_s_at
ENSMUSG00000028465	ENSMUST00000123985	aa009154_s_at
ENSMUSG00000027452	ENSMUST00000028944	aa529960_s_at
ENSMUSG00000020580	ENSMUST00000020904	aa423575_s_at
ENSMUSG00000033949	ENSMUST00000037011	aa407512_rc_s_at
ENSMUSG00000002428	ENSMUST00000002502	af010138_g_at
ENSMUSG00000002428	ENSMUST00000002502	af010138_at
ENSMUSG00000002428	ENSMUST00000143005	af010138_g_at
ENSMUSG00000002428	ENSMUST00000143005	af010138_at
ENSMUSG00000002428	ENSMUST00000155635	af010138_g_at
ENSMUSG00000002428	ENSMUST00000155635	af010138_at
ENSMUSG00000002428	ENSMUST00000145853	af010138_g_at
ENSMUSG00000002428	ENSMUST00000145853	af010138_at
ENSMUSG00000014633	ENSMUST00000155260	aa222854_s_at
ENSMUSG00000014633	ENSMUST00000148235	aa222854_s_at
ENSMUSG00000014633	ENSMUST00000131616	aa222854_s_at
ENSMUSG00000014633	ENSMUST00000150128	aa222854_s_at
ENSMUSG00000014633	ENSMUST00000078589	aa222854_s_at
ENSMUSG00000014633	ENSMUST00000134356	aa222854_s_at
ENSMUSG00000014633	ENSMUST00000128304	aa222854_s_at
ENSMUSG00000032657	ENSMUST00000041913	AA203807_s_at
ENSMUSG00000032657	ENSMUST00000147696	AA203807_s_at
ENSMUSG00000032657	ENSMUST00000127982	AA203807_s_at
ENSMUSG00000032657	ENSMUST00000117278	AA203807_s_at
ENSMUSG00000032657	ENSMUST00000119707	AA203807_s_at
ENSMUSG00000032657	ENSMUST00000136209	AA203807_s_at
ENSMUSG00000032657	ENSMUST00000125501	AA203807_s_at
ENSMUSG00000032657	ENSMUST00000155033	AA203807_s_at
ENSMUSG00000036980	ENSMUST00000048698	D49439_s_at
ENSMUSG00000036980	ENSMUST00000110936	D49439_s_at
ENSMUSG00000036980	ENSMUST00000110937	D49439_s_at
ENSMUSG00000036980	ENSMUST00000153117	D49439_s_at
ENSMUSG00000036980	ENSMUST00000130473	D49439_s_at
ENSMUSG00000020219	ENSMUST00000020440	C81595_rc_g_at
ENSMUSG00000020219	ENSMUST00000020440	aa050662_s_at
ENSMUSG00000020219	ENSMUST00000020440	C81595_rc_at
ENSMUSG00000020219	ENSMUST00000219896	C81595_rc_g_at
ENSMUSG00000020219	ENSMUST00000219896	aa050662_s_at
ENSMUSG00000020219	ENSMUST00000219896	C81595_rc_at
ENSMUSG00000020219	ENSMUST00000218481	C81595_rc_g_at
ENSMUSG00000020219	ENSMUST00000218481	aa050662_s_at
ENSMUSG00000020219	ENSMUST00000218149	C81595_rc_g_at
ENSMUSG00000020219	ENSMUST00000218149	aa050662_s_at
ENSMUSG00000020219	ENSMUST00000218149	C81595_rc_at
ENSMUSG00000007038	ENSMUST00000007253	aa267342_s_at
ENSMUSG00000007038	ENSMUST00000173269	aa267342_s_at
ENSMUSG00000006281	ENSMUST00000006444	U86137_s_at
ENSMUSG00000006281	ENSMUST00000226222	U86137_s_at
ENSMUSG00000006281	ENSMUST00000226430	U86137_s_at
ENSMUSG00000083220	ENSMUST00000119855	C79184_rc_s_at
ENSMUSG00000015243	ENSMUST00000030010	aa690738_s_at
ENSMUSG00000019194	ENSMUST00000211945	u85786_s_at
ENSMUSG00000019194	ENSMUST00000098548	u85786_s_at
ENSMUSG00000019194	ENSMUST00000211923	u85786_s_at
ENSMUSG00000029019	ENSMUST00000103231	D16497_s_at
ENSMUSG00000002565	ENSMUST00000002640	u04354_s_at
ENSMUSG00000002565	ENSMUST00000078481	u04354_s_at
ENSMUSG00000041328	ENSMUST00000119954	aa254248_s_at
ENSMUSG00000041328	ENSMUST00000151177	aa254248_s_at
ENSMUSG00000031996	ENSMUST00000217641	u37485-2_s_at
ENSMUSG00000031996	ENSMUST00000072634	u37485-2_s_at
ENSMUSG00000031996	ENSMUST00000079758	u37485-2_s_at
ENSMUSG00000031996	ENSMUST00000216921	u37485-2_s_at
ENSMUSG00000086409	ENSMUST00000141865	AA274076_at
ENSMUSG00000113521	ENSMUST00000222129	C79524_rc_s_at
ENSMUSG00000052187	ENSMUST00000033229	m26897_f_at
ENSMUSG00000050550	ENSMUST00000121594	c79736_rc_g_at
ENSMUSG00000050550	ENSMUST00000121594	c79736_rc_at
ENSMUSG00000028911	ENSMUST00000053819	aa230396_s_at
ENSMUSG00000028911	ENSMUST00000030743	aa230396_s_at
ENSMUSG00000028466	ENSMUST00000126277	aa051537_s_at
ENSMUSG00000028466	ENSMUST00000159923	aa051537_s_at
ENSMUSG00000028466	ENSMUST00000102944	aa051537_s_at
ENSMUSG00000028466	ENSMUST00000132631	aa051537_s_at
ENSMUSG00000028466	ENSMUST00000138623	aa051537_s_at
ENSMUSG00000028466	ENSMUST00000167751	aa051537_s_at
ENSMUSG00000029730	ENSMUST00000000505	D26091_s_at
ENSMUSG00000029730	ENSMUST00000125316	D26091_s_at
ENSMUSG00000078238	ENSMUST00000128518	U41341_s_at
ENSMUSG00000000766	ENSMUST00000105607	u19380_s_at
ENSMUSG00000000766	ENSMUST00000152674	u19380_s_at
ENSMUSG00000000766	ENSMUST00000148625	u19380_s_at
ENSMUSG00000000766	ENSMUST00000105597	u19380_s_at
ENSMUSG00000000766	ENSMUST00000150374	u19380_s_at
ENSMUSG00000092039	ENSMUST00000165917	c76608_rc_g_at
ENSMUSG00000021218	ENSMUST00000223396	L36314_f_at
ENSMUSG00000021218	ENSMUST00000059515	L36314_f_at
ENSMUSG00000021218	ENSMUST00000221581	L36314_f_at
ENSMUSG00000042660	ENSMUST00000049323	C80692_rc_s_at
ENSMUSG00000042660	ENSMUST00000236324	C80692_rc_s_at
ENSMUSG00000003070	ENSMUST00000003154	u14752_s_at
ENSMUSG00000030835	ENSMUST00000033121	aa221928_s_at
ENSMUSG00000030835	ENSMUST00000182305	aa221928_s_at
ENSMUSG00000023353	ENSMUST00000024123	aa409725_rc_s_at
ENSMUSG00000023353	ENSMUST00000197513	aa409725_rc_s_at
ENSMUSG00000008683	ENSMUST00000131374	aa529064_f_at
ENSMUSG00000008683	ENSMUST00000106588	aa529064_f_at
ENSMUSG00000008683	ENSMUST00000106590	aa529064_f_at
ENSMUSG00000008683	ENSMUST00000134270	aa529064_f_at
ENSMUSG00000008683	ENSMUST00000131840	aa529064_f_at
ENSMUSG00000008683	ENSMUST00000172457	aa529064_f_at
ENSMUSG00000045302	ENSMUST00000201821	AA102918_s_at
ENSMUSG00000045302	ENSMUST00000074840	AA102918_s_at
ENSMUSG00000045302	ENSMUST00000201002	AA102918_s_at
ENSMUSG00000045302	ENSMUST00000202567	AA102918_s_at
ENSMUSG00000045302	ENSMUST00000202590	AA102918_s_at
ENSMUSG00000045302	ENSMUST00000202472	AA102918_s_at
ENSMUSG00000045302	ENSMUST00000202904	AA102918_s_at
ENSMUSG00000108702	ENSMUST00000205452	AB003144_s_at
ENSMUSG00000021638	ENSMUST00000069756	U49185_s_at
ENSMUSG00000021638	ENSMUST00000022140	U49185_s_at
ENSMUSG00000021638	ENSMUST00000159459	U49185_s_at
ENSMUSG00000021638	ENSMUST00000160859	U49185_s_at
ENSMUSG00000033068	ENSMUST00000094467	AA231219_at
ENSMUSG00000022205	ENSMUST00000022816	j03750-2_s_at
ENSMUSG00000037563	ENSMUST00000082134	M11408_f_at
ENSMUSG00000037563	ENSMUST00000152918	M11408_f_at
ENSMUSG00000037563	ENSMUST00000155805	M11408_f_at
ENSMUSG00000013736	ENSMUST00000057578	aa408384_rc_s_at
ENSMUSG00000083854	ENSMUST00000120890	aa474703_s_at
ENSMUSG00000094388	ENSMUST00000159764	U84411_s_at
ENSMUSG00000019866	ENSMUST00000200401	aa671307_at
ENSMUSG00000019866	ENSMUST00000020017	aa671307_at
ENSMUSG00000024682	ENSMUST00000025585	L24191_s_at
ENSMUSG00000113894	ENSMUST00000223046	L36314_f_at
ENSMUSG00000041559	ENSMUST00000048183	AA028265_s_at
ENSMUSG00000031896	ENSMUST00000034368	AA244542_at
ENSMUSG00000031896	ENSMUST00000212561	AA244542_at
ENSMUSG00000038286	ENSMUST00000223251	M28739_rc_at
ENSMUSG00000029173	ENSMUST00000031069	aa711880_at
ENSMUSG00000029173	ENSMUST00000150709	aa711880_at
ENSMUSG00000029173	ENSMUST00000126574	aa711880_at
ENSMUSG00000020423	ENSMUST00000020692	M64292_s_at
ENSMUSG00000019494	ENSMUST00000019638	aa611425_s_at
ENSMUSG00000019494	ENSMUST00000110951	aa611425_s_at
ENSMUSG00000019494	ENSMUST00000127881	aa611425_s_at
ENSMUSG00000019494	ENSMUST00000154867	aa611425_s_at
ENSMUSG00000067889	ENSMUST00000008991	AF026489_at
ENSMUSG00000067889	ENSMUST00000008991	AF026489_g_at
ENSMUSG00000019528	ENSMUST00000118015	aa600607_s_at
ENSMUSG00000019528	ENSMUST00000184552	aa600607_s_at
ENSMUSG00000019528	ENSMUST00000135475	aa600607_s_at
ENSMUSG00000019528	ENSMUST00000178328	aa600607_s_at
ENSMUSG00000029273	ENSMUST00000113314	AF026073_at
ENSMUSG00000029273	ENSMUST00000113314	AF026073_g_at
ENSMUSG00000029273	ENSMUST00000166996	AF026073_at
ENSMUSG00000029273	ENSMUST00000166996	AF026073_g_at
ENSMUSG00000035237	ENSMUST00000038896	J05154_s_at
ENSMUSG00000093862	ENSMUST00000178878	aa172349_s_at
ENSMUSG00000032864	ENSMUST00000044031	M64796_s_at
ENSMUSG00000032864	ENSMUST00000111227	M64796_s_at
ENSMUSG00000017765	ENSMUST00000116429	aa200145_s_at
ENSMUSG00000017765	ENSMUST00000034370	aa200145_s_at
ENSMUSG00000015837	ENSMUST00000015981	u40930_s_at
ENSMUSG00000015837	ENSMUST00000102774	u40930_s_at
ENSMUSG00000015837	ENSMUST00000136936	u40930_s_at
ENSMUSG00000044303	ENSMUST00000060501	l76150_s_at
ENSMUSG00000044303	ENSMUST00000107131	l76150_s_at
ENSMUSG00000038518	ENSMUST00000173704	D31967_s_at
ENSMUSG00000038518	ENSMUST00000044608	c79929_rc_at
ENSMUSG00000038518	ENSMUST00000044608	D31967_s_at
ENSMUSG00000038518	ENSMUST00000044608	c79929_rc_g_at
ENSMUSG00000038518	ENSMUST00000173246	c79929_rc_at
ENSMUSG00000038518	ENSMUST00000173246	D31967_s_at
ENSMUSG00000038518	ENSMUST00000173246	c79929_rc_g_at
ENSMUSG00000038518	ENSMUST00000174683	c79929_rc_at
ENSMUSG00000038518	ENSMUST00000174683	D31967_s_at
ENSMUSG00000038518	ENSMUST00000174683	c79929_rc_g_at
ENSMUSG00000038518	ENSMUST00000173906	D31967_s_at
ENSMUSG00000061311	ENSMUST00000078494	M29475_s_at
ENSMUSG00000049124	ENSMUST00000053575	aa238483_s_at
ENSMUSG00000025010	ENSMUST00000025983	aa415788_rc_at
ENSMUSG00000025010	ENSMUST00000119316	aa415788_rc_at
ENSMUSG00000085611	ENSMUST00000117113	aa409110_rc_at
ENSMUSG00000027803	ENSMUST00000029380	aa222661_s_at
ENSMUSG00000027803	ENSMUST00000120977	aa222661_s_at
ENSMUSG00000027315	ENSMUST00000028783	aa038658_at
ENSMUSG00000027315	ENSMUST00000028783	aa038658_g_at
ENSMUSG00000027315	ENSMUST00000110816	aa038658_at
ENSMUSG00000027315	ENSMUST00000110816	aa038658_g_at
ENSMUSG00000027315	ENSMUST00000110817	aa038658_at
ENSMUSG00000027315	ENSMUST00000110817	aa038658_g_at
ENSMUSG00000027315	ENSMUST00000139903	aa038658_at
ENSMUSG00000027315	ENSMUST00000139903	aa038658_g_at
ENSMUSG00000027315	ENSMUST00000134872	aa038658_at
ENSMUSG00000027315	ENSMUST00000134872	aa038658_g_at
ENSMUSG00000024791	ENSMUST00000025704	aa189902_s_at
ENSMUSG00000024791	ENSMUST00000156961	aa189902_s_at
ENSMUSG00000024791	ENSMUST00000152528	aa189902_s_at
ENSMUSG00000020457	ENSMUST00000020741	D10715_s_at
ENSMUSG00000020457	ENSMUST00000139430	D10715_s_at
ENSMUSG00000034424	ENSMUST00000040484	aa422527_s_at
ENSMUSG00000034424	ENSMUST00000162548	aa422527_s_at
ENSMUSG00000051331	ENSMUST00000186889	l01776_s_at
ENSMUSG00000051331	ENSMUST00000191196	l01776_s_at
ENSMUSG00000051331	ENSMUST00000188181	l01776_s_at
ENSMUSG00000051331	ENSMUST00000078320	l01776_s_at
ENSMUSG00000051331	ENSMUST00000075591	l01776_s_at
ENSMUSG00000051331	ENSMUST00000112790	l01776_s_at
ENSMUSG00000051331	ENSMUST00000187940	l01776_s_at
ENSMUSG00000051331	ENSMUST00000112793	l01776_s_at
ENSMUSG00000051331	ENSMUST00000188106	l01776_s_at
ENSMUSG00000051331	ENSMUST00000190285	l01776_s_at
ENSMUSG00000051331	ENSMUST00000112825	l01776_s_at
ENSMUSG00000051331	ENSMUST00000219833	l01776_s_at
ENSMUSG00000051331	ENSMUST00000220022	l01776_s_at
ENSMUSG00000051331	ENSMUST00000219223	l01776_s_at
ENSMUSG00000051331	ENSMUST00000219018	l01776_s_at
ENSMUSG00000096370	ENSMUST00000179909	U89506_s_at
ENSMUSG00000096370	ENSMUST00000178404	U89506_s_at
ENSMUSG00000020611	ENSMUST00000020930	M63660_s_at
ENSMUSG00000096146	ENSMUST00000209863	d50581_at
ENSMUSG00000096146	ENSMUST00000209863	d50581_g_at
ENSMUSG00000096146	ENSMUST00000211674	d50581_at
ENSMUSG00000096146	ENSMUST00000211674	d50581_g_at
ENSMUSG00000096146	ENSMUST00000180081	d50581_at
ENSMUSG00000096146	ENSMUST00000180081	d50581_g_at
ENSMUSG00000096146	ENSMUST00000209881	d50581_at
ENSMUSG00000096146	ENSMUST00000209881	d50581_g_at
ENSMUSG00000096146	ENSMUST00000209291	d50581_at
ENSMUSG00000096146	ENSMUST00000209291	d50581_g_at
ENSMUSG00000094936	ENSMUST00000180248	U89506_s_at
ENSMUSG00000094936	ENSMUST00000178615	U89506_s_at
ENSMUSG00000094936	ENSMUST00000237760	U89506_s_at
ENSMUSG00000094936	ENSMUST00000164209	U89506_s_at
ENSMUSG00000094936	ENSMUST00000179189	U89506_s_at
ENSMUSG00000024742	ENSMUST00000156291	L26320_s_at
ENSMUSG00000024742	ENSMUST00000116542	L26320_s_at
ENSMUSG00000024742	ENSMUST00000025651	L26320_s_at
ENSMUSG00000024742	ENSMUST00000142241	L26320_s_at
ENSMUSG00000028048	ENSMUST00000077367	M24119_s_at
