Gene stable ID	Transcript stable ID	AFFY MG U74C probe
ENSMUSG00000004612	ENSMUST00000070518	136058_at
ENSMUSG00000004612	ENSMUST00000070518	136059_g_at
ENSMUSG00000004612	ENSMUST00000070518	136060_at
ENSMUSG00000004612	ENSMUST00000206741	136059_g_at
ENSMUSG00000004612	ENSMUST00000206741	136060_at
ENSMUSG00000004612	ENSMUST00000206251	136058_at
ENSMUSG00000004612	ENSMUST00000206251	136059_g_at
ENSMUSG00000004612	ENSMUST00000206251	136060_at
ENSMUSG00000090622	ENSMUST00000170048	133426_g_at
ENSMUSG00000090622	ENSMUST00000170048	133425_at
ENSMUSG00000019944	ENSMUST00000169569	134231_r_at
ENSMUSG00000079419	ENSMUST00000165310	130509_at
ENSMUSG00000021301	ENSMUST00000221863	136261_at
ENSMUSG00000021301	ENSMUST00000223317	136261_at
ENSMUSG00000061603	ENSMUST00000095737	137692_at
ENSMUSG00000031167	ENSMUST00000155599	137561_at
ENSMUSG00000031167	ENSMUST00000040010	137561_at
ENSMUSG00000099757	ENSMUST00000186054	132536_at
ENSMUSG00000109658	ENSMUST00000210267	129562_f_at
ENSMUSG00000022957	ENSMUST00000153741	129899_f_at
ENSMUSG00000022957	ENSMUST00000143023	129899_f_at
ENSMUSG00000048899	ENSMUST00000049994	131877_at
ENSMUSG00000034940	ENSMUST00000049714	129570_f_at
ENSMUSG00000034940	ENSMUST00000092834	133560_at
ENSMUSG00000034940	ENSMUST00000092834	129570_f_at
ENSMUSG00000034940	ENSMUST00000183714	129570_f_at
ENSMUSG00000034940	ENSMUST00000183456	129570_f_at
ENSMUSG00000034940	ENSMUST00000184239	129570_f_at
ENSMUSG00000034940	ENSMUST00000132887	129570_f_at
ENSMUSG00000085081	ENSMUST00000127450	130828_at
ENSMUSG00000046101	ENSMUST00000140948	137033_at
ENSMUSG00000046101	ENSMUST00000183059	137033_at
ENSMUSG00000046101	ENSMUST00000171802	137033_at
ENSMUSG00000029778	ENSMUST00000070736	129856_at
ENSMUSG00000029778	ENSMUST00000070756	129856_at
ENSMUSG00000086645	ENSMUST00000129645	131584_at
ENSMUSG00000086645	ENSMUST00000182690	131584_at
ENSMUSG00000030378	ENSMUST00000210366	131515_at
ENSMUSG00000090862	ENSMUST00000205490	134043_at
ENSMUSG00000090862	ENSMUST00000205548	134043_at
ENSMUSG00000090862	ENSMUST00000205265	134043_at
ENSMUSG00000090862	ENSMUST00000206748	134043_at
ENSMUSG00000020003	ENSMUST00000020182	133037_at
ENSMUSG00000020003	ENSMUST00000020182	137691_at
ENSMUSG00000020003	ENSMUST00000125942	133037_at
ENSMUSG00000006024	ENSMUST00000006181	130483_at
ENSMUSG00000006024	ENSMUST00000150208	130483_at
ENSMUSG00000006024	ENSMUST00000140640	130483_at
ENSMUSG00000045349	ENSMUST00000105824	139248_f_at
ENSMUSG00000045349	ENSMUST00000105823	139248_f_at
ENSMUSG00000040254	ENSMUST00000030868	134706_at
ENSMUSG00000040254	ENSMUST00000195923	134706_at
ENSMUSG00000033276	ENSMUST00000087183	133254_at
ENSMUSG00000033276	ENSMUST00000087183	134620_at
ENSMUSG00000033276	ENSMUST00000145673	133254_at
ENSMUSG00000033276	ENSMUST00000145673	134620_at
ENSMUSG00000033276	ENSMUST00000148456	133254_at
ENSMUSG00000033276	ENSMUST00000087186	133254_at
ENSMUSG00000033276	ENSMUST00000155473	133254_at
ENSMUSG00000033276	ENSMUST00000155473	134620_at
ENSMUSG00000033276	ENSMUST00000123154	133254_at
ENSMUSG00000033276	ENSMUST00000123154	134620_at
ENSMUSG00000070814	ENSMUST00000119139	133950_r_at
ENSMUSG00000070814	ENSMUST00000119558	133950_r_at
ENSMUSG00000070814	ENSMUST00000108532	133950_r_at
ENSMUSG00000066838	ENSMUST00000074455	135632_f_at
ENSMUSG00000044772	ENSMUST00000061045	136192_at
ENSMUSG00000075184	ENSMUST00000099888	134754_at
ENSMUSG00000075184	ENSMUST00000216735	134754_at
ENSMUSG00000026643	ENSMUST00000081932	129778_at
ENSMUSG00000026643	ENSMUST00000102989	129778_at
ENSMUSG00000108738	ENSMUST00000206930	140944_at
ENSMUSG00000108738	ENSMUST00000205941	140944_at
ENSMUSG00000031109	ENSMUST00000141393	138386_at
ENSMUSG00000028341	ENSMUST00000030025	133142_at
ENSMUSG00000028341	ENSMUST00000154186	133142_at
ENSMUSG00000028341	ENSMUST00000153369	133142_at
ENSMUSG00000028341	ENSMUST00000133539	133142_at
ENSMUSG00000070780	ENSMUST00000202794	133797_at
ENSMUSG00000070780	ENSMUST00000200852	133797_at
ENSMUSG00000070780	ENSMUST00000201311	133797_at
ENSMUSG00000070780	ENSMUST00000202700	133797_at
ENSMUSG00000070780	ENSMUST00000201561	133797_at
ENSMUSG00000025421	ENSMUST00000097521	135915_at
ENSMUSG00000028464	ENSMUST00000150262	139810_at
ENSMUSG00000028464	ENSMUST00000030184	139810_at
ENSMUSG00000028464	ENSMUST00000107913	139810_at
ENSMUSG00000020279	ENSMUST00000145401	134145_at
ENSMUSG00000020279	ENSMUST00000020518	134145_at
ENSMUSG00000049173	ENSMUST00000056533	128945_r_at
ENSMUSG00000035105	ENSMUST00000039516	135609_at
ENSMUSG00000052299	ENSMUST00000039449	135656_at
ENSMUSG00000085319	ENSMUST00000136400	136603_at
ENSMUSG00000079357	ENSMUST00000112652	133101_at
ENSMUSG00000063808	ENSMUST00000079693	133856_f_at
ENSMUSG00000063808	ENSMUST00000131213	133856_f_at
ENSMUSG00000063808	ENSMUST00000131143	133856_f_at
ENSMUSG00000063808	ENSMUST00000206758	133856_f_at
ENSMUSG00000021066	ENSMUST00000222141	140769_at
ENSMUSG00000021066	ENSMUST00000021466	140769_at
ENSMUSG00000021066	ENSMUST00000220935	140769_at
ENSMUSG00000034066	ENSMUST00000122402	136141_at
ENSMUSG00000036913	ENSMUST00000167588	135207_at
ENSMUSG00000036913	ENSMUST00000211867	135207_at
ENSMUSG00000036913	ENSMUST00000041106	135207_at
ENSMUSG00000029106	ENSMUST00000114338	141087_f_at
ENSMUSG00000029106	ENSMUST00000001108	141087_f_at
ENSMUSG00000029106	ENSMUST00000114340	141087_f_at
ENSMUSG00000029106	ENSMUST00000114335	141087_f_at
ENSMUSG00000029106	ENSMUST00000152805	141087_f_at
ENSMUSG00000036775	ENSMUST00000235318	131478_at
ENSMUSG00000036775	ENSMUST00000137672	131478_at
ENSMUSG00000036775	ENSMUST00000237875	131478_at
ENSMUSG00000036775	ENSMUST00000040907	131478_at
ENSMUSG00000036775	ENSMUST00000236614	131478_at
ENSMUSG00000036775	ENSMUST00000237265	131478_at
ENSMUSG00000036775	ENSMUST00000236268	131478_at
ENSMUSG00000036775	ENSMUST00000150534	131478_at
ENSMUSG00000036775	ENSMUST00000123056	131478_at
ENSMUSG00000073627	ENSMUST00000137643	136267_at
ENSMUSG00000071341	ENSMUST00000095759	138503_r_at
ENSMUSG00000044390	ENSMUST00000055911	138525_at
ENSMUSG00000044390	ENSMUST00000236767	138525_at
ENSMUSG00000033767	ENSMUST00000191758	129287_at
ENSMUSG00000033767	ENSMUST00000192095	129287_at
ENSMUSG00000033767	ENSMUST00000052342	129287_at
ENSMUSG00000033767	ENSMUST00000194432	129287_at
ENSMUSG00000058740	ENSMUST00000114172	137351_at
ENSMUSG00000058740	ENSMUST00000131529	137351_at
ENSMUSG00000058740	ENSMUST00000037580	137351_at
ENSMUSG00000058740	ENSMUST00000138568	137351_at
ENSMUSG00000058740	ENSMUST00000145544	137351_at
ENSMUSG00000032998	ENSMUST00000044564	134241_at
ENSMUSG00000032998	ENSMUST00000106310	134241_at
ENSMUSG00000048439	ENSMUST00000049887	131653_at
ENSMUSG00000048439	ENSMUST00000115101	131653_at
ENSMUSG00000049946	ENSMUST00000062978	137984_at
ENSMUSG00000049946	ENSMUST00000160055	137984_at
ENSMUSG00000019132	ENSMUST00000019276	139501_at
ENSMUSG00000036257	ENSMUST00000043082	140648_i_at
ENSMUSG00000036257	ENSMUST00000043082	140649_r_at
ENSMUSG00000016534	ENSMUST00000074913	139076_s_at
ENSMUSG00000016534	ENSMUST00000016678	139076_s_at
ENSMUSG00000016534	ENSMUST00000061755	140322_at
ENSMUSG00000016534	ENSMUST00000061755	139076_s_at
ENSMUSG00000016534	ENSMUST00000144663	139076_s_at
ENSMUSG00000026740	ENSMUST00000091418	133665_at
ENSMUSG00000046991	ENSMUST00000228221	137073_r_at
ENSMUSG00000046991	ENSMUST00000227673	137073_r_at
ENSMUSG00000037913	ENSMUST00000043352	135148_at
ENSMUSG00000026806	ENSMUST00000113853	138197_at
ENSMUSG00000061718	ENSMUST00000147415	139723_f_at
ENSMUSG00000061718	ENSMUST00000132443	139723_f_at
ENSMUSG00000052562	ENSMUST00000120540	129406_at
ENSMUSG00000035211	ENSMUST00000036155	134701_at
ENSMUSG00000035211	ENSMUST00000208449	134701_at
ENSMUSG00000022961	ENSMUST00000114036	136591_at
ENSMUSG00000042857	ENSMUST00000221110	134645_r_at
ENSMUSG00000042857	ENSMUST00000221110	134644_f_at
ENSMUSG00000042857	ENSMUST00000059598	134645_r_at
ENSMUSG00000042857	ENSMUST00000059598	134644_f_at
ENSMUSG00000115810	ENSMUST00000226643	131556_at
ENSMUSG00000087579	ENSMUST00000142067	141179_at
ENSMUSG00000087579	ENSMUST00000142067	129756_r_at
ENSMUSG00000087579	ENSMUST00000147754	141179_at
ENSMUSG00000087579	ENSMUST00000147754	129756_r_at
ENSMUSG00000087579	ENSMUST00000129953	141179_at
ENSMUSG00000087579	ENSMUST00000129953	129756_r_at
ENSMUSG00000058028	ENSMUST00000072662	134070_at
ENSMUSG00000058028	ENSMUST00000165445	134070_at
ENSMUSG00000041180	ENSMUST00000139215	135082_at
ENSMUSG00000041180	ENSMUST00000169036	135082_at
ENSMUSG00000041180	ENSMUST00000047247	135082_at
ENSMUSG00000041180	ENSMUST00000155594	135082_at
ENSMUSG00000041180	ENSMUST00000177381	135082_at
ENSMUSG00000019832	ENSMUST00000019974	137656_s_at
ENSMUSG00000060371	ENSMUST00000086029	137677_at
ENSMUSG00000060371	ENSMUST00000111287	137677_at
ENSMUSG00000060371	ENSMUST00000111288	137677_at
ENSMUSG00000060371	ENSMUST00000111288	136201_at
ENSMUSG00000060371	ENSMUST00000111288	138380_at
ENSMUSG00000064181	ENSMUST00000020375	136388_at
ENSMUSG00000031688	ENSMUST00000034115	133732_at
ENSMUSG00000022360	ENSMUST00000038194	140006_at
ENSMUSG00000022360	ENSMUST00000226582	140006_at
ENSMUSG00000028960	ENSMUST00000173005	129181_at
ENSMUSG00000028960	ENSMUST00000131986	129181_at
ENSMUSG00000022960	ENSMUST00000123893	134967_r_at
ENSMUSG00000022960	ENSMUST00000117159	134967_r_at
ENSMUSG00000022960	ENSMUST00000139324	134967_r_at
ENSMUSG00000022960	ENSMUST00000114031	134967_r_at
ENSMUSG00000022960	ENSMUST00000023682	134967_r_at
ENSMUSG00000022960	ENSMUST00000145833	134967_r_at
ENSMUSG00000022960	ENSMUST00000136699	134967_r_at
ENSMUSG00000022960	ENSMUST00000144461	134967_r_at
ENSMUSG00000022960	ENSMUST00000231425	134967_r_at
ENSMUSG00000040265	ENSMUST00000195403	134298_at
ENSMUSG00000040265	ENSMUST00000086074	134298_at
ENSMUSG00000040265	ENSMUST00000160665	131863_at
ENSMUSG00000075330	ENSMUST00000100083	136132_at
ENSMUSG00000075330	ENSMUST00000231564	136132_at
ENSMUSG00000019990	ENSMUST00000020165	134281_at
ENSMUSG00000019990	ENSMUST00000169016	134281_at
ENSMUSG00000021032	ENSMUST00000110177	136766_at
ENSMUSG00000021032	ENSMUST00000021420	136766_at
ENSMUSG00000021032	ENSMUST00000110176	136766_at
ENSMUSG00000020841	ENSMUST00000021201	139289_at
ENSMUSG00000020841	ENSMUST00000021201	134194_at
ENSMUSG00000020841	ENSMUST00000151584	134194_at
ENSMUSG00000021244	ENSMUST00000169150	138505_at
ENSMUSG00000032661	ENSMUST00000044833	135402_at
ENSMUSG00000032688	ENSMUST00000224056	133562_at
ENSMUSG00000032688	ENSMUST00000049248	133562_at
ENSMUSG00000054555	ENSMUST00000067680	134907_at
ENSMUSG00000044847	ENSMUST00000129820	134163_at
ENSMUSG00000044847	ENSMUST00000062458	134163_at
ENSMUSG00000030231	ENSMUST00000204528	131120_at
ENSMUSG00000025207	ENSMUST00000026225	135074_at
ENSMUSG00000025207	ENSMUST00000026225	132936_at
ENSMUSG00000025207	ENSMUST00000238104	132936_at
ENSMUSG00000025207	ENSMUST00000130549	135074_at
ENSMUSG00000025207	ENSMUST00000130549	132936_at
ENSMUSG00000025207	ENSMUST00000235312	132936_at
ENSMUSG00000025207	ENSMUST00000179305	135074_at
ENSMUSG00000025207	ENSMUST00000179305	132936_at
ENSMUSG00000058454	ENSMUST00000143338	129090_at
ENSMUSG00000058454	ENSMUST00000128610	129090_at
ENSMUSG00000021514	ENSMUST00000130799	137614_at
ENSMUSG00000021514	ENSMUST00000222364	137614_at
ENSMUSG00000105851	ENSMUST00000197965	134798_at
ENSMUSG00000026565	ENSMUST00000160260	132088_at
ENSMUSG00000026565	ENSMUST00000111427	132088_at
ENSMUSG00000028707	ENSMUST00000064806	133187_at
ENSMUSG00000028707	ENSMUST00000124071	133187_at
ENSMUSG00000028707	ENSMUST00000084338	133187_at
ENSMUSG00000002781	ENSMUST00000069772	136067_at
ENSMUSG00000002781	ENSMUST00000209292	136067_at
ENSMUSG00000002781	ENSMUST00000209350	136067_at
ENSMUSG00000002781	ENSMUST00000211280	136067_at
ENSMUSG00000006241	ENSMUST00000006403	140819_at
ENSMUSG00000006241	ENSMUST00000170304	140819_at
ENSMUSG00000006241	ENSMUST00000216710	140819_at
ENSMUSG00000006241	ENSMUST00000214734	140819_at
ENSMUSG00000034453	ENSMUST00000077175	132659_at
ENSMUSG00000042298	ENSMUST00000154976	135079_r_at
ENSMUSG00000042298	ENSMUST00000162385	135079_r_at
ENSMUSG00000043008	ENSMUST00000058839	134380_at
ENSMUSG00000022141	ENSMUST00000052965	129296_at
ENSMUSG00000041323	ENSMUST00000040876	137359_at
ENSMUSG00000041323	ENSMUST00000220702	133246_g_at
ENSMUSG00000037007	ENSMUST00000049393	129141_at
ENSMUSG00000037007	ENSMUST00000165640	129141_at
ENSMUSG00000085558	ENSMUST00000124122	129884_at
ENSMUSG00000085558	ENSMUST00000138390	129884_at
ENSMUSG00000085558	ENSMUST00000154082	129884_at
ENSMUSG00000052759	ENSMUST00000086395	138485_at
ENSMUSG00000067279	ENSMUST00000087321	135301_at
ENSMUSG00000039176	ENSMUST00000201557	135210_at
ENSMUSG00000039176	ENSMUST00000125562	135210_at
ENSMUSG00000085427	ENSMUST00000136807	133447_at
ENSMUSG00000085427	ENSMUST00000125382	133447_at
ENSMUSG00000006471	ENSMUST00000137355	139015_at
ENSMUSG00000021639	ENSMUST00000231227	138195_at
ENSMUSG00000021639	ENSMUST00000232447	138195_at
ENSMUSG00000033257	ENSMUST00000042125	134681_at
ENSMUSG00000033257	ENSMUST00000153636	129887_at
ENSMUSG00000033257	ENSMUST00000145132	134681_at
ENSMUSG00000047443	ENSMUST00000086861	135001_r_at
ENSMUSG00000047443	ENSMUST00000190998	135001_r_at
ENSMUSG00000086943	ENSMUST00000180695	130066_f_at
ENSMUSG00000086943	ENSMUST00000156243	130066_f_at
ENSMUSG00000036819	ENSMUST00000108777	141114_at
ENSMUSG00000036819	ENSMUST00000045279	141114_at
ENSMUSG00000036819	ENSMUST00000147163	133580_r_at
ENSMUSG00000036819	ENSMUST00000147163	141114_at
ENSMUSG00000036819	ENSMUST00000126158	141114_at
ENSMUSG00000046709	ENSMUST00000086854	135285_at
ENSMUSG00000046709	ENSMUST00000112848	135285_at
ENSMUSG00000046709	ENSMUST00000112847	135285_at
ENSMUSG00000046709	ENSMUST00000238446	135285_at
ENSMUSG00000046709	ENSMUST00000170792	135285_at
ENSMUSG00000083773	ENSMUST00000121658	AFFX-GapdhMur/M32599_5_at
ENSMUSG00000097881	ENSMUST00000181433	136721_at
ENSMUSG00000020181	ENSMUST00000032719	130290_at
ENSMUSG00000020181	ENSMUST00000239301	130290_at
ENSMUSG00000020181	ENSMUST00000161582	130290_at
ENSMUSG00000020181	ENSMUST00000238286	130290_at
ENSMUSG00000097207	ENSMUST00000195898	134523_at
ENSMUSG00000097207	ENSMUST00000181374	134523_at
ENSMUSG00000097145	ENSMUST00000180601	131377_at
ENSMUSG00000024006	ENSMUST00000140355	137511_at
ENSMUSG00000024006	ENSMUST00000125070	137511_at
ENSMUSG00000024006	ENSMUST00000142923	137511_at
ENSMUSG00000024006	ENSMUST00000126893	137511_at
ENSMUSG00000024006	ENSMUST00000232724	137511_at
ENSMUSG00000008200	ENSMUST00000145747	135503_at
ENSMUSG00000008200	ENSMUST00000142631	135503_at
ENSMUSG00000073656	ENSMUST00000147494	134031_r_at
ENSMUSG00000058761	ENSMUST00000174264	137122_at
ENSMUSG00000053286	ENSMUST00000188843	131449_at
ENSMUSG00000039187	ENSMUST00000132091	136779_s_at
ENSMUSG00000020175	ENSMUST00000147802	137972_at
ENSMUSG00000020175	ENSMUST00000146440	137972_at
ENSMUSG00000020175	ENSMUST00000234625	137972_at
ENSMUSG00000097191	ENSMUST00000180733	134171_at
ENSMUSG00000097191	ENSMUST00000200718	134171_at
ENSMUSG00000020056	ENSMUST00000171151	129129_at
ENSMUSG00000036437	ENSMUST00000212588	135146_r_at
ENSMUSG00000036437	ENSMUST00000039303	135146_r_at
ENSMUSG00000029605	ENSMUST00000183291	137038_at
ENSMUSG00000029605	ENSMUST00000086377	137038_at
ENSMUSG00000016529	ENSMUST00000016673	AFFX-MurIL10_at
ENSMUSG00000047412	ENSMUST00000115222	134047_at
ENSMUSG00000047412	ENSMUST00000115222	136121_at
ENSMUSG00000060508	ENSMUST00000073151	129417_s_at
ENSMUSG00000023883	ENSMUST00000168938	139227_at
ENSMUSG00000034664	ENSMUST00000103086	131845_at
ENSMUSG00000034664	ENSMUST00000134735	131845_at
ENSMUSG00000034664	ENSMUST00000128752	131845_at
ENSMUSG00000034664	ENSMUST00000151625	131845_at
ENSMUSG00000034664	ENSMUST00000149519	131845_at
ENSMUSG00000034664	ENSMUST00000131247	131845_at
ENSMUSG00000034664	ENSMUST00000130433	131845_at
ENSMUSG00000001415	ENSMUST00000192057	140327_at
ENSMUSG00000001415	ENSMUST00000193097	140327_at
ENSMUSG00000061455	ENSMUST00000107721	134131_at
ENSMUSG00000061455	ENSMUST00000107720	134131_at
ENSMUSG00000045790	ENSMUST00000198008	134062_at
ENSMUSG00000045790	ENSMUST00000059428	134062_at
ENSMUSG00000055435	ENSMUST00000069009	130990_at
ENSMUSG00000038766	ENSMUST00000107204	135280_at
ENSMUSG00000031995	ENSMUST00000034478	128683_r_at
ENSMUSG00000072501	ENSMUST00000048188	129155_at
ENSMUSG00000072501	ENSMUST00000230948	129155_at
ENSMUSG00000072501	ENSMUST00000229160	129155_at
ENSMUSG00000071335	ENSMUST00000095749	137112_at
ENSMUSG00000071335	ENSMUST00000239163	137112_at
ENSMUSG00000047126	ENSMUST00000133501	134316_at
ENSMUSG00000030798	ENSMUST00000098461	139744_r_at
ENSMUSG00000030798	ENSMUST00000209779	139744_r_at
ENSMUSG00000030798	ENSMUST00000033063	139744_r_at
ENSMUSG00000030798	ENSMUST00000210226	139744_r_at
ENSMUSG00000030798	ENSMUST00000209677	139744_r_at
ENSMUSG00000030798	ENSMUST00000210000	139744_r_at
ENSMUSG00000030798	ENSMUST00000210078	139744_r_at
ENSMUSG00000024680	ENSMUST00000186978	135375_at
ENSMUSG00000024680	ENSMUST00000189641	135375_at
ENSMUSG00000061906	ENSMUST00000072818	137211_i_at
ENSMUSG00000061906	ENSMUST00000072818	137212_f_at
ENSMUSG00000054477	ENSMUST00000183897	140647_at
ENSMUSG00000054477	ENSMUST00000235217	140647_at
ENSMUSG00000027867	ENSMUST00000164539	133455_at
ENSMUSG00000058298	ENSMUST00000219838	133889_at
ENSMUSG00000024826	ENSMUST00000137465	136542_at
ENSMUSG00000027676	ENSMUST00000197230	138552_at
ENSMUSG00000112302	ENSMUST00000219034	129306_r_at
ENSMUSG00000098284	ENSMUST00000184994	129102_at
ENSMUSG00000098284	ENSMUST00000184346	129102_at
ENSMUSG00000098284	ENSMUST00000237850	129102_at
ENSMUSG00000048330	ENSMUST00000147580	140886_at
ENSMUSG00000048330	ENSMUST00000055993	140886_at
ENSMUSG00000036510	ENSMUST00000093249	138483_at
ENSMUSG00000036510	ENSMUST00000145601	138483_at
ENSMUSG00000036510	ENSMUST00000128860	138483_at
ENSMUSG00000071252	ENSMUST00000225605	136287_at
ENSMUSG00000030909	ENSMUST00000033201	134162_at
ENSMUSG00000034467	ENSMUST00000213007	131225_at
ENSMUSG00000034467	ENSMUST00000078170	131225_at
ENSMUSG00000041445	ENSMUST00000111908	130951_at
ENSMUSG00000028550	ENSMUST00000030279	136769_f_at
ENSMUSG00000028550	ENSMUST00000030279	136770_r_at
ENSMUSG00000028550	ENSMUST00000180278	136769_f_at
ENSMUSG00000028550	ENSMUST00000180278	136770_r_at
ENSMUSG00000089694	ENSMUST00000160534	133853_at
ENSMUSG00000089694	ENSMUST00000179613	133853_at
ENSMUSG00000051262	ENSMUST00000050780	133853_at
ENSMUSG00000051262	ENSMUST00000168531	133853_at
ENSMUSG00000021318	ENSMUST00000110510	137022_at
ENSMUSG00000019055	ENSMUST00000105712	137319_at
ENSMUSG00000019055	ENSMUST00000105712	137320_g_at
ENSMUSG00000028358	ENSMUST00000107415	135137_at
ENSMUSG00000028358	ENSMUST00000064814	135137_at
ENSMUSG00000036246	ENSMUST00000156620	134705_at
ENSMUSG00000039252	ENSMUST00000199942	139272_at
ENSMUSG00000039252	ENSMUST00000199942	135728_at
ENSMUSG00000039252	ENSMUST00000039750	139272_at
ENSMUSG00000039252	ENSMUST00000039750	135728_at
ENSMUSG00000091844	ENSMUST00000238662	133274_at
ENSMUSG00000091844	ENSMUST00000168641	133274_at
ENSMUSG00000024558	ENSMUST00000162863	140436_at
ENSMUSG00000024558	ENSMUST00000091851	140436_at
ENSMUSG00000024558	ENSMUST00000159162	140436_at
ENSMUSG00000022773	ENSMUST00000035682	133176_f_at
ENSMUSG00000022773	ENSMUST00000231518	133176_f_at
ENSMUSG00000022773	ENSMUST00000231394	133176_f_at
ENSMUSG00000099876	ENSMUST00000188485	129170_at
ENSMUSG00000078786	ENSMUST00000108379	133737_at
ENSMUSG00000078786	ENSMUST00000155931	133737_at
ENSMUSG00000085039	ENSMUST00000148641	137076_f_at
ENSMUSG00000037239	ENSMUST00000048923	139496_at
ENSMUSG00000026404	ENSMUST00000129218	133762_at
ENSMUSG00000028344	ENSMUST00000149555	129249_r_at
ENSMUSG00000024050	ENSMUST00000169741	134186_at
ENSMUSG00000024050	ENSMUST00000165912	134186_at
ENSMUSG00000068860	ENSMUST00000090815	134623_at
ENSMUSG00000033788	ENSMUST00000128965	130918_at
ENSMUSG00000079495	ENSMUST00000174143	133853_at
ENSMUSG00000079495	ENSMUST00000087656	133853_at
ENSMUSG00000071369	ENSMUST00000095806	135367_at
ENSMUSG00000073147	ENSMUST00000191186	129320_at
ENSMUSG00000028468	ENSMUST00000131178	135289_at
ENSMUSG00000028468	ENSMUST00000141612	135289_at
ENSMUSG00000028468	ENSMUST00000141782	135289_at
ENSMUSG00000033634	ENSMUST00000045008	130761_at
ENSMUSG00000030994	ENSMUST00000094002	129386_at
ENSMUSG00000030994	ENSMUST00000206005	129386_at
ENSMUSG00000030994	ENSMUST00000174700	129386_at
ENSMUSG00000036198	ENSMUST00000114904	139198_at
ENSMUSG00000036198	ENSMUST00000042444	139198_at
ENSMUSG00000036198	ENSMUST00000130558	139198_at
ENSMUSG00000036198	ENSMUST00000151128	139198_at
ENSMUSG00000036198	ENSMUST00000132784	139198_at
ENSMUSG00000002578	ENSMUST00000133342	132807_at
ENSMUSG00000002578	ENSMUST00000238610	132807_at
ENSMUSG00000002578	ENSMUST00000238712	132807_at
ENSMUSG00000002578	ENSMUST00000223162	132807_at
ENSMUSG00000043782	ENSMUST00000062967	137733_at
ENSMUSG00000043782	ENSMUST00000232760	137733_at
ENSMUSG00000043782	ENSMUST00000233541	137733_at
ENSMUSG00000043782	ENSMUST00000233930	137733_at
ENSMUSG00000079499	ENSMUST00000155949	137362_at
ENSMUSG00000029291	ENSMUST00000198965	129541_at
ENSMUSG00000026646	ENSMUST00000027956	132730_at
ENSMUSG00000026646	ENSMUST00000060618	132730_at
ENSMUSG00000026646	ENSMUST00000127540	132730_at
ENSMUSG00000026646	ENSMUST00000100458	132730_at
ENSMUSG00000048661	ENSMUST00000119944	138126_at
ENSMUSG00000048661	ENSMUST00000119093	138126_at
ENSMUSG00000022941	ENSMUST00000023660	137230_f_at
ENSMUSG00000022941	ENSMUST00000023660	137231_r_at
ENSMUSG00000068299	ENSMUST00000095757	130761_at
ENSMUSG00000108456	ENSMUST00000206533	133680_r_at
ENSMUSG00000020329	ENSMUST00000161765	140639_at
ENSMUSG00000020329	ENSMUST00000159082	140639_at
ENSMUSG00000020329	ENSMUST00000160595	140639_at
ENSMUSG00000020329	ENSMUST00000159289	140639_at
ENSMUSG00000020329	ENSMUST00000161098	140639_at
ENSMUSG00000020329	ENSMUST00000162694	140639_at
ENSMUSG00000020329	ENSMUST00000160838	140639_at
ENSMUSG00000020329	ENSMUST00000162687	140639_at
ENSMUSG00000034621	ENSMUST00000143842	136212_at
ENSMUSG00000034621	ENSMUST00000069673	136212_at
ENSMUSG00000027203	ENSMUST00000133211	137642_at
ENSMUSG00000075707	ENSMUST00000173014	130591_at
ENSMUSG00000075707	ENSMUST00000097228	130591_at
ENSMUSG00000113581	ENSMUST00000222534	132087_at
ENSMUSG00000102555	ENSMUST00000192772	132765_r_at
ENSMUSG00000064065	ENSMUST00000086896	133885_at
ENSMUSG00000064065	ENSMUST00000145156	133885_at
ENSMUSG00000064065	ENSMUST00000149708	133885_at
ENSMUSG00000064065	ENSMUST00000144622	133885_at
ENSMUSG00000064065	ENSMUST00000105617	133885_at
ENSMUSG00000064065	ENSMUST00000154998	133885_at
ENSMUSG00000064065	ENSMUST00000078070	133885_at
ENSMUSG00000064065	ENSMUST00000170680	133885_at
ENSMUSG00000037541	ENSMUST00000105902	135958_at
ENSMUSG00000037541	ENSMUST00000105900	135958_at
ENSMUSG00000037541	ENSMUST00000146006	135958_at
ENSMUSG00000112959	ENSMUST00000222417	138105_at
ENSMUSG00000112959	ENSMUST00000220470	138105_at
ENSMUSG00000024302	ENSMUST00000115832	136760_at
ENSMUSG00000041577	ENSMUST00000048432	138966_at
ENSMUSG00000041577	ENSMUST00000127583	138966_at
ENSMUSG00000070469	ENSMUST00000173287	138377_at
ENSMUSG00000070469	ENSMUST00000173828	138377_at
ENSMUSG00000010311	ENSMUST00000124051	138414_at
ENSMUSG00000010311	ENSMUST00000153617	138414_at
ENSMUSG00000010311	ENSMUST00000124245	138414_at
ENSMUSG00000020634	ENSMUST00000020962	130690_f_at
ENSMUSG00000020634	ENSMUST00000142867	130690_f_at
ENSMUSG00000035620	ENSMUST00000214820	136453_at
ENSMUSG00000112000	ENSMUST00000218156	132050_at
ENSMUSG00000085667	ENSMUST00000132111	136728_at
ENSMUSG00000031543	ENSMUST00000135206	133122_at
ENSMUSG00000021218	ENSMUST00000221875	134601_r_at
ENSMUSG00000054893	ENSMUST00000086327	129152_at
ENSMUSG00000054893	ENSMUST00000170776	129152_at
ENSMUSG00000054893	ENSMUST00000108562	129152_at
ENSMUSG00000005533	ENSMUST00000005671	129046_f_at
ENSMUSG00000097483	ENSMUST00000181516	134329_at
ENSMUSG00000097483	ENSMUST00000180403	134329_at
