Gene stable ID	Transcript stable ID	AFFY C elegans probe
WBGene00017016	D1014.3.2	189830_at
WBGene00017018	D1014.5.1	181440_at
WBGene00017019	D1014.6.1	176677_at
WBGene00017020	D1014.7a.1	176686_at
WBGene00017020	D1014.7b.1	176686_at
WBGene00017021	D1022.2.1	181822_at
WBGene00017022	D1022.3.1	184023_at
WBGene00017022	D1022.3.1	187502_s_at
WBGene00017023	D1022.4.1	181801_at
WBGene00017023	D1022.4.2	181801_at
WBGene00017024	D1022.5.1	184008_at
WBGene00017025	D1037.1.1	179750_at
WBGene00017026	D1037.5.1	174245_at
WBGene00017026	D1037.5.1	189018_at
WBGene00017027	D1044.1.1	187222_at
WBGene00017028	D1044.2a.1	187216_s_at
WBGene00017028	D1044.2a.1	171935_s_at
WBGene00017028	D1044.2b.1	187216_s_at
WBGene00017028	D1044.2b.1	171935_s_at
WBGene00017028	D1044.2c.1	187216_s_at
WBGene00017028	D1044.2c.1	171935_s_at
WBGene00017029	D1044.4.1	187553_at
WBGene00017030	D1044.5.1	187559_at
WBGene00017031	D1044.6.1	174753_at
WBGene00017031	D1044.6.1	187220_at
WBGene00017031	D1044.6.2	174753_at
WBGene00017031	D1044.6.2	187220_at
WBGene00017032	D1044.7.1	173492_s_at
WBGene00017034	D1065.1a.1	180578_at
WBGene00017034	D1065.1b.1	180578_at
WBGene00017034	D1065.1c.1	180578_at
WBGene00017035	D1065.3	182700_at
WBGene00017035	D1065.3	180554_at
WBGene00017037	D1069.3a	181706_at
WBGene00017037	D1069.3b.1	181706_at
WBGene00017037	D1069.3c.1	181879_at
WBGene00017037	D1069.3c.1	181706_at
WBGene00017038	D1069.4a.1	181879_at
WBGene00017038	D1069.4b.1	181879_at
WBGene00017039	D1073.1a.1	183198_at
WBGene00017039	D1073.1a.1	190668_at
WBGene00017039	D1073.1b.1	183198_at
WBGene00017039	D1073.1b.1	190668_at
WBGene00017040	D1079.1a.1	181752_at
WBGene00017040	D1079.1b.1	182127_at
WBGene00017040	D1079.1b.1	181752_at
WBGene00017040	D1079.1c.1	182127_at
WBGene00017040	D1079.1c.1	181752_at
WBGene00017041	D2007.1.1	176025_at
WBGene00017042	D2007.2a.1	172087_x_at
WBGene00017042	D2007.2a.1	175989_at
WBGene00017042	D2007.2b.1	172087_x_at
WBGene00017042	D2007.2b.1	175989_at
WBGene00017042	D2007.2c.1	175989_at
WBGene00017044	D2007.4.1	175955_at
WBGene00017045	D2007.5.1	175948_s_at
WBGene00017045	D2007.5.2	175948_s_at
WBGene00017046	D2021.1a.1	174606_at
WBGene00017046	D2021.1a.1	192746_at
WBGene00017046	D2021.1b.1	174606_at
WBGene00017046	D2021.1b.1	192746_at
WBGene00017048	D2021.4a.1	180665_at
WBGene00017048	D2021.4a.2	180665_at
WBGene00017048	D2021.4b.1	180665_at
WBGene00017050	D2024.1.1	183500_at
WBGene00017051	D2024.2.1	182760_at
WBGene00017052	D2024.4a	182111_at
WBGene00017053	D2024.5a.1	182916_s_at
WBGene00017053	D2024.5a.1	182915_at
WBGene00017053	D2024.5b.1	182916_s_at
WBGene00017053	D2024.5b.1	182915_at
WBGene00017054	D2024.7.1	187178_s_at
WBGene00017055	D2062.1.1	176739_at
WBGene00017056	D2062.4a.1	183444_at
WBGene00017056	D2062.4a.1	183410_s_at
WBGene00017056	D2062.4b.1	183444_at
WBGene00017056	D2062.4b.1	183410_s_at
WBGene00017057	D2062.5.1	183444_at
WBGene00017057	D2062.5.1	183410_s_at
WBGene00017057	D2062.5.1	181693_at
WBGene00017058	D2062.6.1	172377_x_at
WBGene00017059	D2062.7.1	183851_at
WBGene00017060	D2063.1.1	189025_at
WBGene00017061	D2063.2.1	180796_at
WBGene00017062	D2063.3a.1	175577_at
WBGene00017062	D2063.3b.1	175577_at
WBGene00017063	D2092.1a.1	191864_s_at
WBGene00017063	D2092.1b.1	172681_x_at
WBGene00017063	D2092.1b.1	191864_s_at
WBGene00017064	D2092.2.1	179793_s_at
WBGene00017064	D2092.2.1	173941_at
WBGene00017065	D2092.4.1	180032_at
WBGene00017066	D2092.5.1	180123_at
WBGene00017068	D2092.8.1	172292_x_at
WBGene00017069	D2096.1a.1	183155_at
WBGene00017069	D2096.1b.1	183155_at
WBGene00017070	D2096.2a.1	182841_at
WBGene00017071	D2096.3.1	183207_at
WBGene00017071	D2096.3.2	183207_at
WBGene00017071	D2096.3.3	183207_at
WBGene00017072	D2096.5.1	182770_at
WBGene00017073	D2096.6.1	187176_s_at
WBGene00017074	D2096.7b.1	182817_at
WBGene00017074	D2096.7c.1	182817_at
WBGene00017074	D2096.7c.2	182817_at
WBGene00017074	D2096.7d.1	182817_at
WBGene00017074	D2096.7d.1	173524_at
WBGene00017074	D2096.7d.2	182817_at
WBGene00017075	D2096.8.1	173524_at
WBGene00017075	D2096.8.1	182596_s_at
WBGene00017076	D2096.9.1	183473_at
WBGene00017076	D2096.9.2	183473_at
WBGene00017077	D2096.10.1	185389_at
WBGene00017078	D2096.11.1	172147_x_at
WBGene00017078	D2096.11.1	185220_s_at
WBGene00017080	DC2.3a.1	190930_at
WBGene00017080	DC2.3b.1	175023_at
WBGene00017080	DC2.3b.1	190930_at
WBGene00017080	DC2.3c.1	190930_at
WBGene00017080	DC2.3d.1	175023_at
WBGene00017080	DC2.3d.1	190930_at
WBGene00017080	DC2.3f.1	175023_at
WBGene00017080	DC2.3f.1	190930_at
WBGene00017080	DC2.3g.1	175023_at
WBGene00017080	DC2.3g.1	190930_at
WBGene00017082	DC2.5a.1	188800_at
WBGene00017082	DC2.5b	188800_at
WBGene00017083	DC2.7a	188887_s_at
WBGene00017083	DC2.7a	188886_at
WBGene00017083	DC2.7a	175157_s_at
WBGene00017083	DC2.7b.1	175157_s_at
WBGene00017083	DC2.7c.1	188887_s_at
WBGene00017083	DC2.7c.1	188886_at
WBGene00017083	DC2.7c.1	175157_s_at
WBGene00017084	E01A2.1a.1	175972_at
WBGene00017084	E01A2.1b.1	175972_at
WBGene00017085	E01A2.2a.1	173364_s_at
WBGene00017085	E01A2.2a.1	176109_at
WBGene00017085	E01A2.2b.1	173364_s_at
WBGene00017085	E01A2.2b.1	176109_at
WBGene00017087	E01A2.5.1	176001_at
WBGene00017088	E01A2.6.1	176113_at
WBGene00017088	E01A2.6.1	174452_at
WBGene00017088	E01A2.6.2	176113_at
WBGene00017088	E01A2.6.2	174452_at
WBGene00017088	E01A2.6.3	176113_at
WBGene00017088	E01A2.6.3	174452_at
WBGene00017089	E01A2.7.1	176120_s_at
WBGene00017091	E02C12.4.1	186157_at
WBGene00017092	E02C12.6.1	186180_at
WBGene00017093	E02C12.8a	185142_at
WBGene00017093	E02C12.8a	185273_at
WBGene00017093	E02C12.8b.1	185142_at
WBGene00017093	E02C12.8c.1	185142_at
WBGene00017093	E02C12.8c.1	185273_at
WBGene00017093	E02C12.8c.2	185142_at
WBGene00017093	E02C12.8c.2	185273_at
WBGene00017093	E02C12.8d	185142_at
WBGene00017093	E02C12.8d	185273_at
WBGene00017094	E02C12.9.1	186147_at
WBGene00017095	E02C12.10.1	186815_s_at
WBGene00017096	E02C12.11.1	186815_s_at
WBGene00017097	E02C12.12.1	186820_at
WBGene00017097	E02C12.12.1	186815_s_at
WBGene00017097	E02C12.12.2	186820_at
WBGene00017097	E02C12.12.2	186815_s_at
WBGene00017098	E02D9.1a.1	189132_at
WBGene00017098	E02D9.1a.1	175317_s_at
WBGene00017098	E02D9.1b.1	179946_s_at
WBGene00017098	E02D9.1c.1	179946_s_at
WBGene00017098	E02D9.1c.1	189132_at
WBGene00017098	E02D9.1d.1	189132_at
WBGene00017098	E02D9.1d.1	175317_s_at
WBGene00017098	E02D9.1d.2	189132_at
WBGene00017098	E02D9.1d.2	175317_s_at
WBGene00017099	E02H9.1.1	181268_at
WBGene00017100	E02H9.2.1	180977_at
WBGene00017101	E02H9.3a.1	181022_s_at
WBGene00017101	E02H9.3b.1	181022_s_at
WBGene00017102	E02H9.4.1	172315_x_at
WBGene00017102	E02H9.4.2	172315_x_at
WBGene00017103	E02H9.5.1	189746_at
WBGene00017104	E02H9.6.1	180413_at
WBGene00017104	E02H9.6.1	183099_s_at
WBGene00017106	E02H9.9.1	180860_at
WBGene00017107	E03D2.4a.1	182620_at
WBGene00017107	E03D2.4b.1	182620_at
WBGene00017108	E03E2.1.1	189413_at
WBGene00017108	E03E2.1.2	189413_at
WBGene00017108	E03E2.1.3	189413_at
WBGene00017109	E03H12.2.1	184597_at
WBGene00017110	E03H12.3.1	184925_at
WBGene00017111	E03H12.4.1	184922_at
WBGene00017112	E03H12.5.1	172506_x_at
WBGene00017113	E03H12.6.1	184825_at
WBGene00017114	E03H12.7.1	184821_s_at
WBGene00017115	E03H12.9	184783_at
WBGene00017116	E04A4.1.1	181133_at
WBGene00017117	E04A4.2	181198_at
WBGene00017118	E04A4.3	181025_at
WBGene00017119	E04A4.5.1	173692_at
WBGene00017119	E04A4.5.1	187200_s_at
WBGene00017120	E04A4.6.1	181207_at
WBGene00017121	E04A4.7.1	192013_s_at
WBGene00017121	E04A4.7.1	188940_at
WBGene00017121	E04A4.7.2	188940_at
WBGene00017121	E04A4.7.3	188940_at
WBGene00017122	E04F6.2.1	181830_at
WBGene00017123	E04F6.3.1	192499_at
WBGene00017124	E04F6.4.1	189927_at
WBGene00017125	E04F6.5a.1	191847_s_at
WBGene00017125	E04F6.5a.2	191847_s_at
WBGene00017126	E04F6.6.1	182723_at
WBGene00017126	E04F6.6.1	175493_s_at
WBGene00017127	E04F6.8.1	182486_at
WBGene00017128	E04F6.9.1	179913_at
WBGene00017129	E04F6.10.1	174081_at
WBGene00017130	E04F6.12.1	184903_at
WBGene00017132	EEED8.1.1	187189_at
WBGene00017132	EEED8.1.2	187189_at
WBGene00017133	EEED8.2.1	187576_at
WBGene00017134	EEED8.3.1	187213_at
WBGene00017135	EEED8.4.1	172898_x_at
WBGene00017135	EEED8.4.1	192171_at
WBGene00017135	EEED8.4.1	192172_s_at
WBGene00017136	EEED8.6.1	187182_at
WBGene00017138	EEED8.10a.1	192477_at
WBGene00017138	EEED8.10b	192477_at
WBGene00017139	EEED8.11.1	187641_at
WBGene00017140	EEED8.12.1	172898_x_at
WBGene00017140	EEED8.12.1	192172_s_at
WBGene00017141	EEED8.13.1	186198_at
WBGene00017142	EEED8.14.1	186363_at
WBGene00017143	EEED8.15.1	174349_at
WBGene00017144	EEED8.16.1	187490_s_at
WBGene00017147	EGAP2.1.1	182450_at
WBGene00017148	EGAP2.2.1	181451_at
WBGene00017149	EGAP4.1.1	180760_at
WBGene00017150	EGAP5.1.1	175982_at
WBGene00017151	EGAP9.3.1	179780_s_at
WBGene00017152	EGAP798.1	176378_at
WBGene00017152	EGAP798.1	183533_s_at
WBGene00017152	EGAP798.1	172054_at
WBGene00017154	F01E11.1.1	191800_at
WBGene00017156	F01E11.3.1	185735_at
WBGene00017157	F01E11.5a.1	192102_s_at
WBGene00017157	F01E11.5b.1	192102_s_at
WBGene00017157	F01E11.5b.2	192102_s_at
WBGene00017157	F01E11.5c.1	192102_s_at
WBGene00017158	F01F1.1a.1	187798_s_at
WBGene00017158	F01F1.1b.1	187798_s_at
WBGene00017158	F01F1.1c.1	187798_s_at
WBGene00017158	F01F1.1c.2	187798_s_at
WBGene00017159	F01F1.2.1	183776_at
WBGene00017159	F01F1.2.2	183776_at
WBGene00017160	F01F1.3.1	181962_at
WBGene00017161	F01F1.4.1	183659_at
WBGene00017161	F01F1.4.2	183659_at
WBGene00017162	F01F1.7.1	188938_at
WBGene00017163	F01F1.9a.1	181060_s_at
WBGene00017163	F01F1.9b.1	181060_s_at
WBGene00017164	F01F1.10a.1	184801_at
WBGene00017164	F01F1.10b.1	184801_at
WBGene00017164	F01F1.10c.1	184801_at
WBGene00017165	F01F1.11.1	175522_s_at
WBGene00017166	F01F1.12a.1	192421_s_at
WBGene00017166	F01F1.12a.2	192421_s_at
WBGene00017168	F01F1.14.1	184949_s_at
WBGene00017169	F01F1.15.1	184472_s_at
WBGene00017169	F01F1.15.2	184472_s_at
WBGene00017170	F01G12.1.1	184968_at
WBGene00017172	F02C9.1.1	183437_at
WBGene00017173	F02C9.2.1	183862_at
WBGene00017174	F02C9.3.1	188159_at
WBGene00017175	F02C9.4.1	183275_at
WBGene00017176	F02E8.2a.1	191246_at
WBGene00017176	F02E8.2b.1	191246_at
WBGene00017177	F02E8.4.1	180626_at
WBGene00017178	F02E8.5.1	187417_s_at
WBGene00017179	F02E11.1.1	189428_at
WBGene00017181	F02E11.3.1	186047_at
WBGene00017182	F02E11.4.1	186396_at
WBGene00017183	F02E11.5.1	186139_at
WBGene00017184	F02G3.1a.1	191978_at
WBGene00017184	F02G3.1a.1	171810_x_at
WBGene00017184	F02G3.1b.1	191978_at
WBGene00017184	F02G3.1b.1	171810_x_at
WBGene00017184	F02G3.1c.1	191978_at
WBGene00017184	F02G3.1c.1	171810_x_at
WBGene00017185	F07B7.1.1	184014_s_at
WBGene00017186	F07B7.2.1	184103_s_at
WBGene00017188	F07B7.7.1	183533_s_at
WBGene00017189	F07B7.8.1	183168_at
WBGene00017190	F07B7.12.1	175875_s_at
WBGene00017191	F07B7.13.1	180939_s_at
WBGene00017192	F07B7.14.1	183447_s_at
WBGene00017193	F07C3.2.1	182984_at
WBGene00017194	F07C3.3.1	183739_at
WBGene00017195	F07C3.4.1	192629_s_at
WBGene00017195	F07C3.4.1	184127_at
WBGene00017195	F07C3.4.1	173917_at
WBGene00017197	F07C3.9.1	183206_at
WBGene00017198	F07C3.10.1	190135_at
WBGene00017199	F07C4.2.1	181322_at
WBGene00017199	F07C4.2.1	181534_s_at
WBGene00017200	F07C4.6.1	180924_at
WBGene00017201	F07C4.7.1	180474_at
WBGene00017202	F07C4.9	181533_at
WBGene00017202	F07C4.9	181534_s_at
WBGene00017203	F07C4.10.1	185178_at
WBGene00017204	F07C4.11.1	185748_at
WBGene00017205	F07C4.12a.1	189614_at
WBGene00017205	F07C4.12b.1	189614_at
WBGene00017208	F07E5.2.1	179833_at
WBGene00017209	F07E5.4.1	172302_x_at
WBGene00017210	F07E5.5.1	174050_s_at
WBGene00017210	F07E5.5.1	189963_at
WBGene00017211	F07E5.6.1	179748_at
WBGene00017212	F07E5.7.1	180026_at
WBGene00017213	F07E5.8.1	180252_at
WBGene00017214	F07E5.9.1	180113_at
WBGene00017215	F07F6.1.1	187286_at
WBGene00017216	F07F6.2.1	187290_at
WBGene00017217	F07F6.4.1	174969_s_at
WBGene00017218	F07F6.5.1	187358_at
WBGene00017219	F07F6.7.1	190471_at
WBGene00017220	F07F6.8.1	174091_s_at
WBGene00017221	F07G6.1.1	182437_at
WBGene00017222	F07G6.2.1	182184_at
WBGene00017223	F07G6.3.1	172383_x_at
WBGene00017223	F07G6.3.1	172255_x_at
WBGene00017224	F07G6.5.1	172382_x_at
WBGene00017225	F07G6.6.1	182371_at
WBGene00017226	F07G6.7.1	183989_at
WBGene00017227	F07G6.8.1	182176_at
WBGene00017228	F07G11.1.1	184829_at
WBGene00017229	F07G11.2.1	172499_x_at
WBGene00017229	F07G11.2.1	172508_x_at
WBGene00017230	F07G11.3.1	184613_at
WBGene00017231	F07G11.4.1	184561_at
WBGene00017232	F07G11.7	172499_x_at
WBGene00017232	F07G11.7	172508_x_at
WBGene00017233	F07G11.9.1	185199_s_at
WBGene00017235	F08B4.3	172401_x_at
WBGene00017236	F08B4.4.1	182831_at
WBGene00017237	F08B4.5.1	187194_at
WBGene00017237	F08B4.5.1	175203_s_at
WBGene00017238	F08B4.7.1	192875_s_at
WBGene00017239	F08B6.1.1	180443_at
WBGene00017240	F08B6.3.1	189287_at
WBGene00017241	F08C6.2a.1	173118_s_at
WBGene00017241	F08C6.2a.1	193162_s_at
WBGene00017241	F08C6.2b.1	173118_s_at
WBGene00017241	F08C6.2b.1	193162_s_at
WBGene00017243	F08C6.5.1	180045_at
WBGene00017244	F08C6.6.1	173676_s_at
WBGene00017245	F08D12.1.1	193071_at
WBGene00017246	F08D12.2.1	184704_at
WBGene00017247	F08D12.3.1	175104_s_at
WBGene00017247	F08D12.3.1	185380_at
WBGene00017248	F08D12.4a.1	185543_at
WBGene00017249	F08D12.6.1	175081_s_at
WBGene00017250	F08D12.7.1	174183_at
WBGene00017250	F08D12.7.1	185464_at
WBGene00017251	F08D12.8.1	185620_at
WBGene00017252	F08D12.9.1	185447_at
WBGene00017253	F08D12.10.1	186602_at
WBGene00017254	F08D12.11.1	186700_at
WBGene00017255	F08D12.12.1	186592_at
WBGene00017257	F08F1.3.1	181782_at
WBGene00017258	F08F1.4a.1	182678_at
WBGene00017259	F08F1.9.1	172428_x_at
WBGene00017259	F08F1.9.1	172256_x_at
WBGene00017260	F08F3.1.1	182555_at
WBGene00017261	F08F3.2a.1	193081_at
WBGene00017261	F08F3.2b.1	193081_at
WBGene00017262	F08F3.4.1	175114_s_at
WBGene00017263	F08F3.6.1	183194_s_at
WBGene00017264	F08F3.8.1	183113_at
WBGene00017265	F08F3.9a.1	183209_at
WBGene00017265	F08F3.9b.1	183209_at
WBGene00017266	F08F3.10.1	182626_at
WBGene00017267	F08F8.1.1	183676_s_at
WBGene00017268	F08F8.2.1	192677_at
WBGene00017269	F08F8.4.1	175417_s_at
WBGene00017270	F08F8.5.1	183676_s_at
WBGene00017271	F08F8.6.1	188092_at
WBGene00017272	F08F8.7.1	183315_s_at
WBGene00017272	F08F8.7.2	183315_s_at
WBGene00017278	F09C12.6.1	185719_at
WBGene00017279	F09C12.8.1	190737_at
WBGene00017280	F09D1.1.1	189727_at
WBGene00017281	F09D12.2.1	186225_at
WBGene00017283	F09E5.3.1	192426_at
WBGene00017284	F09E5.5.1	181627_at
WBGene00017284	F09E5.5.1	181686_at
WBGene00017284	F09E5.5.2	181627_at
WBGene00017284	F09E5.5.2	181686_at
WBGene00017285	F09E5.7.1	181525_at
WBGene00017285	F09E5.7.1	175392_at
WBGene00017285	F09E5.7.2	181525_at
WBGene00017285	F09E5.7.2	175392_at
WBGene00017286	F09E5.8.1	187551_at
WBGene00017287	F09E5.9.1	183901_s_at
WBGene00017288	F09E5.10.1	185165_s_at
WBGene00017288	F09E5.10.1	183901_s_at
WBGene00017288	F09E5.10.1	173963_s_at
WBGene00017289	F09E5.11.1	185194_at
WBGene00017290	F09E5.12.1	184790_at
WBGene00017292	F09E5.16.1	174569_at
WBGene00017293	F09E5.17.1	184066_at
WBGene00017294	F09E10.1.1	186253_at
WBGene00017295	F09E10.5.1	185976_at
WBGene00017296	F09E10.6.1	185985_s_at
WBGene00017297	F09E10.7a.1	185051_at
WBGene00017297	F09E10.7b	185051_at
WBGene00017297	F09E10.7c.1	185051_at
WBGene00017298	F09E10.8a.1	186372_at
WBGene00017298	F09E10.8b.1	186372_at
WBGene00017299	F09F7.1.1	183745_at
WBGene00017300	F09F7.3.1	183878_at
WBGene00017300	F09F7.3.1	173320_s_at
WBGene00017300	F09F7.3.2	183878_at
WBGene00017300	F09F7.3.2	173320_s_at
WBGene00017301	F09F7.4a.1	190067_at
WBGene00017301	F09F7.4a.2	190067_at
WBGene00017301	F09F7.4b.1	190067_at
WBGene00017301	F09F7.4b.2	190067_at
WBGene00017301	F09F7.4b.3	190067_at
WBGene00017302	F09F7.5a.1	183908_at
WBGene00017302	F09F7.5a.2	183908_at
WBGene00017302	F09F7.5a.3	183908_at
WBGene00017302	F09F7.5b.1	183908_at
WBGene00017302	F09F7.5c.1	174258_at
WBGene00017302	F09F7.5c.1	183908_at
WBGene00017302	F09F7.5c.2	174258_at
WBGene00017302	F09F7.5c.2	183908_at
WBGene00017302	F09F7.5c.3	174258_at
WBGene00017302	F09F7.5c.3	183908_at
WBGene00017303	F09F7.6.1	182470_at
WBGene00017304	F09F7.7a.1	173490_s_at
WBGene00017304	F09F7.7b.1	173490_s_at
WBGene00017305	F09F7.8.1	172344_x_at
WBGene00017307	F09F9.2.1	183159_at
WBGene00017308	F09F9.3.1	181041_at
WBGene00017309	F09F9.4.1	192630_at
WBGene00017310	F09G2.1a.1	190749_at
WBGene00017310	F09G2.1b.1	190749_at
WBGene00017310	F09G2.1c.1	190749_at
WBGene00017311	F09G2.2.1	184041_at
WBGene00017312	F09G2.3.1	188495_at
WBGene00017313	F09G2.4.1	184195_at
WBGene00017314	F09G2.5.1	190081_at
WBGene00017315	F09G2.6.1	184047_at
WBGene00017316	F09G2.8a.1	173683_s_at
WBGene00017316	F09G2.8b.1	173683_s_at
WBGene00017317	F09G2.9.1	184089_s_at
WBGene00017317	F09G2.9.1	174171_at
WBGene00017319	F09G8.3.1	176095_at
WBGene00017320	F09G8.5.1	176116_at
WBGene00017321	F09G8.7.1	176148_at
WBGene00017322	F09G8.8.1	176053_s_at
WBGene00017323	F09G8.9.1	176160_at
WBGene00017324	F10C1.1.1	172379_at
WBGene00017326	F10C1.5.1	192453_at
WBGene00017327	F10C1.8.1	192118_s_at
WBGene00017328	F10C5.2.1	174296_at
WBGene00017328	F10C5.2.2	174296_at
WBGene00017329	F10D2.2a.1	190682_at
WBGene00017329	F10D2.2b.1	190682_at
WBGene00017331	F10D2.5.1	190676_at
WBGene00017332	F10D2.6.1	190719_at
WBGene00017333	F10D2.7.1	190722_at
WBGene00017334	F10D2.8b.1	179738_at
WBGene00017335	F10D2.10.1	185336_s_at
WBGene00017335	F10D2.10.1	185335_at
WBGene00017336	F10D2.11.1	190849_at
WBGene00017339	F10D7.2.1	193597_s_at
WBGene00017340	F10D7.3.1	189407_at
WBGene00017342	F10D7.5a.1	193199_at
WBGene00017342	F10D7.5a.1	174632_at
WBGene00017342	F10D7.5c.1	193199_at
WBGene00017342	F10D7.5c.1	174632_at
WBGene00017343	F10E7.1.1	181978_at
WBGene00017344	F10E7.2.1	183821_at
WBGene00017344	F10E7.2.1	183822_s_at
WBGene00017347	F10E7.5.1	181837_at
WBGene00017347	F10E7.5.2	181837_at
WBGene00017348	F10E7.6.1	183276_at
WBGene00017349	F10E7.8a.1	183396_s_at
WBGene00017349	F10E7.8a.1	173590_at
WBGene00017349	F10E7.8b.1	183396_s_at
WBGene00017349	F10E7.8b.1	173590_at
WBGene00017349	F10E7.8c.1	183396_s_at
WBGene00017349	F10E7.8c.1	173590_at
WBGene00017349	F10E7.8c.2	183396_s_at
WBGene00017349	F10E7.8c.2	173590_at
WBGene00017349	F10E7.8c.3	183396_s_at
WBGene00017349	F10E7.8c.3	173590_at
WBGene00017350	F10E7.9.1	193378_at
WBGene00017351	F10E7.10.1	184620_at
WBGene00017352	F10E7.11.1	185836_s_at
WBGene00017353	F10E9.1.1	176017_at
WBGene00017354	F10E9.2.1	175966_at
WBGene00017355	F10E9.3.1	176085_at
WBGene00017356	F10E9.4.1	176126_at
WBGene00017356	F10E9.4.2	176126_at
WBGene00017358	F10E9.7.1	173697_s_at
WBGene00017358	F10E9.7.1	173734_at
WBGene00017358	F10E9.7.2	173697_s_at
WBGene00017358	F10E9.7.3	173697_s_at
WBGene00017358	F10E9.7.4	173697_s_at
WBGene00017361	F10E9.12.1	175175_at
WBGene00017362	F10G2.1.1	182508_at
WBGene00017362	F10G2.1.2	182508_at
WBGene00017363	F10G2.2.1	182565_at
WBGene00017364	F10G2.3.1	182790_at
WBGene00017365	F10G2.4.1	182828_at
WBGene00017367	F10G2.9.1	189893_at
WBGene00017369	F10G7.5a.1	180083_at
WBGene00017369	F10G7.5a.1	180084_s_at
WBGene00017369	F10G7.5a.2	180083_at
WBGene00017369	F10G7.5a.2	180084_s_at
WBGene00017369	F10G7.5b.1	180083_at
WBGene00017369	F10G7.5b.1	180084_s_at
WBGene00017370	F10G7.6	180076_at
WBGene00017371	F10G7.7.1	180167_at
WBGene00017372	F10G7.9a.1	173633_at
WBGene00017372	F10G7.9a.1	180070_s_at
WBGene00017372	F10G7.9a.2	173633_at
WBGene00017372	F10G7.9a.2	180070_s_at
WBGene00017372	F10G7.9b.1	173633_at
WBGene00017372	F10G7.9b.1	180070_s_at
WBGene00017373	F10G7.10a.1	173622_s_at
WBGene00017373	F10G7.10b.1	173622_s_at
WBGene00017374	F10G7.11.1	174291_s_at
WBGene00017375	F11C7.1.1	191519_at
WBGene00017376	F11C7.2.1	182121_at
WBGene00017380	F11D5.1a.1	193862_s_at
WBGene00017380	F11D5.1a.1	176883_at
WBGene00017380	F11D5.1b.1	193862_s_at
WBGene00017380	F11D5.1c.1	193862_s_at
WBGene00017380	F11D5.1c.1	176883_at
WBGene00017381	F11D5.3a.1	188071_s_at
WBGene00017381	F11D5.3b.1	188071_s_at
WBGene00017381	F11D5.3b.2	188071_s_at
WBGene00017382	F11D5.5.1	191346_at
WBGene00017384	F11G11.4.1	185088_at
WBGene00017385	F11G11.5.1	185251_s_at
WBGene00017385	F11G11.5.2	185251_s_at
WBGene00017386	F11G11.8.1	172546_x_at
WBGene00017386	F11G11.8.1	172486_x_at
WBGene00017387	F11G11.9.1	187654_s_at
WBGene00017388	F11G11.13.1	186733_at
WBGene00017389	F11H8.2a.1	192360_at
WBGene00017389	F11H8.2b.1	192360_at
WBGene00017391	F12A10.2	187724_s_at
WBGene00017392	F12A10.3a	192754_at
WBGene00017392	F12A10.3b	192754_at
WBGene00017393	F12A10.4.1	188839_at
WBGene00017394	F12A10.5.1	188804_at
WBGene00017395	F12A10.6.1	172690_x_at
WBGene00017396	F12A10.7.1	172686_x_at
WBGene00017397	F12A10.8.1	187684_at
WBGene00017397	F12A10.8.2	187684_at
WBGene00017398	F12B6.2a.1	193011_at
WBGene00017398	F12B6.2c.1	193011_at
WBGene00017398	F12B6.2d	193011_at
WBGene00017398	F12B6.2e	193011_at
WBGene00017399	F12B6.3a.1	191334_at
WBGene00017399	F12B6.3b.1	191334_at
WBGene00017400	F12D9.1a.1	182671_at
WBGene00017400	F12D9.1b.1	182671_at
WBGene00017401	F12D9.2.1	180961_at
WBGene00017403	F12E12.2.1	175884_at
WBGene00017403	F12E12.2.1	175881_at
WBGene00017404	F12E12.3	175881_at
WBGene00017405	F12E12.4.1	174284_s_at
WBGene00017406	F12E12.5.1	175919_at
WBGene00017407	F12E12.6.1	175912_at
WBGene00017410	F13A2.1.1	182358_at
WBGene00017411	F13A2.2.1	182670_at
WBGene00017412	F13A2.3.1	182408_at
WBGene00017413	F13A2.4.1	181861_at
WBGene00017414	F13A2.5a.1	182362_at
WBGene00017414	F13A2.5b.1	182362_at
WBGene00017415	F13A2.6	182796_at
WBGene00017416	F13B6.1.1	181428_at
WBGene00017416	F13B6.1.2	181428_at
WBGene00017417	F13B6.2.1	181009_at
WBGene00017418	F13B6.3.1	180766_at
WBGene00017419	F13B9.1a.1	187768_s_at
WBGene00017419	F13B9.1b.1	187768_s_at
WBGene00017419	F13B9.1c.1	187768_s_at
WBGene00017420	F13B9.2.1	182515_at
WBGene00017421	F13B9.6.1	182052_at
WBGene00017421	F13B9.6.1	175134_at
WBGene00017422	F13C5.1.1	172945_s_at
WBGene00017422	F13C5.1.1	182285_at
WBGene00017422	F13C5.1.2	172945_s_at
WBGene00017422	F13C5.1.2	182285_at
WBGene00017423	F13C5.2.1	192092_at
WBGene00017423	F13C5.2.1	175092_s_at
WBGene00017424	F13C5.3a.1	181739_at
WBGene00017424	F13C5.3a.1	182835_at
WBGene00017424	F13C5.3b.1	181739_at
WBGene00017426	F13C5.5.1	182280_at
WBGene00017427	F13D11.1.1	193267_at
WBGene00017428	F13D11.3.1	192806_at
WBGene00017428	F13D11.3.1	192807_s_at
WBGene00017429	F13D11.4.1	193849_at
WBGene00017429	F13D11.4.2	193849_at
WBGene00017430	F13H6.1a.1	174426_at
WBGene00017430	F13H6.1a.1	189895_at
WBGene00017430	F13H6.1b.1	174426_at
WBGene00017430	F13H6.1b.1	189895_at
