Paper	PMID	GSE	Platform	Experiment	Type	GSM	Tissue	Life_stage	Genotype	Species
WBPaper00040963	22493606	GSE35354	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00040963:TA_300_rep3	microarray	GEO record: GSM866722	N.A.	WBls:0000064(1-day post-L4 adult hermaphrodite Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00040963	22493606	GSE35354	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00040963:TA_Control_rep1	microarray	GEO record: GSM866683	N.A.	WBls:0000064(1-day post-L4 adult hermaphrodite Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00040963	22493606	GSE35354	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00040963:TA_Control_rep2	microarray	GEO record: GSM866684	N.A.	WBls:0000064(1-day post-L4 adult hermaphrodite Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00040963	22493606	GSE35354	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00040963:TA_Control_rep3	microarray	GEO record: GSM866685	N.A.	WBls:0000064(1-day post-L4 adult hermaphrodite Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00040985	22503424	GSE36419	GPL5883(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040985:Asynch-Intestine_IP_vs_Total-Rep1	microarray	GEO record: GSM893037	WBbt:0005772(intestine) vs. N.A.	N.A. vs. N.A.	Pges-1::ain-2::gfp vs. Pges-1::ain-2::gfp	Caenorhabditis elegans
WBPaper00040985	22503424	GSE36419	GPL5883(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040985:Asynch-Intestine_IP_vs_Total-Rep2	microarray	GEO record: GSM893038	WBbt:0005772(intestine) vs. N.A.	N.A. vs. N.A.	Pges-1::ain-2::gfp vs. Pges-1::ain-2::gfp	Caenorhabditis elegans
WBPaper00040985	22503424	GSE36419	GPL5883(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040985:Asynch-Intestine_IP_vs_Total-Rep3	microarray	GEO record: GSM893039	WBbt:0005772(intestine) vs. N.A.	N.A. vs. N.A.	Pges-1::ain-2::gfp vs. Pges-1::ain-2::gfp	Caenorhabditis elegans
WBPaper00040985	22503424	GSE36419	GPL5883(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040985:Asynch-Intestine_IP_vs_Total-Rep4	microarray	GEO record: GSM893040	WBbt:0005772(intestine) vs. N.A.	N.A. vs. N.A.	Pges-1::ain-2::gfp vs. Pges-1::ain-2::gfp	Caenorhabditis elegans
WBPaper00040985	22503424	GSE36419	GPL5883(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040985:Asynch-Muscle_IP_vs_Total-Rep1	microarray	GEO record: GSM893041	WBbt:0005813(body wall musculature) vs. N.A.	N.A. vs. N.A.	Pmyo-3::ain-2::gfp vs. Pmyo-3::ain-2::gfp	Caenorhabditis elegans
WBPaper00040985	22503424	GSE36419	GPL5883(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040985:Asynch-Muscle_IP_vs_Total-Rep2	microarray	GEO record: GSM893042	WBbt:0005813(body wall musculature) vs. N.A.	N.A. vs. N.A.	Pmyo-3::ain-2::gfp vs. Pmyo-3::ain-2::gfp	Caenorhabditis elegans
WBPaper00040985	22503424	GSE36419	GPL5883(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040985:Asynch-Muscle_IP_vs_Total-Rep3	microarray	GEO record: GSM893043	WBbt:0005813(body wall musculature) vs. N.A.	N.A. vs. N.A.	Pmyo-3::ain-2::gfp vs. Pmyo-3::ain-2::gfp	Caenorhabditis elegans
WBPaper00040985	22503424	GSE36419	GPL5883(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040985:Asynch-Muscle_IP_vs_Total-Rep4	microarray	GEO record: GSM893044	WBbt:0005813(body wall musculature) vs. N.A.	N.A. vs. N.A.	Pmyo-3::ain-2::gfp vs. Pmyo-3::ain-2::gfp	Caenorhabditis elegans
WBPaper00040985	22503424	GSE36419	GPL5883(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040985:GFP_IP_vs_Total-Rep1	microarray	GEO record: GSM893050	N.A. vs. N.A.	N.A. vs. N.A.	Pain-2::gfp vs. Pain-2::gfp	Caenorhabditis elegans
WBPaper00040985	22503424	GSE36419	GPL5883(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040985:GFP_IP_vs_Total-Rep2	microarray	GEO record: GSM893051	N.A. vs. N.A.	N.A. vs. N.A.	Pain-2::gfp vs. Pain-2::gfp	Caenorhabditis elegans
WBPaper00040985	22503424	GSE36419	GPL5883(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040985:L4-Intestine_IP_vs_Total-Rep1	microarray	GEO record: GSM893045	WBbt:0005772(intestine) vs. N.A.	WBls:0000038(L4 larva Ce) vs. WBls:0000038(L4 larva Ce)	Pges-1::ain-2::gfp vs. Pges-1::ain-2::gfp	Caenorhabditis elegans
WBPaper00040985	22503424	GSE36419	GPL5883(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040985:L4-Intestine_IP_vs_Total-Rep2	microarray	GEO record: GSM893046	WBbt:0005772(intestine) vs. N.A.	WBls:0000038(L4 larva Ce) vs. WBls:0000038(L4 larva Ce)	Pges-1::ain-2::gfp vs. Pges-1::ain-2::gfp	Caenorhabditis elegans
WBPaper00040985	22503424	GSE36419	GPL5883(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040985:L4-Intestine_IP_vs_Total-Rep3	microarray	GEO record: GSM893047	WBbt:0005772(intestine) vs. N.A.	WBls:0000038(L4 larva Ce) vs. WBls:0000038(L4 larva Ce)	Pges-1::ain-2::gfp vs. Pges-1::ain-2::gfp	Caenorhabditis elegans
WBPaper00040985	22503424	GSE36419	GPL5883(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040985:L4-Intestine_IP_vs_Total-Rep4	microarray	GEO record: GSM893048	WBbt:0005772(intestine) vs. N.A.	WBls:0000038(L4 larva Ce) vs. WBls:0000038(L4 larva Ce)	Pges-1::ain-2::gfp vs. Pges-1::ain-2::gfp	Caenorhabditis elegans
WBPaper00040985	22503424	GSE36419	GPL5883(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040985:L4-Intestine_IP_vs_Total-Rep5	microarray	GEO record: GSM893049	WBbt:0005772(intestine) vs. N.A.	WBls:0000038(L4 larva Ce) vs. WBls:0000038(L4 larva Ce)	Pges-1::ain-2::gfp vs. Pges-1::ain-2::gfp	Caenorhabditis elegans
WBPaper00040990	22514739	GSE39536	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040990:OP50_HandPicked_rep1	microarray	GEO record: GSM971322	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00040990	22514739	GSE39536	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040990:OP50_WormSorter_rep2	microarray	GEO record: GSM971323	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00040990	22514739	GSE39536	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040990:OP50_WormSorter_rep3	microarray	GEO record: GSM971324	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00040990	22514739	GSE39536	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040990:PA14_colonized_HandPicked_rep1	microarray	GEO record: GSM971328	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00040990	22514739	GSE39536	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040990:PA14_colonized_WormSorter_rep2	microarray	GEO record: GSM971329	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00040990	22514739	GSE39536	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040990:PA14_colonized_WormSorter_rep3	microarray	GEO record: GSM971330	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00040990	22514739	GSE39536	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040990:PA14_non-colonized_HandPicked_rep1	microarray	GEO record: GSM971325	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00040990	22514739	GSE39536	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040990:PA14_non-colonized_WormSorter_rep2	microarray	GEO record: GSM971326	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00040990	22514739	GSE39536	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040990:PA14_non-colonized_WormSorter_rep3	microarray	GEO record: GSM971327	N.A. vs. N.A.	WBls:0000057(adult hermaphrodite Ce) vs. N.A.	C. elegans wild isolate. vs. C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00040998	22511885	GSE34856	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040998:nhr-49_vs_WT_rep1	microarray	GEO record: GSM856180	N.A. vs. N.A.	WBls:0000038(L4 larva Ce) vs. WBls:0000038(L4 larva Ce)	nhr-49(nr2041) vs. N2	Caenorhabditis elegans
WBPaper00040998	22511885	GSE34856	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040998:nhr-49_vs_WT_rep2	microarray	GEO record: GSM856181	N.A. vs. N.A.	WBls:0000038(L4 larva Ce) vs. WBls:0000038(L4 larva Ce)	nhr-49(nr2041) vs. N2	Caenorhabditis elegans
WBPaper00040998	22511885	GSE34856	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040998:nhr-66_vs_WT_rep1	microarray	GEO record: GSM856182	N.A. vs. N.A.	WBls:0000038(L4 larva Ce) vs. WBls:0000038(L4 larva Ce)	nhr-66(ok940) vs. N2	Caenorhabditis elegans
WBPaper00040998	22511885	GSE34856	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040998:nhr-66_vs_WT_rep2	microarray	GEO record: GSM856183	N.A. vs. N.A.	WBls:0000038(L4 larva Ce) vs. WBls:0000038(L4 larva Ce)	nhr-66(ok940) vs. N2	Caenorhabditis elegans
WBPaper00040998	22511885	GSE34856	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040998:nhr-66_vs_WT_rep3	microarray	GEO record: GSM856184	N.A. vs. N.A.	WBls:0000038(L4 larva Ce) vs. WBls:0000038(L4 larva Ce)	nhr-66(ok940) vs. N2	Caenorhabditis elegans
WBPaper00040998	22511885	GSE34856	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040998:nhr-80_vs_WT_rep1	microarray	GEO record: GSM856185	N.A. vs. N.A.	N.A. vs. WBls:0000038(L4 larva Ce)	N.A. vs. N2	Caenorhabditis elegans
WBPaper00040998	22511885	GSE34856	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040998:nhr-80_vs_WT_rep2	microarray	GEO record: GSM856186	N.A. vs. N.A.	N.A. vs. WBls:0000038(L4 larva Ce)	N.A. vs. N2	Caenorhabditis elegans
WBPaper00040998	22511885	GSE34856	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040998:nhr-80_vs_WT_rep3	microarray	GEO record: GSM856187	N.A. vs. N.A.	N.A. vs. WBls:0000038(L4 larva Ce)	N.A. vs. N2	Caenorhabditis elegans
WBPaper00040998	22511885	GSE34856	GPL9458(WashU_GSC_C.elegans_Genome_Array)	WBPaper00040998:nhr-80_vs_WT_rep4	microarray	GEO record: GSM856188	N.A. vs. N.A.	N.A. vs. WBls:0000038(L4 larva Ce)	N.A. vs. N2	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HFHQ_3d_0.2_rep1	microarray	GEO record: GSM866761	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HFHQ_3d_0.2_rep2	microarray	GEO record: GSM866762	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HFHQ_3d_0.2_rep3	microarray	GEO record: GSM866763	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HFHQ_3d_2.0_rep1	microarray	GEO record: GSM866764	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HFHQ_3d_2.0_rep2	microarray	GEO record: GSM866765	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HFHQ_3d_2.0_rep3	microarray	GEO record: GSM866766	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HFHQ_3d_control_rep1	microarray	GEO record: GSM866758	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HFHQ_3d_control_rep2	microarray	GEO record: GSM866759	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HFHQ_3d_control_rep3	microarray	GEO record: GSM866760	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_3d_0.2_rep1	microarray	GEO record: GSM866731	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_3d_0.2_rep2	microarray	GEO record: GSM866732	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_3d_0.2_rep3	microarray	GEO record: GSM866733	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_3d_2.0_rep1	microarray	GEO record: GSM866734	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_3d_2.0_rep2	microarray	GEO record: GSM866735	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_3d_2.0_rep3	microarray	GEO record: GSM866736	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_3d_control_rep1	microarray	GEO record: GSM866728	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_3d_control_rep2	microarray	GEO record: GSM866729	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_3d_control_rep3	microarray	GEO record: GSM866730	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_11d_0.2_rep1	microarray	GEO record: GSM866752	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_11d_0.2_rep2	microarray	GEO record: GSM866753	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_11d_0.2_rep3	microarray	GEO record: GSM866754	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_11d_2.0_rep1	microarray	GEO record: GSM866755	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_11d_2.0_rep2	microarray	GEO record: GSM866756	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_11d_2.0_rep3	microarray	GEO record: GSM866757	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_11d_control_rep1	microarray	GEO record: GSM866737	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_11d_control_rep2	microarray	GEO record: GSM866750	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041002	22529848	GSE35360	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041002:HF_11d_control_rep3	microarray	GEO record: GSM866751	N.A.	WBls:0000057(adult hermaphrodite Ce)	pha-1(e2123)	Caenorhabditis elegans
WBPaper00041163	22675448	GSE34026	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041163:N2_CVD109_rep1	microarray	GEO record: GSM840594	N.A.	WBls:0000035(L3 larva Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041163	22675448	GSE34026	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041163:N2_CVD109_rep2	microarray	GEO record: GSM840595	N.A.	WBls:0000035(L3 larva Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041163	22675448	GSE34026	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041163:N2_CVD109_rep3	microarray	GEO record: GSM840596	N.A.	WBls:0000035(L3 larva Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041163	22675448	GSE34026	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041163:N2_CVD110_rep1	microarray	GEO record: GSM840597	N.A.	WBls:0000035(L3 larva Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041163	22675448	GSE34026	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041163:N2_CVD110_rep2	microarray	GEO record: GSM840598	N.A.	WBls:0000035(L3 larva Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041163	22675448	GSE34026	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041163:N2_CVD110_rep3	microarray	GEO record: GSM840599	N.A.	WBls:0000035(L3 larva Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041163	22675448	GSE34026	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041163:N2_E7946_rep1	microarray	GEO record: GSM840603	N.A.	WBls:0000035(L3 larva Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041163	22675448	GSE34026	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041163:N2_E7946_rep2	microarray	GEO record: GSM840604	N.A.	WBls:0000035(L3 larva Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041163	22675448	GSE34026	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041163:N2_E7946_rep3	microarray	GEO record: GSM840605	N.A.	WBls:0000035(L3 larva Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041163	22675448	GSE34026	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041163:N2_hemolysin-E7946_rep1	microarray	GEO record: GSM840600	N.A.	WBls:0000035(L3 larva Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041163	22675448	GSE34026	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041163:N2_hemolysin-E7946_rep2	microarray	GEO record: GSM840601	N.A.	WBls:0000035(L3 larva Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041163	22675448	GSE34026	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041163:N2_hemolysin-E7946_rep3	microarray	GEO record: GSM840602	N.A.	WBls:0000035(L3 larva Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041163	22675448	GSE34026	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041163:N2_OP50_rep1	microarray	GEO record: GSM840606	N.A.	WBls:0000035(L3 larva Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041163	22675448	GSE34026	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041163:N2_OP50_rep2	microarray	GEO record: GSM840607	N.A.	WBls:0000035(L3 larva Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041163	22675448	GSE34026	GPL200(Affymetrix_C.elegans_Genome_Array)	WBPaper00041163:N2_OP50_rep3	microarray	GEO record: GSM840608	N.A.	WBls:0000035(L3 larva Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041174	22669615	GSE34650	GPL13394(Agilent-018561 C. elegans 15k gene expression microarray custom designed by Itai Yanai, 15208 probes.)	WBPaper00041174:AB2_25C_1	microarray	GEO record: GSM852585	N.A.	WBls:0000008(4-cell embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041174	22669615	GSE34650	GPL13394(Agilent-018561 C. elegans 15k gene expression microarray custom designed by Itai Yanai, 15208 probes.)	WBPaper00041174:AB2_25C_2	microarray	GEO record: GSM852615	N.A.	WBls:0000008(4-cell embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041174	22669615	GSE34650	GPL13394(Agilent-018561 C. elegans 15k gene expression microarray custom designed by Itai Yanai, 15208 probes.)	WBPaper00041174:AB2_25C_3	microarray	GEO record: GSM852645	N.A.	WBls:0000008(4-cell embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041174	22669615	GSE34650	GPL13394(Agilent-018561 C. elegans 15k gene expression microarray custom designed by Itai Yanai, 15208 probes.)	WBPaper00041174:AB2_Control_1	microarray	GEO record: GSM852579	N.A.	WBls:0000008(4-cell embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041174	22669615	GSE34650	GPL13394(Agilent-018561 C. elegans 15k gene expression microarray custom designed by Itai Yanai, 15208 probes.)	WBPaper00041174:AB2_Control_2	microarray	GEO record: GSM852609	N.A.	WBls:0000008(4-cell embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041174	22669615	GSE34650	GPL13394(Agilent-018561 C. elegans 15k gene expression microarray custom designed by Itai Yanai, 15208 probes.)	WBPaper00041174:AB2_Control_3	microarray	GEO record: GSM852639	N.A.	WBls:0000008(4-cell embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041174	22669615	GSE34650	GPL13394(Agilent-018561 C. elegans 15k gene expression microarray custom designed by Itai Yanai, 15208 probes.)	WBPaper00041174:AB2_High-pH-Salt_1	microarray	GEO record: GSM852591	N.A.	WBls:0000008(4-cell embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041174	22669615	GSE34650	GPL13394(Agilent-018561 C. elegans 15k gene expression microarray custom designed by Itai Yanai, 15208 probes.)	WBPaper00041174:AB2_High-pH-Salt_2	microarray	GEO record: GSM852621	N.A.	WBls:0000008(4-cell embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041174	22669615	GSE34650	GPL13394(Agilent-018561 C. elegans 15k gene expression microarray custom designed by Itai Yanai, 15208 probes.)	WBPaper00041174:AB2_High-pH-Salt_3	microarray	GEO record: GSM852651	N.A.	WBls:0000008(4-cell embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041174	22669615	GSE34650	GPL13394(Agilent-018561 C. elegans 15k gene expression microarray custom designed by Itai Yanai, 15208 probes.)	WBPaper00041174:AB2_infection_1	microarray	GEO record: GSM852603	N.A.	WBls:0000008(4-cell embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041174	22669615	GSE34650	GPL13394(Agilent-018561 C. elegans 15k gene expression microarray custom designed by Itai Yanai, 15208 probes.)	WBPaper00041174:AB2_infection_2	microarray	GEO record: GSM852633	N.A.	WBls:0000008(4-cell embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041174	22669615	GSE34650	GPL13394(Agilent-018561 C. elegans 15k gene expression microarray custom designed by Itai Yanai, 15208 probes.)	WBPaper00041174:AB2_infection_3	microarray	GEO record: GSM852663	N.A.	WBls:0000008(4-cell embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041174	22669615	GSE34650	GPL13394(Agilent-018561 C. elegans 15k gene expression microarray custom designed by Itai Yanai, 15208 probes.)	WBPaper00041174:AB2_Liquid_1	microarray	GEO record: GSM852597	N.A.	WBls:0000008(4-cell embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041174	22669615	GSE34650	GPL13394(Agilent-018561 C. elegans 15k gene expression microarray custom designed by Itai Yanai, 15208 probes.)	WBPaper00041174:AB2_Liquid_2	microarray	GEO record: GSM852627	N.A.	WBls:0000008(4-cell embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
WBPaper00041174	22669615	GSE34650	GPL13394(Agilent-018561 C. elegans 15k gene expression microarray custom designed by Itai Yanai, 15208 probes.)	WBPaper00041174:AB2_Liquid_3	microarray	GEO record: GSM852657	N.A.	WBls:0000008(4-cell embryo Ce)	C. elegans wild isolate.	Caenorhabditis elegans
