ID	ENSEMBL_ID	NAME	DESCRIPTION	SPECIES_ID
571625	ENSOCUG00000025229			9986
571626	ENSOCUG00000025230	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
571627	ENSOCUG00000025231	NASP	nuclear autoantigenic sperm protein (histone-binding) [Source:HGNC Symbol;Acc:HGNC:7644]	9986
571628	ENSOCUG00000025232			9986
571629	ENSOCUG00000025233	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
571630	ENSOCUG00000025234	SEPT9	septin 9 [Source:HGNC Symbol;Acc:HGNC:7323]	9986
571631	ENSOCUG00000025235	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
571632	ENSOCUG00000025236		15 kDa protein A [Source:UniProtKB/Swiss-Prot;Acc:P26202]	9986
571633	ENSOCUG00000025237	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
571634	ENSOCUG00000025238	NRROS	negative regulator of reactive oxygen species [Source:HGNC Symbol;Acc:HGNC:24613]	9986
571635	ENSOCUG00000025239	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
571636	ENSOCUG00000025240		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TTC6]	9986
571637	ENSOCUG00000025241		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TMC5]	9986
571638	ENSOCUG00000025242	TAS2R1	taste 2 receptor member 1 [Source:HGNC Symbol;Acc:HGNC:14909]	9986
571639	ENSOCUG00000025243		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TQ60]	9986
571640	ENSOCUG00000025244	IGFBP7	insulin like growth factor binding protein 7 [Source:HGNC Symbol;Acc:HGNC:5476]	9986
571641	ENSOCUG00000025245			9986
571642	ENSOCUG00000025246	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
571643	ENSOCUG00000025247	SNORA33	Small nucleolar RNA SNORA33 [Source:RFAM;Acc:RF00438]	9986
571644	ENSOCUG00000025248		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TUM9]	9986
571645	ENSOCUG00000025249	TRADD	TNFRSF1A-associated via death domain [Source:HGNC Symbol;Acc:HGNC:12030]	9986
571646	ENSOCUG00000025250	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
571647	ENSOCUG00000025251			9986
571648	ENSOCUG00000025252		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U208]	9986
571649	ENSOCUG00000025253			9986
571650	ENSOCUG00000025254	ORYCUNV1R1578	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1578 (ORYCUNV1R1578), mRNA [Source:RefSeq mRNA;Acc:NM_001167265]	9986
571651	ENSOCUG00000025256	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
571652	ENSOCUG00000025257		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TMP3]	9986
571653	ENSOCUG00000025258	RPL13A	ribosomal protein L13a [Source:HGNC Symbol;Acc:HGNC:10304]	9986
571654	ENSOCUG00000025259			9986
571655	ENSOCUG00000025260	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
571656	ENSOCUG00000025261	WRAP53	WD repeat containing, antisense to TP53 [Source:HGNC Symbol;Acc:HGNC:25522]	9986
571657	ENSOCUG00000025263		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U3T7]	9986
571658	ENSOCUG00000025264	FZD3	frizzled class receptor 3 [Source:HGNC Symbol;Acc:HGNC:4041]	9986
571659	ENSOCUG00000025265	GPRIN1	G protein regulated inducer of neurite outgrowth 1 [Source:HGNC Symbol;Acc:HGNC:24835]	9986
571660	ENSOCUG00000025266	ZBTB9	zinc finger and BTB domain containing 9 [Source:HGNC Symbol;Acc:HGNC:28323]	9986
571661	ENSOCUG00000025267		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TSJ0]	9986
571662	ENSOCUG00000025268	CST7	cystatin F [Source:HGNC Symbol;Acc:HGNC:2479]	9986
571663	ENSOCUG00000025269	ERCC2	excision repair cross-complementation group 2 [Source:HGNC Symbol;Acc:HGNC:3434]	9986
571664	ENSOCUG00000025270		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TF87]	9986
571665	ENSOCUG00000025271		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U734]	9986
571666	ENSOCUG00000025272			9986
571667	ENSOCUG00000025273		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1T7P3]	9986
571668	ENSOCUG00000025274			9986
571669	ENSOCUG00000025275	OR2L13	olfactory receptor family 2 subfamily L member 13 [Source:HGNC Symbol;Acc:HGNC:19578]	9986
571670	ENSOCUG00000025276			9986
571671	ENSOCUG00000025277	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
571672	ENSOCUG00000025278	ARHGAP32	Rho GTPase activating protein 32 [Source:HGNC Symbol;Acc:HGNC:17399]	9986
571673	ENSOCUG00000025279	C9orf152	chromosome 9 open reading frame 152 [Source:HGNC Symbol;Acc:HGNC:31455]	9986
571674	ENSOCUG00000025280			9986
571675	ENSOCUG00000025281		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TWW2]	9986
571676	ENSOCUG00000025282		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TUP7]	9986
571677	ENSOCUG00000025283			9986
571678	ENSOCUG00000025284		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TN15]	9986
571679	ENSOCUG00000025285	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
571680	ENSOCUG00000025286		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U1G1]	9986
571681	ENSOCUG00000025288		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TLV6]	9986
571682	ENSOCUG00000025289			9986
571683	ENSOCUG00000025290	CHGA	chromogranin A [Source:HGNC Symbol;Acc:HGNC:1929]	9986
571684	ENSOCUG00000025291	ST6GALNAC1	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:23614]	9986
571685	ENSOCUG00000025292	SNORA28	Small nucleolar RNA SNORA28 [Source:RFAM;Acc:RF00400]	9986
571686	ENSOCUG00000025293	ORYCUNV1R1614	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1614 (ORYCUNV1R1614), mRNA [Source:RefSeq mRNA;Acc:NM_001167301]	9986
571687	ENSOCUG00000025294		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TLS8]	9986
571688	ENSOCUG00000025295	NTF4	neurotrophin 4 [Source:HGNC Symbol;Acc:HGNC:8024]	9986
571689	ENSOCUG00000025296			9986
571690	ENSOCUG00000025297			9986
571691	ENSOCUG00000025298			9986
571692	ENSOCUG00000025299			9986
571693	ENSOCUG00000025300		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TUX5]	9986
571694	ENSOCUG00000025301	CCDC24	coiled-coil domain containing 24 [Source:HGNC Symbol;Acc:HGNC:28688]	9986
571695	ENSOCUG00000025302	SNORA73	Small nucleolar RNA SNORA73 family [Source:RFAM;Acc:RF00045]	9986
571696	ENSOCUG00000025303	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
571697	ENSOCUG00000025304	KCNC1	potassium channel, voltage gated Shaw related subfamily C, member 1 [Source:HGNC Symbol;Acc:HGNC:6233]	9986
571698	ENSOCUG00000025305		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TH70]	9986
571699	ENSOCUG00000025306			9986
571700	ENSOCUG00000025307	C11orf91	chromosome 11 open reading frame 91 [Source:HGNC Symbol;Acc:HGNC:34444]	9986
571701	ENSOCUG00000025308		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TPF4]	9986
571702	ENSOCUG00000025309	GK2	glycerol kinase 2 [Source:HGNC Symbol;Acc:HGNC:4291]	9986
571703	ENSOCUG00000025310	SNORA29	Small nucleolar RNA SNORA29 [Source:RFAM;Acc:RF00429]	9986
571704	ENSOCUG00000025311		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TNB6]	9986
571705	ENSOCUG00000025312	BCL2	B-cell CLL/lymphoma 2 [Source:HGNC Symbol;Acc:HGNC:990]	9986
571706	ENSOCUG00000025313	PSMD6	proteasome 26S subunit, non-ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9564]	9986
571707	ENSOCUG00000025314	GABRA4	gamma-aminobutyric acid (GABA) A receptor, alpha 4 [Source:HGNC Symbol;Acc:HGNC:4078]	9986
571708	ENSOCUG00000025315	FAM26D	family with sequence similarity 26 member D [Source:HGNC Symbol;Acc:HGNC:21094]	9986
571709	ENSOCUG00000025316			9986
571710	ENSOCUG00000025317	PTP4A3	protein tyrosine phosphatase type IVA, member 3 [Source:HGNC Symbol;Acc:HGNC:9636]	9986
571711	ENSOCUG00000025318		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TI74]	9986
571712	ENSOCUG00000025320	PHLDB3	pleckstrin homology-like domain, family B, member 3 [Source:HGNC Symbol;Acc:HGNC:30499]	9986
571713	ENSOCUG00000025321	SNORA18	Small nucleolar RNA SNORA18 [Source:RFAM;Acc:RF00425]	9986
571714	ENSOCUG00000025322	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
571715	ENSOCUG00000025323	OR2G3	olfactory receptor family 2 subfamily G member 3 [Source:HGNC Symbol;Acc:HGNC:15008]	9986
571716	ENSOCUG00000025324	7SK	7SK RNA [Source:RFAM;Acc:RF00100]	9986
571717	ENSOCUG00000025325	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
571718	ENSOCUG00000025326	snoU13	Small nucleolar RNA U13 [Source:RFAM;Acc:RF01210]	9986
571719	ENSOCUG00000025327	TDRD1	tudor domain containing 1 [Source:HGNC Symbol;Acc:HGNC:11712]	9986
571720	ENSOCUG00000025328	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1 [Source:HGNC Symbol;Acc:HGNC:12458]	9986
571721	ENSOCUG00000025329	MARVELD1	MARVEL domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28674]	9986
571722	ENSOCUG00000025330			9986
571723	ENSOCUG00000025331		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U1J6]	9986
571724	ENSOCUG00000025332	RDH14	retinol dehydrogenase 14 (all-trans/9-cis/11-cis) [Source:HGNC Symbol;Acc:HGNC:19979]	9986
571725	ENSOCUG00000025333	SNORA74	Small nucleolar RNA SNORA74 [Source:RFAM;Acc:RF00090]	9986
571726	ENSOCUG00000025334	LENG8	leukocyte receptor cluster member 8 [Source:RefSeq peptide;Acc:NP_001164867]	9986
571727	ENSOCUG00000025335	SYNPO2L	synaptopodin 2-like [Source:HGNC Symbol;Acc:HGNC:23532]	9986
571728	ENSOCUG00000025336	PCBP4	poly(rC) binding protein 4 [Source:HGNC Symbol;Acc:HGNC:8652]	9986
571729	ENSOCUG00000025337		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U5X4]	9986
571730	ENSOCUG00000025339		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TSV0]	9986
571731	ENSOCUG00000025340		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TTW2]	9986
571732	ENSOCUG00000025341	ADSSL1	adenylosuccinate synthase like 1 [Source:HGNC Symbol;Acc:HGNC:20093]	9986
571733	ENSOCUG00000025342		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TTC7]	9986
571734	ENSOCUG00000025343		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TY87]	9986
571735	ENSOCUG00000025344		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1SKQ0]	9986
571736	ENSOCUG00000025345	TMED9	transmembrane p24 trafficking protein 9 [Source:HGNC Symbol;Acc:HGNC:24878]	9986
571737	ENSOCUG00000025346		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U117]	9986
571738	ENSOCUG00000025347	RNF212	ring finger protein 212 [Source:HGNC Symbol;Acc:HGNC:27729]	9986
571739	ENSOCUG00000025348		Olfactory receptor [Source:UniProtKB/TrEMBL;Acc:G1TNG3]	9986
571740	ENSOCUG00000025350		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U8F6]	9986
571741	ENSOCUG00000025351			9986
571742	ENSOCUG00000025352			9986
571743	ENSOCUG00000025353			9986
571744	ENSOCUG00000025354		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U1Z0]	9986
571745	ENSOCUG00000025355		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TZG2]	9986
571746	ENSOCUG00000025356	SNORA40	Small nucleolar RNA SNORA40 [Source:RFAM;Acc:RF00561]	9986
571747	ENSOCUG00000025357	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
571748	ENSOCUG00000025358	PROS1	protein S (alpha) [Source:HGNC Symbol;Acc:HGNC:9456]	9986
571749	ENSOCUG00000025359	CHST13	carbohydrate (chondroitin 4) sulfotransferase 13 [Source:HGNC Symbol;Acc:HGNC:21755]	9986
571750	ENSOCUG00000025360			9986
571751	ENSOCUG00000025361		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TKK0]	9986
571752	ENSOCUG00000025362	RND1	Rho family GTPase 1 [Source:HGNC Symbol;Acc:HGNC:18314]	9986
571753	ENSOCUG00000025363		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TVI3]	9986
571754	ENSOCUG00000025364		Olfactory receptor [Source:UniProtKB/TrEMBL;Acc:G1TW07]	9986
571755	ENSOCUG00000025365			9986
571756	ENSOCUG00000025366	CMSS1	cms1 ribosomal small subunit homolog (yeast) [Source:HGNC Symbol;Acc:HGNC:28666]	9986
571757	ENSOCUG00000025367		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U4E0]	9986
571758	ENSOCUG00000025369	CLDN17	claudin 17 [Source:HGNC Symbol;Acc:HGNC:2038]	9986
571759	ENSOCUG00000025370	ARRB2	arrestin, beta 2 [Source:HGNC Symbol;Acc:HGNC:712]	9986
571760	ENSOCUG00000025371		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TXZ7]	9986
571761	ENSOCUG00000025372		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U1P2]	9986
571762	ENSOCUG00000025374		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TTU4]	9986
571763	ENSOCUG00000025375			9986
571764	ENSOCUG00000025376	CD3EAP	CD3e molecule, epsilon associated protein [Source:HGNC Symbol;Acc:HGNC:24219]	9986
571765	ENSOCUG00000025377	SEC16A	SEC16 homolog A, endoplasmic reticulum export factor [Source:HGNC Symbol;Acc:HGNC:29006]	9986
571766	ENSOCUG00000025378		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1THT2]	9986
571767	ENSOCUG00000025379			9986
571768	ENSOCUG00000025380	FBRSL1	fibrosin-like 1 [Source:HGNC Symbol;Acc:HGNC:29308]	9986
571769	ENSOCUG00000025381	RAB3D	RAB3D, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9779]	9986
571770	ENSOCUG00000025382		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TND1]	9986
571771	ENSOCUG00000025383	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
571772	ENSOCUG00000025384	SNORD78	Small nucleolar RNA SNORD78 [Source:RFAM;Acc:RF00592]	9986
571773	ENSOCUG00000025386	SLC27A5	solute carrier family 27 (fatty acid transporter), member 5 [Source:HGNC Symbol;Acc:HGNC:10999]	9986
571774	ENSOCUG00000025387			9986
571775	ENSOCUG00000025388		Olfactory receptor [Source:UniProtKB/TrEMBL;Acc:G1TQC8]	9986
571776	ENSOCUG00000025389			9986
571777	ENSOCUG00000025390	WFS1	Wolfram syndrome 1 (wolframin) [Source:HGNC Symbol;Acc:HGNC:12762]	9986
571778	ENSOCUG00000025391		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TQ16]	9986
571779	ENSOCUG00000025392	U4	U4 spliceosomal RNA [Source:RFAM;Acc:RF00015]	9986
571780	ENSOCUG00000025393		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TRB8]	9986
571781	ENSOCUG00000025394		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U125]	9986
571782	ENSOCUG00000025395		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U3V5]	9986
571783	ENSOCUG00000025396	KLK10	kallikrein related peptidase 10 [Source:HGNC Symbol;Acc:HGNC:6358]	9986
571784	ENSOCUG00000025398	CWF19L2	CWF19-like 2, cell cycle control (S. pombe) [Source:HGNC Symbol;Acc:HGNC:26508]	9986
571785	ENSOCUG00000025399			9986
571786	ENSOCUG00000025400	LLGL1	lethal giant larvae homolog 1 (Drosophila) [Source:HGNC Symbol;Acc:HGNC:6628]	9986
571787	ENSOCUG00000025401	PPP1R35	protein phosphatase 1 regulatory subunit 35 [Source:HGNC Symbol;Acc:HGNC:28320]	9986
571788	ENSOCUG00000025402		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U9C4]	9986
571789	ENSOCUG00000025403	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5 [Source:HGNC Symbol;Acc:HGNC:7688]	9986
571790	ENSOCUG00000025404	OLFR64_1	MOR 5'beta3 [Source:RefSeq peptide;Acc:NP_001164926]	9986
571791	ENSOCUG00000025405		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U8W6]	9986
571792	ENSOCUG00000025406			9986
571793	ENSOCUG00000025407		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TRW9]	9986
571794	ENSOCUG00000025408		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TJN3]	9986
571795	ENSOCUG00000025409	snoU2_19	Small nucleolar RNA U2-19 [Source:RFAM;Acc:RF00494]	9986
571796	ENSOCUG00000025410	C20orf194	chromosome 20 open reading frame 194 [Source:HGNC Symbol;Acc:HGNC:17721]	9986
571797	ENSOCUG00000025411			9986
571798	ENSOCUG00000025412			9986
571799	ENSOCUG00000025413	CYTH4	cytohesin 4 [Source:HGNC Symbol;Acc:HGNC:9505]	9986
571800	ENSOCUG00000025414		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U173]	9986
571801	ENSOCUG00000025415		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U404]	9986
571802	ENSOCUG00000025416		Olfactory receptor [Source:UniProtKB/TrEMBL;Acc:G1U2W7]	9986
571803	ENSOCUG00000025417		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TYG0]	9986
571804	ENSOCUG00000025418	ORYCUNV1R1624	Oryctolagus cuniculus vomeronasal 1 receptor oryCunV1R1624 (ORYCUNV1R1624), mRNA [Source:RefSeq mRNA;Acc:NM_001167311]	9986
571805	ENSOCUG00000025420	EID2B	EP300 interacting inhibitor of differentiation 2B [Source:HGNC Symbol;Acc:HGNC:26796]	9986
571806	ENSOCUG00000025421	SNORA26	Small nucleolar RNA SNORA26 [Source:RFAM;Acc:RF00568]	9986
571807	ENSOCUG00000025422	C12orf43	chromosome 12 open reading frame 43 [Source:HGNC Symbol;Acc:HGNC:25719]	9986
571808	ENSOCUG00000025424	COX4I2	cytochrome c oxidase subunit IV isoform 2 (lung) [Source:HGNC Symbol;Acc:HGNC:16232]	9986
571809	ENSOCUG00000025425	U3	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	9986
571810	ENSOCUG00000025426			9986
571811	ENSOCUG00000025427	LBX2	ladybird homeobox 2 [Source:HGNC Symbol;Acc:HGNC:15525]	9986
571812	ENSOCUG00000025428	KLK14	kallikrein related peptidase 14 [Source:HGNC Symbol;Acc:HGNC:6362]	9986
571813	ENSOCUG00000025429	RAB12	RAB12, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:31332]	9986
571814	ENSOCUG00000025430			9986
571815	ENSOCUG00000025431	RPS10-NUDT3	RPS10-NUDT3 readthrough [Source:HGNC Symbol;Acc:HGNC:49181]	9986
571816	ENSOCUG00000025432		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TXJ5]	9986
571817	ENSOCUG00000025433	CRY2	cryptochrome circadian clock 2 [Source:HGNC Symbol;Acc:HGNC:2385]	9986
571818	ENSOCUG00000025434		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TND4]	9986
571819	ENSOCUG00000025435		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U301]	9986
571820	ENSOCUG00000025436			9986
571821	ENSOCUG00000025437		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TL22]	9986
571822	ENSOCUG00000025438		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TFK6]	9986
571823	ENSOCUG00000025439		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TP02]	9986
571824	ENSOCUG00000025440		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U6I8]	9986
571825	ENSOCUG00000025441		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TFF8]	9986
571826	ENSOCUG00000025442		Olfactory receptor [Source:UniProtKB/TrEMBL;Acc:G1TIW3]	9986
571827	ENSOCUG00000025443			9986
571828	ENSOCUG00000025444	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
571829	ENSOCUG00000025446	CAMK2N2	calcium/calmodulin-dependent protein kinase II inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:24197]	9986
571830	ENSOCUG00000025447	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
571831	ENSOCUG00000025448			9986
571832	ENSOCUG00000025449	CPT1B	carnitine palmitoyltransferase 1B [Source:HGNC Symbol;Acc:HGNC:2329]	9986
571833	ENSOCUG00000025450		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TW01]	9986
571834	ENSOCUG00000025451	OR5B2	olfactory receptor family 5 subfamily B member 2 [Source:HGNC Symbol;Acc:HGNC:8323]	9986
571835	ENSOCUG00000025452		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TFS1]	9986
571836	ENSOCUG00000025453			9986
571837	ENSOCUG00000025454			9986
571838	ENSOCUG00000025455	crth2	CRTH2 protein; Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:Q256T0]	9986
571839	ENSOCUG00000025456	MAP7	microtubule associated protein 7 [Source:HGNC Symbol;Acc:HGNC:6869]	9986
571840	ENSOCUG00000025457	MC4R	Melanocortin 4 receptor; Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TZU3]	9986
571841	ENSOCUG00000025458			9986
571842	ENSOCUG00000025459			9986
571843	ENSOCUG00000025460	RASSF1	Ras association (RalGDS/AF-6) domain family member 1 [Source:HGNC Symbol;Acc:HGNC:9882]	9986
571844	ENSOCUG00000025461		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U8A3]	9986
571845	ENSOCUG00000025462	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
571846	ENSOCUG00000025463		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TMT1]	9986
571847	ENSOCUG00000025464		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TLT5]	9986
571848	ENSOCUG00000025465		Olfactory receptor [Source:UniProtKB/TrEMBL;Acc:G1U6V7]	9986
571849	ENSOCUG00000025466		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TZS6]	9986
571850	ENSOCUG00000025467		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TH02]	9986
571851	ENSOCUG00000025468	5S_rRNA	5S ribosomal RNA [Source:RFAM;Acc:RF00001]	9986
571852	ENSOCUG00000025469	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
571853	ENSOCUG00000025470	XBP1	X-box binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12801]	9986
571854	ENSOCUG00000025471			9986
571855	ENSOCUG00000025472	SNORD42	Small nucleolar RNA SNORD42 [Source:RFAM;Acc:RF00150]	9986
571856	ENSOCUG00000025473	MMP17	matrix metallopeptidase 17 [Source:HGNC Symbol;Acc:HGNC:7163]	9986
571857	ENSOCUG00000025474			9986
571858	ENSOCUG00000025475	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
571859	ENSOCUG00000025476	GPR157	G protein-coupled receptor 157 [Source:HGNC Symbol;Acc:HGNC:23687]	9986
571860	ENSOCUG00000025477	MYF5	myogenic factor 5 [Source:HGNC Symbol;Acc:HGNC:7565]	9986
571861	ENSOCUG00000025478			9986
571862	ENSOCUG00000025479	U1	U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]	9986
571863	ENSOCUG00000025480		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TZ83]	9986
571864	ENSOCUG00000025481	APOLD1	apolipoprotein L domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25268]	9986
571865	ENSOCUG00000025482	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
571866	ENSOCUG00000025483		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1THQ8]	9986
571867	ENSOCUG00000025484	E4F1	E4F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3121]	9986
571868	ENSOCUG00000025485		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U2V0]	9986
571869	ENSOCUG00000025486	NCK2	NCK adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:7665]	9986
571870	ENSOCUG00000025487	MBP	myelin basic protein [Source:HGNC Symbol;Acc:HGNC:6925]	9986
571871	ENSOCUG00000025488		Oryctolagus cuniculus defensin NP-4 (LOC100009135), mRNA [Source:RefSeq mRNA;Acc:NM_001082299]	9986
571872	ENSOCUG00000025489		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1TIK0]	9986
571873	ENSOCUG00000025492	EID1	EP300 interacting inhibitor of differentiation 1 [Source:HGNC Symbol;Acc:HGNC:1191]	9986
571874	ENSOCUG00000025493	ATP11A	ATPase, class VI, type 11A [Source:HGNC Symbol;Acc:HGNC:13552]	9986
571875	ENSOCUG00000025494	SCG3	secretogranin III [Source:HGNC Symbol;Acc:HGNC:13707]	9986
571876	ENSOCUG00000025495		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U480]	9986
571877	ENSOCUG00000025496	U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	9986
571878	ENSOCUG00000025497	RWDD4	RWD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23750]	9986
571879	ENSOCUG00000025498	SYNDIG1	synapse differentiation inducing 1 [Source:HGNC Symbol;Acc:HGNC:15885]	9986
571880	ENSOCUG00000025499		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U7I0]	9986
571881	ENSOCUG00000025500	SNORD115	Small nucleolar RNA SNORD115 [Source:RFAM;Acc:RF00105]	9986
571882	ENSOCUG00000025501		Uncharacterized protein [Source:UniProtKB/TrEMBL;Acc:G1U7M5]	9986
571883	ENSOCUG00000025502			9986
571884	ENSOCUG00000025503	U3	Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]	9986
571885	ENSOCUG00000025504		Olfactory receptor [Source:UniProtKB/TrEMBL;Acc:G1U049]	9986
